stage18_run_id,model_seed,checkpoint_step,frontier_index,frontier_size,unique_candidate_count,mask_sha256,fidelity,retained_components,canonical_cell_id,canonical_circuit_id,source_cell_count,source_cell_ids,source_any_right_censored,fidelity_preference,retained_components_preference,dominance_rule,duplicate_rule,interpolation,family_size_interpretation
stage18-scaling-24a9adb84176,4,8650,10,10,36,051cca193ce18e6951e10c7fe6a6546c006747f20e277406b66ab89c330cde1d,0.9912287571462135,65,s4-step8650-f99of100-d1of2,C1,3,"[""s4-step8650-f99of100-d1of2"", ""s4-step8650-f99of100-d1of4"", ""s4-step8650-f99of100-d3of4""]",False,higher_is_better,fewer_is_better,weakly_higher_fidelity_and_weakly_fewer_components_with_at_least_one_strict,deduplicate_by_mask_sha256_then_canonical_identity,False,fixed_budget_recovered_lower_bound
stage18-scaling-24a9adb84176,4,9050,1,12,37,61d89a5c5201b4e433f4342ec4c3bf84e9893fe54ce7397fa85b1199f353a9b5,0.8123580546636385,44,s4-step9050-f4of5-d1of2,C1,3,"[""s4-step9050-f4of5-d1of2"", ""s4-step9050-f4of5-d1of4"", ""s4-step9050-f4of5-d3of4""]",False,higher_is_better,fewer_is_better,weakly_higher_fidelity_and_weakly_fewer_components_with_at_least_one_strict,deduplicate_by_mask_sha256_then_canonical_identity,False,fixed_budget_recovered_lower_bound
stage18-scaling-24a9adb84176,4,9050,2,12,37,dd4e79dd3a6040bb1f02afb72fbefc0ab872082768cc0669ab8c0fe7fac24289,0.8529250528624012,48,s4-step9050-f17of20-d1of2,C1,3,"[""s4-step9050-f17of20-d1of2"", ""s4-step9050-f17of20-d1of4"", ""s4-step9050-f17of20-d3of4""]",False,higher_is_better,fewer_is_better,weakly_higher_fidelity_and_weakly_fewer_components_with_at_least_one_strict,deduplicate_by_mask_sha256_then_canonical_identity,False,fixed_budget_recovered_lower_bound
stage18-scaling-24a9adb84176,4,9050,3,12,37,109de5bb242ef499bf4fefc6fb43a191e765da448993f844ef6350e1730c4d18,0.8577805622993186,51,s4-step9050-f17of20-d1of2,C3,3,"[""s4-step9050-f17of20-d1of2"", ""s4-step9050-f17of20-d1of4"", ""s4-step9050-f17of20-d3of4""]",False,higher_is_better,fewer_is_better,weakly_higher_fidelity_and_weakly_fewer_components_with_at_least_one_strict,deduplicate_by_mask_sha256_then_canonical_identity,False,fixed_budget_recovered_lower_bound
stage18-scaling-24a9adb84176,4,9050,4,12,37,aefbe8200e4bd3625c3947399b801f69fe0e3a5f1422699bb12791071f3a1d32,0.905709139321795,53,s4-step9050-f9of10-d1of2,C1,3,"[""s4-step9050-f9of10-d1of2"", ""s4-step9050-f9of10-d1of4"", ""s4-step9050-f9of10-d3of4""]",False,higher_is_better,fewer_is_better,weakly_higher_fidelity_and_weakly_fewer_components_with_at_least_one_strict,deduplicate_by_mask_sha256_then_canonical_identity,False,fixed_budget_recovered_lower_bound
stage18-scaling-24a9adb84176,4,9050,5,12,37,f4658fe0e4ff2b89a0e9eaacfd11dbd6c7f59f4d925d0a67b36885946efbcf6c,0.9065706006735061,54,s4-step9050-f9of10-d1of2,C3,3,"[""s4-step9050-f9of10-d1of2"", ""s4-step9050-f9of10-d1of4"", ""s4-step9050-f9of10-d3of4""]",False,higher_is_better,fewer_is_better,weakly_higher_fidelity_and_weakly_fewer_components_with_at_least_one_strict,deduplicate_by_mask_sha256_then_canonical_identity,False,fixed_budget_recovered_lower_bound
stage18-scaling-24a9adb84176,4,9050,6,12,37,2ca7eee7ee1b073542a27c54aa922aafcf4740fc3c251e28ddddd5a418451eb5,0.911895998120448,55,s4-step9050-f9of10-d1of2,C5,3,"[""s4-step9050-f9of10-d1of2"", ""s4-step9050-f9of10-d1of4"", ""s4-step9050-f9of10-d3of4""]",False,higher_is_better,fewer_is_better,weakly_higher_fidelity_and_weakly_fewer_components_with_at_least_one_strict,deduplicate_by_mask_sha256_then_canonical_identity,False,fixed_budget_recovered_lower_bound
stage18-scaling-24a9adb84176,4,9050,7,12,37,408036851c32a83b2f23f31fce7664446de5e38da7d8f485db71eab4b60b7b64,0.9580233377711646,60,s4-step9050-f19of20-d1of2,C2,3,"[""s4-step9050-f19of20-d1of2"", ""s4-step9050-f19of20-d1of4"", ""s4-step9050-f19of20-d3of4""]",False,higher_is_better,fewer_is_better,weakly_higher_fidelity_and_weakly_fewer_components_with_at_least_one_strict,deduplicate_by_mask_sha256_then_canonical_identity,False,fixed_budget_recovered_lower_bound
stage18-scaling-24a9adb84176,4,9050,8,12,37,3b165d36cdfc0189718e63cc0e88b55c56df64d8e6c5ce369c9a0b6bd8ecb2ff,0.9780718928655338,66,s4-step9050-f39of40-d1of2,C5,3,"[""s4-step9050-f39of40-d1of2"", ""s4-step9050-f39of40-d1of4"", ""s4-step9050-f39of40-d3of4""]",False,higher_is_better,fewer_is_better,weakly_higher_fidelity_and_weakly_fewer_components_with_at_least_one_strict,deduplicate_by_mask_sha256_then_canonical_identity,False,fixed_budget_recovered_lower_bound
stage18-scaling-24a9adb84176,4,9050,9,12,37,b92700172bc164ca2c1e25b58ce17f072ea60f0856510e81d01408a6a00f8815,0.9902106664578275,74,s4-step9050-f99of100-d1of2,C1,3,"[""s4-step9050-f99of100-d1of2"", ""s4-step9050-f99of100-d1of4"", ""s4-step9050-f99of100-d3of4""]",False,higher_is_better,fewer_is_better,weakly_higher_fidelity_and_weakly_fewer_components_with_at_least_one_strict,deduplicate_by_mask_sha256_then_canonical_identity,False,fixed_budget_recovered_lower_bound
stage18-scaling-24a9adb84176,4,9050,10,12,37,1cee2751f9a06d29c84a32ae6dc6463e5fa1254a622dd13acf33198017c1cf9e,0.9908371838045266,77,s4-step9050-f99of100-d1of2,C5,3,"[""s4-step9050-f99of100-d1of2"", ""s4-step9050-f99of100-d1of4"", ""s4-step9050-f99of100-d3of4""]",False,higher_is_better,fewer_is_better,weakly_higher_fidelity_and_weakly_fewer_components_with_at_least_one_strict,deduplicate_by_mask_sha256_then_canonical_identity,False,fixed_budget_recovered_lower_bound
stage18-scaling-24a9adb84176,4,9050,11,12,37,49d27e46ee5fab84cb7d4304488e71575e564cbf67d1b20bab632e2ce7f69a4d,0.9909938131412014,79,s4-step9050-f99of100-d1of2,C7,3,"[""s4-step9050-f99of100-d1of2"", ""s4-step9050-f99of100-d1of4"", ""s4-step9050-f99of100-d3of4""]",False,higher_is_better,fewer_is_better,weakly_higher_fidelity_and_weakly_fewer_components_with_at_least_one_strict,deduplicate_by_mask_sha256_then_canonical_identity,False,fixed_budget_recovered_lower_bound
stage18-scaling-24a9adb84176,4,9050,12,12,37,99c6da7ce97fee0b815d85f21f4393dde90b14ebfd6e566fc487abc9e4c589b7,0.9913853864828882,80,s4-step9050-f99of100-d1of2,C4,3,"[""s4-step9050-f99of100-d1of2"", ""s4-step9050-f99of100-d1of4"", ""s4-step9050-f99of100-d3of4""]",False,higher_is_better,fewer_is_better,weakly_higher_fidelity_and_weakly_fewer_components_with_at_least_one_strict,deduplicate_by_mask_sha256_then_canonical_identity,False,fixed_budget_recovered_lower_bound
