stage14_run_id,training_step,train_accuracy,test_accuracy,train_cross_entropy,test_cross_entropy,gradient_norm
stage14-random-label-training-s0-df790c07a988,850,1.0,0.009173285216093063,3.513026604196057e-05,30.85378646850586,0.00010116352495970204
stage14-random-label-training-s0-df790c07a988,900,1.0,0.009173285216093063,2.0950297766830772e-05,31.741308212280273,4.6449382352875546e-05
stage14-random-label-training-s0-df790c07a988,950,1.0,0.0092851547524333,1.2594324289239012e-05,32.6226692199707,2.6489629817660898e-05
stage14-random-label-training-s0-df790c07a988,1000,1.0,0.00962076336145401,7.648969585716259e-06,33.4837646484375,1.5743340554763563e-05
stage14-random-label-training-s0-df790c07a988,1050,1.0,0.009732631966471672,4.7276157602027524e-06,34.30638885498047,1.4374400961969513e-05
stage14-random-label-training-s0-df790c07a988,1100,1.0,0.00962076336145401,2.9857055778848007e-06,35.07088088989258,1.0065153219329659e-05
stage14-random-label-training-s0-df790c07a988,1150,1.0,0.009844501502811909,1.9532562873791903e-06,35.74199295043945,6.8217800617276225e-06
stage14-random-label-training-s0-df790c07a988,1200,1.0,0.010068240575492382,1.3204206652517314e-06,36.33061599731445,4.451565473573282e-06
stage14-random-label-training-s0-df790c07a988,1250,1.0,0.009956371039152145,9.52086509187211e-07,36.73606872558594,3.216221330148983e-06
stage14-random-label-training-s0-df790c07a988,1300,1.0,0.009844501502811909,7.605116252307198e-07,36.807403564453125,2.130733264493756e-06
stage14-random-label-training-s0-df790c07a988,1350,1.0,0.009956371039152145,6.436989679059479e-07,36.70071029663086,2.2013332454662304e-06
stage14-random-label-training-s0-df790c07a988,1400,1.0,0.00962076336145401,5.560817157856945e-07,36.58482360839844,2.4654432309034746e-06
stage14-random-label-training-s0-df790c07a988,1450,1.0,0.00962076336145401,4.978154493073816e-07,36.84517288208008,4.215607987134717e-06
stage14-random-label-training-s0-df790c07a988,1500,0.9992167353630066,0.008390200324356556,0.01012211013585329,30.704906463623047,0.903708815574646
stage14-random-label-training-s0-df790c07a988,1550,1.0,0.00827833078801632,0.0020353728905320168,22.659297943115234,0.010122562758624554
stage14-random-label-training-s0-df790c07a988,1600,1.0,0.008837677538394928,0.0061058043502271175,17.639711380004883,0.011287450790405273
stage14-random-label-training-s0-df790c07a988,1650,1.0,0.009061416611075401,0.01299323234707117,15.211345672607422,0.01521641481667757
stage14-random-label-training-s0-df790c07a988,1700,1.0,0.009732631966471672,0.013398511335253716,15.094339370727539,0.014231860637664795
stage14-random-label-training-s0-df790c07a988,1750,1.0,0.0092851547524333,0.009026632644236088,16.00148582458496,0.009898926131427288
stage14-random-label-training-s0-df790c07a988,1800,1.0,0.009173285216093063,0.005651293322443962,17.07748794555664,0.007324295584112406
stage14-random-label-training-s0-df790c07a988,1850,1.0,0.009061416611075401,0.003470310242846608,18.192047119140625,0.00653537642210722
stage14-random-label-training-s0-df790c07a988,1900,1.0,0.008949547074735165,0.002107420936226845,19.325626373291016,0.004090769216418266
stage14-random-label-training-s0-df790c07a988,1950,1.0,0.008502069860696793,0.0012715922202914953,20.466150283813477,0.0025249829050153494
stage14-random-label-training-s0-df790c07a988,2000,1.0,0.00827833078801632,0.0007650092011317611,21.609357833862305,0.0017455709166824818
stage14-random-label-training-s0-df790c07a988,2050,1.0,0.008502069860696793,0.0004584889393299818,22.747739791870117,0.0013960391515865922
stage14-random-label-training-s0-df790c07a988,2100,1.0,0.008837677538394928,0.00027414344367571175,23.880929946899414,0.0009534761193208396
stage14-random-label-training-s0-df790c07a988,2150,1.0,0.008613938465714455,0.00016393970872741193,25.007780075073242,0.0005133604281581938
stage14-random-label-training-s0-df790c07a988,2200,1.0,0.007942723110318184,9.819673869060352e-05,26.119821548461914,0.0003001054283231497
stage14-random-label-training-s0-df790c07a988,2250,1.0,0.007942723110318184,5.8888155763270333e-05,27.224185943603516,0.00013814917474519461
stage14-random-label-training-s0-df790c07a988,2300,1.0,0.00827833078801632,3.548494714777917e-05,28.30913543701172,0.00012420314305927604
stage14-random-label-training-s0-df790c07a988,2350,1.0,0.008166461251676083,2.140739707101602e-05,29.379865646362305,5.142693771631457e-05
stage14-random-label-training-s0-df790c07a988,2400,1.0,0.007830853573977947,1.3015554031881038e-05,30.425729751586914,6.198425398906693e-05
stage14-random-label-training-s0-df790c07a988,2450,1.0,0.007830853573977947,7.988756806298625e-06,31.43387794494629,3.0717965273652226e-05
stage14-random-label-training-s0-df790c07a988,2500,1.0,0.00805459264665842,4.963074843544746e-06,32.40449142456055,2.177927308366634e-05
stage14-random-label-training-s0-df790c07a988,2550,1.0,0.008502069860696793,3.146713879687013e-06,33.301841735839844,8.856835847836919e-06
stage14-random-label-training-s0-df790c07a988,2600,1.0,0.008390200324356556,2.048778924290673e-06,34.1079216003418,6.3927427618182264e-06
stage14-random-label-training-s0-df790c07a988,2650,1.0,0.007942723110318184,1.383355652251339e-06,34.80116271972656,5.759193754784064e-06
stage14-random-label-training-s0-df790c07a988,2700,1.0,0.007718984037637711,9.895610446619685e-07,35.332393646240234,4.202900072414195e-06
stage14-random-label-training-s0-df790c07a988,2750,1.0,0.007942723110318184,7.587686354781908e-07,35.614383697509766,2.4757953269727295e-06
stage14-random-label-training-s0-df790c07a988,2800,1.0,0.007607114966958761,6.248371278161358e-07,35.778377532958984,5.34285891262698e-06
stage14-random-label-training-s0-df790c07a988,2850,1.0,0.008166461251676083,5.768421829088766e-07,35.99470520019531,6.190977273945464e-06
stage14-random-label-training-s0-df790c07a988,2900,1.0,0.007718984037637711,0.0008796743932180107,27.595258712768555,0.026468198746442795
stage14-random-label-training-s0-df790c07a988,2950,1.0,0.008725808002054691,0.0019377677235752344,20.828472137451172,0.0073219300247728825
stage14-random-label-training-s0-df790c07a988,3000,1.0,0.00827833078801632,0.006301007233560085,16.663280487060547,0.009546969085931778
stage14-random-label-training-s0-df790c07a988,3050,1.0,0.00805459264665842,0.010683402419090271,15.18554401397705,0.01186517346650362
stage14-random-label-training-s0-df790c07a988,3100,1.0,0.00805459264665842,0.008390508592128754,15.663881301879883,0.009310808964073658
stage14-random-label-training-s0-df790c07a988,3150,1.0,0.007718984037637711,0.00530149694532156,16.628864288330078,0.007301934063434601
stage14-random-label-training-s0-df790c07a988,3200,1.0,0.007942723110318184,0.0032683000899851322,17.64972496032715,0.005179827567189932
stage14-random-label-training-s0-df790c07a988,3250,1.0,0.00805459264665842,0.0019880589097738266,18.698938369750977,0.0031046983785927296
stage14-random-label-training-s0-df790c07a988,3300,1.0,0.008166461251676083,0.0012017119443044066,19.76743507385254,0.0024392351042479277
stage14-random-label-training-s0-df790c07a988,3350,1.0,0.007942723110318184,0.0007225380395539105,20.840700149536133,0.001191458897665143
stage14-random-label-training-s0-df790c07a988,3400,1.0,0.00827833078801632,0.0004341111343819648,21.917863845825195,0.0011632059467956424
stage14-random-label-training-s0-df790c07a988,3450,1.0,0.008725808002054691,0.00026023719692602754,22.999065399169922,0.0006056808051653206
stage14-random-label-training-s0-df790c07a988,3500,1.0,0.008502069860696793,0.0001559586526127532,24.080686569213867,0.0003680839145090431
stage14-random-label-training-s0-df790c07a988,3550,1.0,0.00827833078801632,9.354163194075227e-05,25.160518646240234,0.00031062797643244267
stage14-random-label-training-s0-df790c07a988,3600,1.0,0.008166461251676083,5.608446372207254e-05,26.236156463623047,0.00023494135530199856
stage14-random-label-training-s0-df790c07a988,3650,1.0,0.008166461251676083,3.3819451346062124e-05,27.2993106842041,0.00016304012387990952
stage14-random-label-training-s0-df790c07a988,3700,1.0,0.008502069860696793,2.041010702669155e-05,28.34769630432129,6.776169902877882e-05
stage14-random-label-training-s0-df790c07a988,3750,1.0,0.008725808002054691,1.2400470950524323e-05,29.375492095947266,6.946059147594497e-05
stage14-random-label-training-s0-df790c07a988,3800,1.0,0.008725808002054691,7.6212336352909915e-06,30.37725830078125,4.7746765631018206e-05
stage14-random-label-training-s0-df790c07a988,3850,1.0,0.009061416611075401,4.741371412819717e-06,31.33661460876465,1.7399956050212495e-05
stage14-random-label-training-s0-df790c07a988,3900,1.0,0.009061416611075401,3.010262616953696e-06,32.23121643066406,1.1202867426618468e-05
stage14-random-label-training-s0-df790c07a988,3950,1.0,0.009173285216093063,1.961939915418043e-06,33.03947830200195,5.257326392893447e-06
stage14-random-label-training-s0-df790c07a988,4000,1.0,0.009173285216093063,1.3260543028081884e-06,33.7263069152832,3.4782156035362277e-06
stage14-random-label-training-s0-df790c07a988,4050,1.0,0.009061416611075401,9.495339554632665e-07,34.24451446533203,3.004070777024026e-06
stage14-random-label-training-s0-df790c07a988,4100,1.0,0.008949547074735165,7.351757744800125e-07,34.541324615478516,5.127531039761379e-06
stage14-random-label-training-s0-df790c07a988,4150,1.0,0.009397024288773537,6.296303922681545e-07,34.68916320800781,5.921791853324976e-06
stage14-random-label-training-s0-df790c07a988,4200,1.0,0.010068240575492382,0.0006920653977431357,29.030975341796875,0.0328926183283329
stage14-random-label-training-s0-df790c07a988,4250,1.0,0.009397024288773537,0.0009234303142875433,21.878536224365234,0.00403993995860219
stage14-random-label-training-s0-df790c07a988,4300,1.0,0.009732631966471672,0.0032234471291303635,17.576759338378906,0.0051045590080320835
stage14-random-label-training-s0-df790c07a988,4350,1.0,0.010180109180510044,0.004988846369087696,16.299068450927734,0.006144318263977766
stage14-random-label-training-s0-df790c07a988,4400,1.0,0.010068240575492382,0.003565132152289152,16.94936180114746,0.004855077248066664
stage14-random-label-training-s0-df790c07a988,4450,1.0,0.009956371039152145,0.00221911258995533,17.93033790588379,0.003877708688378334
stage14-random-label-training-s0-df790c07a988,4500,1.0,0.010180109180510044,0.0013571064919233322,18.955644607543945,0.0021537335123866796
stage14-random-label-training-s0-df790c07a988,4550,1.0,0.00962076336145401,0.000822613830678165,20.000804901123047,0.001508088898845017
stage14-random-label-training-s0-df790c07a988,4600,1.0,0.009732631966471672,0.0004958993522450328,21.056304931640625,0.0015402307035401464
stage14-random-label-training-s0-df790c07a988,4650,1.0,0.009956371039152145,0.00029818768962286413,22.112960815429688,0.0012425973545759916
stage14-random-label-training-s0-df790c07a988,4700,1.0,0.010068240575492382,0.00017855819896794856,23.172664642333984,0.0005108480108901858
stage14-random-label-training-s0-df790c07a988,4750,1.0,0.010068240575492382,0.00010712548100855201,24.231355667114258,0.0002768139820545912
stage14-random-label-training-s0-df790c07a988,4800,1.0,0.009844501502811909,6.433653470594436e-05,25.283477783203125,0.00012575846631079912
stage14-random-label-training-s0-df790c07a988,4850,1.0,0.010180109180510044,3.8714511902071536e-05,26.329076766967773,0.00020090096222702414
stage14-random-label-training-s0-df790c07a988,4900,1.0,0.01029197871685028,2.338232661713846e-05,27.36366844177246,0.00012559653259813786
stage14-random-label-training-s0-df790c07a988,4950,1.0,0.010180109180510044,1.4210429981176276e-05,28.381797790527344,6.52574744890444e-05
stage14-random-label-training-s0-df790c07a988,5000,1.0,0.010068240575492382,8.695630640431773e-06,29.372976303100586,6.606834358535707e-05
stage14-random-label-training-s0-df790c07a988,5050,1.0,0.010068240575492382,5.376382432586979e-06,30.328840255737305,4.1384122596355155e-05
stage14-random-label-training-s0-df790c07a988,5100,1.0,0.010180109180510044,3.387839797142078e-06,31.229639053344727,1.8077340428135358e-05
stage14-random-label-training-s0-df790c07a988,5150,1.0,0.010403848253190517,2.1901171294302912e-06,32.05289840698242,1.2817035894840956e-05
stage14-random-label-training-s0-df790c07a988,5200,1.0,0.010403848253190517,1.4506481420539785e-06,32.78962326049805,3.7895447349001188e-06
stage14-random-label-training-s0-df790c07a988,5250,1.0,0.010739455930888653,1.014336476146127e-06,33.3726806640625,3.670463001981261e-06
stage14-random-label-training-s0-df790c07a988,5300,1.0,0.01085132546722889,7.724947295173479e-07,33.74399948120117,5.629041424981551e-06
stage14-random-label-training-s0-df790c07a988,5350,0.9979112148284912,0.010180109180510044,0.009467722848057747,32.651729583740234,0.7663787007331848
stage14-random-label-training-s0-df790c07a988,5400,1.0,0.010180109180510044,0.0007824971107766032,23.915855407714844,0.0077190701849758625
stage14-random-label-training-s0-df790c07a988,5450,1.0,0.010515717789530754,0.002831418300047517,18.4394474029541,0.0067064487375319
stage14-random-label-training-s0-df790c07a988,5500,1.0,0.01062758732587099,0.006423987913876772,15.769620895385742,0.00863981619477272
stage14-random-label-training-s0-df790c07a988,5550,1.0,0.010403848253190517,0.006338826846331358,15.622941017150879,0.007792249787598848
stage14-random-label-training-s0-df790c07a988,5600,1.0,0.01062758732587099,0.004130161367356777,16.472639083862305,0.005225794855505228
stage14-random-label-training-s0-df790c07a988,5650,1.0,0.010515717789530754,0.002547134878113866,17.466901779174805,0.003522853134199977
stage14-random-label-training-s0-df790c07a988,5700,1.0,0.010180109180510044,0.0015464306343346834,18.500137329101562,0.002646573819220066
stage14-random-label-training-s0-df790c07a988,5750,1.0,0.010068240575492382,0.0009316961513832211,19.548702239990234,0.0018308717990294099
stage14-random-label-training-s0-df790c07a988,5800,1.0,0.010403848253190517,0.0005589690408669412,20.6053409576416,0.0010377420112490654
stage14-random-label-training-s0-df790c07a988,5850,1.0,0.010068240575492382,0.0003347615129314363,21.6661434173584,0.0009501093300059438
stage14-random-label-training-s0-df790c07a988,5900,1.0,0.010180109180510044,0.00020030896121170372,22.72447967529297,0.0003515227872412652
stage14-random-label-training-s0-df790c07a988,5950,1.0,0.010180109180510044,0.0001198666577693075,23.783456802368164,0.0003456146514508873
stage14-random-label-training-s0-df790c07a988,6000,1.0,0.009956371039152145,7.184376590885222e-05,24.832975387573242,0.0002426566497888416
stage14-random-label-training-s0-df790c07a988,6050,1.0,0.010068240575492382,4.31170774390921e-05,25.874345779418945,9.182344365399331e-05
stage14-random-label-training-s0-df790c07a988,6100,1.0,0.010180109180510044,2.598178070911672e-05,26.904661178588867,0.00010641024709912017
stage14-random-label-training-s0-df790c07a988,6150,1.0,0.010180109180510044,1.5726940546301194e-05,27.920162200927734,6.267570279305801e-05
stage14-random-label-training-s0-df790c07a988,6200,1.0,0.01062758732587099,9.581037375028245e-06,28.915481567382812,4.1581966797821224e-05
stage14-random-label-training-s0-df790c07a988,6250,1.0,0.01062758732587099,5.903171768295579e-06,29.873689651489258,2.192882493545767e-05
stage14-random-label-training-s0-df790c07a988,6300,1.0,0.01062758732587099,3.6995877508161357e-06,30.782535552978516,1.1648277904896531e-05
stage14-random-label-training-s0-df790c07a988,6350,1.0,0.010515717789530754,2.373008328504511e-06,31.613704681396484,5.490888270287542e-06
stage14-random-label-training-s0-df790c07a988,6400,1.0,0.01085132546722889,1.5707908005424542e-06,32.3521842956543,5.662746389134554e-06
stage14-random-label-training-s0-df790c07a988,6450,1.0,0.01085132546722889,1.0815355153681594e-06,32.95978927612305,3.4728511764114955e-06
stage14-random-label-training-s0-df790c07a988,6500,1.0,0.010739455930888653,8.026549380701908e-07,33.34764099121094,3.996323812316405e-06
stage14-random-label-training-s0-df790c07a988,6550,1.0,0.011075064539909363,6.315913196885958e-07,33.60248565673828,4.740361418953398e-06
stage14-random-label-training-s0-df790c07a988,6600,1.0,0.009397024288773537,0.002296242630109191,26.93596839904785,0.10111065953969955
stage14-random-label-training-s0-df790c07a988,6650,1.0,0.010068240575492382,0.0022410128731280565,20.09639549255371,0.011526377871632576
stage14-random-label-training-s0-df790c07a988,6700,1.0,0.01062758732587099,0.007534104865044355,15.875499725341797,0.013970069587230682
stage14-random-label-training-s0-df790c07a988,6750,1.0,0.0111869340762496,0.013319987803697586,14.155248641967773,0.01655138097703457
stage14-random-label-training-s0-df790c07a988,6800,1.0,0.01085132546722889,0.011559114791452885,14.319170951843262,0.013683106750249863
stage14-random-label-training-s0-df790c07a988,6850,1.0,0.01029197871685028,0.007516971789300442,15.144692420959473,0.00923600047826767
stage14-random-label-training-s0-df790c07a988,6900,1.0,0.010180109180510044,0.0046532549895346165,16.09287452697754,0.006062563043087721
stage14-random-label-training-s0-df790c07a988,6950,1.0,0.010739455930888653,0.0028344241436570883,17.081796646118164,0.003952305298298597
stage14-random-label-training-s0-df790c07a988,7000,1.0,0.010739455930888653,0.001711387070827186,18.090801239013672,0.0028631561435759068
stage14-random-label-training-s0-df790c07a988,7050,1.0,0.01062758732587099,0.0010281880386173725,19.114274978637695,0.0016427339287474751
stage14-random-label-training-s0-df790c07a988,7100,1.0,0.010739455930888653,0.0006158892647363245,20.146713256835938,0.0011272701667621732
stage14-random-label-training-s0-df790c07a988,7150,1.0,0.010403848253190517,0.0003683314425870776,21.18209457397461,0.0007313454989343882
stage14-random-label-training-s0-df790c07a988,7200,1.0,0.010739455930888653,0.00022011841065250337,22.21845245361328,0.00047194547369144857
stage14-random-label-training-s0-df790c07a988,7250,1.0,0.01085132546722889,0.0001315952104050666,23.252201080322266,0.0002828856522683054
stage14-random-label-training-s0-df790c07a988,7300,1.0,0.01062758732587099,7.876134623074904e-05,24.285396575927734,0.0001965875126188621
stage14-random-label-training-s0-df790c07a988,7350,1.0,0.010739455930888653,4.723478195955977e-05,25.31326675415039,0.00015623583749402314
stage14-random-label-training-s0-df790c07a988,7400,1.0,0.01062758732587099,2.8395987101248465e-05,26.3341121673584,7.945620018290356e-05
stage14-random-label-training-s0-df790c07a988,7450,1.0,0.010515717789530754,1.7156833564513363e-05,27.34349822998047,5.2019331633346155e-05
stage14-random-label-training-s0-df790c07a988,7500,1.0,0.010403848253190517,1.0443100109114312e-05,28.33121109008789,3.2660165743436664e-05
stage14-random-label-training-s0-df790c07a988,7550,1.0,0.010739455930888653,6.421681973733939e-06,29.28691864013672,1.84960135811707e-05
stage14-random-label-training-s0-df790c07a988,7600,1.0,0.010403848253190517,4.007133611594327e-06,30.19837188720703,1.5084145161381457e-05
stage14-random-label-training-s0-df790c07a988,7650,1.0,0.010515717789530754,2.5587628442735877e-06,31.038780212402344,8.842029274092056e-06
stage14-random-label-training-s0-df790c07a988,7700,1.0,0.010403848253190517,1.6782969396444969e-06,31.79424476623535,5.553733444685349e-06
stage14-random-label-training-s0-df790c07a988,7750,1.0,0.01029197871685028,1.1521585747686913e-06,32.4232063293457,5.337488801160362e-06
stage14-random-label-training-s0-df790c07a988,7800,1.0,0.010403848253190517,8.400672868447145e-07,32.855045318603516,4.824688858207082e-06
stage14-random-label-training-s0-df790c07a988,7850,1.0,0.010403848253190517,6.4541086430836e-07,33.15509796142578,5.656410849042004e-06
stage14-random-label-training-s0-df790c07a988,7900,1.0,0.009397024288773537,0.0036450501065701246,29.26846694946289,0.24496789276599884
stage14-random-label-training-s0-df790c07a988,7950,1.0,0.01029197871685028,0.001202412648126483,21.635744094848633,0.00853061955422163
stage14-random-label-training-s0-df790c07a988,8000,1.0,0.010403848253190517,0.004492664244025946,16.83816146850586,0.010044477880001068
stage14-random-label-training-s0-df790c07a988,8050,1.0,0.010180109180510044,0.009708299301564693,14.603313446044922,0.012915250845253468
stage14-random-label-training-s0-df790c07a988,8100,1.0,0.01029197871685028,0.009169274941086769,14.602277755737305,0.011390265077352524
stage14-random-label-training-s0-df790c07a988,8150,1.0,0.01029197871685028,0.005966304335743189,15.424567222595215,0.007703506853431463
stage14-random-label-training-s0-df790c07a988,8200,1.0,0.01029197871685028,0.00369703839533031,16.370094299316406,0.004961945116519928
stage14-random-label-training-s0-df790c07a988,8250,1.0,0.009956371039152145,0.0022552970331162214,17.35785484313965,0.0035959018860012293
stage14-random-label-training-s0-df790c07a988,8300,1.0,0.010068240575492382,0.001363281742669642,18.3681583404541,0.0026249613147228956
stage14-random-label-training-s0-df790c07a988,8350,1.0,0.009844501502811909,0.0008198965806514025,19.390100479125977,0.0018212803406640887
stage14-random-label-training-s0-df790c07a988,8400,1.0,0.010180109180510044,0.0004914823803119361,20.4178524017334,0.0010796780698001385
stage14-random-label-training-s0-df790c07a988,8450,1.0,0.010403848253190517,0.0002943528816103935,21.448366165161133,0.0006645286921411753
stage14-random-label-training-s0-df790c07a988,8500,1.0,0.01029197871685028,0.00017614709213376045,22.477142333984375,0.00043961411574855447
stage14-random-label-training-s0-df790c07a988,8550,1.0,0.010180109180510044,0.00010541034862399101,23.50641441345215,0.00033351287129335105
stage14-random-label-training-s0-df790c07a988,8600,1.0,0.010068240575492382,6.317175575532019e-05,24.527183532714844,0.00020750935073010623
stage14-random-label-training-s0-df790c07a988,8650,1.0,0.010068240575492382,3.796069722739048e-05,25.54132080078125,0.00016799099103081971
stage14-random-label-training-s0-df790c07a988,8700,1.0,0.01029197871685028,2.2867594452691264e-05,26.546361923217773,5.516271266969852e-05
stage14-random-label-training-s0-df790c07a988,8750,1.0,0.010180109180510044,1.3856977602699772e-05,27.531322479248047,3.3595002605579793e-05
stage14-random-label-training-s0-df790c07a988,8800,1.0,0.01062758732587099,8.472653462376911e-06,28.49453353881836,3.725101487361826e-05
stage14-random-label-training-s0-df790c07a988,8850,1.0,0.01062758732587099,5.237473033048445e-06,29.42169761657715,1.7351401766063645e-05
stage14-random-label-training-s0-df790c07a988,8900,1.0,0.010515717789530754,3.3011876894306624e-06,30.297157287597656,1.1137371075164992e-05
stage14-random-label-training-s0-df790c07a988,8950,1.0,0.010403848253190517,2.1324426597857382e-06,31.101104736328125,1.4145804925647099e-05
stage14-random-label-training-s0-df790c07a988,9000,1.0,0.010403848253190517,1.4199586075847037e-06,31.819581985473633,7.59332624511444e-06
stage14-random-label-training-s0-df790c07a988,9050,1.0,0.010403848253190517,9.92237801256124e-07,32.36903762817383,3.2065488539956277e-06
