model_seed,checkpoint_step,displayed_fidelity,displayed_jaccard_cutoff,family_size,right_censored,aggregation_unit
1,3400,0.950,0.75,0,False,trained_model_seed
1,3400,0.975,0.25,0,False,trained_model_seed
1,3400,0.975,0.50,0,False,trained_model_seed
1,3400,0.975,0.75,0,False,trained_model_seed
1,3400,0.990,0.25,0,False,trained_model_seed
1,3400,0.990,0.50,0,False,trained_model_seed
1,3400,0.990,0.75,0,False,trained_model_seed
1,7450,0.800,0.25,0,False,trained_model_seed
1,7450,0.800,0.50,0,False,trained_model_seed
1,7450,0.800,0.75,0,False,trained_model_seed
1,7450,0.850,0.25,0,False,trained_model_seed
1,7450,0.850,0.50,0,False,trained_model_seed
1,7450,0.850,0.75,0,False,trained_model_seed
1,7450,0.900,0.25,0,False,trained_model_seed
1,7450,0.900,0.50,0,False,trained_model_seed
1,7450,0.900,0.75,0,False,trained_model_seed
1,7450,0.950,0.25,0,False,trained_model_seed
1,7450,0.950,0.50,0,False,trained_model_seed
1,7450,0.950,0.75,0,False,trained_model_seed
1,7450,0.975,0.25,0,False,trained_model_seed
1,7450,0.975,0.50,0,False,trained_model_seed
1,7450,0.975,0.75,0,False,trained_model_seed
1,7450,0.990,0.25,0,False,trained_model_seed
1,7450,0.990,0.50,0,False,trained_model_seed
1,7450,0.990,0.75,0,False,trained_model_seed
1,8150,0.800,0.25,0,False,trained_model_seed
1,8150,0.800,0.50,0,False,trained_model_seed
1,8150,0.800,0.75,0,False,trained_model_seed
1,8150,0.850,0.25,0,False,trained_model_seed
1,8150,0.850,0.50,0,False,trained_model_seed
1,8150,0.850,0.75,0,False,trained_model_seed
1,8150,0.900,0.25,0,False,trained_model_seed
1,8150,0.900,0.50,0,False,trained_model_seed
1,8150,0.900,0.75,0,False,trained_model_seed
1,8150,0.950,0.25,0,False,trained_model_seed
1,8150,0.950,0.50,0,False,trained_model_seed
1,8150,0.950,0.75,0,False,trained_model_seed
1,8150,0.975,0.25,0,False,trained_model_seed
1,8150,0.975,0.50,0,False,trained_model_seed
1,8150,0.975,0.75,0,False,trained_model_seed
1,8150,0.990,0.25,0,False,trained_model_seed
1,8150,0.990,0.50,0,False,trained_model_seed
1,8150,0.990,0.75,0,False,trained_model_seed
1,8500,0.800,0.25,1,False,trained_model_seed
1,8500,0.800,0.50,1,False,trained_model_seed
1,8500,0.800,0.75,1,False,trained_model_seed
1,8500,0.850,0.25,0,False,trained_model_seed
1,8500,0.850,0.50,0,False,trained_model_seed
1,8500,0.850,0.75,0,False,trained_model_seed
1,8500,0.900,0.25,0,False,trained_model_seed
1,8500,0.900,0.50,0,False,trained_model_seed
1,8500,0.900,0.75,0,False,trained_model_seed
1,8500,0.950,0.25,0,False,trained_model_seed
1,8500,0.950,0.50,0,False,trained_model_seed
1,8500,0.950,0.75,0,False,trained_model_seed
1,8500,0.975,0.25,0,False,trained_model_seed
1,8500,0.975,0.50,0,False,trained_model_seed
1,8500,0.975,0.75,0,False,trained_model_seed
1,8500,0.990,0.25,0,False,trained_model_seed
1,8500,0.990,0.50,0,False,trained_model_seed
1,8500,0.990,0.75,0,False,trained_model_seed
1,8650,0.800,0.25,3,False,trained_model_seed
1,8650,0.800,0.50,8,False,trained_model_seed
1,8650,0.800,0.75,8,False,trained_model_seed
1,8650,0.850,0.25,2,False,trained_model_seed
1,8650,0.850,0.50,8,False,trained_model_seed
1,8650,0.850,0.75,8,False,trained_model_seed
1,8650,0.900,0.25,2,False,trained_model_seed
1,8650,0.900,0.50,8,False,trained_model_seed
1,8650,0.900,0.75,8,False,trained_model_seed
1,8650,0.950,0.25,0,False,trained_model_seed
1,8650,0.950,0.50,0,False,trained_model_seed
1,8650,0.950,0.75,0,False,trained_model_seed
1,8650,0.975,0.25,0,False,trained_model_seed
1,8650,0.975,0.50,0,False,trained_model_seed
1,8650,0.975,0.75,0,False,trained_model_seed
1,8650,0.990,0.25,0,False,trained_model_seed
1,8650,0.990,0.50,0,False,trained_model_seed
1,8650,0.990,0.75,0,False,trained_model_seed
1,9050,0.800,0.25,3,False,trained_model_seed
1,9050,0.800,0.50,6,False,trained_model_seed
1,9050,0.800,0.75,6,False,trained_model_seed
1,9050,0.850,0.25,2,False,trained_model_seed
1,9050,0.850,0.50,6,False,trained_model_seed
1,9050,0.850,0.75,6,False,trained_model_seed
1,9050,0.900,0.25,3,False,trained_model_seed
1,9050,0.900,0.50,7,False,trained_model_seed
1,9050,0.900,0.75,7,False,trained_model_seed
1,9050,0.950,0.25,4,False,trained_model_seed
1,9050,0.950,0.50,7,False,trained_model_seed
1,9050,0.950,0.75,7,False,trained_model_seed
1,9050,0.975,0.25,4,False,trained_model_seed
1,9050,0.975,0.50,7,False,trained_model_seed
1,9050,0.975,0.75,7,False,trained_model_seed
1,9050,0.990,0.25,3,False,trained_model_seed
1,9050,0.990,0.50,7,False,trained_model_seed
1,9050,0.990,0.75,7,False,trained_model_seed
2,200,0.800,0.25,0,False,trained_model_seed
2,200,0.800,0.50,0,False,trained_model_seed
2,200,0.800,0.75,0,False,trained_model_seed
2,200,0.850,0.25,0,False,trained_model_seed
2,200,0.850,0.50,0,False,trained_model_seed
2,200,0.850,0.75,0,False,trained_model_seed
2,200,0.900,0.25,0,False,trained_model_seed
2,200,0.900,0.50,0,False,trained_model_seed
2,200,0.900,0.75,0,False,trained_model_seed
2,200,0.950,0.25,0,False,trained_model_seed
2,200,0.950,0.50,0,False,trained_model_seed
2,200,0.950,0.75,0,False,trained_model_seed
2,200,0.975,0.25,0,False,trained_model_seed
2,200,0.975,0.50,0,False,trained_model_seed
2,200,0.975,0.75,0,False,trained_model_seed
2,200,0.990,0.25,0,False,trained_model_seed
2,200,0.990,0.50,0,False,trained_model_seed
2,200,0.990,0.75,0,False,trained_model_seed
2,3400,0.800,0.25,0,False,trained_model_seed
2,3400,0.800,0.50,0,False,trained_model_seed
2,3400,0.800,0.75,0,False,trained_model_seed
2,3400,0.850,0.25,0,False,trained_model_seed
2,3400,0.850,0.50,0,False,trained_model_seed
2,3400,0.850,0.75,0,False,trained_model_seed
2,3400,0.900,0.25,0,False,trained_model_seed
2,3400,0.900,0.50,0,False,trained_model_seed
2,3400,0.900,0.75,0,False,trained_model_seed
2,3400,0.950,0.25,0,False,trained_model_seed
2,3400,0.950,0.50,0,False,trained_model_seed
2,3400,0.950,0.75,0,False,trained_model_seed
2,3400,0.975,0.25,0,False,trained_model_seed
2,3400,0.975,0.50,0,False,trained_model_seed
2,3400,0.975,0.75,0,False,trained_model_seed
2,3400,0.990,0.25,0,False,trained_model_seed
2,3400,0.990,0.50,0,False,trained_model_seed
2,3400,0.990,0.75,0,False,trained_model_seed
2,7450,0.800,0.25,3,False,trained_model_seed
2,7450,0.800,0.50,7,False,trained_model_seed
2,7450,0.800,0.75,7,False,trained_model_seed
2,7450,0.850,0.25,3,False,trained_model_seed
2,7450,0.850,0.50,7,False,trained_model_seed
2,7450,0.850,0.75,7,False,trained_model_seed
2,7450,0.900,0.25,3,False,trained_model_seed
2,7450,0.900,0.50,7,False,trained_model_seed
2,7450,0.900,0.75,7,False,trained_model_seed
2,7450,0.950,0.25,3,False,trained_model_seed
2,7450,0.950,0.50,8,False,trained_model_seed
2,7450,0.950,0.75,8,False,trained_model_seed
2,7450,0.975,0.25,2,False,trained_model_seed
2,7450,0.975,0.50,8,False,trained_model_seed
2,7450,0.975,0.75,8,False,trained_model_seed
2,7450,0.990,0.25,0,False,trained_model_seed
2,7450,0.990,0.50,0,False,trained_model_seed
2,7450,0.990,0.75,0,False,trained_model_seed
2,8150,0.800,0.25,2,False,trained_model_seed
2,8150,0.800,0.50,6,False,trained_model_seed
2,8150,0.800,0.75,6,False,trained_model_seed
2,8150,0.850,0.25,2,False,trained_model_seed
2,8150,0.850,0.50,6,False,trained_model_seed
2,8150,0.850,0.75,6,False,trained_model_seed
2,8150,0.900,0.25,2,False,trained_model_seed
2,8150,0.900,0.50,6,False,trained_model_seed
2,8150,0.900,0.75,6,False,trained_model_seed
2,8150,0.950,0.25,2,False,trained_model_seed
2,8150,0.950,0.50,7,False,trained_model_seed
2,8150,0.950,0.75,7,False,trained_model_seed
2,8150,0.975,0.25,2,False,trained_model_seed
2,8150,0.975,0.50,7,False,trained_model_seed
2,8150,0.975,0.75,7,False,trained_model_seed
2,8150,0.990,0.25,2,False,trained_model_seed
2,8150,0.990,0.50,7,False,trained_model_seed
2,8150,0.990,0.75,7,False,trained_model_seed
2,8500,0.800,0.25,4,False,trained_model_seed
2,8500,0.800,0.50,6,False,trained_model_seed
2,8500,0.800,0.75,6,False,trained_model_seed
2,8500,0.850,0.25,5,False,trained_model_seed
2,8500,0.850,0.50,6,False,trained_model_seed
2,8500,0.850,0.75,6,False,trained_model_seed
2,8500,0.900,0.25,2,False,trained_model_seed
2,8500,0.900,0.50,6,False,trained_model_seed
2,8500,0.900,0.75,6,False,trained_model_seed
2,8500,0.950,0.25,3,False,trained_model_seed
2,8500,0.950,0.50,6,False,trained_model_seed
2,8500,0.950,0.75,6,False,trained_model_seed
2,8500,0.975,0.25,3,False,trained_model_seed
2,8500,0.975,0.50,7,False,trained_model_seed
2,8500,0.975,0.75,7,False,trained_model_seed
2,8500,0.990,0.25,3,False,trained_model_seed
2,8500,0.990,0.50,7,False,trained_model_seed
2,8500,0.990,0.75,7,False,trained_model_seed
2,8650,0.800,0.25,2,False,trained_model_seed
2,8650,0.800,0.50,6,False,trained_model_seed
2,8650,0.800,0.75,6,False,trained_model_seed
2,8650,0.850,0.25,3,False,trained_model_seed
2,8650,0.850,0.50,6,False,trained_model_seed
2,8650,0.850,0.75,6,False,trained_model_seed
2,8650,0.900,0.25,3,False,trained_model_seed
2,8650,0.900,0.50,6,False,trained_model_seed
2,8650,0.900,0.75,6,False,trained_model_seed
2,8650,0.950,0.25,3,False,trained_model_seed
2,8650,0.950,0.50,6,False,trained_model_seed
2,8650,0.950,0.75,6,False,trained_model_seed
2,8650,0.975,0.25,3,False,trained_model_seed
2,8650,0.975,0.50,7,False,trained_model_seed
2,8650,0.975,0.75,7,False,trained_model_seed
2,8650,0.990,0.25,3,False,trained_model_seed
2,8650,0.990,0.50,7,False,trained_model_seed
2,8650,0.990,0.75,7,False,trained_model_seed
2,9050,0.800,0.25,3,False,trained_model_seed
2,9050,0.800,0.50,6,False,trained_model_seed
2,9050,0.800,0.75,6,False,trained_model_seed
2,9050,0.850,0.25,4,False,trained_model_seed
2,9050,0.850,0.50,6,False,trained_model_seed
2,9050,0.850,0.75,6,False,trained_model_seed
2,9050,0.900,0.25,3,False,trained_model_seed
2,9050,0.900,0.50,6,False,trained_model_seed
2,9050,0.900,0.75,6,False,trained_model_seed
2,9050,0.950,0.25,5,False,trained_model_seed
2,9050,0.950,0.50,6,False,trained_model_seed
2,9050,0.950,0.75,6,False,trained_model_seed
2,9050,0.975,0.25,7,False,trained_model_seed
2,9050,0.975,0.50,7,False,trained_model_seed
2,9050,0.975,0.75,7,False,trained_model_seed
2,9050,0.990,0.25,6,False,trained_model_seed
2,9050,0.990,0.50,7,False,trained_model_seed
2,9050,0.990,0.75,7,False,trained_model_seed
3,200,0.800,0.25,0,False,trained_model_seed
3,200,0.800,0.50,0,False,trained_model_seed
3,200,0.800,0.75,0,False,trained_model_seed
3,200,0.850,0.25,0,False,trained_model_seed
3,200,0.850,0.50,0,False,trained_model_seed
3,200,0.850,0.75,0,False,trained_model_seed
