between_group_minimum_distance,cell_id,cell_index,complete_linkage_valid,group_count,group_id,ordered_members_json,source_run_id,source_stage,tolerance,tolerance_denominator,tolerance_numerator,transfer_execution_mode,within_group_maximum_distance,stage18_run_id,model_seed,checkpoint_index,checkpoint_step,global_cell_index
,s1-step9050-f19of20-d1of2,11,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.018494897959183687,stage18-scaling-24a9adb84176,1,7,9050,245
,s1-step9050-f19of20-d3of4,12,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.018494897959183687,stage18-scaling-24a9adb84176,1,7,9050,246
,s1-step9050-f39of40-d1of4,13,True,1,G01,"[""C1"",""C2"",""C3"",""C4""]",,,0.05,20,1,fresh_execution,0.008928571428571397,stage18-scaling-24a9adb84176,1,7,9050,247
,s1-step9050-f39of40-d1of2,14,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.013542628501077347,stage18-scaling-24a9adb84176,1,7,9050,248
,s1-step9050-f39of40-d3of4,15,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.013542628501077347,stage18-scaling-24a9adb84176,1,7,9050,249
,s1-step9050-f99of100-d1of4,16,True,1,G01,"[""C1"",""C2"",""C3""]",,,0.05,20,1,fresh_execution,0.004616805170821747,stage18-scaling-24a9adb84176,1,7,9050,250
,s1-step9050-f99of100-d1of2,17,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",stage16-transfer-s1-cc55bd4162c8,16,0.05,20,1,reference_existing_result,0.00701530612244905,stage18-scaling-24a9adb84176,1,7,9050,251
,s1-step9050-f99of100-d3of4,18,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.00701530612244905,stage18-scaling-24a9adb84176,1,7,9050,252
,s2-step7450-f4of5-d1of4,289,True,1,G01,"[""C1"",""C2"",""C3""]",,,0.05,20,1,fresh_execution,0.021545090797168376,stage18-scaling-24a9adb84176,2,3,7450,289
,s2-step7450-f4of5-d1of2,290,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.028380102040816424,stage18-scaling-24a9adb84176,2,3,7450,290
,s2-step7450-f4of5-d3of4,291,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.028380102040816424,stage18-scaling-24a9adb84176,2,3,7450,291
,s2-step7450-f17of20-d1of4,292,True,1,G01,"[""C1"",""C2"",""C3""]",,,0.05,20,1,fresh_execution,0.013711734693877653,stage18-scaling-24a9adb84176,2,3,7450,292
,s2-step7450-f17of20-d1of2,293,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.016604010025062732,stage18-scaling-24a9adb84176,2,3,7450,293
,s2-step7450-f17of20-d3of4,294,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.016604010025062732,stage18-scaling-24a9adb84176,2,3,7450,294
,s2-step7450-f9of10-d1of4,295,True,1,G01,"[""C1"",""C2"",""C3""]",,,0.05,20,1,fresh_execution,0.014987244897959107,stage18-scaling-24a9adb84176,2,3,7450,295
,s2-step7450-f9of10-d1of2,296,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.01658163265306123,stage18-scaling-24a9adb84176,2,3,7450,296
,s2-step7450-f9of10-d3of4,297,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.01658163265306123,stage18-scaling-24a9adb84176,2,3,7450,297
,s2-step7450-f19of20-d1of4,298,True,1,G01,"[""C1"",""C2"",""C3""]",,,0.05,20,1,fresh_execution,0.00605867346938771,stage18-scaling-24a9adb84176,2,3,7450,298
,s2-step7450-f19of20-d1of2,299,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7"",""C8""]",,,0.05,20,1,fresh_execution,0.01116071428571419,stage18-scaling-24a9adb84176,2,3,7450,299
,s2-step7450-f19of20-d3of4,300,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7"",""C8""]",,,0.05,20,1,fresh_execution,0.01116071428571419,stage18-scaling-24a9adb84176,2,3,7450,300
,s2-step7450-f39of40-d1of4,301,True,1,G01,"[""C1"",""C2""]",,,0.05,20,1,fresh_execution,0.002192982456140413,stage18-scaling-24a9adb84176,2,3,7450,301
,s2-step7450-f39of40-d1of2,302,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7"",""C8""]",,,0.05,20,1,fresh_execution,0.007971938775510279,stage18-scaling-24a9adb84176,2,3,7450,302
,s2-step7450-f39of40-d3of4,303,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7"",""C8""]",,,0.05,20,1,fresh_execution,0.007971938775510279,stage18-scaling-24a9adb84176,2,3,7450,303
,s2-step8150-f4of5-d1of4,307,True,1,G01,"[""C1"",""C2""]",,,0.05,20,1,fresh_execution,0.01658163265306123,stage18-scaling-24a9adb84176,2,4,8150,307
0.03029336734693877,s2-step8150-f4of5-d1of2,308,True,2,G01,"[""C1"",""C2"",""C3"",""C4"",""C5""]",,,0.05,20,1,fresh_execution,0.03324099722991691,stage18-scaling-24a9adb84176,2,4,8150,308
0.03029336734693877,s2-step8150-f4of5-d1of2,308,True,2,G02,"[""C6""]",,,0.05,20,1,fresh_execution,0.0,stage18-scaling-24a9adb84176,2,4,8150,308
0.03029336734693877,s2-step8150-f4of5-d3of4,309,True,2,G01,"[""C1"",""C2"",""C3"",""C4"",""C5""]",,,0.05,20,1,fresh_execution,0.03324099722991691,stage18-scaling-24a9adb84176,2,4,8150,309
0.03029336734693877,s2-step8150-f4of5-d3of4,309,True,2,G02,"[""C6""]",,,0.05,20,1,fresh_execution,0.0,stage18-scaling-24a9adb84176,2,4,8150,309
,s2-step8150-f17of20-d1of4,310,True,1,G01,"[""C1"",""C2""]",,,0.05,20,1,fresh_execution,0.04081632653061229,stage18-scaling-24a9adb84176,2,4,8150,310
,s2-step8150-f17of20-d1of2,311,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.046875,stage18-scaling-24a9adb84176,2,4,8150,311
,s2-step8150-f17of20-d3of4,312,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.046875,stage18-scaling-24a9adb84176,2,4,8150,312
,s2-step8150-f9of10-d1of4,313,True,1,G01,"[""C1"",""C2""]",,,0.05,20,1,fresh_execution,0.014349489795918324,stage18-scaling-24a9adb84176,2,4,8150,313
,s2-step8150-f9of10-d1of2,314,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.034779932286857496,stage18-scaling-24a9adb84176,2,4,8150,314
,s2-step8150-f9of10-d3of4,315,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.034779932286857496,stage18-scaling-24a9adb84176,2,4,8150,315
,s2-step8150-f19of20-d1of4,316,True,1,G01,"[""C1"",""C2""]",,,0.05,20,1,fresh_execution,0.01658163265306123,stage18-scaling-24a9adb84176,2,4,8150,316
,s2-step8150-f19of20-d1of2,317,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.01658163265306123,stage18-scaling-24a9adb84176,2,4,8150,317
,s2-step8150-f19of20-d3of4,318,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.01658163265306123,stage18-scaling-24a9adb84176,2,4,8150,318
,s2-step8150-f39of40-d1of4,319,True,1,G01,"[""C1"",""C2""]",,,0.05,20,1,fresh_execution,0.008002462296091029,stage18-scaling-24a9adb84176,2,4,8150,319
,s2-step8150-f39of40-d1of2,320,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.013711734693877542,stage18-scaling-24a9adb84176,2,4,8150,320
,s2-step8150-f39of40-d3of4,321,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.013711734693877542,stage18-scaling-24a9adb84176,2,4,8150,321
,s2-step8150-f99of100-d1of4,322,True,1,G01,"[""C1"",""C2""]",,,0.05,20,1,fresh_execution,0.0035076530612244694,stage18-scaling-24a9adb84176,2,4,8150,322
,s2-step8150-f99of100-d1of2,323,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.006696428571428603,stage18-scaling-24a9adb84176,2,4,8150,323
,s2-step8150-f99of100-d3of4,324,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.006696428571428603,stage18-scaling-24a9adb84176,2,4,8150,324
,s2-step8500-f4of5-d1of4,325,True,1,G01,"[""C1"",""C2"",""C3"",""C4""]",,,0.05,20,1,fresh_execution,0.02130325814536338,stage18-scaling-24a9adb84176,2,5,8500,325
,s2-step8500-f4of5-d1of2,326,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.03258145363408527,stage18-scaling-24a9adb84176,2,5,8500,326
,s2-step8500-f4of5-d3of4,327,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.03258145363408527,stage18-scaling-24a9adb84176,2,5,8500,327
,s2-step8500-f17of20-d1of4,328,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5""]",,,0.05,20,1,fresh_execution,0.034461152882205526,stage18-scaling-24a9adb84176,2,5,8500,328
,s2-step8500-f17of20-d1of2,329,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.03508771929824561,stage18-scaling-24a9adb84176,2,5,8500,329
,s2-step8500-f17of20-d3of4,330,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.03508771929824561,stage18-scaling-24a9adb84176,2,5,8500,330
,s2-step8500-f9of10-d1of4,331,True,1,G01,"[""C1"",""C2""]",,,0.05,20,1,fresh_execution,0.016312711603570396,stage18-scaling-24a9adb84176,2,5,8500,331
,s2-step8500-f9of10-d1of2,332,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.03785780240073866,stage18-scaling-24a9adb84176,2,5,8500,332
,s2-step8500-f9of10-d3of4,333,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.03785780240073866,stage18-scaling-24a9adb84176,2,5,8500,333
,s2-step8500-f19of20-d1of4,334,True,1,G01,"[""C1"",""C2"",""C3""]",,,0.05,20,1,fresh_execution,0.013392857142857206,stage18-scaling-24a9adb84176,2,5,8500,334
,s2-step8500-f19of20-d1of2,335,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.013392857142857206,stage18-scaling-24a9adb84176,2,5,8500,335
,s2-step8500-f19of20-d3of4,336,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.013392857142857206,stage18-scaling-24a9adb84176,2,5,8500,336
,s2-step8500-f39of40-d1of4,337,True,1,G01,"[""C1"",""C2"",""C3""]",,,0.05,20,1,fresh_execution,0.006771314250538563,stage18-scaling-24a9adb84176,2,5,8500,337
,s2-step8500-f39of40-d1of2,338,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.010204081632653073,stage18-scaling-24a9adb84176,2,5,8500,338
,s2-step8500-f39of40-d3of4,339,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.010204081632653073,stage18-scaling-24a9adb84176,2,5,8500,339
,s2-step8500-f99of100-d1of4,340,True,1,G01,"[""C1"",""C2"",""C3""]",,,0.05,20,1,fresh_execution,0.0031887755102041337,stage18-scaling-24a9adb84176,2,5,8500,340
,s2-step8500-f99of100-d1of2,341,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.00615574022776233,stage18-scaling-24a9adb84176,2,5,8500,341
,s2-step8500-f99of100-d3of4,342,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.00615574022776233,stage18-scaling-24a9adb84176,2,5,8500,342
,s2-step8650-f4of5-d1of4,343,True,1,G01,"[""C1"",""C2""]",,,0.05,20,1,fresh_execution,0.018159433671898983,stage18-scaling-24a9adb84176,2,6,8650,343
,s2-step8650-f4of5-d1of2,344,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.03631886734379808,stage18-scaling-24a9adb84176,2,6,8650,344
,s2-step8650-f4of5-d3of4,345,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.03631886734379808,stage18-scaling-24a9adb84176,2,6,8650,345
,s2-step8650-f17of20-d1of4,346,True,1,G01,"[""C1"",""C2"",""C3""]",,,0.05,20,1,fresh_execution,0.03029336734693877,stage18-scaling-24a9adb84176,2,6,8650,346
,s2-step8650-f17of20-d1of2,347,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.03029336734693877,stage18-scaling-24a9adb84176,2,6,8650,347
,s2-step8650-f17of20-d3of4,348,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.03029336734693877,stage18-scaling-24a9adb84176,2,6,8650,348
,s2-step8650-f9of10-d1of4,349,True,1,G01,"[""C1"",""C2"",""C3""]",,,0.05,20,1,fresh_execution,0.021045918367346927,stage18-scaling-24a9adb84176,2,6,8650,349
,s2-step8650-f9of10-d1of2,350,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.04017857142857151,stage18-scaling-24a9adb84176,2,6,8650,350
,s2-step8650-f9of10-d3of4,351,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.04017857142857151,stage18-scaling-24a9adb84176,2,6,8650,351
,s2-step8650-f19of20-d1of4,352,True,1,G01,"[""C1"",""C2"",""C3""]",,,0.05,20,1,fresh_execution,0.02036340852130325,stage18-scaling-24a9adb84176,2,6,8650,352
,s2-step8650-f19of20-d1of2,353,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.02036340852130325,stage18-scaling-24a9adb84176,2,6,8650,353
,s2-step8650-f19of20-d3of4,354,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.02036340852130325,stage18-scaling-24a9adb84176,2,6,8650,354
,s2-step8650-f39of40-d1of4,355,True,1,G01,"[""C1"",""C2"",""C3""]",,,0.05,20,1,fresh_execution,0.01323484148968923,stage18-scaling-24a9adb84176,2,6,8650,355
,s2-step8650-f39of40-d1of2,356,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.01323484148968923,stage18-scaling-24a9adb84176,2,6,8650,356
,s2-step8650-f39of40-d3of4,357,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.01323484148968923,stage18-scaling-24a9adb84176,2,6,8650,357
,s2-step8650-f99of100-d1of4,358,True,1,G01,"[""C1"",""C2"",""C3""]",,,0.05,20,1,fresh_execution,0.0021545090797168154,stage18-scaling-24a9adb84176,2,6,8650,358
,s2-step8650-f99of100-d1of2,359,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.004001231148045514,stage18-scaling-24a9adb84176,2,6,8650,359
,s2-step8650-f99of100-d3of4,360,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.004001231148045514,stage18-scaling-24a9adb84176,2,6,8650,360
,s2-step9050-f4of5-d1of4,361,True,1,G01,"[""C1"",""C2"",""C3""]",,,0.05,20,1,fresh_execution,0.033856571252693146,stage18-scaling-24a9adb84176,2,7,9050,361
,s2-step9050-f4of5-d1of2,362,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.043705755617112985,stage18-scaling-24a9adb84176,2,7,9050,362
,s2-step9050-f4of5-d3of4,363,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.043705755617112985,stage18-scaling-24a9adb84176,2,7,9050,363
,s2-step9050-f17of20-d1of4,364,True,1,G01,"[""C1"",""C2"",""C3"",""C4""]",,,0.05,20,1,fresh_execution,0.02831640504770705,stage18-scaling-24a9adb84176,2,7,9050,364
,s2-step9050-f17of20-d1of2,365,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.03601108033240996,stage18-scaling-24a9adb84176,2,7,9050,365
,s2-step9050-f17of20-d3of4,366,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.03601108033240996,stage18-scaling-24a9adb84176,2,7,9050,366
,s2-step9050-f9of10-d1of4,367,True,1,G01,"[""C1"",""C2"",""C3""]",,,0.05,20,1,fresh_execution,0.01415820252385347,stage18-scaling-24a9adb84176,2,7,9050,367
,s2-step9050-f9of10-d1of2,368,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.0184672206832871,stage18-scaling-24a9adb84176,2,7,9050,368
,s2-step9050-f9of10-d3of4,369,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.0184672206832871,stage18-scaling-24a9adb84176,2,7,9050,369
,s2-step9050-f19of20-d1of4,370,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5""]",,,0.05,20,1,fresh_execution,0.016928285626346518,stage18-scaling-24a9adb84176,2,7,9050,370
,s2-step9050-f19of20-d1of2,371,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.016928285626346518,stage18-scaling-24a9adb84176,2,7,9050,371
,s2-step9050-f19of20-d3of4,372,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.016928285626346518,stage18-scaling-24a9adb84176,2,7,9050,372
,s2-step9050-f39of40-d1of4,373,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.016004924592182168,stage18-scaling-24a9adb84176,2,7,9050,373
,s2-step9050-f39of40-d1of2,374,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.016004924592182168,stage18-scaling-24a9adb84176,2,7,9050,374
,s2-step9050-f39of40-d3of4,375,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.016004924592182168,stage18-scaling-24a9adb84176,2,7,9050,375
,s2-step9050-f99of100-d1of4,376,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.007653061224489721,stage18-scaling-24a9adb84176,2,7,9050,376
,s2-step9050-f99of100-d1of2,377,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.007653061224489721,stage18-scaling-24a9adb84176,2,7,9050,377
,s2-step9050-f99of100-d3of4,378,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.007653061224489721,stage18-scaling-24a9adb84176,2,7,9050,378
,s3-step9050-f4of5-d1of4,487,True,1,G01,"[""C1"",""C2""]",,,0.05,20,1,fresh_execution,0.013711734693877542,stage18-scaling-24a9adb84176,3,7,9050,487
,s3-step9050-f4of5-d1of2,488,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.01817602040816324,stage18-scaling-24a9adb84176,3,7,9050,488
,s3-step9050-f4of5-d3of4,489,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.01817602040816324,stage18-scaling-24a9adb84176,3,7,9050,489
,s4-step7450-f4of5-d1of4,541,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5""]",,,0.05,20,1,fresh_execution,0.02327806122448972,stage18-scaling-24a9adb84176,4,3,7450,541
,s4-step7450-f4of5-d1of2,542,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.02327806122448972,stage18-scaling-24a9adb84176,4,3,7450,542
,s4-step7450-f4of5-d3of4,543,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.02327806122448972,stage18-scaling-24a9adb84176,4,3,7450,543
,s4-step7450-f17of20-d1of4,544,True,1,G01,"[""C1"",""C2"",""C3"",""C4""]",,,0.05,20,1,fresh_execution,0.02519132653061229,stage18-scaling-24a9adb84176,4,3,7450,544
,s4-step7450-f17of20-d1of2,545,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.02519132653061229,stage18-scaling-24a9adb84176,4,3,7450,545
,s4-step7450-f17of20-d3of4,546,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.02519132653061229,stage18-scaling-24a9adb84176,4,3,7450,546
,s4-step7450-f9of10-d1of4,547,True,1,G01,"[""C1"",""C2"",""C3""]",,,0.05,20,1,fresh_execution,0.01817602040816335,stage18-scaling-24a9adb84176,4,3,7450,547
,s4-step7450-f9of10-d1of2,548,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.020727040816326592,stage18-scaling-24a9adb84176,4,3,7450,548
,s4-step7450-f9of10-d3of4,549,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.020727040816326592,stage18-scaling-24a9adb84176,4,3,7450,549
,s4-step7450-f19of20-d1of4,550,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5""]",,,0.05,20,1,fresh_execution,0.01231148045552477,stage18-scaling-24a9adb84176,4,3,7450,550
,s4-step7450-f19of20-d1of2,551,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.01231148045552477,stage18-scaling-24a9adb84176,4,3,7450,551
,s4-step7450-f19of20-d3of4,552,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.01231148045552477,stage18-scaling-24a9adb84176,4,3,7450,552
,s4-step7450-f39of40-d1of4,553,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5""]",,,0.05,20,1,fresh_execution,0.015943877551020336,stage18-scaling-24a9adb84176,4,3,7450,553
,s4-step7450-f39of40-d1of2,554,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.015943877551020336,stage18-scaling-24a9adb84176,4,3,7450,554
,s4-step7450-f39of40-d3of4,555,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.015943877551020336,stage18-scaling-24a9adb84176,4,3,7450,555
,s4-step7450-f99of100-d1of4,556,True,1,G01,"[""C1"",""C2"",""C3"",""C4""]",,,0.05,20,1,fresh_execution,0.004616805170821858,stage18-scaling-24a9adb84176,4,3,7450,556
,s4-step7450-f99of100-d1of2,557,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.005102040816326481,stage18-scaling-24a9adb84176,4,3,7450,557
,s4-step7450-f99of100-d3of4,558,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.005102040816326481,stage18-scaling-24a9adb84176,4,3,7450,558
,s4-step8150-f4of5-d1of4,559,True,1,G01,"[""C1"",""C2"",""C3"",""C4""]",,,0.05,20,1,fresh_execution,0.03602756892230574,stage18-scaling-24a9adb84176,4,4,8150,559
0.01913265306122447,s4-step8150-f4of5-d1of2,560,True,2,G01,"[""C1"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.03443877551020402,stage18-scaling-24a9adb84176,4,4,8150,560
0.01913265306122447,s4-step8150-f4of5-d1of2,560,True,2,G02,"[""C2"",""C3"",""C4""]",,,0.05,20,1,fresh_execution,0.028008618036318822,stage18-scaling-24a9adb84176,4,4,8150,560
0.01913265306122447,s4-step8150-f4of5-d3of4,561,True,2,G01,"[""C1"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.03443877551020402,stage18-scaling-24a9adb84176,4,4,8150,561
0.01913265306122447,s4-step8150-f4of5-d3of4,561,True,2,G02,"[""C2"",""C3"",""C4""]",,,0.05,20,1,fresh_execution,0.028008618036318822,stage18-scaling-24a9adb84176,4,4,8150,561
,s4-step8150-f17of20-d1of4,562,True,1,G01,"[""C1"",""C2"",""C3""]",,,0.05,20,1,fresh_execution,0.020408163265306145,stage18-scaling-24a9adb84176,4,4,8150,562
,s4-step8150-f17of20-d1of2,563,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.020408163265306145,stage18-scaling-24a9adb84176,4,4,8150,563
,s4-step8150-f17of20-d3of4,564,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.020408163265306145,stage18-scaling-24a9adb84176,4,4,8150,564
,s4-step8150-f9of10-d1of4,565,True,1,G01,"[""C1"",""C2"",""C3""]",,,0.05,20,1,fresh_execution,0.018170426065162948,stage18-scaling-24a9adb84176,4,4,8150,565
,s4-step8150-f9of10-d1of2,566,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.025854108956602007,stage18-scaling-24a9adb84176,4,4,8150,566
