between_group_minimum_distance,cell_id,cell_index,complete_linkage_valid,group_count,group_id,ordered_members_json,source_run_id,source_stage,tolerance,tolerance_denominator,tolerance_numerator,transfer_execution_mode,within_group_maximum_distance,stage18_run_id,model_seed,checkpoint_index,checkpoint_step,global_cell_index
,s4-step8150-f9of10-d3of4,567,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.025854108956602007,stage18-scaling-24a9adb84176,4,4,8150,567
,s4-step8150-f19of20-d1of4,568,True,1,G01,"[""C1"",""C2"",""C3"",""C4""]",,,0.05,20,1,fresh_execution,0.010204081632653073,stage18-scaling-24a9adb84176,4,4,8150,568
,s4-step8150-f19of20-d1of2,569,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.01658163265306123,stage18-scaling-24a9adb84176,4,4,8150,569
,s4-step8150-f19of20-d3of4,570,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.01658163265306123,stage18-scaling-24a9adb84176,4,4,8150,570
,s4-step8150-f39of40-d1of4,571,True,1,G01,"[""C1"",""C2"",""C3""]",,,0.05,20,1,fresh_execution,0.004309018159433631,stage18-scaling-24a9adb84176,4,4,8150,571
,s4-step8150-f39of40-d1of2,572,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.005325814536340845,stage18-scaling-24a9adb84176,4,4,8150,572
,s4-step8150-f39of40-d3of4,573,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.005325814536340845,stage18-scaling-24a9adb84176,4,4,8150,573
,s4-step8150-f99of100-d1of4,574,True,1,G01,"[""C1"",""C2"",""C3"",""C4""]",,,0.05,20,1,fresh_execution,0.006155740227762441,stage18-scaling-24a9adb84176,4,4,8150,574
,s4-step8150-f99of100-d1of2,575,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.006155740227762441,stage18-scaling-24a9adb84176,4,4,8150,575
,s4-step8150-f99of100-d3of4,576,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.006155740227762441,stage18-scaling-24a9adb84176,4,4,8150,576
,s4-step8500-f4of5-d1of4,577,True,1,G01,"[""C1"",""C2"",""C3"",""C4""]",,,0.05,20,1,fresh_execution,0.026777469990766356,stage18-scaling-24a9adb84176,4,5,8500,577
,s4-step8500-f4of5-d1of2,578,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.026777469990766356,stage18-scaling-24a9adb84176,4,5,8500,578
,s4-step8500-f4of5-d3of4,579,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.026777469990766356,stage18-scaling-24a9adb84176,4,5,8500,579
,s4-step8500-f17of20-d1of4,580,True,1,G01,"[""C1"",""C2"",""C3""]",,,0.05,20,1,fresh_execution,0.02614795918367352,stage18-scaling-24a9adb84176,4,5,8500,580
,s4-step8500-f17of20-d1of2,581,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.028380102040816424,stage18-scaling-24a9adb84176,4,5,8500,581
,s4-step8500-f17of20-d3of4,582,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.028380102040816424,stage18-scaling-24a9adb84176,4,5,8500,582
,s4-step8500-f9of10-d1of4,583,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5""]",,,0.05,20,1,fresh_execution,0.02519132653061218,stage18-scaling-24a9adb84176,4,5,8500,583
,s4-step8500-f9of10-d1of2,584,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.026466836734693855,stage18-scaling-24a9adb84176,4,5,8500,584
,s4-step8500-f9of10-d3of4,585,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.026466836734693855,stage18-scaling-24a9adb84176,4,5,8500,585
,s4-step8500-f19of20-d1of4,586,True,1,G01,"[""C1"",""C2"",""C3""]",,,0.05,20,1,fresh_execution,0.008928571428571397,stage18-scaling-24a9adb84176,4,5,8500,586
,s4-step8500-f19of20-d1of2,587,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.015081563558017819,stage18-scaling-24a9adb84176,4,5,8500,587
,s4-step8500-f19of20-d3of4,588,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.015081563558017819,stage18-scaling-24a9adb84176,4,5,8500,588
,s4-step8500-f39of40-d1of4,589,True,1,G01,"[""C1"",""C2"",""C3""]",,,0.05,20,1,fresh_execution,0.009233610341643494,stage18-scaling-24a9adb84176,4,5,8500,589
,s4-step8500-f39of40-d1of2,590,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.009233610341643494,stage18-scaling-24a9adb84176,4,5,8500,590
,s4-step8500-f39of40-d3of4,591,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.009233610341643494,stage18-scaling-24a9adb84176,4,5,8500,591
,s4-step8500-f99of100-d1of4,592,True,1,G01,"[""C1"",""C2"",""C3"",""C4""]",,,0.05,20,1,fresh_execution,0.0063775510204082675,stage18-scaling-24a9adb84176,4,5,8500,592
,s4-step8500-f99of100-d1of2,593,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.006696428571428603,stage18-scaling-24a9adb84176,4,5,8500,593
,s4-step8500-f99of100-d3of4,594,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.006696428571428603,stage18-scaling-24a9adb84176,4,5,8500,594
,s4-step8650-f4of5-d1of4,595,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5""]",,,0.05,20,1,fresh_execution,0.036626654355186306,stage18-scaling-24a9adb84176,4,6,8650,595
,s4-step8650-f4of5-d1of2,596,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.036626654355186306,stage18-scaling-24a9adb84176,4,6,8650,596
,s4-step8650-f4of5-d3of4,597,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.036626654355186306,stage18-scaling-24a9adb84176,4,6,8650,597
,s4-step8650-f17of20-d1of4,598,True,1,G01,"[""C1"",""C2"",""C3"",""C4""]",,,0.05,20,1,fresh_execution,0.028008618036318822,stage18-scaling-24a9adb84176,4,6,8650,598
,s4-step8650-f17of20-d1of2,599,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.028008618036318822,stage18-scaling-24a9adb84176,4,6,8650,599
,s4-step8650-f17of20-d3of4,600,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.028008618036318822,stage18-scaling-24a9adb84176,4,6,8650,600
,s4-step8650-f9of10-d1of4,601,True,1,G01,"[""C1"",""C2"",""C3""]",,,0.05,20,1,fresh_execution,0.03539540816326536,stage18-scaling-24a9adb84176,4,6,8650,601
,s4-step8650-f9of10-d1of2,602,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.03539540816326536,stage18-scaling-24a9adb84176,4,6,8650,602
,s4-step8650-f9of10-d3of4,603,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.03539540816326536,stage18-scaling-24a9adb84176,4,6,8650,603
,s4-step8650-f19of20-d1of4,604,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.00971177944862156,stage18-scaling-24a9adb84176,4,6,8650,604
,s4-step8650-f19of20-d1of2,605,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.00971177944862156,stage18-scaling-24a9adb84176,4,6,8650,605
,s4-step8650-f19of20-d3of4,606,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.00971177944862156,stage18-scaling-24a9adb84176,4,6,8650,606
,s4-step8650-f39of40-d1of4,607,True,1,G01,"[""C1"",""C2"",""C3"",""C4""]",,,0.05,20,1,fresh_execution,0.01065162907268169,stage18-scaling-24a9adb84176,4,6,8650,607
,s4-step8650-f39of40-d1of2,608,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.01065162907268169,stage18-scaling-24a9adb84176,4,6,8650,608
,s4-step8650-f39of40-d3of4,609,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.01065162907268169,stage18-scaling-24a9adb84176,4,6,8650,609
,s4-step8650-f99of100-d1of4,610,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5""]",,,0.05,20,1,fresh_execution,0.009885204081632626,stage18-scaling-24a9adb84176,4,6,8650,610
,s4-step8650-f99of100-d1of2,611,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.009885204081632626,stage18-scaling-24a9adb84176,4,6,8650,611
,s4-step8650-f99of100-d3of4,612,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.009885204081632626,stage18-scaling-24a9adb84176,4,6,8650,612
,s4-step9050-f4of5-d1of4,613,True,1,G01,"[""C1"",""C2"",""C3""]",,,0.05,20,1,fresh_execution,0.028008618036318822,stage18-scaling-24a9adb84176,4,7,9050,613
,s4-step9050-f4of5-d1of2,614,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.03601108033240996,stage18-scaling-24a9adb84176,4,7,9050,614
,s4-step9050-f4of5-d3of4,615,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.03601108033240996,stage18-scaling-24a9adb84176,4,7,9050,615
,s4-step9050-f17of20-d1of4,616,True,1,G01,"[""C1"",""C2"",""C3""]",,,0.05,20,1,fresh_execution,0.010156971375807955,stage18-scaling-24a9adb84176,4,7,9050,616
,s4-step9050-f17of20-d1of2,617,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.03539540816326536,stage18-scaling-24a9adb84176,4,7,9050,617
,s4-step9050-f17of20-d3of4,618,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.03539540816326536,stage18-scaling-24a9adb84176,4,7,9050,618
,s4-step9050-f9of10-d1of4,619,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5""]",,,0.05,20,1,fresh_execution,0.026161895967990123,stage18-scaling-24a9adb84176,4,7,9050,619
,s4-step9050-f9of10-d1of2,620,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.026161895967990123,stage18-scaling-24a9adb84176,4,7,9050,620
,s4-step9050-f9of10-d3of4,621,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.026161895967990123,stage18-scaling-24a9adb84176,4,7,9050,621
,s4-step9050-f19of20-d1of4,622,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.020727040816326592,stage18-scaling-24a9adb84176,4,7,9050,622
,s4-step9050-f19of20-d1of2,623,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.020727040816326592,stage18-scaling-24a9adb84176,4,7,9050,623
,s4-step9050-f19of20-d3of4,624,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.020727040816326592,stage18-scaling-24a9adb84176,4,7,9050,624
,s4-step9050-f39of40-d1of4,625,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.00783208020050119,stage18-scaling-24a9adb84176,4,7,9050,625
,s4-step9050-f39of40-d1of2,626,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.00783208020050119,stage18-scaling-24a9adb84176,4,7,9050,626
,s4-step9050-f39of40-d3of4,627,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6""]",,,0.05,20,1,fresh_execution,0.00783208020050119,stage18-scaling-24a9adb84176,4,7,9050,627
,s4-step9050-f99of100-d1of4,628,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.003826530612244916,stage18-scaling-24a9adb84176,4,7,9050,628
,s4-step9050-f99of100-d1of2,629,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.003826530612244916,stage18-scaling-24a9adb84176,4,7,9050,629
,s4-step9050-f99of100-d3of4,630,True,1,G01,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C7""]",,,0.05,20,1,fresh_execution,0.003826530612244916,stage18-scaling-24a9adb84176,4,7,9050,630
