stage11_run_id,fidelity_threshold,mask_count,elapsed_seconds,seconds_per_mask,included_in_deterministic_scientific_hashes
stage11-calibration-s1-c2856467c00f,0.99,100,8.382532333023846,0.08382532333023845,False
stage11-calibration-s1-c2856467c00f,0.975,100,8.166100166039541,0.08166100166039542,False
stage11-calibration-s1-c2856467c00f,0.95,100,8.206692249979824,0.08206692249979824,False
stage11-calibration-s1-c2856467c00f,0.9,100,8.686430667061359,0.08686430667061358,False
stage11-calibration-s1-c2856467c00f,0.85,100,8.233280458021909,0.08233280458021909,False
stage11-calibration-s1-c2856467c00f,0.8,100,8.394877874990925,0.08394877874990925,False
