global_cell_index,cell_id,model_seed,checkpoint_index,checkpoint_step,checkpoint_sha256,fidelity_numerator,fidelity_denominator,displayed_fidelity,distinctness_numerator,distinctness_denominator,displayed_cutoff,primary_cell,family_search_execution_mode,transfer_execution_mode,source_stage,source_run_id,source_manifest,source_cell_id,fresh_cell_index,worker_id,output_root,status,stopping_reason,family_size,transfer_group_status
204,s1-step8500-f17of20-d3of4,1,5,8500,,17,20,0.850,3,4,0.75,False,fresh_execution,fresh_execution,,,,,203,worker_11,results/raw/{stage18_run_id}/workers/worker_11/cells/s1-step8500-f17of20-d3of4,not_executed,,,not_evaluated
205,s1-step8500-f9of10-d1of4,1,5,8500,,9,10,0.900,1,4,0.25,False,fresh_execution,fresh_execution,,,,,204,worker_00,results/raw/{stage18_run_id}/workers/worker_00/cells/s1-step8500-f9of10-d1of4,not_executed,,,not_evaluated
206,s1-step8500-f9of10-d1of2,1,5,8500,,9,10,0.900,1,2,0.50,False,fresh_execution,fresh_execution,,,,,205,worker_01,results/raw/{stage18_run_id}/workers/worker_01/cells/s1-step8500-f9of10-d1of2,not_executed,,,not_evaluated
207,s1-step8500-f9of10-d3of4,1,5,8500,,9,10,0.900,3,4,0.75,False,fresh_execution,fresh_execution,,,,,206,worker_02,results/raw/{stage18_run_id}/workers/worker_02/cells/s1-step8500-f9of10-d3of4,not_executed,,,not_evaluated
208,s1-step8500-f19of20-d1of4,1,5,8500,,19,20,0.950,1,4,0.25,False,fresh_execution,fresh_execution,,,,,207,worker_03,results/raw/{stage18_run_id}/workers/worker_03/cells/s1-step8500-f19of20-d1of4,not_executed,,,not_evaluated
209,s1-step8500-f19of20-d1of2,1,5,8500,,19,20,0.950,1,2,0.50,False,fresh_execution,fresh_execution,,,,,208,worker_04,results/raw/{stage18_run_id}/workers/worker_04/cells/s1-step8500-f19of20-d1of2,not_executed,,,not_evaluated
210,s1-step8500-f19of20-d3of4,1,5,8500,,19,20,0.950,3,4,0.75,False,fresh_execution,fresh_execution,,,,,209,worker_05,results/raw/{stage18_run_id}/workers/worker_05/cells/s1-step8500-f19of20-d3of4,not_executed,,,not_evaluated
211,s1-step8500-f39of40-d1of4,1,5,8500,,39,40,0.975,1,4,0.25,False,fresh_execution,fresh_execution,,,,,210,worker_06,results/raw/{stage18_run_id}/workers/worker_06/cells/s1-step8500-f39of40-d1of4,not_executed,,,not_evaluated
212,s1-step8500-f39of40-d1of2,1,5,8500,,39,40,0.975,1,2,0.50,False,fresh_execution,fresh_execution,,,,,211,worker_07,results/raw/{stage18_run_id}/workers/worker_07/cells/s1-step8500-f39of40-d1of2,not_executed,,,not_evaluated
213,s1-step8500-f39of40-d3of4,1,5,8500,,39,40,0.975,3,4,0.75,False,fresh_execution,fresh_execution,,,,,212,worker_08,results/raw/{stage18_run_id}/workers/worker_08/cells/s1-step8500-f39of40-d3of4,not_executed,,,not_evaluated
214,s1-step8500-f99of100-d1of4,1,5,8500,,99,100,0.990,1,4,0.25,False,fresh_execution,fresh_execution,,,,,213,worker_09,results/raw/{stage18_run_id}/workers/worker_09/cells/s1-step8500-f99of100-d1of4,not_executed,,,not_evaluated
215,s1-step8500-f99of100-d1of2,1,5,8500,,99,100,0.990,1,2,0.50,True,fresh_execution,fresh_execution,,,,,214,worker_10,results/raw/{stage18_run_id}/workers/worker_10/cells/s1-step8500-f99of100-d1of2,not_executed,,,not_evaluated
216,s1-step8500-f99of100-d3of4,1,5,8500,,99,100,0.990,3,4,0.75,False,fresh_execution,fresh_execution,,,,,215,worker_11,results/raw/{stage18_run_id}/workers/worker_11/cells/s1-step8500-f99of100-d3of4,not_executed,,,not_evaluated
217,s1-step8650-f4of5-d1of4,1,6,8650,,4,5,0.800,1,4,0.25,False,fresh_execution,fresh_execution,,,,,216,worker_00,results/raw/{stage18_run_id}/workers/worker_00/cells/s1-step8650-f4of5-d1of4,not_executed,,,not_evaluated
218,s1-step8650-f4of5-d1of2,1,6,8650,,4,5,0.800,1,2,0.50,False,fresh_execution,fresh_execution,,,,,217,worker_01,results/raw/{stage18_run_id}/workers/worker_01/cells/s1-step8650-f4of5-d1of2,not_executed,,,not_evaluated
219,s1-step8650-f4of5-d3of4,1,6,8650,,4,5,0.800,3,4,0.75,False,fresh_execution,fresh_execution,,,,,218,worker_02,results/raw/{stage18_run_id}/workers/worker_02/cells/s1-step8650-f4of5-d3of4,not_executed,,,not_evaluated
220,s1-step8650-f17of20-d1of4,1,6,8650,,17,20,0.850,1,4,0.25,False,fresh_execution,fresh_execution,,,,,219,worker_03,results/raw/{stage18_run_id}/workers/worker_03/cells/s1-step8650-f17of20-d1of4,not_executed,,,not_evaluated
221,s1-step8650-f17of20-d1of2,1,6,8650,,17,20,0.850,1,2,0.50,False,fresh_execution,fresh_execution,,,,,220,worker_04,results/raw/{stage18_run_id}/workers/worker_04/cells/s1-step8650-f17of20-d1of2,not_executed,,,not_evaluated
222,s1-step8650-f17of20-d3of4,1,6,8650,,17,20,0.850,3,4,0.75,False,fresh_execution,fresh_execution,,,,,221,worker_05,results/raw/{stage18_run_id}/workers/worker_05/cells/s1-step8650-f17of20-d3of4,not_executed,,,not_evaluated
223,s1-step8650-f9of10-d1of4,1,6,8650,,9,10,0.900,1,4,0.25,False,fresh_execution,fresh_execution,,,,,222,worker_06,results/raw/{stage18_run_id}/workers/worker_06/cells/s1-step8650-f9of10-d1of4,not_executed,,,not_evaluated
224,s1-step8650-f9of10-d1of2,1,6,8650,,9,10,0.900,1,2,0.50,False,fresh_execution,fresh_execution,,,,,223,worker_07,results/raw/{stage18_run_id}/workers/worker_07/cells/s1-step8650-f9of10-d1of2,not_executed,,,not_evaluated
225,s1-step8650-f9of10-d3of4,1,6,8650,,9,10,0.900,3,4,0.75,False,fresh_execution,fresh_execution,,,,,224,worker_08,results/raw/{stage18_run_id}/workers/worker_08/cells/s1-step8650-f9of10-d3of4,not_executed,,,not_evaluated
226,s1-step8650-f19of20-d1of4,1,6,8650,,19,20,0.950,1,4,0.25,False,fresh_execution,fresh_execution,,,,,225,worker_09,results/raw/{stage18_run_id}/workers/worker_09/cells/s1-step8650-f19of20-d1of4,not_executed,,,not_evaluated
227,s1-step8650-f19of20-d1of2,1,6,8650,,19,20,0.950,1,2,0.50,False,fresh_execution,fresh_execution,,,,,226,worker_10,results/raw/{stage18_run_id}/workers/worker_10/cells/s1-step8650-f19of20-d1of2,not_executed,,,not_evaluated
228,s1-step8650-f19of20-d3of4,1,6,8650,,19,20,0.950,3,4,0.75,False,fresh_execution,fresh_execution,,,,,227,worker_11,results/raw/{stage18_run_id}/workers/worker_11/cells/s1-step8650-f19of20-d3of4,not_executed,,,not_evaluated
229,s1-step8650-f39of40-d1of4,1,6,8650,,39,40,0.975,1,4,0.25,False,fresh_execution,fresh_execution,,,,,228,worker_00,results/raw/{stage18_run_id}/workers/worker_00/cells/s1-step8650-f39of40-d1of4,not_executed,,,not_evaluated
230,s1-step8650-f39of40-d1of2,1,6,8650,,39,40,0.975,1,2,0.50,False,fresh_execution,fresh_execution,,,,,229,worker_01,results/raw/{stage18_run_id}/workers/worker_01/cells/s1-step8650-f39of40-d1of2,not_executed,,,not_evaluated
231,s1-step8650-f39of40-d3of4,1,6,8650,,39,40,0.975,3,4,0.75,False,fresh_execution,fresh_execution,,,,,230,worker_02,results/raw/{stage18_run_id}/workers/worker_02/cells/s1-step8650-f39of40-d3of4,not_executed,,,not_evaluated
232,s1-step8650-f99of100-d1of4,1,6,8650,,99,100,0.990,1,4,0.25,False,fresh_execution,fresh_execution,,,,,231,worker_03,results/raw/{stage18_run_id}/workers/worker_03/cells/s1-step8650-f99of100-d1of4,not_executed,,,not_evaluated
233,s1-step8650-f99of100-d1of2,1,6,8650,,99,100,0.990,1,2,0.50,True,fresh_execution,fresh_execution,,,,,232,worker_04,results/raw/{stage18_run_id}/workers/worker_04/cells/s1-step8650-f99of100-d1of2,not_executed,,,not_evaluated
234,s1-step8650-f99of100-d3of4,1,6,8650,,99,100,0.990,3,4,0.75,False,fresh_execution,fresh_execution,,,,,233,worker_05,results/raw/{stage18_run_id}/workers/worker_05/cells/s1-step8650-f99of100-d3of4,not_executed,,,not_evaluated
235,s1-step9050-f4of5-d1of4,1,7,9050,,4,5,0.800,1,4,0.25,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f4of5-d1of4,,,results/raw/{stage18_run_id}/references/s1-step9050-f4of5-d1of4,not_executed,,,not_evaluated
236,s1-step9050-f4of5-d1of2,1,7,9050,,4,5,0.800,1,2,0.50,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f4of5-d1of2,,,results/raw/{stage18_run_id}/references/s1-step9050-f4of5-d1of2,not_executed,,,not_evaluated
237,s1-step9050-f4of5-d3of4,1,7,9050,,4,5,0.800,3,4,0.75,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f4of5-d3of4,,,results/raw/{stage18_run_id}/references/s1-step9050-f4of5-d3of4,not_executed,,,not_evaluated
238,s1-step9050-f17of20-d1of4,1,7,9050,,17,20,0.850,1,4,0.25,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f17of20-d1of4,,,results/raw/{stage18_run_id}/references/s1-step9050-f17of20-d1of4,not_executed,,,not_evaluated
239,s1-step9050-f17of20-d1of2,1,7,9050,,17,20,0.850,1,2,0.50,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f17of20-d1of2,,,results/raw/{stage18_run_id}/references/s1-step9050-f17of20-d1of2,not_executed,,,not_evaluated
240,s1-step9050-f17of20-d3of4,1,7,9050,,17,20,0.850,3,4,0.75,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f17of20-d3of4,,,results/raw/{stage18_run_id}/references/s1-step9050-f17of20-d3of4,not_executed,,,not_evaluated
241,s1-step9050-f9of10-d1of4,1,7,9050,,9,10,0.900,1,4,0.25,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f9of10-d1of4,,,results/raw/{stage18_run_id}/references/s1-step9050-f9of10-d1of4,not_executed,,,not_evaluated
242,s1-step9050-f9of10-d1of2,1,7,9050,,9,10,0.900,1,2,0.50,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f9of10-d1of2,,,results/raw/{stage18_run_id}/references/s1-step9050-f9of10-d1of2,not_executed,,,not_evaluated
243,s1-step9050-f9of10-d3of4,1,7,9050,,9,10,0.900,3,4,0.75,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f9of10-d3of4,,,results/raw/{stage18_run_id}/references/s1-step9050-f9of10-d3of4,not_executed,,,not_evaluated
244,s1-step9050-f19of20-d1of4,1,7,9050,,19,20,0.950,1,4,0.25,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f19of20-d1of4,,,results/raw/{stage18_run_id}/references/s1-step9050-f19of20-d1of4,not_executed,,,not_evaluated
245,s1-step9050-f19of20-d1of2,1,7,9050,,19,20,0.950,1,2,0.50,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f19of20-d1of2,,,results/raw/{stage18_run_id}/references/s1-step9050-f19of20-d1of2,not_executed,,,not_evaluated
246,s1-step9050-f19of20-d3of4,1,7,9050,,19,20,0.950,3,4,0.75,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f19of20-d3of4,,,results/raw/{stage18_run_id}/references/s1-step9050-f19of20-d3of4,not_executed,,,not_evaluated
247,s1-step9050-f39of40-d1of4,1,7,9050,,39,40,0.975,1,4,0.25,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f39of40-d1of4,,,results/raw/{stage18_run_id}/references/s1-step9050-f39of40-d1of4,not_executed,,,not_evaluated
248,s1-step9050-f39of40-d1of2,1,7,9050,,39,40,0.975,1,2,0.50,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f39of40-d1of2,,,results/raw/{stage18_run_id}/references/s1-step9050-f39of40-d1of2,not_executed,,,not_evaluated
249,s1-step9050-f39of40-d3of4,1,7,9050,,39,40,0.975,3,4,0.75,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f39of40-d3of4,,,results/raw/{stage18_run_id}/references/s1-step9050-f39of40-d3of4,not_executed,,,not_evaluated
250,s1-step9050-f99of100-d1of4,1,7,9050,,99,100,0.990,1,4,0.25,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f99of100-d1of4,,,results/raw/{stage18_run_id}/references/s1-step9050-f99of100-d1of4,not_executed,,,not_evaluated
251,s1-step9050-f99of100-d1of2,1,7,9050,,99,100,0.990,1,2,0.50,True,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f99of100-d1of2,,,results/raw/{stage18_run_id}/references/s1-step9050-f99of100-d1of2,not_executed,,,not_evaluated
252,s1-step9050-f99of100-d3of4,1,7,9050,,99,100,0.990,3,4,0.75,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f99of100-d3of4,,,results/raw/{stage18_run_id}/references/s1-step9050-f99of100-d3of4,not_executed,,,not_evaluated
253,s2-step200-f4of5-d1of4,2,1,200,,4,5,0.800,1,4,0.25,False,fresh_execution,fresh_execution,,,,,234,worker_06,results/raw/{stage18_run_id}/workers/worker_06/cells/s2-step200-f4of5-d1of4,not_executed,,,not_evaluated
254,s2-step200-f4of5-d1of2,2,1,200,,4,5,0.800,1,2,0.50,False,fresh_execution,fresh_execution,,,,,235,worker_07,results/raw/{stage18_run_id}/workers/worker_07/cells/s2-step200-f4of5-d1of2,not_executed,,,not_evaluated
255,s2-step200-f4of5-d3of4,2,1,200,,4,5,0.800,3,4,0.75,False,fresh_execution,fresh_execution,,,,,236,worker_08,results/raw/{stage18_run_id}/workers/worker_08/cells/s2-step200-f4of5-d3of4,not_executed,,,not_evaluated
256,s2-step200-f17of20-d1of4,2,1,200,,17,20,0.850,1,4,0.25,False,fresh_execution,fresh_execution,,,,,237,worker_09,results/raw/{stage18_run_id}/workers/worker_09/cells/s2-step200-f17of20-d1of4,not_executed,,,not_evaluated
257,s2-step200-f17of20-d1of2,2,1,200,,17,20,0.850,1,2,0.50,False,fresh_execution,fresh_execution,,,,,238,worker_10,results/raw/{stage18_run_id}/workers/worker_10/cells/s2-step200-f17of20-d1of2,not_executed,,,not_evaluated
258,s2-step200-f17of20-d3of4,2,1,200,,17,20,0.850,3,4,0.75,False,fresh_execution,fresh_execution,,,,,239,worker_11,results/raw/{stage18_run_id}/workers/worker_11/cells/s2-step200-f17of20-d3of4,not_executed,,,not_evaluated
259,s2-step200-f9of10-d1of4,2,1,200,,9,10,0.900,1,4,0.25,False,fresh_execution,fresh_execution,,,,,240,worker_00,results/raw/{stage18_run_id}/workers/worker_00/cells/s2-step200-f9of10-d1of4,not_executed,,,not_evaluated
260,s2-step200-f9of10-d1of2,2,1,200,,9,10,0.900,1,2,0.50,False,fresh_execution,fresh_execution,,,,,241,worker_01,results/raw/{stage18_run_id}/workers/worker_01/cells/s2-step200-f9of10-d1of2,not_executed,,,not_evaluated
261,s2-step200-f9of10-d3of4,2,1,200,,9,10,0.900,3,4,0.75,False,fresh_execution,fresh_execution,,,,,242,worker_02,results/raw/{stage18_run_id}/workers/worker_02/cells/s2-step200-f9of10-d3of4,not_executed,,,not_evaluated
262,s2-step200-f19of20-d1of4,2,1,200,,19,20,0.950,1,4,0.25,False,fresh_execution,fresh_execution,,,,,243,worker_03,results/raw/{stage18_run_id}/workers/worker_03/cells/s2-step200-f19of20-d1of4,not_executed,,,not_evaluated
263,s2-step200-f19of20-d1of2,2,1,200,,19,20,0.950,1,2,0.50,False,fresh_execution,fresh_execution,,,,,244,worker_04,results/raw/{stage18_run_id}/workers/worker_04/cells/s2-step200-f19of20-d1of2,not_executed,,,not_evaluated
264,s2-step200-f19of20-d3of4,2,1,200,,19,20,0.950,3,4,0.75,False,fresh_execution,fresh_execution,,,,,245,worker_05,results/raw/{stage18_run_id}/workers/worker_05/cells/s2-step200-f19of20-d3of4,not_executed,,,not_evaluated
265,s2-step200-f39of40-d1of4,2,1,200,,39,40,0.975,1,4,0.25,False,fresh_execution,fresh_execution,,,,,246,worker_06,results/raw/{stage18_run_id}/workers/worker_06/cells/s2-step200-f39of40-d1of4,not_executed,,,not_evaluated
266,s2-step200-f39of40-d1of2,2,1,200,,39,40,0.975,1,2,0.50,False,fresh_execution,fresh_execution,,,,,247,worker_07,results/raw/{stage18_run_id}/workers/worker_07/cells/s2-step200-f39of40-d1of2,not_executed,,,not_evaluated
267,s2-step200-f39of40-d3of4,2,1,200,,39,40,0.975,3,4,0.75,False,fresh_execution,fresh_execution,,,,,248,worker_08,results/raw/{stage18_run_id}/workers/worker_08/cells/s2-step200-f39of40-d3of4,not_executed,,,not_evaluated
268,s2-step200-f99of100-d1of4,2,1,200,,99,100,0.990,1,4,0.25,False,fresh_execution,fresh_execution,,,,,249,worker_09,results/raw/{stage18_run_id}/workers/worker_09/cells/s2-step200-f99of100-d1of4,not_executed,,,not_evaluated
269,s2-step200-f99of100-d1of2,2,1,200,,99,100,0.990,1,2,0.50,True,fresh_execution,fresh_execution,,,,,250,worker_10,results/raw/{stage18_run_id}/workers/worker_10/cells/s2-step200-f99of100-d1of2,not_executed,,,not_evaluated
270,s2-step200-f99of100-d3of4,2,1,200,,99,100,0.990,3,4,0.75,False,fresh_execution,fresh_execution,,,,,251,worker_11,results/raw/{stage18_run_id}/workers/worker_11/cells/s2-step200-f99of100-d3of4,not_executed,,,not_evaluated
271,s2-step3400-f4of5-d1of4,2,2,3400,,4,5,0.800,1,4,0.25,False,fresh_execution,fresh_execution,,,,,252,worker_00,results/raw/{stage18_run_id}/workers/worker_00/cells/s2-step3400-f4of5-d1of4,not_executed,,,not_evaluated
272,s2-step3400-f4of5-d1of2,2,2,3400,,4,5,0.800,1,2,0.50,False,fresh_execution,fresh_execution,,,,,253,worker_01,results/raw/{stage18_run_id}/workers/worker_01/cells/s2-step3400-f4of5-d1of2,not_executed,,,not_evaluated
273,s2-step3400-f4of5-d3of4,2,2,3400,,4,5,0.800,3,4,0.75,False,fresh_execution,fresh_execution,,,,,254,worker_02,results/raw/{stage18_run_id}/workers/worker_02/cells/s2-step3400-f4of5-d3of4,not_executed,,,not_evaluated
274,s2-step3400-f17of20-d1of4,2,2,3400,,17,20,0.850,1,4,0.25,False,fresh_execution,fresh_execution,,,,,255,worker_03,results/raw/{stage18_run_id}/workers/worker_03/cells/s2-step3400-f17of20-d1of4,not_executed,,,not_evaluated
275,s2-step3400-f17of20-d1of2,2,2,3400,,17,20,0.850,1,2,0.50,False,fresh_execution,fresh_execution,,,,,256,worker_04,results/raw/{stage18_run_id}/workers/worker_04/cells/s2-step3400-f17of20-d1of2,not_executed,,,not_evaluated
276,s2-step3400-f17of20-d3of4,2,2,3400,,17,20,0.850,3,4,0.75,False,fresh_execution,fresh_execution,,,,,257,worker_05,results/raw/{stage18_run_id}/workers/worker_05/cells/s2-step3400-f17of20-d3of4,not_executed,,,not_evaluated
277,s2-step3400-f9of10-d1of4,2,2,3400,,9,10,0.900,1,4,0.25,False,fresh_execution,fresh_execution,,,,,258,worker_06,results/raw/{stage18_run_id}/workers/worker_06/cells/s2-step3400-f9of10-d1of4,not_executed,,,not_evaluated
278,s2-step3400-f9of10-d1of2,2,2,3400,,9,10,0.900,1,2,0.50,False,fresh_execution,fresh_execution,,,,,259,worker_07,results/raw/{stage18_run_id}/workers/worker_07/cells/s2-step3400-f9of10-d1of2,not_executed,,,not_evaluated
279,s2-step3400-f9of10-d3of4,2,2,3400,,9,10,0.900,3,4,0.75,False,fresh_execution,fresh_execution,,,,,260,worker_08,results/raw/{stage18_run_id}/workers/worker_08/cells/s2-step3400-f9of10-d3of4,not_executed,,,not_evaluated
280,s2-step3400-f19of20-d1of4,2,2,3400,,19,20,0.950,1,4,0.25,False,fresh_execution,fresh_execution,,,,,261,worker_09,results/raw/{stage18_run_id}/workers/worker_09/cells/s2-step3400-f19of20-d1of4,not_executed,,,not_evaluated
281,s2-step3400-f19of20-d1of2,2,2,3400,,19,20,0.950,1,2,0.50,False,fresh_execution,fresh_execution,,,,,262,worker_10,results/raw/{stage18_run_id}/workers/worker_10/cells/s2-step3400-f19of20-d1of2,not_executed,,,not_evaluated
282,s2-step3400-f19of20-d3of4,2,2,3400,,19,20,0.950,3,4,0.75,False,fresh_execution,fresh_execution,,,,,263,worker_11,results/raw/{stage18_run_id}/workers/worker_11/cells/s2-step3400-f19of20-d3of4,not_executed,,,not_evaluated
283,s2-step3400-f39of40-d1of4,2,2,3400,,39,40,0.975,1,4,0.25,False,fresh_execution,fresh_execution,,,,,264,worker_00,results/raw/{stage18_run_id}/workers/worker_00/cells/s2-step3400-f39of40-d1of4,not_executed,,,not_evaluated
284,s2-step3400-f39of40-d1of2,2,2,3400,,39,40,0.975,1,2,0.50,False,fresh_execution,fresh_execution,,,,,265,worker_01,results/raw/{stage18_run_id}/workers/worker_01/cells/s2-step3400-f39of40-d1of2,not_executed,,,not_evaluated
285,s2-step3400-f39of40-d3of4,2,2,3400,,39,40,0.975,3,4,0.75,False,fresh_execution,fresh_execution,,,,,266,worker_02,results/raw/{stage18_run_id}/workers/worker_02/cells/s2-step3400-f39of40-d3of4,not_executed,,,not_evaluated
286,s2-step3400-f99of100-d1of4,2,2,3400,,99,100,0.990,1,4,0.25,False,fresh_execution,fresh_execution,,,,,267,worker_03,results/raw/{stage18_run_id}/workers/worker_03/cells/s2-step3400-f99of100-d1of4,not_executed,,,not_evaluated
287,s2-step3400-f99of100-d1of2,2,2,3400,,99,100,0.990,1,2,0.50,True,fresh_execution,fresh_execution,,,,,268,worker_04,results/raw/{stage18_run_id}/workers/worker_04/cells/s2-step3400-f99of100-d1of2,not_executed,,,not_evaluated
288,s2-step3400-f99of100-d3of4,2,2,3400,,99,100,0.990,3,4,0.75,False,fresh_execution,fresh_execution,,,,,269,worker_05,results/raw/{stage18_run_id}/workers/worker_05/cells/s2-step3400-f99of100-d3of4,not_executed,,,not_evaluated
289,s2-step7450-f4of5-d1of4,2,3,7450,,4,5,0.800,1,4,0.25,False,fresh_execution,fresh_execution,,,,,270,worker_06,results/raw/{stage18_run_id}/workers/worker_06/cells/s2-step7450-f4of5-d1of4,not_executed,,,not_evaluated
290,s2-step7450-f4of5-d1of2,2,3,7450,,4,5,0.800,1,2,0.50,False,fresh_execution,fresh_execution,,,,,271,worker_07,results/raw/{stage18_run_id}/workers/worker_07/cells/s2-step7450-f4of5-d1of2,not_executed,,,not_evaluated
291,s2-step7450-f4of5-d3of4,2,3,7450,,4,5,0.800,3,4,0.75,False,fresh_execution,fresh_execution,,,,,272,worker_08,results/raw/{stage18_run_id}/workers/worker_08/cells/s2-step7450-f4of5-d3of4,not_executed,,,not_evaluated
292,s2-step7450-f17of20-d1of4,2,3,7450,,17,20,0.850,1,4,0.25,False,fresh_execution,fresh_execution,,,,,273,worker_09,results/raw/{stage18_run_id}/workers/worker_09/cells/s2-step7450-f17of20-d1of4,not_executed,,,not_evaluated
293,s2-step7450-f17of20-d1of2,2,3,7450,,17,20,0.850,1,2,0.50,False,fresh_execution,fresh_execution,,,,,274,worker_10,results/raw/{stage18_run_id}/workers/worker_10/cells/s2-step7450-f17of20-d1of2,not_executed,,,not_evaluated
294,s2-step7450-f17of20-d3of4,2,3,7450,,17,20,0.850,3,4,0.75,False,fresh_execution,fresh_execution,,,,,275,worker_11,results/raw/{stage18_run_id}/workers/worker_11/cells/s2-step7450-f17of20-d3of4,not_executed,,,not_evaluated
295,s2-step7450-f9of10-d1of4,2,3,7450,,9,10,0.900,1,4,0.25,False,fresh_execution,fresh_execution,,,,,276,worker_00,results/raw/{stage18_run_id}/workers/worker_00/cells/s2-step7450-f9of10-d1of4,not_executed,,,not_evaluated
296,s2-step7450-f9of10-d1of2,2,3,7450,,9,10,0.900,1,2,0.50,False,fresh_execution,fresh_execution,,,,,277,worker_01,results/raw/{stage18_run_id}/workers/worker_01/cells/s2-step7450-f9of10-d1of2,not_executed,,,not_evaluated
297,s2-step7450-f9of10-d3of4,2,3,7450,,9,10,0.900,3,4,0.75,False,fresh_execution,fresh_execution,,,,,278,worker_02,results/raw/{stage18_run_id}/workers/worker_02/cells/s2-step7450-f9of10-d3of4,not_executed,,,not_evaluated
298,s2-step7450-f19of20-d1of4,2,3,7450,,19,20,0.950,1,4,0.25,False,fresh_execution,fresh_execution,,,,,279,worker_03,results/raw/{stage18_run_id}/workers/worker_03/cells/s2-step7450-f19of20-d1of4,not_executed,,,not_evaluated
299,s2-step7450-f19of20-d1of2,2,3,7450,,19,20,0.950,1,2,0.50,False,fresh_execution,fresh_execution,,,,,280,worker_04,results/raw/{stage18_run_id}/workers/worker_04/cells/s2-step7450-f19of20-d1of2,not_executed,,,not_evaluated
300,s2-step7450-f19of20-d3of4,2,3,7450,,19,20,0.950,3,4,0.75,False,fresh_execution,fresh_execution,,,,,281,worker_05,results/raw/{stage18_run_id}/workers/worker_05/cells/s2-step7450-f19of20-d3of4,not_executed,,,not_evaluated
301,s2-step7450-f39of40-d1of4,2,3,7450,,39,40,0.975,1,4,0.25,False,fresh_execution,fresh_execution,,,,,282,worker_06,results/raw/{stage18_run_id}/workers/worker_06/cells/s2-step7450-f39of40-d1of4,not_executed,,,not_evaluated
302,s2-step7450-f39of40-d1of2,2,3,7450,,39,40,0.975,1,2,0.50,False,fresh_execution,fresh_execution,,,,,283,worker_07,results/raw/{stage18_run_id}/workers/worker_07/cells/s2-step7450-f39of40-d1of2,not_executed,,,not_evaluated
303,s2-step7450-f39of40-d3of4,2,3,7450,,39,40,0.975,3,4,0.75,False,fresh_execution,fresh_execution,,,,,284,worker_08,results/raw/{stage18_run_id}/workers/worker_08/cells/s2-step7450-f39of40-d3of4,not_executed,,,not_evaluated
