stage17_run_id,cell_index,cell_id,circuit_i,circuit_j,q1_absolute_difference,q2_absolute_difference,q3_absolute_difference,q4_absolute_difference,maximum_absolute_difference,maximum_distance_subset,same_primary_transfer_group
stage17-sensitivity-s1-7801e7938531,5,s1-step9050-f17of20-d1of2,C1,C5,0.006155740227762441,0.022556390977443552,0.021929824561403466,0.04783163265306123,0.04783163265306123,Q4,False
stage17-sensitivity-s1-7801e7938531,5,s1-step9050-f17of20-d1of2,C1,C6,0.00707910126192679,0.02318295739348364,0.01848370927318299,0.056122448979591844,0.056122448979591844,Q4,False
stage17-sensitivity-s1-7801e7938531,5,s1-step9050-f17of20-d1of2,C2,C3,0.043705755617112985,0.0025062656641604564,0.00031328320802004317,0.0424107142857143,0.043705755617112985,Q1,True
stage17-sensitivity-s1-7801e7938531,5,s1-step9050-f17of20-d1of2,C2,C4,0.008925823330255489,0.0015664160401003269,0.003446115288220586,0.014349489795918324,0.014349489795918324,Q4,True
stage17-sensitivity-s1-7801e7938531,5,s1-step9050-f17of20-d1of2,C2,C5,0.0027700831024930483,0.006578947368421018,0.010338345864661647,0.013392857142857095,0.013392857142857095,Q4,True
stage17-sensitivity-s1-7801e7938531,5,s1-step9050-f17of20-d1of2,C2,C6,0.001846722068328699,0.007205513784461104,0.006892230576441172,0.02168367346938771,0.02168367346938771,Q4,True
stage17-sensitivity-s1-7801e7938531,5,s1-step9050-f17of20-d1of2,C3,C4,0.034779932286857496,0.0009398496240601295,0.003759398496240629,0.028061224489795977,0.034779932286857496,Q1,True
stage17-sensitivity-s1-7801e7938531,5,s1-step9050-f17of20-d1of2,C3,C5,0.04647583871960603,0.009085213032581474,0.01065162907268169,0.029017857142857206,0.04647583871960603,Q1,True
stage17-sensitivity-s1-7801e7938531,5,s1-step9050-f17of20-d1of2,C3,C6,0.045552477685441684,0.00971177944862156,0.007205513784461215,0.020727040816326592,0.045552477685441684,Q1,True
stage17-sensitivity-s1-7801e7938531,5,s1-step9050-f17of20-d1of2,C4,C5,0.011695906432748537,0.008145363408521344,0.006892230576441061,0.000956632653061229,0.011695906432748537,Q1,True
stage17-sensitivity-s1-7801e7938531,5,s1-step9050-f17of20-d1of2,C4,C6,0.010772545398584188,0.00877192982456143,0.003446115288220586,0.0073341836734693855,0.010772545398584188,Q1,True
stage17-sensitivity-s1-7801e7938531,5,s1-step9050-f17of20-d1of2,C5,C6,0.0009233610341643494,0.0006265664160400863,0.003446115288220475,0.008290816326530615,0.008290816326530615,Q4,True
stage17-sensitivity-s1-7801e7938531,6,s1-step9050-f17of20-d3of4,C1,C2,0.008925823330255489,0.015977443609022535,0.01159147869674182,0.034438775510204134,0.034438775510204134,Q4,False
stage17-sensitivity-s1-7801e7938531,6,s1-step9050-f17of20-d3of4,C1,C3,0.052631578947368474,0.013471177944862078,0.011278195488721776,0.07684948979591844,0.07684948979591844,Q4,False
stage17-sensitivity-s1-7801e7938531,6,s1-step9050-f17of20-d3of4,C1,C4,0.017851646660510978,0.014411027568922208,0.015037593984962405,0.04878826530612246,0.04878826530612246,Q4,False
stage17-sensitivity-s1-7801e7938531,6,s1-step9050-f17of20-d3of4,C1,C5,0.006155740227762441,0.022556390977443552,0.021929824561403466,0.04783163265306123,0.04783163265306123,Q4,False
stage17-sensitivity-s1-7801e7938531,6,s1-step9050-f17of20-d3of4,C1,C6,0.00707910126192679,0.02318295739348364,0.01848370927318299,0.056122448979591844,0.056122448979591844,Q4,False
stage17-sensitivity-s1-7801e7938531,6,s1-step9050-f17of20-d3of4,C2,C3,0.043705755617112985,0.0025062656641604564,0.00031328320802004317,0.0424107142857143,0.043705755617112985,Q1,True
stage17-sensitivity-s1-7801e7938531,6,s1-step9050-f17of20-d3of4,C2,C4,0.008925823330255489,0.0015664160401003269,0.003446115288220586,0.014349489795918324,0.014349489795918324,Q4,True
stage17-sensitivity-s1-7801e7938531,6,s1-step9050-f17of20-d3of4,C2,C5,0.0027700831024930483,0.006578947368421018,0.010338345864661647,0.013392857142857095,0.013392857142857095,Q4,True
stage17-sensitivity-s1-7801e7938531,6,s1-step9050-f17of20-d3of4,C2,C6,0.001846722068328699,0.007205513784461104,0.006892230576441172,0.02168367346938771,0.02168367346938771,Q4,True
stage17-sensitivity-s1-7801e7938531,6,s1-step9050-f17of20-d3of4,C3,C4,0.034779932286857496,0.0009398496240601295,0.003759398496240629,0.028061224489795977,0.034779932286857496,Q1,True
stage17-sensitivity-s1-7801e7938531,6,s1-step9050-f17of20-d3of4,C3,C5,0.04647583871960603,0.009085213032581474,0.01065162907268169,0.029017857142857206,0.04647583871960603,Q1,True
stage17-sensitivity-s1-7801e7938531,6,s1-step9050-f17of20-d3of4,C3,C6,0.045552477685441684,0.00971177944862156,0.007205513784461215,0.020727040816326592,0.045552477685441684,Q1,True
stage17-sensitivity-s1-7801e7938531,6,s1-step9050-f17of20-d3of4,C4,C5,0.011695906432748537,0.008145363408521344,0.006892230576441061,0.000956632653061229,0.011695906432748537,Q1,True
stage17-sensitivity-s1-7801e7938531,6,s1-step9050-f17of20-d3of4,C4,C6,0.010772545398584188,0.00877192982456143,0.003446115288220586,0.0073341836734693855,0.010772545398584188,Q1,True
stage17-sensitivity-s1-7801e7938531,6,s1-step9050-f17of20-d3of4,C5,C6,0.0009233610341643494,0.0006265664160400863,0.003446115288220475,0.008290816326530615,0.008290816326530615,Q4,True
stage17-sensitivity-s1-7801e7938531,7,s1-step9050-f9of10-d1of4,C1,C2,0.0033856571252693923,0.014097744360902276,0.007205513784461104,0.01721938775510201,0.01721938775510201,Q4,True
stage17-sensitivity-s1-7801e7938531,7,s1-step9050-f9of10-d1of4,C1,C3,0.019082794706063444,0.018170426065162948,0.015350877192982448,0.014030612244897989,0.019082794706063444,Q1,True
stage17-sensitivity-s1-7801e7938531,7,s1-step9050-f9of10-d1of4,C2,C3,0.01569713758079405,0.004072681704260672,0.008145363408521344,0.0031887755102040227,0.01569713758079405,Q1,True
stage17-sensitivity-s1-7801e7938531,8,s1-step9050-f9of10-d1of2,C1,C2,0.0033856571252693923,0.014097744360902276,0.007205513784461104,0.01721938775510201,0.01721938775510201,Q4,True
stage17-sensitivity-s1-7801e7938531,8,s1-step9050-f9of10-d1of2,C1,C3,0.019082794706063444,0.018170426065162948,0.015350877192982448,0.014030612244897989,0.019082794706063444,Q1,True
stage17-sensitivity-s1-7801e7938531,8,s1-step9050-f9of10-d1of2,C1,C4,0.010464758387196071,0.0012531328320801727,0.001879699248120259,0.00956632653061229,0.010464758387196071,Q1,True
stage17-sensitivity-s1-7801e7938531,8,s1-step9050-f9of10-d1of2,C1,C5,0.022468451831332725,0.006892230576441172,0.0046992481203007586,0.011798469387755084,0.022468451831332725,Q1,True
stage17-sensitivity-s1-7801e7938531,8,s1-step9050-f9of10-d1of2,C1,C6,0.011695906432748537,0.011278195488721776,0.006578947368421018,0.0054209183673469274,0.011695906432748537,Q1,True
stage17-sensitivity-s1-7801e7938531,8,s1-step9050-f9of10-d1of2,C1,C7,0.02554632194521389,0.01660401002506262,0.011278195488721776,0.005102040816326481,0.02554632194521389,Q1,True
stage17-sensitivity-s1-7801e7938531,8,s1-step9050-f9of10-d1of2,C2,C3,0.01569713758079405,0.004072681704260672,0.008145363408521344,0.0031887755102040227,0.01569713758079405,Q1,True
stage17-sensitivity-s1-7801e7938531,8,s1-step9050-f9of10-d1of2,C2,C4,0.013850415512465464,0.012844611528822103,0.009085213032581363,0.007653061224489721,0.013850415512465464,Q1,True
stage17-sensitivity-s1-7801e7938531,8,s1-step9050-f9of10-d1of2,C2,C5,0.019082794706063333,0.007205513784461104,0.0025062656641603454,0.029017857142857095,0.029017857142857095,Q4,True
stage17-sensitivity-s1-7801e7938531,8,s1-step9050-f9of10-d1of2,C2,C6,0.008310249307479145,0.0028195488721804995,0.0006265664160400863,0.011798469387755084,0.011798469387755084,Q4,True
stage17-sensitivity-s1-7801e7938531,8,s1-step9050-f9of10-d1of2,C2,C7,0.022160664819944498,0.0025062656641603454,0.004072681704260672,0.01211734693877553,0.022160664819944498,Q1,True
stage17-sensitivity-s1-7801e7938531,8,s1-step9050-f9of10-d1of2,C3,C4,0.029547553093259515,0.016917293233082775,0.017230576441102707,0.004464285714285698,0.029547553093259515,Q1,True
stage17-sensitivity-s1-7801e7938531,8,s1-step9050-f9of10-d1of2,C3,C5,0.0033856571252692813,0.011278195488721776,0.01065162907268169,0.025829081632653073,0.025829081632653073,Q4,True
stage17-sensitivity-s1-7801e7938531,8,s1-step9050-f9of10-d1of2,C3,C6,0.007386888273314907,0.006892230576441172,0.00877192982456143,0.008609693877551061,0.00877192982456143,Q3,True
stage17-sensitivity-s1-7801e7938531,8,s1-step9050-f9of10-d1of2,C3,C7,0.006463527239150446,0.0015664160401003269,0.004072681704260672,0.008928571428571508,0.008928571428571508,Q4,True
stage17-sensitivity-s1-7801e7938531,8,s1-step9050-f9of10-d1of2,C4,C5,0.0329332102185288,0.005639097744360999,0.006578947368421018,0.021364795918367374,0.0329332102185288,Q1,True
stage17-sensitivity-s1-7801e7938531,8,s1-step9050-f9of10-d1of2,C4,C6,0.02216066481994461,0.010025062656641603,0.008458646616541277,0.004145408163265363,0.02216066481994461,Q1,True
stage17-sensitivity-s1-7801e7938531,8,s1-step9050-f9of10-d1of2,C4,C7,0.03601108033240996,0.015350877192982448,0.013157894736842035,0.0044642857142858094,0.03601108033240996,Q1,True
stage17-sensitivity-s1-7801e7938531,8,s1-step9050-f9of10-d1of2,C5,C6,0.010772545398584188,0.004385964912280604,0.001879699248120259,0.01721938775510201,0.01721938775510201,Q4,True
stage17-sensitivity-s1-7801e7938531,8,s1-step9050-f9of10-d1of2,C5,C7,0.003077870113881165,0.00971177944862145,0.006578947368421018,0.016900510204081565,0.016900510204081565,Q4,True
stage17-sensitivity-s1-7801e7938531,8,s1-step9050-f9of10-d1of2,C6,C7,0.013850415512465353,0.005325814536340845,0.0046992481203007586,0.0003188775510204467,0.013850415512465353,Q1,True
stage17-sensitivity-s1-7801e7938531,9,s1-step9050-f9of10-d3of4,C1,C2,0.0033856571252693923,0.014097744360902276,0.007205513784461104,0.01721938775510201,0.01721938775510201,Q4,True
stage17-sensitivity-s1-7801e7938531,9,s1-step9050-f9of10-d3of4,C1,C3,0.019082794706063444,0.018170426065162948,0.015350877192982448,0.014030612244897989,0.019082794706063444,Q1,True
stage17-sensitivity-s1-7801e7938531,9,s1-step9050-f9of10-d3of4,C1,C4,0.010464758387196071,0.0012531328320801727,0.001879699248120259,0.00956632653061229,0.010464758387196071,Q1,True
stage17-sensitivity-s1-7801e7938531,9,s1-step9050-f9of10-d3of4,C1,C5,0.022468451831332725,0.006892230576441172,0.0046992481203007586,0.011798469387755084,0.022468451831332725,Q1,True
stage17-sensitivity-s1-7801e7938531,9,s1-step9050-f9of10-d3of4,C1,C6,0.011695906432748537,0.011278195488721776,0.006578947368421018,0.0054209183673469274,0.011695906432748537,Q1,True
stage17-sensitivity-s1-7801e7938531,9,s1-step9050-f9of10-d3of4,C1,C7,0.02554632194521389,0.01660401002506262,0.011278195488721776,0.005102040816326481,0.02554632194521389,Q1,True
stage17-sensitivity-s1-7801e7938531,9,s1-step9050-f9of10-d3of4,C2,C3,0.01569713758079405,0.004072681704260672,0.008145363408521344,0.0031887755102040227,0.01569713758079405,Q1,True
stage17-sensitivity-s1-7801e7938531,9,s1-step9050-f9of10-d3of4,C2,C4,0.013850415512465464,0.012844611528822103,0.009085213032581363,0.007653061224489721,0.013850415512465464,Q1,True
stage17-sensitivity-s1-7801e7938531,9,s1-step9050-f9of10-d3of4,C2,C5,0.019082794706063333,0.007205513784461104,0.0025062656641603454,0.029017857142857095,0.029017857142857095,Q4,True
stage17-sensitivity-s1-7801e7938531,9,s1-step9050-f9of10-d3of4,C2,C6,0.008310249307479145,0.0028195488721804995,0.0006265664160400863,0.011798469387755084,0.011798469387755084,Q4,True
