cell_index,cell_id,fidelity_numerator,fidelity_denominator,displayed_fidelity,distinctness_numerator,distinctness_denominator,displayed_jaccard_cutoff,family_size,right_censored,reference_cell,primary_cell,zero_family,stage18_run_id,model_seed,checkpoint_index,checkpoint_step,global_cell_index
415,s3-step7450-f4of5-d1of4,4,5,0.800,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,3,7450,415
416,s3-step7450-f4of5-d1of2,4,5,0.800,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,3,7450,416
417,s3-step7450-f4of5-d3of4,4,5,0.800,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,3,7450,417
418,s3-step7450-f17of20-d1of4,17,20,0.850,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,3,7450,418
419,s3-step7450-f17of20-d1of2,17,20,0.850,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,3,7450,419
420,s3-step7450-f17of20-d3of4,17,20,0.850,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,3,7450,420
421,s3-step7450-f9of10-d1of4,9,10,0.900,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,3,7450,421
422,s3-step7450-f9of10-d1of2,9,10,0.900,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,3,7450,422
423,s3-step7450-f9of10-d3of4,9,10,0.900,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,3,7450,423
424,s3-step7450-f19of20-d1of4,19,20,0.950,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,3,7450,424
425,s3-step7450-f19of20-d1of2,19,20,0.950,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,3,7450,425
426,s3-step7450-f19of20-d3of4,19,20,0.950,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,3,7450,426
427,s3-step7450-f39of40-d1of4,39,40,0.975,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,3,7450,427
428,s3-step7450-f39of40-d1of2,39,40,0.975,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,3,7450,428
429,s3-step7450-f39of40-d3of4,39,40,0.975,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,3,7450,429
430,s3-step7450-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,3,7450,430
431,s3-step7450-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,False,True,True,stage18-scaling-24a9adb84176,3,3,7450,431
432,s3-step7450-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,3,7450,432
433,s3-step8150-f4of5-d1of4,4,5,0.800,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,4,8150,433
434,s3-step8150-f4of5-d1of2,4,5,0.800,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,4,8150,434
435,s3-step8150-f4of5-d3of4,4,5,0.800,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,4,8150,435
436,s3-step8150-f17of20-d1of4,17,20,0.850,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,4,8150,436
437,s3-step8150-f17of20-d1of2,17,20,0.850,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,4,8150,437
438,s3-step8150-f17of20-d3of4,17,20,0.850,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,4,8150,438
439,s3-step8150-f9of10-d1of4,9,10,0.900,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,4,8150,439
440,s3-step8150-f9of10-d1of2,9,10,0.900,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,4,8150,440
441,s3-step8150-f9of10-d3of4,9,10,0.900,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,4,8150,441
442,s3-step8150-f19of20-d1of4,19,20,0.950,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,4,8150,442
443,s3-step8150-f19of20-d1of2,19,20,0.950,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,4,8150,443
444,s3-step8150-f19of20-d3of4,19,20,0.950,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,4,8150,444
445,s3-step8150-f39of40-d1of4,39,40,0.975,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,4,8150,445
446,s3-step8150-f39of40-d1of2,39,40,0.975,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,4,8150,446
447,s3-step8150-f39of40-d3of4,39,40,0.975,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,4,8150,447
448,s3-step8150-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,4,8150,448
449,s3-step8150-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,False,True,True,stage18-scaling-24a9adb84176,3,4,8150,449
450,s3-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,4,8150,450
451,s3-step8500-f4of5-d1of4,4,5,0.800,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,5,8500,451
452,s3-step8500-f4of5-d1of2,4,5,0.800,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,5,8500,452
453,s3-step8500-f4of5-d3of4,4,5,0.800,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,5,8500,453
454,s3-step8500-f17of20-d1of4,17,20,0.850,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,5,8500,454
455,s3-step8500-f17of20-d1of2,17,20,0.850,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,5,8500,455
456,s3-step8500-f17of20-d3of4,17,20,0.850,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,5,8500,456
457,s3-step8500-f9of10-d1of4,9,10,0.900,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,5,8500,457
458,s3-step8500-f9of10-d1of2,9,10,0.900,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,5,8500,458
459,s3-step8500-f9of10-d3of4,9,10,0.900,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,5,8500,459
460,s3-step8500-f19of20-d1of4,19,20,0.950,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,5,8500,460
461,s3-step8500-f19of20-d1of2,19,20,0.950,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,5,8500,461
462,s3-step8500-f19of20-d3of4,19,20,0.950,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,5,8500,462
463,s3-step8500-f39of40-d1of4,39,40,0.975,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,5,8500,463
464,s3-step8500-f39of40-d1of2,39,40,0.975,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,5,8500,464
465,s3-step8500-f39of40-d3of4,39,40,0.975,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,5,8500,465
466,s3-step8500-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,5,8500,466
467,s3-step8500-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,False,True,True,stage18-scaling-24a9adb84176,3,5,8500,467
468,s3-step8500-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,5,8500,468
469,s3-step8650-f4of5-d1of4,4,5,0.800,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,6,8650,469
470,s3-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,6,8650,470
471,s3-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,6,8650,471
472,s3-step8650-f17of20-d1of4,17,20,0.850,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,6,8650,472
473,s3-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,6,8650,473
474,s3-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,6,8650,474
475,s3-step8650-f9of10-d1of4,9,10,0.900,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,6,8650,475
476,s3-step8650-f9of10-d1of2,9,10,0.900,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,6,8650,476
477,s3-step8650-f9of10-d3of4,9,10,0.900,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,6,8650,477
478,s3-step8650-f19of20-d1of4,19,20,0.950,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,6,8650,478
479,s3-step8650-f19of20-d1of2,19,20,0.950,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,6,8650,479
480,s3-step8650-f19of20-d3of4,19,20,0.950,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,6,8650,480
481,s3-step8650-f39of40-d1of4,39,40,0.975,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,6,8650,481
482,s3-step8650-f39of40-d1of2,39,40,0.975,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,6,8650,482
483,s3-step8650-f39of40-d3of4,39,40,0.975,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,6,8650,483
484,s3-step8650-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,6,8650,484
485,s3-step8650-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,False,True,True,stage18-scaling-24a9adb84176,3,6,8650,485
486,s3-step8650-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,6,8650,486
487,s3-step9050-f4of5-d1of4,4,5,0.800,1,4,0.25,2,False,False,False,False,stage18-scaling-24a9adb84176,3,7,9050,487
488,s3-step9050-f4of5-d1of2,4,5,0.800,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,3,7,9050,488
489,s3-step9050-f4of5-d3of4,4,5,0.800,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,3,7,9050,489
490,s3-step9050-f17of20-d1of4,17,20,0.850,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,7,9050,490
491,s3-step9050-f17of20-d1of2,17,20,0.850,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,7,9050,491
492,s3-step9050-f17of20-d3of4,17,20,0.850,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,7,9050,492
493,s3-step9050-f9of10-d1of4,9,10,0.900,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,7,9050,493
494,s3-step9050-f9of10-d1of2,9,10,0.900,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,7,9050,494
495,s3-step9050-f9of10-d3of4,9,10,0.900,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,7,9050,495
496,s3-step9050-f19of20-d1of4,19,20,0.950,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,7,9050,496
497,s3-step9050-f19of20-d1of2,19,20,0.950,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,7,9050,497
498,s3-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,7,9050,498
499,s3-step9050-f39of40-d1of4,39,40,0.975,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,7,9050,499
500,s3-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,7,9050,500
501,s3-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,7,9050,501
502,s3-step9050-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,7,9050,502
503,s3-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,False,True,True,stage18-scaling-24a9adb84176,3,7,9050,503
504,s3-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,7,9050,504
505,s4-step200-f4of5-d1of4,4,5,0.800,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,4,1,200,505
506,s4-step200-f4of5-d1of2,4,5,0.800,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,4,1,200,506
507,s4-step200-f4of5-d3of4,4,5,0.800,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,4,1,200,507
508,s4-step200-f17of20-d1of4,17,20,0.850,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,4,1,200,508
509,s4-step200-f17of20-d1of2,17,20,0.850,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,4,1,200,509
510,s4-step200-f17of20-d3of4,17,20,0.850,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,4,1,200,510
511,s4-step200-f9of10-d1of4,9,10,0.900,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,4,1,200,511
512,s4-step200-f9of10-d1of2,9,10,0.900,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,4,1,200,512
513,s4-step200-f9of10-d3of4,9,10,0.900,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,4,1,200,513
514,s4-step200-f19of20-d1of4,19,20,0.950,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,4,1,200,514
515,s4-step200-f19of20-d1of2,19,20,0.950,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,4,1,200,515
516,s4-step200-f19of20-d3of4,19,20,0.950,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,4,1,200,516
517,s4-step200-f39of40-d1of4,39,40,0.975,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,4,1,200,517
518,s4-step200-f39of40-d1of2,39,40,0.975,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,4,1,200,518
519,s4-step200-f39of40-d3of4,39,40,0.975,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,4,1,200,519
520,s4-step200-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,4,1,200,520
521,s4-step200-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,False,True,True,stage18-scaling-24a9adb84176,4,1,200,521
522,s4-step200-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,4,1,200,522
523,s4-step3400-f4of5-d1of4,4,5,0.800,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,4,2,3400,523
524,s4-step3400-f4of5-d1of2,4,5,0.800,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,4,2,3400,524
525,s4-step3400-f4of5-d3of4,4,5,0.800,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,4,2,3400,525
526,s4-step3400-f17of20-d1of4,17,20,0.850,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,4,2,3400,526
527,s4-step3400-f17of20-d1of2,17,20,0.850,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,4,2,3400,527
528,s4-step3400-f17of20-d3of4,17,20,0.850,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,4,2,3400,528
529,s4-step3400-f9of10-d1of4,9,10,0.900,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,4,2,3400,529
530,s4-step3400-f9of10-d1of2,9,10,0.900,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,4,2,3400,530
531,s4-step3400-f9of10-d3of4,9,10,0.900,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,4,2,3400,531
532,s4-step3400-f19of20-d1of4,19,20,0.950,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,4,2,3400,532
533,s4-step3400-f19of20-d1of2,19,20,0.950,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,4,2,3400,533
534,s4-step3400-f19of20-d3of4,19,20,0.950,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,4,2,3400,534
535,s4-step3400-f39of40-d1of4,39,40,0.975,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,4,2,3400,535
536,s4-step3400-f39of40-d1of2,39,40,0.975,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,4,2,3400,536
537,s4-step3400-f39of40-d3of4,39,40,0.975,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,4,2,3400,537
538,s4-step3400-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,4,2,3400,538
539,s4-step3400-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,False,True,True,stage18-scaling-24a9adb84176,4,2,3400,539
540,s4-step3400-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,4,2,3400,540
541,s4-step7450-f4of5-d1of4,4,5,0.800,1,4,0.25,5,False,False,False,False,stage18-scaling-24a9adb84176,4,3,7450,541
542,s4-step7450-f4of5-d1of2,4,5,0.800,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,4,3,7450,542
543,s4-step7450-f4of5-d3of4,4,5,0.800,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,4,3,7450,543
544,s4-step7450-f17of20-d1of4,17,20,0.850,1,4,0.25,4,False,False,False,False,stage18-scaling-24a9adb84176,4,3,7450,544
545,s4-step7450-f17of20-d1of2,17,20,0.850,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,4,3,7450,545
546,s4-step7450-f17of20-d3of4,17,20,0.850,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,4,3,7450,546
547,s4-step7450-f9of10-d1of4,9,10,0.900,1,4,0.25,3,False,False,False,False,stage18-scaling-24a9adb84176,4,3,7450,547
548,s4-step7450-f9of10-d1of2,9,10,0.900,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,4,3,7450,548
549,s4-step7450-f9of10-d3of4,9,10,0.900,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,4,3,7450,549
550,s4-step7450-f19of20-d1of4,19,20,0.950,1,4,0.25,5,False,False,False,False,stage18-scaling-24a9adb84176,4,3,7450,550
551,s4-step7450-f19of20-d1of2,19,20,0.950,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,4,3,7450,551
552,s4-step7450-f19of20-d3of4,19,20,0.950,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,4,3,7450,552
553,s4-step7450-f39of40-d1of4,39,40,0.975,1,4,0.25,5,False,False,False,False,stage18-scaling-24a9adb84176,4,3,7450,553
554,s4-step7450-f39of40-d1of2,39,40,0.975,1,2,0.50,7,False,False,False,False,stage18-scaling-24a9adb84176,4,3,7450,554
555,s4-step7450-f39of40-d3of4,39,40,0.975,3,4,0.75,7,False,False,False,False,stage18-scaling-24a9adb84176,4,3,7450,555
556,s4-step7450-f99of100-d1of4,99,100,0.990,1,4,0.25,4,False,False,False,False,stage18-scaling-24a9adb84176,4,3,7450,556
557,s4-step7450-f99of100-d1of2,99,100,0.990,1,2,0.50,7,False,False,True,False,stage18-scaling-24a9adb84176,4,3,7450,557
558,s4-step7450-f99of100-d3of4,99,100,0.990,3,4,0.75,7,False,False,False,False,stage18-scaling-24a9adb84176,4,3,7450,558
559,s4-step8150-f4of5-d1of4,4,5,0.800,1,4,0.25,4,False,False,False,False,stage18-scaling-24a9adb84176,4,4,8150,559
560,s4-step8150-f4of5-d1of2,4,5,0.800,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,4,4,8150,560
561,s4-step8150-f4of5-d3of4,4,5,0.800,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,4,4,8150,561
562,s4-step8150-f17of20-d1of4,17,20,0.850,1,4,0.25,3,False,False,False,False,stage18-scaling-24a9adb84176,4,4,8150,562
563,s4-step8150-f17of20-d1of2,17,20,0.850,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,4,4,8150,563
564,s4-step8150-f17of20-d3of4,17,20,0.850,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,4,4,8150,564
565,s4-step8150-f9of10-d1of4,9,10,0.900,1,4,0.25,3,False,False,False,False,stage18-scaling-24a9adb84176,4,4,8150,565
566,s4-step8150-f9of10-d1of2,9,10,0.900,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,4,4,8150,566
567,s4-step8150-f9of10-d3of4,9,10,0.900,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,4,4,8150,567
568,s4-step8150-f19of20-d1of4,19,20,0.950,1,4,0.25,4,False,False,False,False,stage18-scaling-24a9adb84176,4,4,8150,568
569,s4-step8150-f19of20-d1of2,19,20,0.950,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,4,4,8150,569
570,s4-step8150-f19of20-d3of4,19,20,0.950,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,4,4,8150,570
571,s4-step8150-f39of40-d1of4,39,40,0.975,1,4,0.25,3,False,False,False,False,stage18-scaling-24a9adb84176,4,4,8150,571
572,s4-step8150-f39of40-d1of2,39,40,0.975,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,4,4,8150,572
573,s4-step8150-f39of40-d3of4,39,40,0.975,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,4,4,8150,573
574,s4-step8150-f99of100-d1of4,99,100,0.990,1,4,0.25,4,False,False,False,False,stage18-scaling-24a9adb84176,4,4,8150,574
575,s4-step8150-f99of100-d1of2,99,100,0.990,1,2,0.50,7,False,False,True,False,stage18-scaling-24a9adb84176,4,4,8150,575
576,s4-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,7,False,False,False,False,stage18-scaling-24a9adb84176,4,4,8150,576
577,s4-step8500-f4of5-d1of4,4,5,0.800,1,4,0.25,4,False,False,False,False,stage18-scaling-24a9adb84176,4,5,8500,577
578,s4-step8500-f4of5-d1of2,4,5,0.800,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,4,5,8500,578
579,s4-step8500-f4of5-d3of4,4,5,0.800,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,4,5,8500,579
580,s4-step8500-f17of20-d1of4,17,20,0.850,1,4,0.25,3,False,False,False,False,stage18-scaling-24a9adb84176,4,5,8500,580
581,s4-step8500-f17of20-d1of2,17,20,0.850,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,4,5,8500,581
582,s4-step8500-f17of20-d3of4,17,20,0.850,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,4,5,8500,582
583,s4-step8500-f9of10-d1of4,9,10,0.900,1,4,0.25,5,False,False,False,False,stage18-scaling-24a9adb84176,4,5,8500,583
584,s4-step8500-f9of10-d1of2,9,10,0.900,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,4,5,8500,584
585,s4-step8500-f9of10-d3of4,9,10,0.900,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,4,5,8500,585
586,s4-step8500-f19of20-d1of4,19,20,0.950,1,4,0.25,3,False,False,False,False,stage18-scaling-24a9adb84176,4,5,8500,586
587,s4-step8500-f19of20-d1of2,19,20,0.950,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,4,5,8500,587
588,s4-step8500-f19of20-d3of4,19,20,0.950,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,4,5,8500,588
589,s4-step8500-f39of40-d1of4,39,40,0.975,1,4,0.25,3,False,False,False,False,stage18-scaling-24a9adb84176,4,5,8500,589
590,s4-step8500-f39of40-d1of2,39,40,0.975,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,4,5,8500,590
591,s4-step8500-f39of40-d3of4,39,40,0.975,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,4,5,8500,591
592,s4-step8500-f99of100-d1of4,99,100,0.990,1,4,0.25,4,False,False,False,False,stage18-scaling-24a9adb84176,4,5,8500,592
593,s4-step8500-f99of100-d1of2,99,100,0.990,1,2,0.50,6,False,False,True,False,stage18-scaling-24a9adb84176,4,5,8500,593
594,s4-step8500-f99of100-d3of4,99,100,0.990,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,4,5,8500,594
595,s4-step8650-f4of5-d1of4,4,5,0.800,1,4,0.25,5,False,False,False,False,stage18-scaling-24a9adb84176,4,6,8650,595
596,s4-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,4,6,8650,596
597,s4-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,4,6,8650,597
598,s4-step8650-f17of20-d1of4,17,20,0.850,1,4,0.25,4,False,False,False,False,stage18-scaling-24a9adb84176,4,6,8650,598
599,s4-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,4,6,8650,599
600,s4-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,4,6,8650,600
601,s4-step8650-f9of10-d1of4,9,10,0.900,1,4,0.25,3,False,False,False,False,stage18-scaling-24a9adb84176,4,6,8650,601
602,s4-step8650-f9of10-d1of2,9,10,0.900,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,4,6,8650,602
603,s4-step8650-f9of10-d3of4,9,10,0.900,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,4,6,8650,603
604,s4-step8650-f19of20-d1of4,19,20,0.950,1,4,0.25,6,False,False,False,False,stage18-scaling-24a9adb84176,4,6,8650,604
605,s4-step8650-f19of20-d1of2,19,20,0.950,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,4,6,8650,605
606,s4-step8650-f19of20-d3of4,19,20,0.950,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,4,6,8650,606
607,s4-step8650-f39of40-d1of4,39,40,0.975,1,4,0.25,4,False,False,False,False,stage18-scaling-24a9adb84176,4,6,8650,607
608,s4-step8650-f39of40-d1of2,39,40,0.975,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,4,6,8650,608
609,s4-step8650-f39of40-d3of4,39,40,0.975,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,4,6,8650,609
610,s4-step8650-f99of100-d1of4,99,100,0.990,1,4,0.25,5,False,False,False,False,stage18-scaling-24a9adb84176,4,6,8650,610
611,s4-step8650-f99of100-d1of2,99,100,0.990,1,2,0.50,6,False,False,True,False,stage18-scaling-24a9adb84176,4,6,8650,611
612,s4-step8650-f99of100-d3of4,99,100,0.990,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,4,6,8650,612
