stage18_run_id,comparison_id,matching_method,model_seed,left_checkpoint_step,right_checkpoint_step,left_cell_id,right_cell_id,left_family_size,right_family_size,left_family_right_censored,right_family_right_censored,matching_tolerance,matched_count,unmatched_left_count,unmatched_right_count,total_absolute_match_difference,comparison_status,left_matched_median_fidelity,right_matched_median_fidelity,fidelity_change_right_minus_left,left_matched_median_retained_components,right_matched_median_retained_components,retained_component_change_right_minus_left,left_matched_median_pairwise_overlap,right_matched_median_pairwise_overlap,left_matched_structural_diversity,right_matched_structural_diversity,structural_diversity_change_right_minus_left
stage18-scaling-24a9adb84176,s0-step8500-to-step8650,matched_sparsity,0,8500,8650,s0-step8500-f99of100-d1of2,s0-step8650-f99of100-d1of2,7,6,False,False,5,6,1,0,13,matched,0.9903281384603336,0.9905239251311771,0.0001957866708435,76,74,-2,0.17829457364341086,0.14960629921259844,0.82170542635658914,0.85039370078740156,0.02868827443081242
stage18-scaling-24a9adb84176,s0-step8500-to-step9050,matched_sparsity,0,8500,9050,s0-step8500-f99of100-d1of2,s0-step9050-f99of100-d1of2,7,6,False,False,5,4,3,2,13,matched,0.99056308246534575,0.9908763411386953,0.00031325867334955,75.5,72.5,-3.0,0.132417374371179745,0.154830224772835965,0.867582625628820255,0.845169775227164035,-0.022412850401656220
stage18-scaling-24a9adb84176,s0-step8650-to-step9050,matched_sparsity,0,8650,9050,s0-step8650-f99of100-d1of2,s0-step9050-f99of100-d1of2,6,6,False,False,5,6,0,0,22,matched,0.9905239251311771,0.9909154984728640,0.0003915733416869,74,71,-3,0.14960629921259844,0.1565217391304348,0.85039370078740156,0.8434782608695652,-0.00691543991783636
stage18-scaling-24a9adb84176,s1-step200-to-step3400,matched_sparsity,1,200,3400,s1-step200-f99of100-d1of2,s1-step3400-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s1-step200-to-step7450,matched_sparsity,1,200,7450,s1-step200-f99of100-d1of2,s1-step7450-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s1-step200-to-step8150,matched_sparsity,1,200,8150,s1-step200-f99of100-d1of2,s1-step8150-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s1-step200-to-step8500,matched_sparsity,1,200,8500,s1-step200-f99of100-d1of2,s1-step8500-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s1-step200-to-step8650,matched_sparsity,1,200,8650,s1-step200-f99of100-d1of2,s1-step8650-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s1-step200-to-step9050,matched_sparsity,1,200,9050,s1-step200-f99of100-d1of2,s1-step9050-f99of100-d1of2,0,7,False,False,5,0,0,7,0,left_family_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s1-step3400-to-step7450,matched_sparsity,1,3400,7450,s1-step3400-f99of100-d1of2,s1-step7450-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s1-step3400-to-step8150,matched_sparsity,1,3400,8150,s1-step3400-f99of100-d1of2,s1-step8150-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s1-step3400-to-step8500,matched_sparsity,1,3400,8500,s1-step3400-f99of100-d1of2,s1-step8500-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s1-step3400-to-step8650,matched_sparsity,1,3400,8650,s1-step3400-f99of100-d1of2,s1-step8650-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
