cell_index,cell_id,fidelity_numerator,fidelity_denominator,displayed_fidelity,distinctness_numerator,distinctness_denominator,displayed_jaccard_cutoff,circuit_count,minimum_retained_components,maximum_retained_components,mean_retained_components,median_retained_components,minimum_retained_proportion,maximum_retained_proportion,mean_retained_proportion,median_retained_proportion,stage18_run_id,model_seed,checkpoint_index,checkpoint_step,global_cell_index
133,s1-step200-f9of10-d1of4,9,10,0.900,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,1,1,200,133
134,s1-step200-f9of10-d1of2,9,10,0.900,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,1,1,200,134
135,s1-step200-f9of10-d3of4,9,10,0.900,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,1,1,200,135
136,s1-step200-f19of20-d1of4,19,20,0.950,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,1,1,200,136
137,s1-step200-f19of20-d1of2,19,20,0.950,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,1,1,200,137
138,s1-step200-f19of20-d3of4,19,20,0.950,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,1,1,200,138
139,s1-step200-f39of40-d1of4,39,40,0.975,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,1,1,200,139
140,s1-step200-f39of40-d1of2,39,40,0.975,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,1,1,200,140
141,s1-step200-f39of40-d3of4,39,40,0.975,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,1,1,200,141
142,s1-step200-f99of100-d1of4,99,100,0.990,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,1,1,200,142
143,s1-step200-f99of100-d1of2,99,100,0.990,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,1,1,200,143
144,s1-step200-f99of100-d3of4,99,100,0.990,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,1,1,200,144
145,s1-step3400-f4of5-d1of4,4,5,0.800,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,1,2,3400,145
146,s1-step3400-f4of5-d1of2,4,5,0.800,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,1,2,3400,146
147,s1-step3400-f4of5-d3of4,4,5,0.800,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,1,2,3400,147
148,s1-step3400-f17of20-d1of4,17,20,0.850,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,1,2,3400,148
149,s1-step3400-f17of20-d1of2,17,20,0.850,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,1,2,3400,149
150,s1-step3400-f17of20-d3of4,17,20,0.850,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,1,2,3400,150
151,s1-step3400-f9of10-d1of4,9,10,0.900,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,1,2,3400,151
152,s1-step3400-f9of10-d1of2,9,10,0.900,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,1,2,3400,152
153,s1-step3400-f9of10-d3of4,9,10,0.900,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,1,2,3400,153
154,s1-step3400-f19of20-d1of4,19,20,0.950,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,1,2,3400,154
155,s1-step3400-f19of20-d1of2,19,20,0.950,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,1,2,3400,155
156,s1-step3400-f19of20-d3of4,19,20,0.950,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,1,2,3400,156
157,s1-step3400-f39of40-d1of4,39,40,0.975,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,1,2,3400,157
158,s1-step3400-f39of40-d1of2,39,40,0.975,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,1,2,3400,158
159,s1-step3400-f39of40-d3of4,39,40,0.975,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,1,2,3400,159
160,s1-step3400-f99of100-d1of4,99,100,0.990,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,1,2,3400,160
161,s1-step3400-f99of100-d1of2,99,100,0.990,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,1,2,3400,161
162,s1-step3400-f99of100-d3of4,99,100,0.990,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,1,2,3400,162
163,s1-step7450-f4of5-d1of4,4,5,0.800,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,1,3,7450,163
164,s1-step7450-f4of5-d1of2,4,5,0.800,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,1,3,7450,164
165,s1-step7450-f4of5-d3of4,4,5,0.800,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,1,3,7450,165
166,s1-step7450-f17of20-d1of4,17,20,0.850,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,1,3,7450,166
167,s1-step7450-f17of20-d1of2,17,20,0.850,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,1,3,7450,167
168,s1-step7450-f17of20-d3of4,17,20,0.850,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,1,3,7450,168
169,s1-step7450-f9of10-d1of4,9,10,0.900,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,1,3,7450,169
170,s1-step7450-f9of10-d1of2,9,10,0.900,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,1,3,7450,170
171,s1-step7450-f9of10-d3of4,9,10,0.900,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,1,3,7450,171
172,s1-step7450-f19of20-d1of4,19,20,0.950,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,1,3,7450,172
173,s1-step7450-f19of20-d1of2,19,20,0.950,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,1,3,7450,173
174,s1-step7450-f19of20-d3of4,19,20,0.950,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,1,3,7450,174
175,s1-step7450-f39of40-d1of4,39,40,0.975,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,1,3,7450,175
176,s1-step7450-f39of40-d1of2,39,40,0.975,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,1,3,7450,176
177,s1-step7450-f39of40-d3of4,39,40,0.975,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,1,3,7450,177
178,s1-step7450-f99of100-d1of4,99,100,0.990,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,1,3,7450,178
179,s1-step7450-f99of100-d1of2,99,100,0.990,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,1,3,7450,179
180,s1-step7450-f99of100-d3of4,99,100,0.990,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,1,3,7450,180
181,s1-step8150-f4of5-d1of4,4,5,0.800,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,1,4,8150,181
182,s1-step8150-f4of5-d1of2,4,5,0.800,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,1,4,8150,182
183,s1-step8150-f4of5-d3of4,4,5,0.800,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,1,4,8150,183
184,s1-step8150-f17of20-d1of4,17,20,0.850,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,1,4,8150,184
185,s1-step8150-f17of20-d1of2,17,20,0.850,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,1,4,8150,185
186,s1-step8150-f17of20-d3of4,17,20,0.850,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,1,4,8150,186
187,s1-step8150-f9of10-d1of4,9,10,0.900,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,1,4,8150,187
188,s1-step8150-f9of10-d1of2,9,10,0.900,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,1,4,8150,188
189,s1-step8150-f9of10-d3of4,9,10,0.900,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,1,4,8150,189
190,s1-step8150-f19of20-d1of4,19,20,0.950,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,1,4,8150,190
191,s1-step8150-f19of20-d1of2,19,20,0.950,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,1,4,8150,191
192,s1-step8150-f19of20-d3of4,19,20,0.950,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,1,4,8150,192
193,s1-step8150-f39of40-d1of4,39,40,0.975,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,1,4,8150,193
194,s1-step8150-f39of40-d1of2,39,40,0.975,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,1,4,8150,194
195,s1-step8150-f39of40-d3of4,39,40,0.975,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,1,4,8150,195
196,s1-step8150-f99of100-d1of4,99,100,0.990,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,1,4,8150,196
197,s1-step8150-f99of100-d1of2,99,100,0.990,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,1,4,8150,197
198,s1-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,1,4,8150,198
199,s1-step8500-f4of5-d1of4,4,5,0.800,1,4,0.25,1,237,237,237,237,0.45930232558139533,0.45930232558139533,0.45930232558139533,0.45930232558139533,stage18-scaling-24a9adb84176,1,5,8500,199
200,s1-step8500-f4of5-d1of2,4,5,0.800,1,2,0.50,1,237,237,237,237,0.45930232558139533,0.45930232558139533,0.45930232558139533,0.45930232558139533,stage18-scaling-24a9adb84176,1,5,8500,200
201,s1-step8500-f4of5-d3of4,4,5,0.800,3,4,0.75,1,237,237,237,237,0.45930232558139533,0.45930232558139533,0.45930232558139533,0.45930232558139533,stage18-scaling-24a9adb84176,1,5,8500,201
202,s1-step8500-f17of20-d1of4,17,20,0.850,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,1,5,8500,202
203,s1-step8500-f17of20-d1of2,17,20,0.850,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,1,5,8500,203
204,s1-step8500-f17of20-d3of4,17,20,0.850,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,1,5,8500,204
205,s1-step8500-f9of10-d1of4,9,10,0.900,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,1,5,8500,205
206,s1-step8500-f9of10-d1of2,9,10,0.900,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,1,5,8500,206
207,s1-step8500-f9of10-d3of4,9,10,0.900,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,1,5,8500,207
208,s1-step8500-f19of20-d1of4,19,20,0.950,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,1,5,8500,208
209,s1-step8500-f19of20-d1of2,19,20,0.950,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,1,5,8500,209
210,s1-step8500-f19of20-d3of4,19,20,0.950,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,1,5,8500,210
211,s1-step8500-f39of40-d1of4,39,40,0.975,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,1,5,8500,211
212,s1-step8500-f39of40-d1of2,39,40,0.975,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,1,5,8500,212
213,s1-step8500-f39of40-d3of4,39,40,0.975,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,1,5,8500,213
214,s1-step8500-f99of100-d1of4,99,100,0.990,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,1,5,8500,214
215,s1-step8500-f99of100-d1of2,99,100,0.990,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,1,5,8500,215
216,s1-step8500-f99of100-d3of4,99,100,0.990,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,1,5,8500,216
217,s1-step8650-f4of5-d1of4,4,5,0.800,1,4,0.25,3,140,184,158.66666666666666,152,0.2713178294573643,0.35658914728682173,0.3074935400516796,0.29457364341085274,stage18-scaling-24a9adb84176,1,6,8650,217
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,8,140,184,156.75,154.0,0.2713178294573643,0.35658914728682173,0.30377906976744184,0.29844961240310075,stage18-scaling-24a9adb84176,1,6,8650,218
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,8,140,184,156.75,154.0,0.2713178294573643,0.35658914728682173,0.30377906976744184,0.29844961240310075,stage18-scaling-24a9adb84176,1,6,8650,219
220,s1-step8650-f17of20-d1of4,17,20,0.850,1,4,0.25,2,175,224,199.5,199.5,0.3391472868217054,0.43410852713178294,0.3866279069767442,0.3866279069767442,stage18-scaling-24a9adb84176,1,6,8650,220
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,8,175,224,196.625,196.0,0.3391472868217054,0.43410852713178294,0.3810562015503876,0.3798449612403101,stage18-scaling-24a9adb84176,1,6,8650,221
222,s1-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,8,175,224,196.625,196.0,0.3391472868217054,0.43410852713178294,0.3810562015503876,0.3798449612403101,stage18-scaling-24a9adb84176,1,6,8650,222
223,s1-step8650-f9of10-d1of4,9,10,0.900,1,4,0.25,2,233,257,245,245.0,0.45155038759689925,0.49806201550387597,0.4748062015503876,0.4748062015503876,stage18-scaling-24a9adb84176,1,6,8650,223
224,s1-step8650-f9of10-d1of2,9,10,0.900,1,2,0.50,8,225,257,240.25,239.0,0.436046511627907,0.49806201550387597,0.46560077519379844,0.4631782945736434,stage18-scaling-24a9adb84176,1,6,8650,224
225,s1-step8650-f9of10-d3of4,9,10,0.900,3,4,0.75,8,225,257,240.25,239.0,0.436046511627907,0.49806201550387597,0.46560077519379844,0.4631782945736434,stage18-scaling-24a9adb84176,1,6,8650,225
226,s1-step8650-f19of20-d1of4,19,20,0.950,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,1,6,8650,226
227,s1-step8650-f19of20-d1of2,19,20,0.950,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,1,6,8650,227
228,s1-step8650-f19of20-d3of4,19,20,0.950,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,1,6,8650,228
229,s1-step8650-f39of40-d1of4,39,40,0.975,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,1,6,8650,229
230,s1-step8650-f39of40-d1of2,39,40,0.975,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,1,6,8650,230
231,s1-step8650-f39of40-d3of4,39,40,0.975,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,1,6,8650,231
232,s1-step8650-f99of100-d1of4,99,100,0.990,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,1,6,8650,232
233,s1-step8650-f99of100-d1of2,99,100,0.990,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,1,6,8650,233
234,s1-step8650-f99of100-d3of4,99,100,0.990,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,1,6,8650,234
1,s1-step9050-f4of5-d1of4,4,5,0.800,1,4,0.25,3,64,86,71.33333333333333,64,0.12403100775193798,0.16666666666666666,0.13824289405684753,0.12403100775193798,stage18-scaling-24a9adb84176,1,7,9050,235
2,s1-step9050-f4of5-d1of2,4,5,0.800,1,2,0.50,6,64,86,73,71.0,0.12403100775193798,0.16666666666666666,0.14147286821705427,0.1375968992248062,stage18-scaling-24a9adb84176,1,7,9050,236
3,s1-step9050-f4of5-d3of4,4,5,0.800,3,4,0.75,6,64,86,73,71.0,0.12403100775193798,0.16666666666666666,0.14147286821705427,0.1375968992248062,stage18-scaling-24a9adb84176,1,7,9050,237
4,s1-step9050-f17of20-d1of4,17,20,0.850,1,4,0.25,2,77,82,79.5,79.5,0.14922480620155038,0.15891472868217055,0.15406976744186046,0.15406976744186046,stage18-scaling-24a9adb84176,1,7,9050,238
5,s1-step9050-f17of20-d1of2,17,20,0.850,1,2,0.50,6,67,82,72.83333333333333,71.5,0.1298449612403101,0.15891472868217055,0.14114987080103358,0.1385658914728682,stage18-scaling-24a9adb84176,1,7,9050,239
6,s1-step9050-f17of20-d3of4,17,20,0.850,3,4,0.75,6,67,82,72.83333333333333,71.5,0.1298449612403101,0.15891472868217055,0.14114987080103358,0.1385658914728682,stage18-scaling-24a9adb84176,1,7,9050,240
7,s1-step9050-f9of10-d1of4,9,10,0.900,1,4,0.25,3,82,109,92.33333333333333,86,0.15891472868217055,0.21124031007751937,0.1789405684754522,0.16666666666666666,stage18-scaling-24a9adb84176,1,7,9050,241
8,s1-step9050-f9of10-d1of2,9,10,0.900,1,2,0.50,7,82,109,90.42857142857143,89,0.15891472868217055,0.21124031007751937,0.17524916943521596,0.17248062015503876,stage18-scaling-24a9adb84176,1,7,9050,242
9,s1-step9050-f9of10-d3of4,9,10,0.900,3,4,0.75,7,82,109,90.42857142857143,89,0.15891472868217055,0.21124031007751937,0.17524916943521596,0.17248062015503876,stage18-scaling-24a9adb84176,1,7,9050,243
10,s1-step9050-f19of20-d1of4,19,20,0.950,1,4,0.25,4,92,115,105,106.5,0.17829457364341086,0.22286821705426357,0.20348837209302326,0.2063953488372093,stage18-scaling-24a9adb84176,1,7,9050,244
11,s1-step9050-f19of20-d1of2,19,20,0.950,1,2,0.50,7,92,123,105.28571428571429,105,0.17829457364341086,0.23837209302325582,0.2040420819490587,0.20348837209302326,stage18-scaling-24a9adb84176,1,7,9050,245
12,s1-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,7,92,123,105.28571428571429,105,0.17829457364341086,0.23837209302325582,0.2040420819490587,0.20348837209302326,stage18-scaling-24a9adb84176,1,7,9050,246
13,s1-step9050-f39of40-d1of4,39,40,0.975,1,4,0.25,4,119,151,137.5,140.0,0.23062015503875968,0.2926356589147287,0.2664728682170543,0.2713178294573644,stage18-scaling-24a9adb84176,1,7,9050,247
14,s1-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,7,119,151,138.14285714285714,138,0.23062015503875968,0.2926356589147287,0.267718715393134,0.26744186046511625,stage18-scaling-24a9adb84176,1,7,9050,248
15,s1-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,7,119,151,138.14285714285714,138,0.23062015503875968,0.2926356589147287,0.267718715393134,0.26744186046511625,stage18-scaling-24a9adb84176,1,7,9050,249
16,s1-step9050-f99of100-d1of4,99,100,0.990,1,4,0.25,3,146,176,161.33333333333334,162,0.28294573643410853,0.34108527131782945,0.31266149870801035,0.313953488372093,stage18-scaling-24a9adb84176,1,7,9050,250
17,s1-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,7,146,180,167.85714285714286,169,0.28294573643410853,0.3488372093023256,0.3253045404208195,0.32751937984496127,stage18-scaling-24a9adb84176,1,7,9050,251
18,s1-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,7,146,180,167.85714285714286,169,0.28294573643410853,0.3488372093023256,0.3253045404208195,0.32751937984496127,stage18-scaling-24a9adb84176,1,7,9050,252
253,s2-step200-f4of5-d1of4,4,5,0.800,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,2,1,200,253
254,s2-step200-f4of5-d1of2,4,5,0.800,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,2,1,200,254
255,s2-step200-f4of5-d3of4,4,5,0.800,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,2,1,200,255
256,s2-step200-f17of20-d1of4,17,20,0.850,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,2,1,200,256
257,s2-step200-f17of20-d1of2,17,20,0.850,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,2,1,200,257
258,s2-step200-f17of20-d3of4,17,20,0.850,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,2,1,200,258
259,s2-step200-f9of10-d1of4,9,10,0.900,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,2,1,200,259
260,s2-step200-f9of10-d1of2,9,10,0.900,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,2,1,200,260
261,s2-step200-f9of10-d3of4,9,10,0.900,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,2,1,200,261
262,s2-step200-f19of20-d1of4,19,20,0.950,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,2,1,200,262
263,s2-step200-f19of20-d1of2,19,20,0.950,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,2,1,200,263
264,s2-step200-f19of20-d3of4,19,20,0.950,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,2,1,200,264
265,s2-step200-f39of40-d1of4,39,40,0.975,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,2,1,200,265
266,s2-step200-f39of40-d1of2,39,40,0.975,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,2,1,200,266
267,s2-step200-f39of40-d3of4,39,40,0.975,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,2,1,200,267
268,s2-step200-f99of100-d1of4,99,100,0.990,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,2,1,200,268
269,s2-step200-f99of100-d1of2,99,100,0.990,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,2,1,200,269
270,s2-step200-f99of100-d3of4,99,100,0.990,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,2,1,200,270
271,s2-step3400-f4of5-d1of4,4,5,0.800,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,2,2,3400,271
272,s2-step3400-f4of5-d1of2,4,5,0.800,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,2,2,3400,272
273,s2-step3400-f4of5-d3of4,4,5,0.800,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,2,2,3400,273
274,s2-step3400-f17of20-d1of4,17,20,0.850,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,2,2,3400,274
275,s2-step3400-f17of20-d1of2,17,20,0.850,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,2,2,3400,275
276,s2-step3400-f17of20-d3of4,17,20,0.850,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,2,2,3400,276
277,s2-step3400-f9of10-d1of4,9,10,0.900,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,2,2,3400,277
278,s2-step3400-f9of10-d1of2,9,10,0.900,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,2,2,3400,278
279,s2-step3400-f9of10-d3of4,9,10,0.900,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,2,2,3400,279
280,s2-step3400-f19of20-d1of4,19,20,0.950,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,2,2,3400,280
281,s2-step3400-f19of20-d1of2,19,20,0.950,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,2,2,3400,281
282,s2-step3400-f19of20-d3of4,19,20,0.950,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,2,2,3400,282
283,s2-step3400-f39of40-d1of4,39,40,0.975,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,2,2,3400,283
284,s2-step3400-f39of40-d1of2,39,40,0.975,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,2,2,3400,284
285,s2-step3400-f39of40-d3of4,39,40,0.975,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,2,2,3400,285
286,s2-step3400-f99of100-d1of4,99,100,0.990,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,2,2,3400,286
287,s2-step3400-f99of100-d1of2,99,100,0.990,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,2,2,3400,287
288,s2-step3400-f99of100-d3of4,99,100,0.990,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,2,2,3400,288
289,s2-step7450-f4of5-d1of4,4,5,0.800,1,4,0.25,3,76,106,94.33333333333333,101,0.14728682170542637,0.2054263565891473,0.18281653746770027,0.19573643410852712,stage18-scaling-24a9adb84176,2,3,7450,289
290,s2-step7450-f4of5-d1of2,4,5,0.800,1,2,0.50,7,76,106,96.57142857142857,99,0.14728682170542637,0.2054263565891473,0.18715393133997785,0.19186046511627908,stage18-scaling-24a9adb84176,2,3,7450,290
291,s2-step7450-f4of5-d3of4,4,5,0.800,3,4,0.75,7,76,106,96.57142857142857,99,0.14728682170542637,0.2054263565891473,0.18715393133997785,0.19186046511627908,stage18-scaling-24a9adb84176,2,3,7450,291
292,s2-step7450-f17of20-d1of4,17,20,0.850,1,4,0.25,3,93,112,104,107,0.18023255813953487,0.21705426356589147,0.20155038759689922,0.20736434108527133,stage18-scaling-24a9adb84176,2,3,7450,292
293,s2-step7450-f17of20-d1of2,17,20,0.850,1,2,0.50,7,93,113,106.85714285714286,107,0.18023255813953487,0.2189922480620155,0.2070874861572536,0.20736434108527133,stage18-scaling-24a9adb84176,2,3,7450,293
294,s2-step7450-f17of20-d3of4,17,20,0.850,3,4,0.75,7,93,113,106.85714285714286,107,0.18023255813953487,0.2189922480620155,0.2070874861572536,0.20736434108527133,stage18-scaling-24a9adb84176,2,3,7450,294
295,s2-step7450-f9of10-d1of4,9,10,0.900,1,4,0.25,3,118,138,128,128,0.22868217054263565,0.26744186046511625,0.24806201550387597,0.24806201550387597,stage18-scaling-24a9adb84176,2,3,7450,295
296,s2-step7450-f9of10-d1of2,9,10,0.900,1,2,0.50,7,118,154,135.14285714285714,131,0.22868217054263565,0.29844961240310075,0.2619047619047619,0.25387596899224807,stage18-scaling-24a9adb84176,2,3,7450,296
297,s2-step7450-f9of10-d3of4,9,10,0.900,3,4,0.75,7,118,154,135.14285714285714,131,0.22868217054263565,0.29844961240310075,0.2619047619047619,0.25387596899224807,stage18-scaling-24a9adb84176,2,3,7450,297
298,s2-step7450-f19of20-d1of4,19,20,0.950,1,4,0.25,3,175,177,175.66666666666666,175,0.3391472868217054,0.3430232558139535,0.3404392764857881,0.3391472868217054,stage18-scaling-24a9adb84176,2,3,7450,298
299,s2-step7450-f19of20-d1of2,19,20,0.950,1,2,0.50,8,166,195,179.75,179.0,0.32170542635658916,0.37790697674418605,0.3483527131782946,0.34689922480620156,stage18-scaling-24a9adb84176,2,3,7450,299
300,s2-step7450-f19of20-d3of4,19,20,0.950,3,4,0.75,8,166,195,179.75,179.0,0.32170542635658916,0.37790697674418605,0.3483527131782946,0.34689922480620156,stage18-scaling-24a9adb84176,2,3,7450,300
301,s2-step7450-f39of40-d1of4,39,40,0.975,1,4,0.25,2,232,246,239,239.0,0.4496124031007752,0.47674418604651164,0.46317829457364346,0.46317829457364346,stage18-scaling-24a9adb84176,2,3,7450,301
302,s2-step7450-f39of40-d1of2,39,40,0.975,1,2,0.50,8,211,247,232.625,234.5,0.40891472868217055,0.4786821705426357,0.45082364341085274,0.4544573643410853,stage18-scaling-24a9adb84176,2,3,7450,302
303,s2-step7450-f39of40-d3of4,39,40,0.975,3,4,0.75,8,211,247,232.625,234.5,0.40891472868217055,0.4786821705426357,0.45082364341085274,0.4544573643410853,stage18-scaling-24a9adb84176,2,3,7450,303
304,s2-step7450-f99of100-d1of4,99,100,0.990,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,2,3,7450,304
