cell_index,cell_id,fidelity_numerator,fidelity_denominator,displayed_fidelity,distinctness_numerator,distinctness_denominator,displayed_jaccard_cutoff,circuit_count,minimum_retained_components,maximum_retained_components,mean_retained_components,median_retained_components,minimum_retained_proportion,maximum_retained_proportion,mean_retained_proportion,median_retained_proportion,stage18_run_id,model_seed,checkpoint_index,checkpoint_step,global_cell_index
305,s2-step7450-f99of100-d1of2,99,100,0.990,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,2,3,7450,305
306,s2-step7450-f99of100-d3of4,99,100,0.990,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,2,3,7450,306
307,s2-step8150-f4of5-d1of4,4,5,0.800,1,4,0.25,2,59,60,59.5,59.5,0.11434108527131782,0.11627906976744186,0.11531007751937984,0.11531007751937984,stage18-scaling-24a9adb84176,2,4,8150,307
308,s2-step8150-f4of5-d1of2,4,5,0.800,1,2,0.50,6,55,60,57.333333333333336,57.0,0.1065891472868217,0.11627906976744186,0.1111111111111111,0.11046511627906977,stage18-scaling-24a9adb84176,2,4,8150,308
309,s2-step8150-f4of5-d3of4,4,5,0.800,3,4,0.75,6,55,60,57.333333333333336,57.0,0.1065891472868217,0.11627906976744186,0.1111111111111111,0.11046511627906977,stage18-scaling-24a9adb84176,2,4,8150,309
310,s2-step8150-f17of20-d1of4,17,20,0.850,1,4,0.25,2,63,67,65,65.0,0.12209302325581395,0.1298449612403101,0.12596899224806202,0.12596899224806202,stage18-scaling-24a9adb84176,2,4,8150,310
311,s2-step8150-f17of20-d1of2,17,20,0.850,1,2,0.50,6,60,67,63.666666666666664,63.0,0.11627906976744186,0.1298449612403101,0.12338501291989665,0.12209302325581395,stage18-scaling-24a9adb84176,2,4,8150,311
312,s2-step8150-f17of20-d3of4,17,20,0.850,3,4,0.75,6,60,67,63.666666666666664,63.0,0.11627906976744186,0.1298449612403101,0.12338501291989665,0.12209302325581395,stage18-scaling-24a9adb84176,2,4,8150,312
313,s2-step8150-f9of10-d1of4,9,10,0.900,1,4,0.25,2,69,73,71,71.0,0.13372093023255813,0.14147286821705427,0.1375968992248062,0.1375968992248062,stage18-scaling-24a9adb84176,2,4,8150,313
314,s2-step8150-f9of10-d1of2,9,10,0.900,1,2,0.50,6,69,74,70.83333333333333,70.0,0.13372093023255813,0.1434108527131783,0.13727390180878551,0.13565891472868216,stage18-scaling-24a9adb84176,2,4,8150,314
315,s2-step8150-f9of10-d3of4,9,10,0.900,3,4,0.75,6,69,74,70.83333333333333,70.0,0.13372093023255813,0.1434108527131783,0.13727390180878551,0.13565891472868216,stage18-scaling-24a9adb84176,2,4,8150,315
316,s2-step8150-f19of20-d1of4,19,20,0.950,1,4,0.25,2,78,91,84.5,84.5,0.1511627906976744,0.17635658914728683,0.16375968992248063,0.16375968992248063,stage18-scaling-24a9adb84176,2,4,8150,316
317,s2-step8150-f19of20-d1of2,19,20,0.950,1,2,0.50,7,78,91,83.71428571428571,82,0.1511627906976744,0.17635658914728683,0.16223698781838317,0.15891472868217055,stage18-scaling-24a9adb84176,2,4,8150,317
318,s2-step8150-f19of20-d3of4,19,20,0.950,3,4,0.75,7,78,91,83.71428571428571,82,0.1511627906976744,0.17635658914728683,0.16223698781838317,0.15891472868217055,stage18-scaling-24a9adb84176,2,4,8150,318
319,s2-step8150-f39of40-d1of4,39,40,0.975,1,4,0.25,2,92,98,95,95.0,0.17829457364341086,0.18992248062015504,0.18410852713178294,0.18410852713178294,stage18-scaling-24a9adb84176,2,4,8150,319
320,s2-step8150-f39of40-d1of2,39,40,0.975,1,2,0.50,7,88,102,96,96,0.17054263565891473,0.19767441860465115,0.18604651162790697,0.18604651162790697,stage18-scaling-24a9adb84176,2,4,8150,320
321,s2-step8150-f39of40-d3of4,39,40,0.975,3,4,0.75,7,88,102,96,96,0.17054263565891473,0.19767441860465115,0.18604651162790697,0.18604651162790697,stage18-scaling-24a9adb84176,2,4,8150,321
322,s2-step8150-f99of100-d1of4,99,100,0.990,1,4,0.25,2,105,121,113,113.0,0.20348837209302326,0.23449612403100775,0.2189922480620155,0.2189922480620155,stage18-scaling-24a9adb84176,2,4,8150,322
323,s2-step8150-f99of100-d1of2,99,100,0.990,1,2,0.50,7,105,121,115,116,0.20348837209302326,0.23449612403100775,0.22286821705426357,0.2248062015503876,stage18-scaling-24a9adb84176,2,4,8150,323
324,s2-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,7,105,121,115,116,0.20348837209302326,0.23449612403100775,0.22286821705426357,0.2248062015503876,stage18-scaling-24a9adb84176,2,4,8150,324
325,s2-step8500-f4of5-d1of4,4,5,0.800,1,4,0.25,4,48,53,50,49.5,0.09302325581395349,0.10271317829457365,0.09689922480620156,0.09593023255813954,stage18-scaling-24a9adb84176,2,5,8500,325
326,s2-step8500-f4of5-d1of2,4,5,0.800,1,2,0.50,6,48,56,50.833333333333336,50.0,0.09302325581395349,0.10852713178294573,0.09851421188630491,0.09689922480620156,stage18-scaling-24a9adb84176,2,5,8500,326
327,s2-step8500-f4of5-d3of4,4,5,0.800,3,4,0.75,6,48,56,50.833333333333336,50.0,0.09302325581395349,0.10852713178294573,0.09851421188630491,0.09689922480620156,stage18-scaling-24a9adb84176,2,5,8500,327
328,s2-step8500-f17of20-d1of4,17,20,0.850,1,4,0.25,5,51,60,56.2,57,0.09883720930232558,0.11627906976744186,0.10891472868217054,0.11046511627906977,stage18-scaling-24a9adb84176,2,5,8500,328
329,s2-step8500-f17of20-d1of2,17,20,0.850,1,2,0.50,6,51,60,56,56.0,0.09883720930232558,0.11627906976744186,0.10852713178294573,0.10852713178294573,stage18-scaling-24a9adb84176,2,5,8500,329
330,s2-step8500-f17of20-d3of4,17,20,0.850,3,4,0.75,6,51,60,56,56.0,0.09883720930232558,0.11627906976744186,0.10852713178294573,0.10852713178294573,stage18-scaling-24a9adb84176,2,5,8500,330
331,s2-step8500-f9of10-d1of4,9,10,0.900,1,4,0.25,2,54,65,59.5,59.5,0.10465116279069768,0.12596899224806202,0.11531007751937986,0.11531007751937986,stage18-scaling-24a9adb84176,2,5,8500,331
332,s2-step8500-f9of10-d1of2,9,10,0.900,1,2,0.50,6,54,66,61.833333333333336,64.5,0.10465116279069768,0.12790697674418605,0.11983204134366926,0.125,stage18-scaling-24a9adb84176,2,5,8500,332
333,s2-step8500-f9of10-d3of4,9,10,0.900,3,4,0.75,6,54,66,61.833333333333336,64.5,0.10465116279069768,0.12790697674418605,0.11983204134366926,0.125,stage18-scaling-24a9adb84176,2,5,8500,333
334,s2-step8500-f19of20-d1of4,19,20,0.950,1,4,0.25,3,67,75,70.33333333333333,69,0.1298449612403101,0.14534883720930233,0.13630490956072353,0.13372093023255813,stage18-scaling-24a9adb84176,2,5,8500,334
335,s2-step8500-f19of20-d1of2,19,20,0.950,1,2,0.50,6,67,75,71.5,72.0,0.1298449612403101,0.14534883720930233,0.1385658914728682,0.13953488372093023,stage18-scaling-24a9adb84176,2,5,8500,335
336,s2-step8500-f19of20-d3of4,19,20,0.950,3,4,0.75,6,67,75,71.5,72.0,0.1298449612403101,0.14534883720930233,0.1385658914728682,0.13953488372093023,stage18-scaling-24a9adb84176,2,5,8500,336
337,s2-step8500-f39of40-d1of4,39,40,0.975,1,4,0.25,3,77,92,84.33333333333333,84,0.14922480620155038,0.17829457364341086,0.16343669250645995,0.16279069767441862,stage18-scaling-24a9adb84176,2,5,8500,337
338,s2-step8500-f39of40-d1of2,39,40,0.975,1,2,0.50,7,77,92,83.14285714285714,83,0.14922480620155038,0.17829457364341086,0.1611295681063123,0.16085271317829458,stage18-scaling-24a9adb84176,2,5,8500,338
339,s2-step8500-f39of40-d3of4,39,40,0.975,3,4,0.75,7,77,92,83.14285714285714,83,0.14922480620155038,0.17829457364341086,0.1611295681063123,0.16085271317829458,stage18-scaling-24a9adb84176,2,5,8500,339
340,s2-step8500-f99of100-d1of4,99,100,0.990,1,4,0.25,3,87,105,96.66666666666667,98,0.1686046511627907,0.20348837209302326,0.18733850129198967,0.18992248062015504,stage18-scaling-24a9adb84176,2,5,8500,340
341,s2-step8500-f99of100-d1of2,99,100,0.990,1,2,0.50,7,87,107,98.42857142857143,102,0.1686046511627907,0.20736434108527133,0.1907530454042082,0.19767441860465115,stage18-scaling-24a9adb84176,2,5,8500,341
342,s2-step8500-f99of100-d3of4,99,100,0.990,3,4,0.75,7,87,107,98.42857142857143,102,0.1686046511627907,0.20736434108527133,0.1907530454042082,0.19767441860465115,stage18-scaling-24a9adb84176,2,5,8500,342
343,s2-step8650-f4of5-d1of4,4,5,0.800,1,4,0.25,2,50,52,51,51.0,0.09689922480620156,0.10077519379844961,0.09883720930232559,0.09883720930232559,stage18-scaling-24a9adb84176,2,6,8650,343
344,s2-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,6,47,52,50,50.5,0.09108527131782945,0.10077519379844961,0.09689922480620156,0.09786821705426357,stage18-scaling-24a9adb84176,2,6,8650,344
345,s2-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,6,47,52,50,50.5,0.09108527131782945,0.10077519379844961,0.09689922480620156,0.09786821705426357,stage18-scaling-24a9adb84176,2,6,8650,345
346,s2-step8650-f17of20-d1of4,17,20,0.850,1,4,0.25,3,52,54,53.333333333333336,54,0.10077519379844961,0.10465116279069768,0.103359173126615,0.10465116279069768,stage18-scaling-24a9adb84176,2,6,8650,346
347,s2-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,6,52,54,53.5,54.0,0.10077519379844961,0.10465116279069768,0.10368217054263566,0.10465116279069768,stage18-scaling-24a9adb84176,2,6,8650,347
348,s2-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,6,52,54,53.5,54.0,0.10077519379844961,0.10465116279069768,0.10368217054263566,0.10465116279069768,stage18-scaling-24a9adb84176,2,6,8650,348
349,s2-step8650-f9of10-d1of4,9,10,0.900,1,4,0.25,3,58,61,59.333333333333336,59,0.1124031007751938,0.1182170542635659,0.11498708010335917,0.11434108527131782,stage18-scaling-24a9adb84176,2,6,8650,349
350,s2-step8650-f9of10-d1of2,9,10,0.900,1,2,0.50,6,58,61,59.666666666666664,60.0,0.1124031007751938,0.1182170542635659,0.11563307493540052,0.11627906976744186,stage18-scaling-24a9adb84176,2,6,8650,350
351,s2-step8650-f9of10-d3of4,9,10,0.900,3,4,0.75,6,58,61,59.666666666666664,60.0,0.1124031007751938,0.1182170542635659,0.11563307493540052,0.11627906976744186,stage18-scaling-24a9adb84176,2,6,8650,351
352,s2-step8650-f19of20-d1of4,19,20,0.950,1,4,0.25,3,70,74,72,72,0.13565891472868216,0.1434108527131783,0.13953488372093023,0.13953488372093023,stage18-scaling-24a9adb84176,2,6,8650,352
353,s2-step8650-f19of20-d1of2,19,20,0.950,1,2,0.50,6,67,76,71.5,71.0,0.1298449612403101,0.14728682170542637,0.1385658914728682,0.1375968992248062,stage18-scaling-24a9adb84176,2,6,8650,353
354,s2-step8650-f19of20-d3of4,19,20,0.950,3,4,0.75,6,67,76,71.5,71.0,0.1298449612403101,0.14728682170542637,0.1385658914728682,0.1375968992248062,stage18-scaling-24a9adb84176,2,6,8650,354
355,s2-step8650-f39of40-d1of4,39,40,0.975,1,4,0.25,3,74,83,78,77,0.1434108527131783,0.16085271317829458,0.1511627906976744,0.14922480620155038,stage18-scaling-24a9adb84176,2,6,8650,355
356,s2-step8650-f39of40-d1of2,39,40,0.975,1,2,0.50,7,73,89,79.57142857142857,77,0.14147286821705427,0.17248062015503876,0.15420819490586932,0.14922480620155038,stage18-scaling-24a9adb84176,2,6,8650,356
357,s2-step8650-f39of40-d3of4,39,40,0.975,3,4,0.75,7,73,89,79.57142857142857,77,0.14147286821705427,0.17248062015503876,0.15420819490586932,0.14922480620155038,stage18-scaling-24a9adb84176,2,6,8650,357
358,s2-step8650-f99of100-d1of4,99,100,0.990,1,4,0.25,3,91,93,92,92,0.17635658914728683,0.18023255813953487,0.17829457364341086,0.17829457364341086,stage18-scaling-24a9adb84176,2,6,8650,358
359,s2-step8650-f99of100-d1of2,99,100,0.990,1,2,0.50,7,86,96,91.85714285714286,92,0.16666666666666666,0.18604651162790697,0.17801771871539313,0.17829457364341086,stage18-scaling-24a9adb84176,2,6,8650,359
360,s2-step8650-f99of100-d3of4,99,100,0.990,3,4,0.75,7,86,96,91.85714285714286,92,0.16666666666666666,0.18604651162790697,0.17801771871539313,0.17829457364341086,stage18-scaling-24a9adb84176,2,6,8650,360
361,s2-step9050-f4of5-d1of4,4,5,0.800,1,4,0.25,3,53,57,54.666666666666664,54,0.10271317829457365,0.11046511627906977,0.10594315245478036,0.10465116279069768,stage18-scaling-24a9adb84176,2,7,9050,361
362,s2-step9050-f4of5-d1of2,4,5,0.800,1,2,0.50,6,47,57,52.5,53.5,0.09108527131782945,0.11046511627906977,0.10174418604651163,0.10368217054263566,stage18-scaling-24a9adb84176,2,7,9050,362
363,s2-step9050-f4of5-d3of4,4,5,0.800,3,4,0.75,6,47,57,52.5,53.5,0.09108527131782945,0.11046511627906977,0.10174418604651163,0.10368217054263566,stage18-scaling-24a9adb84176,2,7,9050,363
364,s2-step9050-f17of20-d1of4,17,20,0.850,1,4,0.25,4,54,60,57,57.0,0.10465116279069768,0.11627906976744186,0.11046511627906977,0.11046511627906977,stage18-scaling-24a9adb84176,2,7,9050,364
365,s2-step9050-f17of20-d1of2,17,20,0.850,1,2,0.50,6,52,60,55.666666666666664,55.0,0.10077519379844961,0.11627906976744186,0.1078811369509044,0.1065891472868217,stage18-scaling-24a9adb84176,2,7,9050,365
366,s2-step9050-f17of20-d3of4,17,20,0.850,3,4,0.75,6,52,60,55.666666666666664,55.0,0.10077519379844961,0.11627906976744186,0.1078811369509044,0.1065891472868217,stage18-scaling-24a9adb84176,2,7,9050,366
367,s2-step9050-f9of10-d1of4,9,10,0.900,1,4,0.25,3,57,60,58.666666666666664,59,0.11046511627906977,0.11627906976744186,0.11369509043927649,0.11434108527131782,stage18-scaling-24a9adb84176,2,7,9050,367
368,s2-step9050-f9of10-d1of2,9,10,0.900,1,2,0.50,6,57,66,60.833333333333336,59.5,0.11046511627906977,0.12790697674418605,0.11789405684754523,0.11531007751937984,stage18-scaling-24a9adb84176,2,7,9050,368
369,s2-step9050-f9of10-d3of4,9,10,0.900,3,4,0.75,6,57,66,60.833333333333336,59.5,0.11046511627906977,0.12790697674418605,0.11789405684754523,0.11531007751937984,stage18-scaling-24a9adb84176,2,7,9050,369
370,s2-step9050-f19of20-d1of4,19,20,0.950,1,4,0.25,5,64,76,70.6,71,0.12403100775193798,0.14728682170542637,0.1368217054263566,0.1375968992248062,stage18-scaling-24a9adb84176,2,7,9050,370
371,s2-step9050-f19of20-d1of2,19,20,0.950,1,2,0.50,6,64,76,70.66666666666667,71.0,0.12403100775193798,0.14728682170542637,0.13695090439276486,0.1375968992248062,stage18-scaling-24a9adb84176,2,7,9050,371
372,s2-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,6,64,76,70.66666666666667,71.0,0.12403100775193798,0.14728682170542637,0.13695090439276486,0.1375968992248062,stage18-scaling-24a9adb84176,2,7,9050,372
373,s2-step9050-f39of40-d1of4,39,40,0.975,1,4,0.25,7,71,83,76.14285714285714,75,0.1375968992248062,0.16085271317829458,0.14756367663344408,0.14534883720930233,stage18-scaling-24a9adb84176,2,7,9050,373
374,s2-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,7,71,83,76.14285714285714,75,0.1375968992248062,0.16085271317829458,0.14756367663344408,0.14534883720930233,stage18-scaling-24a9adb84176,2,7,9050,374
375,s2-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,7,71,83,76.14285714285714,75,0.1375968992248062,0.16085271317829458,0.14756367663344408,0.14534883720930233,stage18-scaling-24a9adb84176,2,7,9050,375
376,s2-step9050-f99of100-d1of4,99,100,0.990,1,4,0.25,6,81,92,85,84.0,0.1569767441860465,0.17829457364341086,0.16472868217054265,0.16279069767441862,stage18-scaling-24a9adb84176,2,7,9050,376
377,s2-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,7,81,92,85.14285714285714,85,0.1569767441860465,0.17829457364341086,0.16500553709856036,0.16472868217054262,stage18-scaling-24a9adb84176,2,7,9050,377
378,s2-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,7,81,92,85.14285714285714,85,0.1569767441860465,0.17829457364341086,0.16500553709856036,0.16472868217054262,stage18-scaling-24a9adb84176,2,7,9050,378
379,s3-step200-f4of5-d1of4,4,5,0.800,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,3,1,200,379
380,s3-step200-f4of5-d1of2,4,5,0.800,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,3,1,200,380
381,s3-step200-f4of5-d3of4,4,5,0.800,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,3,1,200,381
382,s3-step200-f17of20-d1of4,17,20,0.850,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,3,1,200,382
383,s3-step200-f17of20-d1of2,17,20,0.850,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,3,1,200,383
384,s3-step200-f17of20-d3of4,17,20,0.850,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,3,1,200,384
385,s3-step200-f9of10-d1of4,9,10,0.900,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,3,1,200,385
386,s3-step200-f9of10-d1of2,9,10,0.900,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,3,1,200,386
387,s3-step200-f9of10-d3of4,9,10,0.900,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,3,1,200,387
388,s3-step200-f19of20-d1of4,19,20,0.950,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,3,1,200,388
389,s3-step200-f19of20-d1of2,19,20,0.950,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,3,1,200,389
390,s3-step200-f19of20-d3of4,19,20,0.950,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,3,1,200,390
391,s3-step200-f39of40-d1of4,39,40,0.975,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,3,1,200,391
392,s3-step200-f39of40-d1of2,39,40,0.975,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,3,1,200,392
393,s3-step200-f39of40-d3of4,39,40,0.975,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,3,1,200,393
394,s3-step200-f99of100-d1of4,99,100,0.990,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,3,1,200,394
395,s3-step200-f99of100-d1of2,99,100,0.990,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,3,1,200,395
396,s3-step200-f99of100-d3of4,99,100,0.990,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,3,1,200,396
397,s3-step3400-f4of5-d1of4,4,5,0.800,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,3,2,3400,397
398,s3-step3400-f4of5-d1of2,4,5,0.800,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,3,2,3400,398
399,s3-step3400-f4of5-d3of4,4,5,0.800,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,3,2,3400,399
400,s3-step3400-f17of20-d1of4,17,20,0.850,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,3,2,3400,400
401,s3-step3400-f17of20-d1of2,17,20,0.850,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,3,2,3400,401
402,s3-step3400-f17of20-d3of4,17,20,0.850,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,3,2,3400,402
403,s3-step3400-f9of10-d1of4,9,10,0.900,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,3,2,3400,403
404,s3-step3400-f9of10-d1of2,9,10,0.900,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,3,2,3400,404
405,s3-step3400-f9of10-d3of4,9,10,0.900,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,3,2,3400,405
406,s3-step3400-f19of20-d1of4,19,20,0.950,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,3,2,3400,406
407,s3-step3400-f19of20-d1of2,19,20,0.950,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,3,2,3400,407
408,s3-step3400-f19of20-d3of4,19,20,0.950,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,3,2,3400,408
409,s3-step3400-f39of40-d1of4,39,40,0.975,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,3,2,3400,409
410,s3-step3400-f39of40-d1of2,39,40,0.975,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,3,2,3400,410
411,s3-step3400-f39of40-d3of4,39,40,0.975,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,3,2,3400,411
412,s3-step3400-f99of100-d1of4,99,100,0.990,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,3,2,3400,412
413,s3-step3400-f99of100-d1of2,99,100,0.990,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,3,2,3400,413
414,s3-step3400-f99of100-d3of4,99,100,0.990,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,3,2,3400,414
415,s3-step7450-f4of5-d1of4,4,5,0.800,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,3,3,7450,415
416,s3-step7450-f4of5-d1of2,4,5,0.800,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,3,3,7450,416
417,s3-step7450-f4of5-d3of4,4,5,0.800,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,3,3,7450,417
418,s3-step7450-f17of20-d1of4,17,20,0.850,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,3,3,7450,418
419,s3-step7450-f17of20-d1of2,17,20,0.850,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,3,3,7450,419
420,s3-step7450-f17of20-d3of4,17,20,0.850,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,3,3,7450,420
421,s3-step7450-f9of10-d1of4,9,10,0.900,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,3,3,7450,421
422,s3-step7450-f9of10-d1of2,9,10,0.900,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,3,3,7450,422
423,s3-step7450-f9of10-d3of4,9,10,0.900,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,3,3,7450,423
424,s3-step7450-f19of20-d1of4,19,20,0.950,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,3,3,7450,424
425,s3-step7450-f19of20-d1of2,19,20,0.950,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,3,3,7450,425
426,s3-step7450-f19of20-d3of4,19,20,0.950,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,3,3,7450,426
427,s3-step7450-f39of40-d1of4,39,40,0.975,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,3,3,7450,427
428,s3-step7450-f39of40-d1of2,39,40,0.975,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,3,3,7450,428
429,s3-step7450-f39of40-d3of4,39,40,0.975,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,3,3,7450,429
430,s3-step7450-f99of100-d1of4,99,100,0.990,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,3,3,7450,430
431,s3-step7450-f99of100-d1of2,99,100,0.990,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,3,3,7450,431
432,s3-step7450-f99of100-d3of4,99,100,0.990,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,3,3,7450,432
433,s3-step8150-f4of5-d1of4,4,5,0.800,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,3,4,8150,433
434,s3-step8150-f4of5-d1of2,4,5,0.800,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,3,4,8150,434
435,s3-step8150-f4of5-d3of4,4,5,0.800,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,3,4,8150,435
436,s3-step8150-f17of20-d1of4,17,20,0.850,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,3,4,8150,436
437,s3-step8150-f17of20-d1of2,17,20,0.850,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,3,4,8150,437
438,s3-step8150-f17of20-d3of4,17,20,0.850,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,3,4,8150,438
439,s3-step8150-f9of10-d1of4,9,10,0.900,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,3,4,8150,439
440,s3-step8150-f9of10-d1of2,9,10,0.900,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,3,4,8150,440
441,s3-step8150-f9of10-d3of4,9,10,0.900,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,3,4,8150,441
442,s3-step8150-f19of20-d1of4,19,20,0.950,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,3,4,8150,442
443,s3-step8150-f19of20-d1of2,19,20,0.950,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,3,4,8150,443
444,s3-step8150-f19of20-d3of4,19,20,0.950,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,3,4,8150,444
445,s3-step8150-f39of40-d1of4,39,40,0.975,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,3,4,8150,445
446,s3-step8150-f39of40-d1of2,39,40,0.975,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,3,4,8150,446
447,s3-step8150-f39of40-d3of4,39,40,0.975,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,3,4,8150,447
448,s3-step8150-f99of100-d1of4,99,100,0.990,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,3,4,8150,448
449,s3-step8150-f99of100-d1of2,99,100,0.990,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,3,4,8150,449
450,s3-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,3,4,8150,450
451,s3-step8500-f4of5-d1of4,4,5,0.800,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,3,5,8500,451
452,s3-step8500-f4of5-d1of2,4,5,0.800,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,3,5,8500,452
453,s3-step8500-f4of5-d3of4,4,5,0.800,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,3,5,8500,453
454,s3-step8500-f17of20-d1of4,17,20,0.850,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,3,5,8500,454
455,s3-step8500-f17of20-d1of2,17,20,0.850,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,3,5,8500,455
456,s3-step8500-f17of20-d3of4,17,20,0.850,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,3,5,8500,456
457,s3-step8500-f9of10-d1of4,9,10,0.900,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,3,5,8500,457
458,s3-step8500-f9of10-d1of2,9,10,0.900,1,2,0.50,0,,,,,,,,,stage18-scaling-24a9adb84176,3,5,8500,458
459,s3-step8500-f9of10-d3of4,9,10,0.900,3,4,0.75,0,,,,,,,,,stage18-scaling-24a9adb84176,3,5,8500,459
460,s3-step8500-f19of20-d1of4,19,20,0.950,1,4,0.25,0,,,,,,,,,stage18-scaling-24a9adb84176,3,5,8500,460
