comparison_type,comparison_label,model_seed,independent_unit,left_checkpoint_step,right_checkpoint_step,left_phase_label,right_phase_label,phase_alignment_status,metric,left_value,right_value,source_defined,target_defined,paired_change_right_minus_left,metric_status,undefined_reason,inclusion_status,exclusion_reason,right_censoring_involved,direction
adjacent_landmarks,adjacent_grid_5_to_6,0,trained_model_seed,8500,8650,stable_post,stable_post,not_applicable_adjacent,matched_fidelity_structural_diversity,0.85507246376811594,0.85039370078740156,True,True,-0.00467876298071438,defined,,included_in_metric_summary,,False,negative
adjacent_landmarks,adjacent_grid_5_to_6,0,trained_model_seed,8500,8650,stable_post,stable_post,not_applicable_adjacent,matched_sparsity_fidelity,0.9903281384603336,0.9905239251311771,True,True,0.0001957866708435,defined,,included_in_metric_summary,,False,positive
adjacent_landmarks,adjacent_grid_6_to_7,0,trained_model_seed,8650,9050,stable_post,stable_post,not_applicable_adjacent,structural_family_size,6,6,True,True,0,defined,,included_in_metric_summary,,False,zero
adjacent_landmarks,adjacent_grid_6_to_7,0,trained_model_seed,8650,9050,stable_post,stable_post,not_applicable_adjacent,transfer_distinct_group_count,1,1,True,True,0,defined,,included_in_metric_summary,,False,zero
adjacent_landmarks,adjacent_grid_6_to_7,0,trained_model_seed,8650,9050,stable_post,stable_post,not_applicable_adjacent,median_pairwise_overlap,0.14960629921259844,0.1565217391304348,True,True,0.00691543991783636,defined,,included_in_metric_summary,,False,positive
adjacent_landmarks,adjacent_grid_6_to_7,0,trained_model_seed,8650,9050,stable_post,stable_post,not_applicable_adjacent,median_circuit_size,74.0,71.0,True,True,-3.0,defined,,included_in_metric_summary,,False,negative
adjacent_landmarks,adjacent_grid_6_to_7,0,trained_model_seed,8650,9050,stable_post,stable_post,not_applicable_adjacent,mean_transfer_fidelity,0.9905494739158359333333333333,0.9909547693442566333333333333,True,True,0.0004052954284207000000000000,defined,,included_in_metric_summary,,False,positive
adjacent_landmarks,adjacent_grid_6_to_7,0,trained_model_seed,8650,9050,stable_post,stable_post,not_applicable_adjacent,matched_fidelity_structural_diversity,0.85039370078740156,0.8434782608695652,True,True,-0.00691543991783636,defined,,included_in_metric_summary,,False,negative
adjacent_landmarks,adjacent_grid_6_to_7,0,trained_model_seed,8650,9050,stable_post,stable_post,not_applicable_adjacent,matched_sparsity_fidelity,0.9905239251311771,0.9909154984728640,True,True,0.0003915733416869,defined,,included_in_metric_summary,,False,positive
pre_to_post,pre_to_post,1,trained_model_seed,200,9050,delayed_pre_generalisation,stable_post,phase_aligned,structural_family_size,0,7,True,True,7,defined,,included_in_metric_summary,,False,positive
pre_to_post,pre_to_post,1,trained_model_seed,200,9050,delayed_pre_generalisation,stable_post,phase_aligned,transfer_distinct_group_count,,1,False,True,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
pre_to_post,pre_to_post,1,trained_model_seed,200,9050,delayed_pre_generalisation,stable_post,phase_aligned,median_pairwise_overlap,,0.22264150943396227,False,True,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
pre_to_post,pre_to_post,1,trained_model_seed,200,9050,delayed_pre_generalisation,stable_post,phase_aligned,median_circuit_size,,169,False,True,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
pre_to_post,pre_to_post,1,trained_model_seed,200,9050,delayed_pre_generalisation,stable_post,phase_aligned,mean_transfer_fidelity,,0.9900531915460419607142857143,False,True,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
pre_to_post,pre_to_post,1,trained_model_seed,200,9050,delayed_pre_generalisation,stable_post,phase_aligned,matched_fidelity_structural_diversity,,,False,False,,undefined,matched_fidelity_requires_two_matched_circuits_per_condition,excluded_from_metric_summary_undefined,matched_fidelity_requires_two_matched_circuits_per_condition,False,undefined
pre_to_post,pre_to_post,1,trained_model_seed,200,9050,delayed_pre_generalisation,stable_post,phase_aligned,matched_sparsity_fidelity,,,False,False,,undefined,matched_sparsity_pair_unavailable,excluded_from_metric_summary_undefined,matched_sparsity_pair_unavailable,False,undefined
pre_to_transition,pre_to_grid_2,1,trained_model_seed,200,3400,delayed_pre_generalisation,delayed_pre_generalisation,phase_misaligned,structural_family_size,0,0,True,True,0,defined,,included_in_metric_summary,,False,zero
pre_to_transition,pre_to_grid_2,1,trained_model_seed,200,3400,delayed_pre_generalisation,delayed_pre_generalisation,phase_misaligned,transfer_distinct_group_count,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
pre_to_transition,pre_to_grid_2,1,trained_model_seed,200,3400,delayed_pre_generalisation,delayed_pre_generalisation,phase_misaligned,median_pairwise_overlap,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
pre_to_transition,pre_to_grid_2,1,trained_model_seed,200,3400,delayed_pre_generalisation,delayed_pre_generalisation,phase_misaligned,median_circuit_size,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
pre_to_transition,pre_to_grid_2,1,trained_model_seed,200,3400,delayed_pre_generalisation,delayed_pre_generalisation,phase_misaligned,mean_transfer_fidelity,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
pre_to_transition,pre_to_grid_2,1,trained_model_seed,200,3400,delayed_pre_generalisation,delayed_pre_generalisation,phase_misaligned,matched_fidelity_structural_diversity,,,False,False,,undefined,matched_fidelity_requires_two_matched_circuits_per_condition,excluded_from_metric_summary_undefined,matched_fidelity_requires_two_matched_circuits_per_condition,False,undefined
pre_to_transition,pre_to_grid_2,1,trained_model_seed,200,3400,delayed_pre_generalisation,delayed_pre_generalisation,phase_misaligned,matched_sparsity_fidelity,,,False,False,,undefined,matched_sparsity_pair_unavailable,excluded_from_metric_summary_undefined,matched_sparsity_pair_unavailable,False,undefined
pre_to_transition,pre_to_grid_3,1,trained_model_seed,200,7450,delayed_pre_generalisation,transition,phase_aligned,structural_family_size,0,0,True,True,0,defined,,included_in_metric_summary,,False,zero
pre_to_transition,pre_to_grid_3,1,trained_model_seed,200,7450,delayed_pre_generalisation,transition,phase_aligned,transfer_distinct_group_count,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
pre_to_transition,pre_to_grid_3,1,trained_model_seed,200,7450,delayed_pre_generalisation,transition,phase_aligned,median_pairwise_overlap,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
pre_to_transition,pre_to_grid_3,1,trained_model_seed,200,7450,delayed_pre_generalisation,transition,phase_aligned,median_circuit_size,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
pre_to_transition,pre_to_grid_3,1,trained_model_seed,200,7450,delayed_pre_generalisation,transition,phase_aligned,mean_transfer_fidelity,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
pre_to_transition,pre_to_grid_3,1,trained_model_seed,200,7450,delayed_pre_generalisation,transition,phase_aligned,matched_fidelity_structural_diversity,,,False,False,,undefined,matched_fidelity_requires_two_matched_circuits_per_condition,excluded_from_metric_summary_undefined,matched_fidelity_requires_two_matched_circuits_per_condition,False,undefined
pre_to_transition,pre_to_grid_3,1,trained_model_seed,200,7450,delayed_pre_generalisation,transition,phase_aligned,matched_sparsity_fidelity,,,False,False,,undefined,matched_sparsity_pair_unavailable,excluded_from_metric_summary_undefined,matched_sparsity_pair_unavailable,False,undefined
pre_to_transition,pre_to_grid_4,1,trained_model_seed,200,8150,delayed_pre_generalisation,transition,phase_aligned,structural_family_size,0,0,True,True,0,defined,,included_in_metric_summary,,False,zero
pre_to_transition,pre_to_grid_4,1,trained_model_seed,200,8150,delayed_pre_generalisation,transition,phase_aligned,transfer_distinct_group_count,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
pre_to_transition,pre_to_grid_4,1,trained_model_seed,200,8150,delayed_pre_generalisation,transition,phase_aligned,median_pairwise_overlap,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
pre_to_transition,pre_to_grid_4,1,trained_model_seed,200,8150,delayed_pre_generalisation,transition,phase_aligned,median_circuit_size,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
pre_to_transition,pre_to_grid_4,1,trained_model_seed,200,8150,delayed_pre_generalisation,transition,phase_aligned,mean_transfer_fidelity,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
pre_to_transition,pre_to_grid_4,1,trained_model_seed,200,8150,delayed_pre_generalisation,transition,phase_aligned,matched_fidelity_structural_diversity,,,False,False,,undefined,matched_fidelity_requires_two_matched_circuits_per_condition,excluded_from_metric_summary_undefined,matched_fidelity_requires_two_matched_circuits_per_condition,False,undefined
pre_to_transition,pre_to_grid_4,1,trained_model_seed,200,8150,delayed_pre_generalisation,transition,phase_aligned,matched_sparsity_fidelity,,,False,False,,undefined,matched_sparsity_pair_unavailable,excluded_from_metric_summary_undefined,matched_sparsity_pair_unavailable,False,undefined
pre_to_transition,pre_to_grid_5,1,trained_model_seed,200,8500,delayed_pre_generalisation,transition,phase_aligned,structural_family_size,0,0,True,True,0,defined,,included_in_metric_summary,,False,zero
pre_to_transition,pre_to_grid_5,1,trained_model_seed,200,8500,delayed_pre_generalisation,transition,phase_aligned,transfer_distinct_group_count,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
pre_to_transition,pre_to_grid_5,1,trained_model_seed,200,8500,delayed_pre_generalisation,transition,phase_aligned,median_pairwise_overlap,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
pre_to_transition,pre_to_grid_5,1,trained_model_seed,200,8500,delayed_pre_generalisation,transition,phase_aligned,median_circuit_size,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
pre_to_transition,pre_to_grid_5,1,trained_model_seed,200,8500,delayed_pre_generalisation,transition,phase_aligned,mean_transfer_fidelity,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
pre_to_transition,pre_to_grid_5,1,trained_model_seed,200,8500,delayed_pre_generalisation,transition,phase_aligned,matched_fidelity_structural_diversity,,,False,False,,undefined,matched_fidelity_requires_two_matched_circuits_per_condition,excluded_from_metric_summary_undefined,matched_fidelity_requires_two_matched_circuits_per_condition,False,undefined
pre_to_transition,pre_to_grid_5,1,trained_model_seed,200,8500,delayed_pre_generalisation,transition,phase_aligned,matched_sparsity_fidelity,,,False,False,,undefined,matched_sparsity_pair_unavailable,excluded_from_metric_summary_undefined,matched_sparsity_pair_unavailable,False,undefined
pre_to_transition,pre_to_grid_6,1,trained_model_seed,200,8650,delayed_pre_generalisation,transition,phase_aligned,structural_family_size,0,0,True,True,0,defined,,included_in_metric_summary,,False,zero
pre_to_transition,pre_to_grid_6,1,trained_model_seed,200,8650,delayed_pre_generalisation,transition,phase_aligned,transfer_distinct_group_count,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
pre_to_transition,pre_to_grid_6,1,trained_model_seed,200,8650,delayed_pre_generalisation,transition,phase_aligned,median_pairwise_overlap,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
pre_to_transition,pre_to_grid_6,1,trained_model_seed,200,8650,delayed_pre_generalisation,transition,phase_aligned,median_circuit_size,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
pre_to_transition,pre_to_grid_6,1,trained_model_seed,200,8650,delayed_pre_generalisation,transition,phase_aligned,mean_transfer_fidelity,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
pre_to_transition,pre_to_grid_6,1,trained_model_seed,200,8650,delayed_pre_generalisation,transition,phase_aligned,matched_fidelity_structural_diversity,,,False,False,,undefined,matched_fidelity_requires_two_matched_circuits_per_condition,excluded_from_metric_summary_undefined,matched_fidelity_requires_two_matched_circuits_per_condition,False,undefined
pre_to_transition,pre_to_grid_6,1,trained_model_seed,200,8650,delayed_pre_generalisation,transition,phase_aligned,matched_sparsity_fidelity,,,False,False,,undefined,matched_sparsity_pair_unavailable,excluded_from_metric_summary_undefined,matched_sparsity_pair_unavailable,False,undefined
transition_to_post,grid_2_to_post,1,trained_model_seed,3400,9050,delayed_pre_generalisation,stable_post,phase_misaligned,structural_family_size,0,7,True,True,7,defined,,included_in_metric_summary,,False,positive
transition_to_post,grid_2_to_post,1,trained_model_seed,3400,9050,delayed_pre_generalisation,stable_post,phase_misaligned,transfer_distinct_group_count,,1,False,True,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
transition_to_post,grid_2_to_post,1,trained_model_seed,3400,9050,delayed_pre_generalisation,stable_post,phase_misaligned,median_pairwise_overlap,,0.22264150943396227,False,True,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
transition_to_post,grid_2_to_post,1,trained_model_seed,3400,9050,delayed_pre_generalisation,stable_post,phase_misaligned,median_circuit_size,,169,False,True,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
transition_to_post,grid_2_to_post,1,trained_model_seed,3400,9050,delayed_pre_generalisation,stable_post,phase_misaligned,mean_transfer_fidelity,,0.9900531915460419607142857143,False,True,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
transition_to_post,grid_2_to_post,1,trained_model_seed,3400,9050,delayed_pre_generalisation,stable_post,phase_misaligned,matched_fidelity_structural_diversity,,,False,False,,undefined,matched_fidelity_requires_two_matched_circuits_per_condition,excluded_from_metric_summary_undefined,matched_fidelity_requires_two_matched_circuits_per_condition,False,undefined
transition_to_post,grid_2_to_post,1,trained_model_seed,3400,9050,delayed_pre_generalisation,stable_post,phase_misaligned,matched_sparsity_fidelity,,,False,False,,undefined,matched_sparsity_pair_unavailable,excluded_from_metric_summary_undefined,matched_sparsity_pair_unavailable,False,undefined
transition_to_post,grid_3_to_post,1,trained_model_seed,7450,9050,transition,stable_post,phase_aligned,structural_family_size,0,7,True,True,7,defined,,included_in_metric_summary,,False,positive
transition_to_post,grid_3_to_post,1,trained_model_seed,7450,9050,transition,stable_post,phase_aligned,transfer_distinct_group_count,,1,False,True,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
transition_to_post,grid_3_to_post,1,trained_model_seed,7450,9050,transition,stable_post,phase_aligned,median_pairwise_overlap,,0.22264150943396227,False,True,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
transition_to_post,grid_3_to_post,1,trained_model_seed,7450,9050,transition,stable_post,phase_aligned,median_circuit_size,,169,False,True,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
transition_to_post,grid_3_to_post,1,trained_model_seed,7450,9050,transition,stable_post,phase_aligned,mean_transfer_fidelity,,0.9900531915460419607142857143,False,True,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
transition_to_post,grid_3_to_post,1,trained_model_seed,7450,9050,transition,stable_post,phase_aligned,matched_fidelity_structural_diversity,,,False,False,,undefined,matched_fidelity_requires_two_matched_circuits_per_condition,excluded_from_metric_summary_undefined,matched_fidelity_requires_two_matched_circuits_per_condition,False,undefined
transition_to_post,grid_3_to_post,1,trained_model_seed,7450,9050,transition,stable_post,phase_aligned,matched_sparsity_fidelity,,,False,False,,undefined,matched_sparsity_pair_unavailable,excluded_from_metric_summary_undefined,matched_sparsity_pair_unavailable,False,undefined
transition_to_post,grid_4_to_post,1,trained_model_seed,8150,9050,transition,stable_post,phase_aligned,structural_family_size,0,7,True,True,7,defined,,included_in_metric_summary,,False,positive
transition_to_post,grid_4_to_post,1,trained_model_seed,8150,9050,transition,stable_post,phase_aligned,transfer_distinct_group_count,,1,False,True,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
transition_to_post,grid_4_to_post,1,trained_model_seed,8150,9050,transition,stable_post,phase_aligned,median_pairwise_overlap,,0.22264150943396227,False,True,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
transition_to_post,grid_4_to_post,1,trained_model_seed,8150,9050,transition,stable_post,phase_aligned,median_circuit_size,,169,False,True,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
transition_to_post,grid_4_to_post,1,trained_model_seed,8150,9050,transition,stable_post,phase_aligned,mean_transfer_fidelity,,0.9900531915460419607142857143,False,True,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
transition_to_post,grid_4_to_post,1,trained_model_seed,8150,9050,transition,stable_post,phase_aligned,matched_fidelity_structural_diversity,,,False,False,,undefined,matched_fidelity_requires_two_matched_circuits_per_condition,excluded_from_metric_summary_undefined,matched_fidelity_requires_two_matched_circuits_per_condition,False,undefined
transition_to_post,grid_4_to_post,1,trained_model_seed,8150,9050,transition,stable_post,phase_aligned,matched_sparsity_fidelity,,,False,False,,undefined,matched_sparsity_pair_unavailable,excluded_from_metric_summary_undefined,matched_sparsity_pair_unavailable,False,undefined
transition_to_post,grid_5_to_post,1,trained_model_seed,8500,9050,transition,stable_post,phase_aligned,structural_family_size,0,7,True,True,7,defined,,included_in_metric_summary,,False,positive
transition_to_post,grid_5_to_post,1,trained_model_seed,8500,9050,transition,stable_post,phase_aligned,transfer_distinct_group_count,,1,False,True,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
transition_to_post,grid_5_to_post,1,trained_model_seed,8500,9050,transition,stable_post,phase_aligned,median_pairwise_overlap,,0.22264150943396227,False,True,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
transition_to_post,grid_5_to_post,1,trained_model_seed,8500,9050,transition,stable_post,phase_aligned,median_circuit_size,,169,False,True,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
transition_to_post,grid_5_to_post,1,trained_model_seed,8500,9050,transition,stable_post,phase_aligned,mean_transfer_fidelity,,0.9900531915460419607142857143,False,True,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
transition_to_post,grid_5_to_post,1,trained_model_seed,8500,9050,transition,stable_post,phase_aligned,matched_fidelity_structural_diversity,,,False,False,,undefined,matched_fidelity_requires_two_matched_circuits_per_condition,excluded_from_metric_summary_undefined,matched_fidelity_requires_two_matched_circuits_per_condition,False,undefined
transition_to_post,grid_5_to_post,1,trained_model_seed,8500,9050,transition,stable_post,phase_aligned,matched_sparsity_fidelity,,,False,False,,undefined,matched_sparsity_pair_unavailable,excluded_from_metric_summary_undefined,matched_sparsity_pair_unavailable,False,undefined
transition_to_post,grid_6_to_post,1,trained_model_seed,8650,9050,transition,stable_post,phase_aligned,structural_family_size,0,7,True,True,7,defined,,included_in_metric_summary,,False,positive
transition_to_post,grid_6_to_post,1,trained_model_seed,8650,9050,transition,stable_post,phase_aligned,transfer_distinct_group_count,,1,False,True,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
transition_to_post,grid_6_to_post,1,trained_model_seed,8650,9050,transition,stable_post,phase_aligned,median_pairwise_overlap,,0.22264150943396227,False,True,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
transition_to_post,grid_6_to_post,1,trained_model_seed,8650,9050,transition,stable_post,phase_aligned,median_circuit_size,,169,False,True,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
transition_to_post,grid_6_to_post,1,trained_model_seed,8650,9050,transition,stable_post,phase_aligned,mean_transfer_fidelity,,0.9900531915460419607142857143,False,True,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
transition_to_post,grid_6_to_post,1,trained_model_seed,8650,9050,transition,stable_post,phase_aligned,matched_fidelity_structural_diversity,,,False,False,,undefined,matched_fidelity_requires_two_matched_circuits_per_condition,excluded_from_metric_summary_undefined,matched_fidelity_requires_two_matched_circuits_per_condition,False,undefined
transition_to_post,grid_6_to_post,1,trained_model_seed,8650,9050,transition,stable_post,phase_aligned,matched_sparsity_fidelity,,,False,False,,undefined,matched_sparsity_pair_unavailable,excluded_from_metric_summary_undefined,matched_sparsity_pair_unavailable,False,undefined
adjacent_landmarks,adjacent_grid_1_to_2,1,trained_model_seed,200,3400,delayed_pre_generalisation,delayed_pre_generalisation,not_applicable_adjacent,structural_family_size,0,0,True,True,0,defined,,included_in_metric_summary,,False,zero
adjacent_landmarks,adjacent_grid_1_to_2,1,trained_model_seed,200,3400,delayed_pre_generalisation,delayed_pre_generalisation,not_applicable_adjacent,transfer_distinct_group_count,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
adjacent_landmarks,adjacent_grid_1_to_2,1,trained_model_seed,200,3400,delayed_pre_generalisation,delayed_pre_generalisation,not_applicable_adjacent,median_pairwise_overlap,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
adjacent_landmarks,adjacent_grid_1_to_2,1,trained_model_seed,200,3400,delayed_pre_generalisation,delayed_pre_generalisation,not_applicable_adjacent,median_circuit_size,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
adjacent_landmarks,adjacent_grid_1_to_2,1,trained_model_seed,200,3400,delayed_pre_generalisation,delayed_pre_generalisation,not_applicable_adjacent,mean_transfer_fidelity,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
adjacent_landmarks,adjacent_grid_1_to_2,1,trained_model_seed,200,3400,delayed_pre_generalisation,delayed_pre_generalisation,not_applicable_adjacent,matched_fidelity_structural_diversity,,,False,False,,undefined,matched_fidelity_requires_two_matched_circuits_per_condition,excluded_from_metric_summary_undefined,matched_fidelity_requires_two_matched_circuits_per_condition,False,undefined
adjacent_landmarks,adjacent_grid_1_to_2,1,trained_model_seed,200,3400,delayed_pre_generalisation,delayed_pre_generalisation,not_applicable_adjacent,matched_sparsity_fidelity,,,False,False,,undefined,matched_sparsity_pair_unavailable,excluded_from_metric_summary_undefined,matched_sparsity_pair_unavailable,False,undefined
adjacent_landmarks,adjacent_grid_2_to_3,1,trained_model_seed,3400,7450,delayed_pre_generalisation,transition,not_applicable_adjacent,structural_family_size,0,0,True,True,0,defined,,included_in_metric_summary,,False,zero
adjacent_landmarks,adjacent_grid_2_to_3,1,trained_model_seed,3400,7450,delayed_pre_generalisation,transition,not_applicable_adjacent,transfer_distinct_group_count,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
adjacent_landmarks,adjacent_grid_2_to_3,1,trained_model_seed,3400,7450,delayed_pre_generalisation,transition,not_applicable_adjacent,median_pairwise_overlap,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
adjacent_landmarks,adjacent_grid_2_to_3,1,trained_model_seed,3400,7450,delayed_pre_generalisation,transition,not_applicable_adjacent,median_circuit_size,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
adjacent_landmarks,adjacent_grid_2_to_3,1,trained_model_seed,3400,7450,delayed_pre_generalisation,transition,not_applicable_adjacent,mean_transfer_fidelity,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
adjacent_landmarks,adjacent_grid_2_to_3,1,trained_model_seed,3400,7450,delayed_pre_generalisation,transition,not_applicable_adjacent,matched_fidelity_structural_diversity,,,False,False,,undefined,matched_fidelity_requires_two_matched_circuits_per_condition,excluded_from_metric_summary_undefined,matched_fidelity_requires_two_matched_circuits_per_condition,False,undefined
adjacent_landmarks,adjacent_grid_2_to_3,1,trained_model_seed,3400,7450,delayed_pre_generalisation,transition,not_applicable_adjacent,matched_sparsity_fidelity,,,False,False,,undefined,matched_sparsity_pair_unavailable,excluded_from_metric_summary_undefined,matched_sparsity_pair_unavailable,False,undefined
adjacent_landmarks,adjacent_grid_3_to_4,1,trained_model_seed,7450,8150,transition,transition,not_applicable_adjacent,structural_family_size,0,0,True,True,0,defined,,included_in_metric_summary,,False,zero
adjacent_landmarks,adjacent_grid_3_to_4,1,trained_model_seed,7450,8150,transition,transition,not_applicable_adjacent,transfer_distinct_group_count,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
adjacent_landmarks,adjacent_grid_3_to_4,1,trained_model_seed,7450,8150,transition,transition,not_applicable_adjacent,median_pairwise_overlap,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
adjacent_landmarks,adjacent_grid_3_to_4,1,trained_model_seed,7450,8150,transition,transition,not_applicable_adjacent,median_circuit_size,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
adjacent_landmarks,adjacent_grid_3_to_4,1,trained_model_seed,7450,8150,transition,transition,not_applicable_adjacent,mean_transfer_fidelity,,,False,False,,undefined,metric_undefined_for_one_or_both_cells,excluded_from_metric_summary_undefined,metric_undefined_for_one_or_both_cells,False,undefined
