global_cell_index,cell_id,model_seed,checkpoint_index,checkpoint_step,checkpoint_sha256,fidelity_numerator,fidelity_denominator,displayed_fidelity,distinctness_numerator,distinctness_denominator,displayed_cutoff,primary_cell,family_search_execution_mode,transfer_execution_mode,source_stage,source_run_id,source_manifest,source_cell_id,fresh_cell_index,worker_id,output_root,status,stopping_reason,family_size,transfer_group_status
183,s1-step8150-f4of5-d3of4,1,4,8150,,4,5,0.800,3,4,0.75,False,fresh_execution,fresh_execution,,,,,182,worker_02,results/raw/{stage18_run_id}/workers/worker_02/cells/s1-step8150-f4of5-d3of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
184,s1-step8150-f17of20-d1of4,1,4,8150,,17,20,0.850,1,4,0.25,False,fresh_execution,fresh_execution,,,,,183,worker_03,results/raw/{stage18_run_id}/workers/worker_03/cells/s1-step8150-f17of20-d1of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
185,s1-step8150-f17of20-d1of2,1,4,8150,,17,20,0.850,1,2,0.50,False,fresh_execution,fresh_execution,,,,,184,worker_04,results/raw/{stage18_run_id}/workers/worker_04/cells/s1-step8150-f17of20-d1of2,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
186,s1-step8150-f17of20-d3of4,1,4,8150,,17,20,0.850,3,4,0.75,False,fresh_execution,fresh_execution,,,,,185,worker_05,results/raw/{stage18_run_id}/workers/worker_05/cells/s1-step8150-f17of20-d3of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
187,s1-step8150-f9of10-d1of4,1,4,8150,,9,10,0.900,1,4,0.25,False,fresh_execution,fresh_execution,,,,,186,worker_06,results/raw/{stage18_run_id}/workers/worker_06/cells/s1-step8150-f9of10-d1of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
188,s1-step8150-f9of10-d1of2,1,4,8150,,9,10,0.900,1,2,0.50,False,fresh_execution,fresh_execution,,,,,187,worker_07,results/raw/{stage18_run_id}/workers/worker_07/cells/s1-step8150-f9of10-d1of2,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
189,s1-step8150-f9of10-d3of4,1,4,8150,,9,10,0.900,3,4,0.75,False,fresh_execution,fresh_execution,,,,,188,worker_08,results/raw/{stage18_run_id}/workers/worker_08/cells/s1-step8150-f9of10-d3of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
190,s1-step8150-f19of20-d1of4,1,4,8150,,19,20,0.950,1,4,0.25,False,fresh_execution,fresh_execution,,,,,189,worker_09,results/raw/{stage18_run_id}/workers/worker_09/cells/s1-step8150-f19of20-d1of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
191,s1-step8150-f19of20-d1of2,1,4,8150,,19,20,0.950,1,2,0.50,False,fresh_execution,fresh_execution,,,,,190,worker_10,results/raw/{stage18_run_id}/workers/worker_10/cells/s1-step8150-f19of20-d1of2,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
192,s1-step8150-f19of20-d3of4,1,4,8150,,19,20,0.950,3,4,0.75,False,fresh_execution,fresh_execution,,,,,191,worker_11,results/raw/{stage18_run_id}/workers/worker_11/cells/s1-step8150-f19of20-d3of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
193,s1-step8150-f39of40-d1of4,1,4,8150,,39,40,0.975,1,4,0.25,False,fresh_execution,fresh_execution,,,,,192,worker_00,results/raw/{stage18_run_id}/workers/worker_00/cells/s1-step8150-f39of40-d1of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
194,s1-step8150-f39of40-d1of2,1,4,8150,,39,40,0.975,1,2,0.50,False,fresh_execution,fresh_execution,,,,,193,worker_01,results/raw/{stage18_run_id}/workers/worker_01/cells/s1-step8150-f39of40-d1of2,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
195,s1-step8150-f39of40-d3of4,1,4,8150,,39,40,0.975,3,4,0.75,False,fresh_execution,fresh_execution,,,,,194,worker_02,results/raw/{stage18_run_id}/workers/worker_02/cells/s1-step8150-f39of40-d3of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
196,s1-step8150-f99of100-d1of4,1,4,8150,,99,100,0.990,1,4,0.25,False,fresh_execution,fresh_execution,,,,,195,worker_03,results/raw/{stage18_run_id}/workers/worker_03/cells/s1-step8150-f99of100-d1of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
197,s1-step8150-f99of100-d1of2,1,4,8150,,99,100,0.990,1,2,0.50,True,fresh_execution,fresh_execution,,,,,196,worker_04,results/raw/{stage18_run_id}/workers/worker_04/cells/s1-step8150-f99of100-d1of2,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
198,s1-step8150-f99of100-d3of4,1,4,8150,,99,100,0.990,3,4,0.75,False,fresh_execution,fresh_execution,,,,,197,worker_05,results/raw/{stage18_run_id}/workers/worker_05/cells/s1-step8150-f99of100-d3of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
199,s1-step8500-f4of5-d1of4,1,5,8500,,4,5,0.800,1,4,0.25,False,fresh_execution,fresh_execution,,,,,198,worker_06,results/raw/{stage18_run_id}/workers/worker_06/cells/s1-step8500-f4of5-d1of4,budget_exhaustion,requested_member_2_budget_exhaustion,1,complete
200,s1-step8500-f4of5-d1of2,1,5,8500,,4,5,0.800,1,2,0.50,False,fresh_execution,fresh_execution,,,,,199,worker_07,results/raw/{stage18_run_id}/workers/worker_07/cells/s1-step8500-f4of5-d1of2,budget_exhaustion,requested_member_2_budget_exhaustion,1,complete
201,s1-step8500-f4of5-d3of4,1,5,8500,,4,5,0.800,3,4,0.75,False,fresh_execution,fresh_execution,,,,,200,worker_08,results/raw/{stage18_run_id}/workers/worker_08/cells/s1-step8500-f4of5-d3of4,budget_exhaustion,requested_member_2_budget_exhaustion,1,complete
202,s1-step8500-f17of20-d1of4,1,5,8500,,17,20,0.850,1,4,0.25,False,fresh_execution,fresh_execution,,,,,201,worker_09,results/raw/{stage18_run_id}/workers/worker_09/cells/s1-step8500-f17of20-d1of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
203,s1-step8500-f17of20-d1of2,1,5,8500,,17,20,0.850,1,2,0.50,False,fresh_execution,fresh_execution,,,,,202,worker_10,results/raw/{stage18_run_id}/workers/worker_10/cells/s1-step8500-f17of20-d1of2,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
204,s1-step8500-f17of20-d3of4,1,5,8500,,17,20,0.850,3,4,0.75,False,fresh_execution,fresh_execution,,,,,203,worker_11,results/raw/{stage18_run_id}/workers/worker_11/cells/s1-step8500-f17of20-d3of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
205,s1-step8500-f9of10-d1of4,1,5,8500,,9,10,0.900,1,4,0.25,False,fresh_execution,fresh_execution,,,,,204,worker_00,results/raw/{stage18_run_id}/workers/worker_00/cells/s1-step8500-f9of10-d1of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
206,s1-step8500-f9of10-d1of2,1,5,8500,,9,10,0.900,1,2,0.50,False,fresh_execution,fresh_execution,,,,,205,worker_01,results/raw/{stage18_run_id}/workers/worker_01/cells/s1-step8500-f9of10-d1of2,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
207,s1-step8500-f9of10-d3of4,1,5,8500,,9,10,0.900,3,4,0.75,False,fresh_execution,fresh_execution,,,,,206,worker_02,results/raw/{stage18_run_id}/workers/worker_02/cells/s1-step8500-f9of10-d3of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
208,s1-step8500-f19of20-d1of4,1,5,8500,,19,20,0.950,1,4,0.25,False,fresh_execution,fresh_execution,,,,,207,worker_03,results/raw/{stage18_run_id}/workers/worker_03/cells/s1-step8500-f19of20-d1of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
209,s1-step8500-f19of20-d1of2,1,5,8500,,19,20,0.950,1,2,0.50,False,fresh_execution,fresh_execution,,,,,208,worker_04,results/raw/{stage18_run_id}/workers/worker_04/cells/s1-step8500-f19of20-d1of2,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
210,s1-step8500-f19of20-d3of4,1,5,8500,,19,20,0.950,3,4,0.75,False,fresh_execution,fresh_execution,,,,,209,worker_05,results/raw/{stage18_run_id}/workers/worker_05/cells/s1-step8500-f19of20-d3of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
211,s1-step8500-f39of40-d1of4,1,5,8500,,39,40,0.975,1,4,0.25,False,fresh_execution,fresh_execution,,,,,210,worker_06,results/raw/{stage18_run_id}/workers/worker_06/cells/s1-step8500-f39of40-d1of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
212,s1-step8500-f39of40-d1of2,1,5,8500,,39,40,0.975,1,2,0.50,False,fresh_execution,fresh_execution,,,,,211,worker_07,results/raw/{stage18_run_id}/workers/worker_07/cells/s1-step8500-f39of40-d1of2,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
213,s1-step8500-f39of40-d3of4,1,5,8500,,39,40,0.975,3,4,0.75,False,fresh_execution,fresh_execution,,,,,212,worker_08,results/raw/{stage18_run_id}/workers/worker_08/cells/s1-step8500-f39of40-d3of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
214,s1-step8500-f99of100-d1of4,1,5,8500,,99,100,0.990,1,4,0.25,False,fresh_execution,fresh_execution,,,,,213,worker_09,results/raw/{stage18_run_id}/workers/worker_09/cells/s1-step8500-f99of100-d1of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
215,s1-step8500-f99of100-d1of2,1,5,8500,,99,100,0.990,1,2,0.50,True,fresh_execution,fresh_execution,,,,,214,worker_10,results/raw/{stage18_run_id}/workers/worker_10/cells/s1-step8500-f99of100-d1of2,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
216,s1-step8500-f99of100-d3of4,1,5,8500,,99,100,0.990,3,4,0.75,False,fresh_execution,fresh_execution,,,,,215,worker_11,results/raw/{stage18_run_id}/workers/worker_11/cells/s1-step8500-f99of100-d3of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
217,s1-step8650-f4of5-d1of4,1,6,8650,,4,5,0.800,1,4,0.25,False,fresh_execution,fresh_execution,,,,,216,worker_00,results/raw/{stage18_run_id}/workers/worker_00/cells/s1-step8650-f4of5-d1of4,budget_exhaustion,requested_member_4_budget_exhaustion,3,complete
218,s1-step8650-f4of5-d1of2,1,6,8650,,4,5,0.800,1,2,0.50,False,fresh_execution,fresh_execution,,,,,217,worker_01,results/raw/{stage18_run_id}/workers/worker_01/cells/s1-step8650-f4of5-d1of2,budget_exhaustion,requested_member_9_budget_exhaustion,8,complete
219,s1-step8650-f4of5-d3of4,1,6,8650,,4,5,0.800,3,4,0.75,False,fresh_execution,fresh_execution,,,,,218,worker_02,results/raw/{stage18_run_id}/workers/worker_02/cells/s1-step8650-f4of5-d3of4,budget_exhaustion,requested_member_9_budget_exhaustion,8,complete
220,s1-step8650-f17of20-d1of4,1,6,8650,,17,20,0.850,1,4,0.25,False,fresh_execution,fresh_execution,,,,,219,worker_03,results/raw/{stage18_run_id}/workers/worker_03/cells/s1-step8650-f17of20-d1of4,budget_exhaustion,requested_member_3_budget_exhaustion,2,complete
221,s1-step8650-f17of20-d1of2,1,6,8650,,17,20,0.850,1,2,0.50,False,fresh_execution,fresh_execution,,,,,220,worker_04,results/raw/{stage18_run_id}/workers/worker_04/cells/s1-step8650-f17of20-d1of2,budget_exhaustion,requested_member_9_budget_exhaustion,8,complete
222,s1-step8650-f17of20-d3of4,1,6,8650,,17,20,0.850,3,4,0.75,False,fresh_execution,fresh_execution,,,,,221,worker_05,results/raw/{stage18_run_id}/workers/worker_05/cells/s1-step8650-f17of20-d3of4,budget_exhaustion,requested_member_9_budget_exhaustion,8,complete
223,s1-step8650-f9of10-d1of4,1,6,8650,,9,10,0.900,1,4,0.25,False,fresh_execution,fresh_execution,,,,,222,worker_06,results/raw/{stage18_run_id}/workers/worker_06/cells/s1-step8650-f9of10-d1of4,budget_exhaustion,requested_member_3_budget_exhaustion,2,complete
224,s1-step8650-f9of10-d1of2,1,6,8650,,9,10,0.900,1,2,0.50,False,fresh_execution,fresh_execution,,,,,223,worker_07,results/raw/{stage18_run_id}/workers/worker_07/cells/s1-step8650-f9of10-d1of2,budget_exhaustion,requested_member_9_budget_exhaustion,8,complete
225,s1-step8650-f9of10-d3of4,1,6,8650,,9,10,0.900,3,4,0.75,False,fresh_execution,fresh_execution,,,,,224,worker_08,results/raw/{stage18_run_id}/workers/worker_08/cells/s1-step8650-f9of10-d3of4,budget_exhaustion,requested_member_9_budget_exhaustion,8,complete
226,s1-step8650-f19of20-d1of4,1,6,8650,,19,20,0.950,1,4,0.25,False,fresh_execution,fresh_execution,,,,,225,worker_09,results/raw/{stage18_run_id}/workers/worker_09/cells/s1-step8650-f19of20-d1of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
227,s1-step8650-f19of20-d1of2,1,6,8650,,19,20,0.950,1,2,0.50,False,fresh_execution,fresh_execution,,,,,226,worker_10,results/raw/{stage18_run_id}/workers/worker_10/cells/s1-step8650-f19of20-d1of2,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
228,s1-step8650-f19of20-d3of4,1,6,8650,,19,20,0.950,3,4,0.75,False,fresh_execution,fresh_execution,,,,,227,worker_11,results/raw/{stage18_run_id}/workers/worker_11/cells/s1-step8650-f19of20-d3of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
229,s1-step8650-f39of40-d1of4,1,6,8650,,39,40,0.975,1,4,0.25,False,fresh_execution,fresh_execution,,,,,228,worker_00,results/raw/{stage18_run_id}/workers/worker_00/cells/s1-step8650-f39of40-d1of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
230,s1-step8650-f39of40-d1of2,1,6,8650,,39,40,0.975,1,2,0.50,False,fresh_execution,fresh_execution,,,,,229,worker_01,results/raw/{stage18_run_id}/workers/worker_01/cells/s1-step8650-f39of40-d1of2,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
231,s1-step8650-f39of40-d3of4,1,6,8650,,39,40,0.975,3,4,0.75,False,fresh_execution,fresh_execution,,,,,230,worker_02,results/raw/{stage18_run_id}/workers/worker_02/cells/s1-step8650-f39of40-d3of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
232,s1-step8650-f99of100-d1of4,1,6,8650,,99,100,0.990,1,4,0.25,False,fresh_execution,fresh_execution,,,,,231,worker_03,results/raw/{stage18_run_id}/workers/worker_03/cells/s1-step8650-f99of100-d1of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
233,s1-step8650-f99of100-d1of2,1,6,8650,,99,100,0.990,1,2,0.50,True,fresh_execution,fresh_execution,,,,,232,worker_04,results/raw/{stage18_run_id}/workers/worker_04/cells/s1-step8650-f99of100-d1of2,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
234,s1-step8650-f99of100-d3of4,1,6,8650,,99,100,0.990,3,4,0.75,False,fresh_execution,fresh_execution,,,,,233,worker_05,results/raw/{stage18_run_id}/workers/worker_05/cells/s1-step8650-f99of100-d3of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
235,s1-step9050-f4of5-d1of4,1,7,9050,,4,5,0.800,1,4,0.25,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f4of5-d1of4,,,results/raw/{stage18_run_id}/references/s1-step9050-f4of5-d1of4,budget_exhaustion,requested_member_4_budget_exhaustion,3,complete
236,s1-step9050-f4of5-d1of2,1,7,9050,,4,5,0.800,1,2,0.50,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f4of5-d1of2,,,results/raw/{stage18_run_id}/references/s1-step9050-f4of5-d1of2,budget_exhaustion,requested_member_7_budget_exhaustion,6,complete
237,s1-step9050-f4of5-d3of4,1,7,9050,,4,5,0.800,3,4,0.75,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f4of5-d3of4,,,results/raw/{stage18_run_id}/references/s1-step9050-f4of5-d3of4,budget_exhaustion,requested_member_7_budget_exhaustion,6,complete
238,s1-step9050-f17of20-d1of4,1,7,9050,,17,20,0.850,1,4,0.25,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f17of20-d1of4,,,results/raw/{stage18_run_id}/references/s1-step9050-f17of20-d1of4,budget_exhaustion,requested_member_3_budget_exhaustion,2,complete
239,s1-step9050-f17of20-d1of2,1,7,9050,,17,20,0.850,1,2,0.50,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f17of20-d1of2,,,results/raw/{stage18_run_id}/references/s1-step9050-f17of20-d1of2,budget_exhaustion,requested_member_7_budget_exhaustion,6,complete
240,s1-step9050-f17of20-d3of4,1,7,9050,,17,20,0.850,3,4,0.75,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f17of20-d3of4,,,results/raw/{stage18_run_id}/references/s1-step9050-f17of20-d3of4,budget_exhaustion,requested_member_7_budget_exhaustion,6,complete
241,s1-step9050-f9of10-d1of4,1,7,9050,,9,10,0.900,1,4,0.25,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f9of10-d1of4,,,results/raw/{stage18_run_id}/references/s1-step9050-f9of10-d1of4,budget_exhaustion,requested_member_4_budget_exhaustion,3,complete
242,s1-step9050-f9of10-d1of2,1,7,9050,,9,10,0.900,1,2,0.50,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f9of10-d1of2,,,results/raw/{stage18_run_id}/references/s1-step9050-f9of10-d1of2,budget_exhaustion,requested_member_8_budget_exhaustion,7,complete
243,s1-step9050-f9of10-d3of4,1,7,9050,,9,10,0.900,3,4,0.75,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f9of10-d3of4,,,results/raw/{stage18_run_id}/references/s1-step9050-f9of10-d3of4,budget_exhaustion,requested_member_8_budget_exhaustion,7,complete
244,s1-step9050-f19of20-d1of4,1,7,9050,,19,20,0.950,1,4,0.25,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f19of20-d1of4,,,results/raw/{stage18_run_id}/references/s1-step9050-f19of20-d1of4,budget_exhaustion,requested_member_5_budget_exhaustion,4,complete
245,s1-step9050-f19of20-d1of2,1,7,9050,,19,20,0.950,1,2,0.50,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f19of20-d1of2,,,results/raw/{stage18_run_id}/references/s1-step9050-f19of20-d1of2,budget_exhaustion,requested_member_8_budget_exhaustion,7,complete
246,s1-step9050-f19of20-d3of4,1,7,9050,,19,20,0.950,3,4,0.75,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f19of20-d3of4,,,results/raw/{stage18_run_id}/references/s1-step9050-f19of20-d3of4,budget_exhaustion,requested_member_8_budget_exhaustion,7,complete
247,s1-step9050-f39of40-d1of4,1,7,9050,,39,40,0.975,1,4,0.25,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f39of40-d1of4,,,results/raw/{stage18_run_id}/references/s1-step9050-f39of40-d1of4,budget_exhaustion,requested_member_5_budget_exhaustion,4,complete
248,s1-step9050-f39of40-d1of2,1,7,9050,,39,40,0.975,1,2,0.50,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f39of40-d1of2,,,results/raw/{stage18_run_id}/references/s1-step9050-f39of40-d1of2,budget_exhaustion,requested_member_8_budget_exhaustion,7,complete
249,s1-step9050-f39of40-d3of4,1,7,9050,,39,40,0.975,3,4,0.75,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f39of40-d3of4,,,results/raw/{stage18_run_id}/references/s1-step9050-f39of40-d3of4,budget_exhaustion,requested_member_8_budget_exhaustion,7,complete
250,s1-step9050-f99of100-d1of4,1,7,9050,,99,100,0.990,1,4,0.25,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f99of100-d1of4,,,results/raw/{stage18_run_id}/references/s1-step9050-f99of100-d1of4,budget_exhaustion,requested_member_4_budget_exhaustion,3,complete
251,s1-step9050-f99of100-d1of2,1,7,9050,,99,100,0.990,1,2,0.50,True,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f99of100-d1of2,,,results/raw/{stage18_run_id}/references/s1-step9050-f99of100-d1of2,budget_exhaustion,requested_member_8_budget_exhaustion,7,reference_verified
252,s1-step9050-f99of100-d3of4,1,7,9050,,99,100,0.990,3,4,0.75,False,reference_existing_result,reference_existing_result,17,stage17-sensitivity-s1-7801e7938531,manifests/stage17_sensitivity_stage17-sensitivity-s1-7801e7938531.json,s1-step9050-f99of100-d3of4,,,results/raw/{stage18_run_id}/references/s1-step9050-f99of100-d3of4,budget_exhaustion,requested_member_8_budget_exhaustion,7,complete
253,s2-step200-f4of5-d1of4,2,1,200,,4,5,0.800,1,4,0.25,False,fresh_execution,fresh_execution,,,,,234,worker_06,results/raw/{stage18_run_id}/workers/worker_06/cells/s2-step200-f4of5-d1of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
254,s2-step200-f4of5-d1of2,2,1,200,,4,5,0.800,1,2,0.50,False,fresh_execution,fresh_execution,,,,,235,worker_07,results/raw/{stage18_run_id}/workers/worker_07/cells/s2-step200-f4of5-d1of2,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
255,s2-step200-f4of5-d3of4,2,1,200,,4,5,0.800,3,4,0.75,False,fresh_execution,fresh_execution,,,,,236,worker_08,results/raw/{stage18_run_id}/workers/worker_08/cells/s2-step200-f4of5-d3of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
256,s2-step200-f17of20-d1of4,2,1,200,,17,20,0.850,1,4,0.25,False,fresh_execution,fresh_execution,,,,,237,worker_09,results/raw/{stage18_run_id}/workers/worker_09/cells/s2-step200-f17of20-d1of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
257,s2-step200-f17of20-d1of2,2,1,200,,17,20,0.850,1,2,0.50,False,fresh_execution,fresh_execution,,,,,238,worker_10,results/raw/{stage18_run_id}/workers/worker_10/cells/s2-step200-f17of20-d1of2,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
258,s2-step200-f17of20-d3of4,2,1,200,,17,20,0.850,3,4,0.75,False,fresh_execution,fresh_execution,,,,,239,worker_11,results/raw/{stage18_run_id}/workers/worker_11/cells/s2-step200-f17of20-d3of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
259,s2-step200-f9of10-d1of4,2,1,200,,9,10,0.900,1,4,0.25,False,fresh_execution,fresh_execution,,,,,240,worker_00,results/raw/{stage18_run_id}/workers/worker_00/cells/s2-step200-f9of10-d1of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
260,s2-step200-f9of10-d1of2,2,1,200,,9,10,0.900,1,2,0.50,False,fresh_execution,fresh_execution,,,,,241,worker_01,results/raw/{stage18_run_id}/workers/worker_01/cells/s2-step200-f9of10-d1of2,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
261,s2-step200-f9of10-d3of4,2,1,200,,9,10,0.900,3,4,0.75,False,fresh_execution,fresh_execution,,,,,242,worker_02,results/raw/{stage18_run_id}/workers/worker_02/cells/s2-step200-f9of10-d3of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
262,s2-step200-f19of20-d1of4,2,1,200,,19,20,0.950,1,4,0.25,False,fresh_execution,fresh_execution,,,,,243,worker_03,results/raw/{stage18_run_id}/workers/worker_03/cells/s2-step200-f19of20-d1of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
263,s2-step200-f19of20-d1of2,2,1,200,,19,20,0.950,1,2,0.50,False,fresh_execution,fresh_execution,,,,,244,worker_04,results/raw/{stage18_run_id}/workers/worker_04/cells/s2-step200-f19of20-d1of2,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
264,s2-step200-f19of20-d3of4,2,1,200,,19,20,0.950,3,4,0.75,False,fresh_execution,fresh_execution,,,,,245,worker_05,results/raw/{stage18_run_id}/workers/worker_05/cells/s2-step200-f19of20-d3of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
265,s2-step200-f39of40-d1of4,2,1,200,,39,40,0.975,1,4,0.25,False,fresh_execution,fresh_execution,,,,,246,worker_06,results/raw/{stage18_run_id}/workers/worker_06/cells/s2-step200-f39of40-d1of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
266,s2-step200-f39of40-d1of2,2,1,200,,39,40,0.975,1,2,0.50,False,fresh_execution,fresh_execution,,,,,247,worker_07,results/raw/{stage18_run_id}/workers/worker_07/cells/s2-step200-f39of40-d1of2,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
267,s2-step200-f39of40-d3of4,2,1,200,,39,40,0.975,3,4,0.75,False,fresh_execution,fresh_execution,,,,,248,worker_08,results/raw/{stage18_run_id}/workers/worker_08/cells/s2-step200-f39of40-d3of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
268,s2-step200-f99of100-d1of4,2,1,200,,99,100,0.990,1,4,0.25,False,fresh_execution,fresh_execution,,,,,249,worker_09,results/raw/{stage18_run_id}/workers/worker_09/cells/s2-step200-f99of100-d1of4,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
269,s2-step200-f99of100-d1of2,2,1,200,,99,100,0.990,1,2,0.50,True,fresh_execution,fresh_execution,,,,,250,worker_10,results/raw/{stage18_run_id}/workers/worker_10/cells/s2-step200-f99of100-d1of2,sparsity_failure,requested_member_1_sparsity_failure,0,not_applicable_empty_family
