record_type,cell_index,cell_id,fidelity_numerator,fidelity_denominator,displayed_fidelity,distinctness_numerator,distinctness_denominator,displayed_jaccard_cutoff,family_size,c1_qualified,failed_requested_member_count,terminal_requested_member_index,stopping_reason,failure_category,budget_exhausted,per_cell_evaluations_used,unused_budget,ranking_passes,restart_count,invalid_output_count,search_execution_mode,stage18_run_id,model_seed,checkpoint_index,checkpoint_step,global_cell_index
cell,103,s0-step8650-f39of40-d1of4,39,40,0.975,1,4,0.25,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3107,7,0,fresh_execution,stage18-scaling-24a9adb84176,0,6,8650,103
cell,104,s0-step8650-f39of40-d1of2,39,40,0.975,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3107,7,0,fresh_execution,stage18-scaling-24a9adb84176,0,6,8650,104
cell,105,s0-step8650-f39of40-d3of4,39,40,0.975,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3107,7,0,fresh_execution,stage18-scaling-24a9adb84176,0,6,8650,105
cell,106,s0-step8650-f99of100-d1of4,99,100,0.990,1,4,0.25,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3099,7,0,fresh_execution,stage18-scaling-24a9adb84176,0,6,8650,106
cell,107,s0-step8650-f99of100-d1of2,99,100,0.990,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3099,7,0,fresh_execution,stage18-scaling-24a9adb84176,0,6,8650,107
cell,108,s0-step8650-f99of100-d3of4,99,100,0.990,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3099,7,0,fresh_execution,stage18-scaling-24a9adb84176,0,6,8650,108
cell,109,s0-step9050-f4of5-d1of4,4,5,0.800,1,4,0.25,3,True,1,4,requested_member_4_budget_exhaustion,budget_exhaustion,True,32608,17392,2030,5,0,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,109
cell,110,s0-step9050-f4of5-d1of2,4,5,0.800,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3113,7,0,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,110
cell,111,s0-step9050-f4of5-d3of4,4,5,0.800,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3113,7,0,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,111
cell,112,s0-step9050-f17of20-d1of4,17,20,0.850,1,4,0.25,4,True,1,5,requested_member_5_budget_exhaustion,budget_exhaustion,True,39949,10051,2486,6,0,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,112
cell,113,s0-step9050-f17of20-d1of2,17,20,0.850,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3112,7,0,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,113
cell,114,s0-step9050-f17of20-d3of4,17,20,0.850,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3112,7,0,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,114
cell,115,s0-step9050-f9of10-d1of4,9,10,0.900,1,4,0.25,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3109,7,0,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,115
cell,116,s0-step9050-f9of10-d1of2,9,10,0.900,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3109,7,0,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,116
cell,117,s0-step9050-f9of10-d3of4,9,10,0.900,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3109,7,0,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,117
cell,118,s0-step9050-f19of20-d1of4,19,20,0.950,1,4,0.25,4,True,1,5,requested_member_5_budget_exhaustion,budget_exhaustion,True,39439,10561,2452,6,0,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,118
cell,119,s0-step9050-f19of20-d1of2,19,20,0.950,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3108,7,0,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,119
cell,120,s0-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3108,7,0,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,120
cell,121,s0-step9050-f39of40-d1of4,39,40,0.975,1,4,0.25,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3104,7,0,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,121
cell,122,s0-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3104,7,0,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,122
cell,123,s0-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3104,7,0,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,123
cell,124,s0-step9050-f99of100-d1of4,99,100,0.990,1,4,0.25,5,True,1,6,requested_member_6_budget_exhaustion,budget_exhaustion,True,45853,4147,2841,7,0,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,124
cell,125,s0-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3100,7,0,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,125
cell,126,s0-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3100,7,0,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,126
cell,127,s1-step200-f4of5-d1of4,4,5,0.800,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1424,48576,21,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,127
cell,128,s1-step200-f4of5-d1of2,4,5,0.800,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1424,48576,21,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,128
cell,129,s1-step200-f4of5-d3of4,4,5,0.800,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1424,48576,21,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,129
cell,130,s1-step200-f17of20-d1of4,17,20,0.850,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1416,48584,13,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,130
cell,131,s1-step200-f17of20-d1of2,17,20,0.850,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1416,48584,13,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,131
cell,132,s1-step200-f17of20-d3of4,17,20,0.850,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1416,48584,13,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,132
cell,133,s1-step200-f9of10-d1of4,9,10,0.900,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1053,48947,8,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,133
cell,134,s1-step200-f9of10-d1of2,9,10,0.900,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1053,48947,8,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,134
cell,135,s1-step200-f9of10-d3of4,9,10,0.900,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1053,48947,8,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,135
cell,136,s1-step200-f19of20-d1of4,19,20,0.950,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,864,49136,5,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,136
cell,137,s1-step200-f19of20-d1of2,19,20,0.950,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,864,49136,5,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,137
cell,138,s1-step200-f19of20-d3of4,19,20,0.950,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,864,49136,5,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,138
cell,139,s1-step200-f39of40-d1of4,39,40,0.975,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,690,49310,3,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,139
cell,140,s1-step200-f39of40-d1of2,39,40,0.975,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,690,49310,3,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,140
cell,141,s1-step200-f39of40-d3of4,39,40,0.975,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,690,49310,3,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,141
cell,142,s1-step200-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,611,49389,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,142
cell,143,s1-step200-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,611,49389,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,143
cell,144,s1-step200-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,611,49389,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,144
cell,145,s1-step3400-f4of5-d1of4,4,5,0.800,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1476,48524,33,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,145
cell,146,s1-step3400-f4of5-d1of2,4,5,0.800,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1476,48524,33,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,146
cell,147,s1-step3400-f4of5-d3of4,4,5,0.800,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1476,48524,33,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,147
cell,148,s1-step3400-f17of20-d1of4,17,20,0.850,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,756,49244,17,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,148
cell,149,s1-step3400-f17of20-d1of2,17,20,0.850,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,756,49244,17,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,149
cell,150,s1-step3400-f17of20-d3of4,17,20,0.850,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,756,49244,17,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,150
cell,151,s1-step3400-f9of10-d1of4,9,10,0.900,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1208,48792,13,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,151
cell,152,s1-step3400-f9of10-d1of2,9,10,0.900,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1208,48792,13,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,152
cell,153,s1-step3400-f9of10-d3of4,9,10,0.900,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1208,48792,13,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,153
cell,154,s1-step3400-f19of20-d1of4,19,20,0.950,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,799,49201,6,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,154
cell,155,s1-step3400-f19of20-d1of2,19,20,0.950,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,799,49201,6,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,155
cell,156,s1-step3400-f19of20-d3of4,19,20,0.950,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,799,49201,6,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,156
cell,157,s1-step3400-f39of40-d1of4,39,40,0.975,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,531,49469,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,157
cell,158,s1-step3400-f39of40-d1of2,39,40,0.975,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,531,49469,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,158
cell,159,s1-step3400-f39of40-d3of4,39,40,0.975,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,531,49469,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,159
cell,160,s1-step3400-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,755,49245,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,160
cell,161,s1-step3400-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,755,49245,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,161
cell,162,s1-step3400-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,755,49245,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,162
cell,163,s1-step7450-f4of5-d1of4,4,5,0.800,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1808,48192,53,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,163
cell,164,s1-step7450-f4of5-d1of2,4,5,0.800,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1808,48192,53,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,164
cell,165,s1-step7450-f4of5-d3of4,4,5,0.800,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1808,48192,53,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,165
cell,166,s1-step7450-f17of20-d1of4,17,20,0.850,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1347,48653,34,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,166
cell,167,s1-step7450-f17of20-d1of2,17,20,0.850,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1347,48653,34,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,167
cell,168,s1-step7450-f17of20-d3of4,17,20,0.850,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1347,48653,34,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,168
cell,169,s1-step7450-f9of10-d1of4,9,10,0.900,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1503,48497,22,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,169
cell,170,s1-step7450-f9of10-d1of2,9,10,0.900,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1503,48497,22,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,170
cell,171,s1-step7450-f9of10-d3of4,9,10,0.900,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1503,48497,22,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,171
cell,172,s1-step7450-f19of20-d1of4,19,20,0.950,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,781,49219,8,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,172
cell,173,s1-step7450-f19of20-d1of2,19,20,0.950,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,781,49219,8,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,173
cell,174,s1-step7450-f19of20-d3of4,19,20,0.950,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,781,49219,8,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,174
cell,175,s1-step7450-f39of40-d1of4,39,40,0.975,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,546,49454,3,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,175
cell,176,s1-step7450-f39of40-d1of2,39,40,0.975,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,546,49454,3,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,176
cell,177,s1-step7450-f39of40-d3of4,39,40,0.975,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,546,49454,3,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,177
cell,178,s1-step7450-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,579,49421,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,178
cell,179,s1-step7450-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,579,49421,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,179
cell,180,s1-step7450-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,579,49421,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,180
cell,181,s1-step8150-f4of5-d1of4,4,5,0.800,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,5087,44913,134,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,181
cell,182,s1-step8150-f4of5-d1of2,4,5,0.800,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,5087,44913,134,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,182
cell,183,s1-step8150-f4of5-d3of4,4,5,0.800,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,5087,44913,134,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,183
cell,184,s1-step8150-f17of20-d1of4,17,20,0.850,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,4788,45212,97,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,184
cell,185,s1-step8150-f17of20-d1of2,17,20,0.850,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,4788,45212,97,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,185
cell,186,s1-step8150-f17of20-d3of4,17,20,0.850,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,4788,45212,97,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,186
cell,187,s1-step8150-f9of10-d1of4,9,10,0.900,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,2713,47287,44,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,187
cell,188,s1-step8150-f9of10-d1of2,9,10,0.900,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,2713,47287,44,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,188
cell,189,s1-step8150-f9of10-d3of4,9,10,0.900,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,2713,47287,44,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,189
cell,190,s1-step8150-f19of20-d1of4,19,20,0.950,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1523,48477,18,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,190
cell,191,s1-step8150-f19of20-d1of2,19,20,0.950,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1523,48477,18,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,191
cell,192,s1-step8150-f19of20-d3of4,19,20,0.950,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1523,48477,18,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,192
cell,193,s1-step8150-f39of40-d1of4,39,40,0.975,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,592,49408,5,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,193
cell,194,s1-step8150-f39of40-d1of2,39,40,0.975,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,592,49408,5,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,194
cell,195,s1-step8150-f39of40-d3of4,39,40,0.975,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,592,49408,5,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,195
cell,196,s1-step8150-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,754,49246,3,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,196
cell,197,s1-step8150-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,754,49246,3,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,197
cell,198,s1-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,754,49246,3,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,198
cell,199,s1-step8500-f4of5-d1of4,4,5,0.800,1,4,0.25,1,True,1,2,requested_member_2_budget_exhaustion,budget_exhaustion,True,15821,34179,785,4,0,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,199
cell,200,s1-step8500-f4of5-d1of2,4,5,0.800,1,2,0.50,1,True,1,2,requested_member_2_budget_exhaustion,budget_exhaustion,True,15821,34179,785,4,0,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,200
cell,201,s1-step8500-f4of5-d3of4,4,5,0.800,3,4,0.75,1,True,1,2,requested_member_2_budget_exhaustion,budget_exhaustion,True,15821,34179,785,4,0,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,201
cell,202,s1-step8500-f17of20-d1of4,17,20,0.850,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,5543,44457,238,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,202
cell,203,s1-step8500-f17of20-d1of2,17,20,0.850,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,5543,44457,238,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,203
cell,204,s1-step8500-f17of20-d3of4,17,20,0.850,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,5543,44457,238,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,204
cell,205,s1-step8500-f9of10-d1of4,9,10,0.900,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,4167,45833,158,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,205
cell,206,s1-step8500-f9of10-d1of2,9,10,0.900,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,4167,45833,158,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,206
cell,207,s1-step8500-f9of10-d3of4,9,10,0.900,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,4167,45833,158,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,207
cell,208,s1-step8500-f19of20-d1of4,19,20,0.950,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,2601,47399,60,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,208
cell,209,s1-step8500-f19of20-d1of2,19,20,0.950,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,2601,47399,60,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,209
cell,210,s1-step8500-f19of20-d3of4,19,20,0.950,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,2601,47399,60,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,210
cell,211,s1-step8500-f39of40-d1of4,39,40,0.975,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1455,48545,22,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,211
cell,212,s1-step8500-f39of40-d1of2,39,40,0.975,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1455,48545,22,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,212
cell,213,s1-step8500-f39of40-d3of4,39,40,0.975,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1455,48545,22,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,213
cell,214,s1-step8500-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,687,49313,6,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,214
cell,215,s1-step8500-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,687,49313,6,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,215
cell,216,s1-step8500-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,687,49313,6,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,216
cell,217,s1-step8650-f4of5-d1of4,4,5,0.800,1,4,0.25,3,True,1,4,requested_member_4_budget_exhaustion,budget_exhaustion,True,28380,21620,1661,5,0,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,217
cell,218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,8,True,1,9,requested_member_9_budget_exhaustion,budget_exhaustion,True,50000,0,2928,9,0,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,218
cell,219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,8,True,1,9,requested_member_9_budget_exhaustion,budget_exhaustion,True,50000,0,2928,9,0,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,219
cell,220,s1-step8650-f17of20-d1of4,17,20,0.850,1,4,0.25,2,True,1,3,requested_member_3_budget_exhaustion,budget_exhaustion,True,21359,28641,1194,4,0,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,220
cell,221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,8,True,1,9,requested_member_9_budget_exhaustion,budget_exhaustion,True,50000,0,2732,9,0,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,221
