record_type,cell_index,cell_id,fidelity_numerator,fidelity_denominator,displayed_fidelity,distinctness_numerator,distinctness_denominator,displayed_jaccard_cutoff,family_size,c1_qualified,failed_requested_member_count,terminal_requested_member_index,stopping_reason,failure_category,budget_exhausted,per_cell_evaluations_used,unused_budget,ranking_passes,restart_count,invalid_output_count,search_execution_mode,stage18_run_id,model_seed,checkpoint_index,checkpoint_step,global_cell_index
cell,340,s2-step8500-f99of100-d1of4,99,100,0.990,1,4,0.25,3,True,1,4,requested_member_4_budget_exhaustion,budget_exhaustion,True,30450,19550,1881,5,0,fresh_execution,stage18-scaling-24a9adb84176,2,5,8500,340
cell,341,s2-step8500-f99of100-d1of2,99,100,0.990,1,2,0.50,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3085,8,0,fresh_execution,stage18-scaling-24a9adb84176,2,5,8500,341
cell,342,s2-step8500-f99of100-d3of4,99,100,0.990,3,4,0.75,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3085,8,0,fresh_execution,stage18-scaling-24a9adb84176,2,5,8500,342
cell,343,s2-step8650-f4of5-d1of4,4,5,0.800,1,4,0.25,2,True,1,3,requested_member_3_budget_exhaustion,budget_exhaustion,True,24982,25018,1555,4,0,fresh_execution,stage18-scaling-24a9adb84176,2,6,8650,343
cell,344,s2-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3111,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,6,8650,344
cell,345,s2-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3111,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,6,8650,345
cell,346,s2-step8650-f17of20-d1of4,17,20,0.850,1,4,0.25,3,True,1,4,requested_member_4_budget_exhaustion,budget_exhaustion,True,32368,17632,2014,5,0,fresh_execution,stage18-scaling-24a9adb84176,2,6,8650,346
cell,347,s2-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3111,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,6,8650,347
cell,348,s2-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3111,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,6,8650,348
cell,349,s2-step8650-f9of10-d1of4,9,10,0.900,1,4,0.25,3,True,1,4,requested_member_4_budget_exhaustion,budget_exhaustion,True,32098,17902,1995,5,0,fresh_execution,stage18-scaling-24a9adb84176,2,6,8650,349
cell,350,s2-step8650-f9of10-d1of2,9,10,0.900,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3108,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,6,8650,350
cell,351,s2-step8650-f9of10-d3of4,9,10,0.900,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3108,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,6,8650,351
cell,352,s2-step8650-f19of20-d1of4,19,20,0.950,1,4,0.25,3,True,1,4,requested_member_4_budget_exhaustion,budget_exhaustion,True,31528,18472,1957,5,0,fresh_execution,stage18-scaling-24a9adb84176,2,6,8650,352
cell,353,s2-step8650-f19of20-d1of2,19,20,0.950,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3103,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,6,8650,353
cell,354,s2-step8650-f19of20-d3of4,19,20,0.950,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3103,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,6,8650,354
cell,355,s2-step8650-f39of40-d1of4,39,40,0.975,1,4,0.25,3,True,1,4,requested_member_4_budget_exhaustion,budget_exhaustion,True,31274,18726,1938,5,0,fresh_execution,stage18-scaling-24a9adb84176,2,6,8650,355
cell,356,s2-step8650-f39of40-d1of2,39,40,0.975,1,2,0.50,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3093,8,0,fresh_execution,stage18-scaling-24a9adb84176,2,6,8650,356
cell,357,s2-step8650-f39of40-d3of4,39,40,0.975,3,4,0.75,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3093,8,0,fresh_execution,stage18-scaling-24a9adb84176,2,6,8650,357
cell,358,s2-step8650-f99of100-d1of4,99,100,0.990,1,4,0.25,3,True,1,4,requested_member_4_budget_exhaustion,budget_exhaustion,True,30772,19228,1895,5,0,fresh_execution,stage18-scaling-24a9adb84176,2,6,8650,358
cell,359,s2-step8650-f99of100-d1of2,99,100,0.990,1,2,0.50,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3077,8,0,fresh_execution,stage18-scaling-24a9adb84176,2,6,8650,359
cell,360,s2-step8650-f99of100-d3of4,99,100,0.990,3,4,0.75,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3077,8,0,fresh_execution,stage18-scaling-24a9adb84176,2,6,8650,360
cell,361,s2-step9050-f4of5-d1of4,4,5,0.800,1,4,0.25,3,True,1,4,requested_member_4_budget_exhaustion,budget_exhaustion,True,32308,17692,2010,5,0,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,361
cell,362,s2-step9050-f4of5-d1of2,4,5,0.800,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3112,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,362
cell,363,s2-step9050-f4of5-d3of4,4,5,0.800,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3112,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,363
cell,364,s2-step9050-f17of20-d1of4,17,20,0.850,1,4,0.25,4,True,1,5,requested_member_5_budget_exhaustion,budget_exhaustion,True,39604,10396,2463,6,0,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,364
cell,365,s2-step9050-f17of20-d1of2,17,20,0.850,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3111,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,365
cell,366,s2-step9050-f17of20-d3of4,17,20,0.850,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3111,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,366
cell,367,s2-step9050-f9of10-d1of4,9,10,0.900,1,4,0.25,3,True,1,4,requested_member_4_budget_exhaustion,budget_exhaustion,True,32144,17856,1996,5,0,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,367
cell,368,s2-step9050-f9of10-d1of2,9,10,0.900,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3106,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,368
cell,369,s2-step9050-f9of10-d3of4,9,10,0.900,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3106,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,369
cell,370,s2-step9050-f19of20-d1of4,19,20,0.950,1,4,0.25,5,True,1,6,requested_member_6_budget_exhaustion,budget_exhaustion,True,46017,3983,2854,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,370
cell,371,s2-step9050-f19of20-d1of2,19,20,0.950,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3103,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,371
cell,372,s2-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3103,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,372
cell,373,s2-step9050-f39of40-d1of4,39,40,0.975,1,4,0.25,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3095,8,0,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,373
cell,374,s2-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3095,8,0,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,374
cell,375,s2-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3095,8,0,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,375
cell,376,s2-step9050-f99of100-d1of4,99,100,0.990,1,4,0.25,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3088,8,0,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,376
cell,377,s2-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3088,8,0,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,377
cell,378,s2-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3088,8,0,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,378
cell,379,s3-step200-f4of5-d1of4,4,5,0.800,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,2714,47286,27,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,1,200,379
cell,380,s3-step200-f4of5-d1of2,4,5,0.800,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,2714,47286,27,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,1,200,380
cell,381,s3-step200-f4of5-d3of4,4,5,0.800,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,2714,47286,27,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,1,200,381
cell,382,s3-step200-f17of20-d1of4,17,20,0.850,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,2530,47470,19,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,1,200,382
cell,383,s3-step200-f17of20-d1of2,17,20,0.850,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,2530,47470,19,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,1,200,383
cell,384,s3-step200-f17of20-d3of4,17,20,0.850,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,2530,47470,19,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,1,200,384
cell,385,s3-step200-f9of10-d1of4,9,10,0.900,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1675,48325,10,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,1,200,385
cell,386,s3-step200-f9of10-d1of2,9,10,0.900,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1675,48325,10,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,1,200,386
cell,387,s3-step200-f9of10-d3of4,9,10,0.900,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1675,48325,10,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,1,200,387
cell,388,s3-step200-f19of20-d1of4,19,20,0.950,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1708,48292,9,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,1,200,388
cell,389,s3-step200-f19of20-d1of2,19,20,0.950,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1708,48292,9,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,1,200,389
cell,390,s3-step200-f19of20-d3of4,19,20,0.950,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1708,48292,9,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,1,200,390
cell,391,s3-step200-f39of40-d1of4,39,40,0.975,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1310,48690,7,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,1,200,391
cell,392,s3-step200-f39of40-d1of2,39,40,0.975,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1310,48690,7,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,1,200,392
cell,393,s3-step200-f39of40-d3of4,39,40,0.975,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1310,48690,7,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,1,200,393
cell,394,s3-step200-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1454,48546,7,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,1,200,394
cell,395,s3-step200-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1454,48546,7,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,1,200,395
cell,396,s3-step200-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1454,48546,7,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,1,200,396
cell,397,s3-step3400-f4of5-d1of4,4,5,0.800,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,2195,47805,34,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,2,3400,397
cell,398,s3-step3400-f4of5-d1of2,4,5,0.800,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,2195,47805,34,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,2,3400,398
cell,399,s3-step3400-f4of5-d3of4,4,5,0.800,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,2195,47805,34,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,2,3400,399
cell,400,s3-step3400-f17of20-d1of4,17,20,0.850,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1282,48718,19,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,2,3400,400
cell,401,s3-step3400-f17of20-d1of2,17,20,0.850,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1282,48718,19,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,2,3400,401
cell,402,s3-step3400-f17of20-d3of4,17,20,0.850,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1282,48718,19,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,2,3400,402
cell,403,s3-step3400-f9of10-d1of4,9,10,0.900,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,922,49078,11,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,2,3400,403
cell,404,s3-step3400-f9of10-d1of2,9,10,0.900,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,922,49078,11,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,2,3400,404
cell,405,s3-step3400-f9of10-d3of4,9,10,0.900,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,922,49078,11,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,2,3400,405
cell,406,s3-step3400-f19of20-d1of4,19,20,0.950,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,991,49009,6,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,2,3400,406
cell,407,s3-step3400-f19of20-d1of2,19,20,0.950,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,991,49009,6,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,2,3400,407
cell,408,s3-step3400-f19of20-d3of4,19,20,0.950,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,991,49009,6,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,2,3400,408
cell,409,s3-step3400-f39of40-d1of4,39,40,0.975,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,754,49246,3,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,2,3400,409
cell,410,s3-step3400-f39of40-d1of2,39,40,0.975,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,754,49246,3,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,2,3400,410
cell,411,s3-step3400-f39of40-d3of4,39,40,0.975,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,754,49246,3,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,2,3400,411
cell,412,s3-step3400-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,930,49070,3,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,2,3400,412
cell,413,s3-step3400-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,930,49070,3,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,2,3400,413
cell,414,s3-step3400-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,930,49070,3,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,2,3400,414
cell,415,s3-step7450-f4of5-d1of4,4,5,0.800,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1326,48674,39,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,3,7450,415
cell,416,s3-step7450-f4of5-d1of2,4,5,0.800,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1326,48674,39,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,3,7450,416
cell,417,s3-step7450-f4of5-d3of4,4,5,0.800,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1326,48674,39,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,3,7450,417
cell,418,s3-step7450-f17of20-d1of4,17,20,0.850,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1054,48946,23,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,3,7450,418
cell,419,s3-step7450-f17of20-d1of2,17,20,0.850,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1054,48946,23,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,3,7450,419
cell,420,s3-step7450-f17of20-d3of4,17,20,0.850,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1054,48946,23,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,3,7450,420
cell,421,s3-step7450-f9of10-d1of4,9,10,0.900,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,985,49015,12,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,3,7450,421
cell,422,s3-step7450-f9of10-d1of2,9,10,0.900,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,985,49015,12,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,3,7450,422
cell,423,s3-step7450-f9of10-d3of4,9,10,0.900,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,985,49015,12,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,3,7450,423
cell,424,s3-step7450-f19of20-d1of4,19,20,0.950,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,577,49423,4,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,3,7450,424
cell,425,s3-step7450-f19of20-d1of2,19,20,0.950,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,577,49423,4,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,3,7450,425
cell,426,s3-step7450-f19of20-d3of4,19,20,0.950,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,577,49423,4,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,3,7450,426
cell,427,s3-step7450-f39of40-d1of4,39,40,0.975,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,531,49469,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,3,7450,427
cell,428,s3-step7450-f39of40-d1of2,39,40,0.975,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,531,49469,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,3,7450,428
cell,429,s3-step7450-f39of40-d3of4,39,40,0.975,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,531,49469,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,3,7450,429
cell,430,s3-step7450-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,803,49197,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,3,7450,430
cell,431,s3-step7450-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,803,49197,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,3,7450,431
cell,432,s3-step7450-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,803,49197,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,3,7450,432
cell,433,s3-step8150-f4of5-d1of4,4,5,0.800,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,2534,47466,79,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,4,8150,433
cell,434,s3-step8150-f4of5-d1of2,4,5,0.800,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,2534,47466,79,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,4,8150,434
cell,435,s3-step8150-f4of5-d3of4,4,5,0.800,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,2534,47466,79,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,4,8150,435
cell,436,s3-step8150-f17of20-d1of4,17,20,0.850,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1748,48252,49,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,4,8150,436
cell,437,s3-step8150-f17of20-d1of2,17,20,0.850,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1748,48252,49,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,4,8150,437
cell,438,s3-step8150-f17of20-d3of4,17,20,0.850,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1748,48252,49,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,4,8150,438
cell,439,s3-step8150-f9of10-d1of4,9,10,0.900,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1274,48726,27,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,4,8150,439
cell,440,s3-step8150-f9of10-d1of2,9,10,0.900,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1274,48726,27,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,4,8150,440
cell,441,s3-step8150-f9of10-d3of4,9,10,0.900,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1274,48726,27,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,4,8150,441
cell,442,s3-step8150-f19of20-d1of4,19,20,0.950,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,591,49409,6,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,4,8150,442
cell,443,s3-step8150-f19of20-d1of2,19,20,0.950,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,591,49409,6,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,4,8150,443
cell,444,s3-step8150-f19of20-d3of4,19,20,0.950,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,591,49409,6,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,4,8150,444
cell,445,s3-step8150-f39of40-d1of4,39,40,0.975,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,689,49311,4,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,4,8150,445
cell,446,s3-step8150-f39of40-d1of2,39,40,0.975,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,689,49311,4,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,4,8150,446
cell,447,s3-step8150-f39of40-d3of4,39,40,0.975,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,689,49311,4,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,4,8150,447
cell,448,s3-step8150-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,563,49437,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,4,8150,448
cell,449,s3-step8150-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,563,49437,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,4,8150,449
cell,450,s3-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,563,49437,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,4,8150,450
cell,451,s3-step8500-f4of5-d1of4,4,5,0.800,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,3510,46490,127,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,5,8500,451
cell,452,s3-step8500-f4of5-d1of2,4,5,0.800,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,3510,46490,127,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,5,8500,452
cell,453,s3-step8500-f4of5-d3of4,4,5,0.800,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,3510,46490,127,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,5,8500,453
cell,454,s3-step8500-f17of20-d1of4,17,20,0.850,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,2591,47409,70,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,5,8500,454
cell,455,s3-step8500-f17of20-d1of2,17,20,0.850,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,2591,47409,70,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,5,8500,455
cell,456,s3-step8500-f17of20-d3of4,17,20,0.850,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,2591,47409,70,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,5,8500,456
cell,457,s3-step8500-f9of10-d1of4,9,10,0.900,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1553,48447,36,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,5,8500,457
cell,458,s3-step8500-f9of10-d1of2,9,10,0.900,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1553,48447,36,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,5,8500,458
