stage12_run_id,cell_id,checkpoint_step,distinctness_cutoff,requested_member_index,requested_member_label,restart_index,restart_used,unused_reason,seed_model_seed,seed_checkpoint_index,seed_family_member_index,seed_restart_index,seed_canonical_material,seed_sha256_digest,seed_integer,seed_bit_generator,outcome_status,accepted_candidate,search_status,stopping_reason,failure_detail,retained_component_count,primary_fidelity,maximum_pairwise_overlap_numerator,maximum_pairwise_overlap_denominator,maximum_pairwise_overlap,exact_evaluation_budget,exact_evaluations_used,ranking_passes_used,candidate_batches_tested,rejected_candidate_count,budget_remaining,budget_exhausted,locally_single_deletion_minimal,meaningfully_sparse
stage14-random-label-analysis-s0-7b472aa5163a,primary-family-step-00000200,200,0.5,1,C1,0,True,,,,,,,,,,sparsity_failure,False,valid_but_not_meaningfully_sparse,locally_single_deletion_minimal_nonsparse_mask,,508,0.9900540371211528,0,1,0.0,10000,1580,9,99,1572,8420,False,True,False
stage14-random-label-analysis-s0-7b472aa5163a,primary-family-step-00003400,3400,0.5,1,C1,0,True,,,,,,,,,,sparsity_failure,False,valid_but_not_meaningfully_sparse,locally_single_deletion_minimal_nonsparse_mask,,515,0.9916986451562377,0,1,0.0,10000,643,2,41,642,9357,False,True,False
stage14-random-label-analysis-s0-7b472aa5163a,primary-family-step-00007450,7450,0.5,1,C1,0,True,,,,,,,,,,no_feasible_candidate_discovered_within_tested_search,False,no_feasible_sparse_candidate_discovered_within_budget,all_single_deletions_from_all_retained_failed,,516,1.0,0,1,0.0,10000,516,1,33,516,9484,False,True,False
stage14-random-label-analysis-s0-7b472aa5163a,primary-family-step-00008150,8150,0.5,1,C1,0,True,,,,,,,,,,sparsity_failure,False,valid_but_not_meaningfully_sparse,locally_single_deletion_minimal_nonsparse_mask,,515,0.9902106664578275,0,1,0.0,10000,739,2,47,738,9261,False,True,False
stage14-random-label-analysis-s0-7b472aa5163a,primary-family-step-00008500,8500,0.5,1,C1,0,True,,,,,,,,,,no_feasible_candidate_discovered_within_tested_search,False,no_feasible_sparse_candidate_discovered_within_budget,all_single_deletions_from_all_retained_failed,,516,1.0,0,1,0.0,10000,516,1,33,516,9484,False,True,False
stage14-random-label-analysis-s0-7b472aa5163a,primary-family-step-00008650,8650,0.5,1,C1,0,True,,,,,,,,,,sparsity_failure,False,valid_but_not_meaningfully_sparse,locally_single_deletion_minimal_nonsparse_mask,,515,0.9912287571462135,0,1,0.0,10000,787,2,50,786,9213,False,True,False
stage14-random-label-analysis-s0-7b472aa5163a,primary-family-step-00009050,9050,0.5,1,C1,0,True,,,,,,,,,,no_feasible_candidate_discovered_within_tested_search,False,no_feasible_sparse_candidate_discovered_within_budget,all_single_deletions_from_all_retained_failed,,516,1.0,0,1,0.0,10000,516,1,33,516,9484,False,True,False
