model_seed,training_step,train_accuracy,test_accuracy,analysed_checkpoint,aggregation_unit
0,12350,1.0,0.9998881220817566,False,trained_model_seed
0,12400,1.0,0.9998881220817566,False,trained_model_seed
0,12450,1.0,0.9998881220817566,False,trained_model_seed
0,12500,1.0,0.9998881220817566,False,trained_model_seed
0,12550,1.0,0.9998881220817566,False,trained_model_seed
0,12600,1.0,0.9998881220817566,False,trained_model_seed
0,12650,1.0,0.9998881220817566,False,trained_model_seed
0,12700,1.0,0.9998881220817566,False,trained_model_seed
0,12750,1.0,0.9998881220817566,False,trained_model_seed
0,12800,1.0,0.9998881220817566,False,trained_model_seed
0,12850,1.0,0.9998881220817566,False,trained_model_seed
0,12900,1.0,1.0,False,trained_model_seed
0,12950,1.0,1.0,False,trained_model_seed
0,13000,1.0,0.9997762441635132,False,trained_model_seed
0,13050,1.0,0.9997762441635132,False,trained_model_seed
0,13100,1.0,0.9997762441635132,False,trained_model_seed
0,13150,1.0,0.9967557787895203,False,trained_model_seed
0,13200,1.0,1.0,False,trained_model_seed
0,13250,1.0,1.0,False,trained_model_seed
0,13300,1.0,1.0,False,trained_model_seed
0,13350,1.0,0.9997762441635132,False,trained_model_seed
0,13400,1.0,0.9997762441635132,False,trained_model_seed
0,13450,1.0,0.9997762441635132,False,trained_model_seed
0,13500,1.0,0.9997762441635132,False,trained_model_seed
0,13550,1.0,0.9998881220817566,False,trained_model_seed
0,13600,1.0,0.9998881220817566,False,trained_model_seed
0,13650,1.0,0.9998881220817566,False,trained_model_seed
0,13700,1.0,1.0,False,trained_model_seed
0,13750,1.0,1.0,False,trained_model_seed
0,13800,1.0,1.0,False,trained_model_seed
0,13850,1.0,1.0,False,trained_model_seed
0,13900,1.0,1.0,False,trained_model_seed
0,13950,1.0,1.0,False,trained_model_seed
0,14000,1.0,1.0,False,trained_model_seed
0,14050,1.0,1.0,False,trained_model_seed
0,14100,1.0,1.0,False,trained_model_seed
0,14150,1.0,1.0,False,trained_model_seed
0,14200,1.0,1.0,False,trained_model_seed
0,14250,1.0,1.0,False,trained_model_seed
0,14300,1.0,1.0,False,trained_model_seed
0,14350,1.0,0.9998881220817566,False,trained_model_seed
0,14400,1.0,0.9991050362586975,False,trained_model_seed
0,14450,1.0,1.0,False,trained_model_seed
0,14500,1.0,1.0,False,trained_model_seed
0,14550,1.0,1.0,False,trained_model_seed
0,14600,1.0,1.0,False,trained_model_seed
0,14650,1.0,1.0,False,trained_model_seed
0,14700,1.0,1.0,False,trained_model_seed
0,14750,1.0,1.0,False,trained_model_seed
0,14800,1.0,1.0,False,trained_model_seed
0,14850,1.0,1.0,False,trained_model_seed
0,14900,1.0,1.0,False,trained_model_seed
0,14950,1.0,1.0,False,trained_model_seed
0,15000,1.0,1.0,False,trained_model_seed
0,15050,1.0,1.0,False,trained_model_seed
0,15100,1.0,1.0,False,trained_model_seed
0,15150,1.0,1.0,False,trained_model_seed
