stage18_run_id,global_cell_index,cell_id,model_seed,checkpoint_index,checkpoint_step,displayed_fidelity,displayed_jaccard_cutoff,primary_cell,status,stopping_reason,family_size,eligible_for_matched_comparison,comparison_type,source_condition,target_condition,missing_side,exact_reason,source_family_empty,target_family_empty,no_valid_match_exists,metric_undefined,excluded_from_matched_effect,remains_in_primary_family_size_analysis,outcome_type,unavailable_control,undefined_metrics,handling
stage18-scaling-24a9adb84176,231,s1-step8650-f39of40-d3of4,1,6,8650,0.975,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8650-f39of40-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,232,s1-step8650-f99of100-d1of4,1,6,8650,0.990,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8650-f99of100-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,233,s1-step8650-f99of100-d1of2,1,6,8650,0.990,0.50,True,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8650-f99of100-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,234,s1-step8650-f99of100-d3of4,1,6,8650,0.990,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8650-f99of100-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,253,s2-step200-f4of5-d1of4,2,1,200,0.800,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step200-f4of5-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,254,s2-step200-f4of5-d1of2,2,1,200,0.800,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step200-f4of5-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,255,s2-step200-f4of5-d3of4,2,1,200,0.800,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step200-f4of5-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,256,s2-step200-f17of20-d1of4,2,1,200,0.850,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step200-f17of20-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,257,s2-step200-f17of20-d1of2,2,1,200,0.850,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step200-f17of20-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,258,s2-step200-f17of20-d3of4,2,1,200,0.850,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step200-f17of20-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,259,s2-step200-f9of10-d1of4,2,1,200,0.900,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step200-f9of10-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,260,s2-step200-f9of10-d1of2,2,1,200,0.900,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step200-f9of10-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,261,s2-step200-f9of10-d3of4,2,1,200,0.900,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step200-f9of10-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,262,s2-step200-f19of20-d1of4,2,1,200,0.950,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step200-f19of20-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,263,s2-step200-f19of20-d1of2,2,1,200,0.950,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step200-f19of20-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,264,s2-step200-f19of20-d3of4,2,1,200,0.950,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step200-f19of20-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,265,s2-step200-f39of40-d1of4,2,1,200,0.975,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step200-f39of40-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,266,s2-step200-f39of40-d1of2,2,1,200,0.975,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step200-f39of40-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,267,s2-step200-f39of40-d3of4,2,1,200,0.975,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step200-f39of40-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,268,s2-step200-f99of100-d1of4,2,1,200,0.990,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step200-f99of100-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,269,s2-step200-f99of100-d1of2,2,1,200,0.990,0.50,True,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step200-f99of100-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,270,s2-step200-f99of100-d3of4,2,1,200,0.990,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step200-f99of100-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,271,s2-step3400-f4of5-d1of4,2,2,3400,0.800,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step3400-f4of5-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,272,s2-step3400-f4of5-d1of2,2,2,3400,0.800,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step3400-f4of5-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,273,s2-step3400-f4of5-d3of4,2,2,3400,0.800,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step3400-f4of5-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,274,s2-step3400-f17of20-d1of4,2,2,3400,0.850,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step3400-f17of20-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,275,s2-step3400-f17of20-d1of2,2,2,3400,0.850,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step3400-f17of20-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,276,s2-step3400-f17of20-d3of4,2,2,3400,0.850,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step3400-f17of20-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,277,s2-step3400-f9of10-d1of4,2,2,3400,0.900,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step3400-f9of10-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,278,s2-step3400-f9of10-d1of2,2,2,3400,0.900,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step3400-f9of10-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,279,s2-step3400-f9of10-d3of4,2,2,3400,0.900,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step3400-f9of10-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,280,s2-step3400-f19of20-d1of4,2,2,3400,0.950,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step3400-f19of20-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,281,s2-step3400-f19of20-d1of2,2,2,3400,0.950,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step3400-f19of20-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,282,s2-step3400-f19of20-d3of4,2,2,3400,0.950,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step3400-f19of20-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,283,s2-step3400-f39of40-d1of4,2,2,3400,0.975,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step3400-f39of40-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,284,s2-step3400-f39of40-d1of2,2,2,3400,0.975,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step3400-f39of40-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,285,s2-step3400-f39of40-d3of4,2,2,3400,0.975,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step3400-f39of40-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,286,s2-step3400-f99of100-d1of4,2,2,3400,0.990,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step3400-f99of100-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,287,s2-step3400-f99of100-d1of2,2,2,3400,0.990,0.50,True,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step3400-f99of100-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,288,s2-step3400-f99of100-d3of4,2,2,3400,0.990,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step3400-f99of100-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,304,s2-step7450-f99of100-d1of4,2,3,7450,0.990,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step7450-f99of100-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,305,s2-step7450-f99of100-d1of2,2,3,7450,0.990,0.50,True,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step7450-f99of100-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,306,s2-step7450-f99of100-d3of4,2,3,7450,0.990,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s2-step7450-f99of100-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,379,s3-step200-f4of5-d1of4,3,1,200,0.800,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s3-step200-f4of5-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,380,s3-step200-f4of5-d1of2,3,1,200,0.800,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s3-step200-f4of5-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,381,s3-step200-f4of5-d3of4,3,1,200,0.800,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s3-step200-f4of5-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,382,s3-step200-f17of20-d1of4,3,1,200,0.850,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s3-step200-f17of20-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,383,s3-step200-f17of20-d1of2,3,1,200,0.850,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s3-step200-f17of20-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,384,s3-step200-f17of20-d3of4,3,1,200,0.850,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s3-step200-f17of20-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,385,s3-step200-f9of10-d1of4,3,1,200,0.900,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s3-step200-f9of10-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,386,s3-step200-f9of10-d1of2,3,1,200,0.900,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s3-step200-f9of10-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,387,s3-step200-f9of10-d3of4,3,1,200,0.900,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s3-step200-f9of10-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,388,s3-step200-f19of20-d1of4,3,1,200,0.950,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s3-step200-f19of20-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,389,s3-step200-f19of20-d1of2,3,1,200,0.950,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s3-step200-f19of20-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,390,s3-step200-f19of20-d3of4,3,1,200,0.950,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s3-step200-f19of20-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,391,s3-step200-f39of40-d1of4,3,1,200,0.975,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s3-step200-f39of40-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,392,s3-step200-f39of40-d1of2,3,1,200,0.975,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s3-step200-f39of40-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,393,s3-step200-f39of40-d3of4,3,1,200,0.975,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s3-step200-f39of40-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,394,s3-step200-f99of100-d1of4,3,1,200,0.990,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s3-step200-f99of100-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,395,s3-step200-f99of100-d1of2,3,1,200,0.990,0.50,True,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s3-step200-f99of100-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,396,s3-step200-f99of100-d3of4,3,1,200,0.990,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s3-step200-f99of100-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,397,s3-step3400-f4of5-d1of4,3,2,3400,0.800,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s3-step3400-f4of5-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,398,s3-step3400-f4of5-d1of2,3,2,3400,0.800,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s3-step3400-f4of5-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,399,s3-step3400-f4of5-d3of4,3,2,3400,0.800,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s3-step3400-f4of5-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,400,s3-step3400-f17of20-d1of4,3,2,3400,0.850,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s3-step3400-f17of20-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,401,s3-step3400-f17of20-d1of2,3,2,3400,0.850,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s3-step3400-f17of20-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
