stage12_run_id,cell_id,checkpoint_step,distinctness_cutoff,requested_member_index,requested_member_label,restart_index,restart_used,unused_reason,seed_model_seed,seed_checkpoint_index,seed_family_member_index,seed_restart_index,seed_canonical_material,seed_sha256_digest,seed_integer,seed_bit_generator,outcome_status,accepted_candidate,search_status,stopping_reason,failure_detail,retained_component_count,primary_fidelity,maximum_pairwise_overlap_numerator,maximum_pairwise_overlap_denominator,maximum_pairwise_overlap,exact_evaluation_budget,exact_evaluations_used,ranking_passes_used,candidate_batches_tested,rejected_candidate_count,budget_remaining,budget_exhausted,locally_single_deletion_minimal,meaningfully_sparse
stage12-diversity-s1-020ebf1b5814,cutoff-0.50,9050,0.5,6,C6,1,False,earlier_valid_distinct_candidate,,,,,,,,,,False,,,,,,,,,,,,,,,,,
stage12-diversity-s1-020ebf1b5814,cutoff-0.50,9050,0.5,6,C6,2,False,earlier_valid_distinct_candidate,,,,,,,,,,False,,,,,,,,,,,,,,,,,
stage12-diversity-s1-020ebf1b5814,cutoff-0.50,9050,0.5,6,C6,3,False,earlier_valid_distinct_candidate,,,,,,,,,,False,,,,,,,,,,,,,,,,,
stage12-diversity-s1-020ebf1b5814,cutoff-0.50,9050,0.5,6,C6,4,False,earlier_valid_distinct_candidate,,,,,,,,,,False,,,,,,,,,,,,,,,,,
stage12-diversity-s1-020ebf1b5814,cutoff-0.50,9050,0.5,7,C7,0,True,,1,7,7,0,circuit-families|stage12-diversity-search|model_seed=1|checkpoint_index=7|family_member_index=7|restart_index=0,1799a12cebc92cd17308de9d8cc317043ab0d50531ee23f630c1433c2655dc61,395944236,numpy.random.PCG64,valid_distinct_candidate,True,valid_sparse_circuit,locally_single_deletion_minimal_sparse_mask,,169,0.9901323517894902,68,247,0.27530364372469635,10000,6217,348,389,5870,3783,False,True,True
stage12-diversity-s1-020ebf1b5814,cutoff-0.50,9050,0.5,7,C7,1,False,earlier_valid_distinct_candidate,,,,,,,,,,False,,,,,,,,,,,,,,,,,
stage12-diversity-s1-020ebf1b5814,cutoff-0.50,9050,0.5,7,C7,2,False,earlier_valid_distinct_candidate,,,,,,,,,,False,,,,,,,,,,,,,,,,,
stage12-diversity-s1-020ebf1b5814,cutoff-0.50,9050,0.5,7,C7,3,False,earlier_valid_distinct_candidate,,,,,,,,,,False,,,,,,,,,,,,,,,,,
stage12-diversity-s1-020ebf1b5814,cutoff-0.50,9050,0.5,7,C7,4,False,earlier_valid_distinct_candidate,,,,,,,,,,False,,,,,,,,,,,,,,,,,
stage12-diversity-s1-020ebf1b5814,cutoff-0.50,9050,0.5,8,C8,0,True,,1,7,8,0,circuit-families|stage12-diversity-search|model_seed=1|checkpoint_index=7|family_member_index=8|restart_index=0,518bbec1ebf1f1d43949c41300f885c8436d44d07adae7e1ce757d15074be04d,1368112833,numpy.random.PCG64,budget_exhaustion,False,budget_exhaustion,budget_exhausted_inside_candidate_batch,,179,0.9902106664578275,77,278,0.27697841726618705,5801,5801,338,363,5464,0,True,False,True
stage12-diversity-s1-020ebf1b5814,cutoff-0.50,9050,0.5,8,C8,1,False,no_cell_budget_remaining,,,,,,,,,,False,,,,,,,,,,,,,,,,,
stage12-diversity-s1-020ebf1b5814,cutoff-0.50,9050,0.5,8,C8,2,False,no_cell_budget_remaining,,,,,,,,,,False,,,,,,,,,,,,,,,,,
stage12-diversity-s1-020ebf1b5814,cutoff-0.50,9050,0.5,8,C8,3,False,no_cell_budget_remaining,,,,,,,,,,False,,,,,,,,,,,,,,,,,
stage12-diversity-s1-020ebf1b5814,cutoff-0.50,9050,0.5,8,C8,4,False,no_cell_budget_remaining,,,,,,,,,,False,,,,,,,,,,,,,,,,,
stage12-diversity-s1-020ebf1b5814,cutoff-0.25,9050,0.25,1,C1,0,True,,,,,,,,,,valid_distinct_candidate,True,valid_sparse_circuit,locally_single_deletion_minimal_sparse_mask,,146,0.9900540371211528,0,1,0.0,10000,6098,371,382,5728,3902,False,True,True
stage12-diversity-s1-020ebf1b5814,cutoff-0.25,9050,0.25,2,C2,0,True,,1,7,2,0,circuit-families|stage12-diversity-search|model_seed=1|checkpoint_index=7|family_member_index=2|restart_index=0,c6498a1b9fa4d4ed3191bc13c4c1ce9abb7a3a500b1e3293b9bfeaa2896e5019,3326708251,numpy.random.PCG64,valid_distinct_candidate,True,valid_sparse_circuit,locally_single_deletion_minimal_sparse_mask,,162,0.9900540371211528,19,289,0.0657439446366782,10000,6050,355,379,5696,3950,False,True,True
stage12-diversity-s1-020ebf1b5814,cutoff-0.25,9050,0.25,2,C2,1,False,earlier_valid_distinct_candidate,,,,,,,,,,False,,,,,,,,,,,,,,,,,
stage12-diversity-s1-020ebf1b5814,cutoff-0.25,9050,0.25,2,C2,2,False,earlier_valid_distinct_candidate,,,,,,,,,,False,,,,,,,,,,,,,,,,,
stage12-diversity-s1-020ebf1b5814,cutoff-0.25,9050,0.25,2,C2,3,False,earlier_valid_distinct_candidate,,,,,,,,,,False,,,,,,,,,,,,,,,,,
stage12-diversity-s1-020ebf1b5814,cutoff-0.25,9050,0.25,2,C2,4,False,earlier_valid_distinct_candidate,,,,,,,,,,False,,,,,,,,,,,,,,,,,
stage12-diversity-s1-020ebf1b5814,cutoff-0.25,9050,0.25,3,C3,0,True,,1,7,3,0,circuit-families|stage12-diversity-search|model_seed=1|checkpoint_index=7|family_member_index=3|restart_index=0,255972bbd5d55eb9b4d047e7c1fe7f0751a54bcfa76b3a054ae3ef6055562c67,626619067,numpy.random.PCG64,valid_distinct_candidate,True,valid_sparse_circuit,locally_single_deletion_minimal_sparse_mask,,176,0.9901323517894902,27,134,0.20149253731343283,10000,6144,341,384,5804,3856,False,True,True
stage12-diversity-s1-020ebf1b5814,cutoff-0.25,9050,0.25,3,C3,1,False,earlier_valid_distinct_candidate,,,,,,,,,,False,,,,,,,,,,,,,,,,,
stage12-diversity-s1-020ebf1b5814,cutoff-0.25,9050,0.25,3,C3,2,False,earlier_valid_distinct_candidate,,,,,,,,,,False,,,,,,,,,,,,,,,,,
stage12-diversity-s1-020ebf1b5814,cutoff-0.25,9050,0.25,3,C3,3,False,earlier_valid_distinct_candidate,,,,,,,,,,False,,,,,,,,,,,,,,,,,
stage12-diversity-s1-020ebf1b5814,cutoff-0.25,9050,0.25,3,C3,4,False,earlier_valid_distinct_candidate,,,,,,,,,,False,,,,,,,,,,,,,,,,,
stage12-diversity-s1-020ebf1b5814,cutoff-0.25,9050,0.25,4,C4,0,True,,1,7,4,0,circuit-families|stage12-diversity-search|model_seed=1|checkpoint_index=7|family_member_index=4|restart_index=0,beb7c8323a354015a8c959720ce22efc9508d07aa7ea0df30e5924d3d5a6ec33,3199715378,numpy.random.PCG64,distinctness_failure,False,valid_sparse_circuit,locally_single_deletion_minimal_sparse_mask,,162,0.9900540371211528,16,61,0.26229508196721313,10000,6402,355,401,6048,3598,False,True,True
stage12-diversity-s1-020ebf1b5814,cutoff-0.25,9050,0.25,4,C4,1,True,,1,7,4,1,circuit-families|stage12-diversity-search|model_seed=1|checkpoint_index=7|family_member_index=4|restart_index=1,ff5d320814c4187502d4a04a36973d17546ebe582f42d9e51c2d3e3dc7f2b85f,4284297736,numpy.random.PCG64,budget_exhaustion,False,budget_exhaustion,budget_exhausted_inside_candidate_batch,,292,0.9982770772965777,43,176,0.24431818181818182,3598,3598,225,225,3374,0,True,False,False
stage12-diversity-s1-020ebf1b5814,cutoff-0.25,9050,0.25,4,C4,2,False,search_stopped_before_restart,,,,,,,,,,False,,,,,,,,,,,,,,,,,
stage12-diversity-s1-020ebf1b5814,cutoff-0.25,9050,0.25,4,C4,3,False,search_stopped_before_restart,,,,,,,,,,False,,,,,,,,,,,,,,,,,
stage12-diversity-s1-020ebf1b5814,cutoff-0.25,9050,0.25,4,C4,4,False,search_stopped_before_restart,,,,,,,,,,False,,,,,,,,,,,,,,,,,
stage12-diversity-s1-020ebf1b5814,cutoff-0.75,9050,0.75,1,C1,0,True,,,,,,,,,,valid_distinct_candidate,True,valid_sparse_circuit,locally_single_deletion_minimal_sparse_mask,,146,0.9900540371211528,0,1,0.0,10000,6098,371,382,5728,3902,False,True,True
stage12-diversity-s1-020ebf1b5814,cutoff-0.75,9050,0.75,2,C2,0,True,,1,7,2,0,circuit-families|stage12-diversity-search|model_seed=1|checkpoint_index=7|family_member_index=2|restart_index=0,c6498a1b9fa4d4ed3191bc13c4c1ce9abb7a3a500b1e3293b9bfeaa2896e5019,3326708251,numpy.random.PCG64,valid_distinct_candidate,True,valid_sparse_circuit,locally_single_deletion_minimal_sparse_mask,,162,0.9900540371211528,19,289,0.0657439446366782,10000,6050,355,379,5696,3950,False,True,True
stage12-diversity-s1-020ebf1b5814,cutoff-0.75,9050,0.75,2,C2,1,False,earlier_valid_distinct_candidate,,,,,,,,,,False,,,,,,,,,,,,,,,,,
stage12-diversity-s1-020ebf1b5814,cutoff-0.75,9050,0.75,2,C2,2,False,earlier_valid_distinct_candidate,,,,,,,,,,False,,,,,,,,,,,,,,,,,
stage12-diversity-s1-020ebf1b5814,cutoff-0.75,9050,0.75,2,C2,3,False,earlier_valid_distinct_candidate,,,,,,,,,,False,,,,,,,,,,,,,,,,,
stage12-diversity-s1-020ebf1b5814,cutoff-0.75,9050,0.75,2,C2,4,False,earlier_valid_distinct_candidate,,,,,,,,,,False,,,,,,,,,,,,,,,,,
stage12-diversity-s1-020ebf1b5814,cutoff-0.75,9050,0.75,3,C3,0,True,,1,7,3,0,circuit-families|stage12-diversity-search|model_seed=1|checkpoint_index=7|family_member_index=3|restart_index=0,255972bbd5d55eb9b4d047e7c1fe7f0751a54bcfa76b3a054ae3ef6055562c67,626619067,numpy.random.PCG64,valid_distinct_candidate,True,valid_sparse_circuit,locally_single_deletion_minimal_sparse_mask,,176,0.9901323517894902,27,134,0.20149253731343283,10000,6144,341,384,5804,3856,False,True,True
stage12-diversity-s1-020ebf1b5814,cutoff-0.75,9050,0.75,3,C3,1,False,earlier_valid_distinct_candidate,,,,,,,,,,False,,,,,,,,,,,,,,,,,
stage12-diversity-s1-020ebf1b5814,cutoff-0.75,9050,0.75,3,C3,2,False,earlier_valid_distinct_candidate,,,,,,,,,,False,,,,,,,,,,,,,,,,,
stage12-diversity-s1-020ebf1b5814,cutoff-0.75,9050,0.75,3,C3,3,False,earlier_valid_distinct_candidate,,,,,,,,,,False,,,,,,,,,,,,,,,,,
