stage17_run_id,cell_index,cell_id,fidelity_numerator,fidelity_denominator,displayed_fidelity,distinctness_numerator,distinctness_denominator,displayed_jaccard_cutoff,search_execution_mode,source_stage,source_run_id,circuit_i,circuit_j,member_i,member_j,intersection_count,union_count,jaccard_numerator,jaccard_denominator,jaccard_overlap,structural_distance,passes_active_cutoff
stage17-sensitivity-s1-7801e7938531,11,s1-step9050-f19of20-d1of2,19,20,0.950,1,2,0.50,fresh_execution,,,C3,C6,3,6,34,180,17,90,0.18888888888888888,0.8111111111111111,True
stage17-sensitivity-s1-7801e7938531,11,s1-step9050-f19of20-d1of2,19,20,0.950,1,2,0.50,fresh_execution,,,C3,C7,3,7,30,180,1,6,0.16666666666666666,0.8333333333333334,True
stage17-sensitivity-s1-7801e7938531,11,s1-step9050-f19of20-d1of2,19,20,0.950,1,2,0.50,fresh_execution,,,C4,C5,4,5,30,185,6,37,0.16216216216216217,0.8378378378378378,True
stage17-sensitivity-s1-7801e7938531,11,s1-step9050-f19of20-d1of2,19,20,0.950,1,2,0.50,fresh_execution,,,C4,C6,4,6,28,163,28,163,0.17177914110429449,0.8282208588957055,True
stage17-sensitivity-s1-7801e7938531,11,s1-step9050-f19of20-d1of2,19,20,0.950,1,2,0.50,fresh_execution,,,C4,C7,4,7,29,158,29,158,0.18354430379746836,0.8164556962025317,True
stage17-sensitivity-s1-7801e7938531,11,s1-step9050-f19of20-d1of2,19,20,0.950,1,2,0.50,fresh_execution,,,C5,C6,5,6,35,187,35,187,0.18716577540106952,0.8128342245989305,True
stage17-sensitivity-s1-7801e7938531,11,s1-step9050-f19of20-d1of2,19,20,0.950,1,2,0.50,fresh_execution,,,C5,C7,5,7,36,182,18,91,0.1978021978021978,0.8021978021978022,True
stage17-sensitivity-s1-7801e7938531,11,s1-step9050-f19of20-d1of2,19,20,0.950,1,2,0.50,fresh_execution,,,C6,C7,6,7,39,155,39,155,0.25161290322580643,0.7483870967741936,True
stage17-sensitivity-s1-7801e7938531,12,s1-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,fresh_execution,,,C1,C2,1,2,22,191,22,191,0.11518324607329843,0.8848167539267016,True
stage17-sensitivity-s1-7801e7938531,12,s1-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,fresh_execution,,,C1,C3,1,3,30,193,30,193,0.15544041450777202,0.844559585492228,True
stage17-sensitivity-s1-7801e7938531,12,s1-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,fresh_execution,,,C1,C4,1,4,36,164,9,41,0.21951219512195122,0.7804878048780488,True
stage17-sensitivity-s1-7801e7938531,12,s1-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,fresh_execution,,,C1,C5,1,5,51,180,17,60,0.2833333333333333,0.7166666666666667,True
stage17-sensitivity-s1-7801e7938531,12,s1-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,fresh_execution,,,C1,C6,1,6,47,160,47,160,0.29375,0.70625,True
stage17-sensitivity-s1-7801e7938531,12,s1-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,fresh_execution,,,C1,C7,1,7,48,155,48,155,0.3096774193548387,0.6903225806451613,True
stage17-sensitivity-s1-7801e7938531,12,s1-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,fresh_execution,,,C2,C3,2,3,26,194,13,97,0.13402061855670103,0.865979381443299,True
stage17-sensitivity-s1-7801e7938531,12,s1-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,fresh_execution,,,C2,C4,2,4,27,170,27,170,0.1588235294117647,0.8411764705882353,True
stage17-sensitivity-s1-7801e7938531,12,s1-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,fresh_execution,,,C2,C5,2,5,32,196,8,49,0.16326530612244897,0.8367346938775511,True
stage17-sensitivity-s1-7801e7938531,12,s1-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,fresh_execution,,,C2,C6,2,6,37,167,37,167,0.2215568862275449,0.7784431137724551,True
stage17-sensitivity-s1-7801e7938531,12,s1-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,fresh_execution,,,C2,C7,2,7,41,159,41,159,0.2578616352201258,0.7421383647798743,True
stage17-sensitivity-s1-7801e7938531,12,s1-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,fresh_execution,,,C3,C4,3,4,30,177,10,59,0.1694915254237288,0.8305084745762712,True
stage17-sensitivity-s1-7801e7938531,12,s1-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,fresh_execution,,,C3,C5,3,5,35,203,5,29,0.1724137931034483,0.8275862068965517,True
stage17-sensitivity-s1-7801e7938531,12,s1-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,fresh_execution,,,C3,C6,3,6,34,180,17,90,0.18888888888888888,0.8111111111111111,True
stage17-sensitivity-s1-7801e7938531,12,s1-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,fresh_execution,,,C3,C7,3,7,30,180,1,6,0.16666666666666666,0.8333333333333334,True
stage17-sensitivity-s1-7801e7938531,12,s1-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,fresh_execution,,,C4,C5,4,5,30,185,6,37,0.16216216216216217,0.8378378378378378,True
stage17-sensitivity-s1-7801e7938531,12,s1-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,fresh_execution,,,C4,C6,4,6,28,163,28,163,0.17177914110429449,0.8282208588957055,True
stage17-sensitivity-s1-7801e7938531,12,s1-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,fresh_execution,,,C4,C7,4,7,29,158,29,158,0.18354430379746836,0.8164556962025317,True
stage17-sensitivity-s1-7801e7938531,12,s1-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,fresh_execution,,,C5,C6,5,6,35,187,35,187,0.18716577540106952,0.8128342245989305,True
stage17-sensitivity-s1-7801e7938531,12,s1-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,fresh_execution,,,C5,C7,5,7,36,182,18,91,0.1978021978021978,0.8021978021978022,True
stage17-sensitivity-s1-7801e7938531,12,s1-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,fresh_execution,,,C6,C7,6,7,39,155,39,155,0.25161290322580643,0.7483870967741936,True
stage17-sensitivity-s1-7801e7938531,13,s1-step9050-f39of40-d1of4,39,40,0.975,1,4,0.25,fresh_execution,,,C1,C2,1,2,23,226,23,226,0.10176991150442478,0.8982300884955752,True
stage17-sensitivity-s1-7801e7938531,13,s1-step9050-f39of40-d1of4,39,40,0.975,1,4,0.25,fresh_execution,,,C1,C3,1,3,37,233,37,233,0.15879828326180256,0.8412017167381974,True
stage17-sensitivity-s1-7801e7938531,13,s1-step9050-f39of40-d1of4,39,40,0.975,1,4,0.25,fresh_execution,,,C1,C4,1,4,44,225,44,225,0.19555555555555557,0.8044444444444444,True
stage17-sensitivity-s1-7801e7938531,13,s1-step9050-f39of40-d1of4,39,40,0.975,1,4,0.25,fresh_execution,,,C2,C3,2,3,28,253,28,253,0.11067193675889328,0.8893280632411067,True
stage17-sensitivity-s1-7801e7938531,13,s1-step9050-f39of40-d1of4,39,40,0.975,1,4,0.25,fresh_execution,,,C2,C4,2,4,46,234,23,117,0.19658119658119658,0.8034188034188035,True
stage17-sensitivity-s1-7801e7938531,13,s1-step9050-f39of40-d1of4,39,40,0.975,1,4,0.25,fresh_execution,,,C3,C4,3,4,44,257,44,257,0.17120622568093385,0.8287937743190661,True
stage17-sensitivity-s1-7801e7938531,14,s1-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,fresh_execution,,,C1,C2,1,2,23,226,23,226,0.10176991150442478,0.8982300884955752,True
stage17-sensitivity-s1-7801e7938531,14,s1-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,fresh_execution,,,C1,C3,1,3,37,233,37,233,0.15879828326180256,0.8412017167381974,True
stage17-sensitivity-s1-7801e7938531,14,s1-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,fresh_execution,,,C1,C4,1,4,44,225,44,225,0.19555555555555557,0.8044444444444444,True
stage17-sensitivity-s1-7801e7938531,14,s1-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,fresh_execution,,,C1,C5,1,5,53,211,53,211,0.25118483412322273,0.7488151658767772,True
stage17-sensitivity-s1-7801e7938531,14,s1-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,fresh_execution,,,C1,C6,1,6,59,194,59,194,0.30412371134020616,0.6958762886597938,True
stage17-sensitivity-s1-7801e7938531,14,s1-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,fresh_execution,,,C1,C7,1,7,59,198,59,198,0.29797979797979796,0.702020202020202,True
stage17-sensitivity-s1-7801e7938531,14,s1-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,fresh_execution,,,C2,C3,2,3,28,253,28,253,0.11067193675889328,0.8893280632411067,True
stage17-sensitivity-s1-7801e7938531,14,s1-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,fresh_execution,,,C2,C4,2,4,46,234,23,117,0.19658119658119658,0.8034188034188035,True
stage17-sensitivity-s1-7801e7938531,14,s1-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,fresh_execution,,,C2,C5,2,5,41,234,41,234,0.1752136752136752,0.8247863247863247,True
stage17-sensitivity-s1-7801e7938531,14,s1-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,fresh_execution,,,C2,C6,2,6,45,219,15,73,0.2054794520547945,0.7945205479452055,True
stage17-sensitivity-s1-7801e7938531,14,s1-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,fresh_execution,,,C2,C7,2,7,50,218,25,109,0.22935779816513763,0.7706422018348624,True
stage17-sensitivity-s1-7801e7938531,14,s1-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,fresh_execution,,,C3,C4,3,4,44,257,44,257,0.17120622568093385,0.8287937743190661,True
stage17-sensitivity-s1-7801e7938531,14,s1-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,fresh_execution,,,C3,C5,3,5,40,256,5,32,0.15625,0.84375,True
stage17-sensitivity-s1-7801e7938531,14,s1-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,fresh_execution,,,C3,C6,3,6,48,237,16,79,0.20253164556962025,0.7974683544303798,True
stage17-sensitivity-s1-7801e7938531,14,s1-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,fresh_execution,,,C3,C7,3,7,46,243,46,243,0.18930041152263374,0.8106995884773662,True
stage17-sensitivity-s1-7801e7938531,14,s1-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,fresh_execution,,,C4,C5,4,5,37,258,37,258,0.1434108527131783,0.8565891472868217,True
stage17-sensitivity-s1-7801e7938531,14,s1-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,fresh_execution,,,C4,C6,4,6,39,245,39,245,0.15918367346938775,0.8408163265306122,True
stage17-sensitivity-s1-7801e7938531,14,s1-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,fresh_execution,,,C4,C7,4,7,53,235,53,235,0.225531914893617,0.774468085106383,True
stage17-sensitivity-s1-7801e7938531,14,s1-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,fresh_execution,,,C5,C6,5,6,37,242,37,242,0.15289256198347106,0.8471074380165289,True
stage17-sensitivity-s1-7801e7938531,14,s1-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,fresh_execution,,,C5,C7,5,7,40,243,40,243,0.1646090534979424,0.8353909465020576,True
stage17-sensitivity-s1-7801e7938531,14,s1-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,fresh_execution,,,C6,C7,6,7,47,225,47,225,0.2088888888888889,0.7911111111111111,True
stage17-sensitivity-s1-7801e7938531,15,s1-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,fresh_execution,,,C1,C2,1,2,23,226,23,226,0.10176991150442478,0.8982300884955752,True
stage17-sensitivity-s1-7801e7938531,15,s1-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,fresh_execution,,,C1,C3,1,3,37,233,37,233,0.15879828326180256,0.8412017167381974,True
stage17-sensitivity-s1-7801e7938531,15,s1-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,fresh_execution,,,C1,C4,1,4,44,225,44,225,0.19555555555555557,0.8044444444444444,True
stage17-sensitivity-s1-7801e7938531,15,s1-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,fresh_execution,,,C1,C5,1,5,53,211,53,211,0.25118483412322273,0.7488151658767772,True
stage17-sensitivity-s1-7801e7938531,15,s1-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,fresh_execution,,,C1,C6,1,6,59,194,59,194,0.30412371134020616,0.6958762886597938,True
stage17-sensitivity-s1-7801e7938531,15,s1-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,fresh_execution,,,C1,C7,1,7,59,198,59,198,0.29797979797979796,0.702020202020202,True
stage17-sensitivity-s1-7801e7938531,15,s1-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,fresh_execution,,,C2,C3,2,3,28,253,28,253,0.11067193675889328,0.8893280632411067,True
stage17-sensitivity-s1-7801e7938531,15,s1-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,fresh_execution,,,C2,C4,2,4,46,234,23,117,0.19658119658119658,0.8034188034188035,True
stage17-sensitivity-s1-7801e7938531,15,s1-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,fresh_execution,,,C2,C5,2,5,41,234,41,234,0.1752136752136752,0.8247863247863247,True
stage17-sensitivity-s1-7801e7938531,15,s1-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,fresh_execution,,,C2,C6,2,6,45,219,15,73,0.2054794520547945,0.7945205479452055,True
stage17-sensitivity-s1-7801e7938531,15,s1-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,fresh_execution,,,C2,C7,2,7,50,218,25,109,0.22935779816513763,0.7706422018348624,True
stage17-sensitivity-s1-7801e7938531,15,s1-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,fresh_execution,,,C3,C4,3,4,44,257,44,257,0.17120622568093385,0.8287937743190661,True
stage17-sensitivity-s1-7801e7938531,15,s1-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,fresh_execution,,,C3,C5,3,5,40,256,5,32,0.15625,0.84375,True
stage17-sensitivity-s1-7801e7938531,15,s1-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,fresh_execution,,,C3,C6,3,6,48,237,16,79,0.20253164556962025,0.7974683544303798,True
stage17-sensitivity-s1-7801e7938531,15,s1-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,fresh_execution,,,C3,C7,3,7,46,243,46,243,0.18930041152263374,0.8106995884773662,True
stage17-sensitivity-s1-7801e7938531,15,s1-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,fresh_execution,,,C4,C5,4,5,37,258,37,258,0.1434108527131783,0.8565891472868217,True
stage17-sensitivity-s1-7801e7938531,15,s1-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,fresh_execution,,,C4,C6,4,6,39,245,39,245,0.15918367346938775,0.8408163265306122,True
stage17-sensitivity-s1-7801e7938531,15,s1-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,fresh_execution,,,C4,C7,4,7,53,235,53,235,0.225531914893617,0.774468085106383,True
stage17-sensitivity-s1-7801e7938531,15,s1-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,fresh_execution,,,C5,C6,5,6,37,242,37,242,0.15289256198347106,0.8471074380165289,True
stage17-sensitivity-s1-7801e7938531,15,s1-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,fresh_execution,,,C5,C7,5,7,40,243,40,243,0.1646090534979424,0.8353909465020576,True
stage17-sensitivity-s1-7801e7938531,15,s1-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,fresh_execution,,,C6,C7,6,7,47,225,47,225,0.2088888888888889,0.7911111111111111,True
stage17-sensitivity-s1-7801e7938531,16,s1-step9050-f99of100-d1of4,99,100,0.990,1,4,0.25,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C1,C2,1,2,19,289,19,289,0.0657439446366782,0.9342560553633218,True
stage17-sensitivity-s1-7801e7938531,16,s1-step9050-f99of100-d1of4,99,100,0.990,1,4,0.25,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C1,C3,1,3,54,268,27,134,0.20149253731343283,0.7985074626865671,True
stage17-sensitivity-s1-7801e7938531,16,s1-step9050-f99of100-d1of4,99,100,0.990,1,4,0.25,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C2,C3,2,3,34,304,17,152,0.1118421052631579,0.8881578947368421,True
stage17-sensitivity-s1-7801e7938531,17,s1-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C1,C2,1,2,19,289,19,289,0.0657439446366782,0.9342560553633218,True
stage17-sensitivity-s1-7801e7938531,17,s1-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C1,C3,1,3,54,268,27,134,0.20149253731343283,0.7985074626865671,True
stage17-sensitivity-s1-7801e7938531,17,s1-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C1,C4,1,4,64,244,16,61,0.26229508196721313,0.7377049180327868,True
stage17-sensitivity-s1-7801e7938531,17,s1-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C1,C5,1,5,62,264,31,132,0.23484848484848486,0.7651515151515151,True
stage17-sensitivity-s1-7801e7938531,17,s1-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C1,C6,1,6,77,249,77,249,0.3092369477911647,0.6907630522088353,True
stage17-sensitivity-s1-7801e7938531,17,s1-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C1,C7,1,7,68,247,68,247,0.27530364372469635,0.7246963562753037,True
stage17-sensitivity-s1-7801e7938531,17,s1-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C2,C3,2,3,34,304,17,152,0.1118421052631579,0.8881578947368421,True
stage17-sensitivity-s1-7801e7938531,17,s1-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C2,C4,2,4,59,265,59,265,0.22264150943396227,0.7773584905660378,True
stage17-sensitivity-s1-7801e7938531,17,s1-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C2,C5,2,5,68,274,34,137,0.24817518248175183,0.7518248175182481,True
stage17-sensitivity-s1-7801e7938531,17,s1-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C2,C6,2,6,63,279,7,31,0.22580645161290322,0.7741935483870968,True
stage17-sensitivity-s1-7801e7938531,17,s1-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C2,C7,2,7,63,268,63,268,0.23507462686567165,0.7649253731343284,True
stage17-sensitivity-s1-7801e7938531,17,s1-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C3,C4,3,4,38,300,19,150,0.12666666666666668,0.8733333333333333,True
stage17-sensitivity-s1-7801e7938531,17,s1-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C3,C5,3,5,59,297,59,297,0.19865319865319866,0.8013468013468014,True
stage17-sensitivity-s1-7801e7938531,17,s1-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C3,C6,3,6,70,286,35,143,0.24475524475524477,0.7552447552447552,True
stage17-sensitivity-s1-7801e7938531,17,s1-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C3,C7,3,7,73,272,73,272,0.26838235294117646,0.7316176470588236,True
stage17-sensitivity-s1-7801e7938531,17,s1-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C4,C5,4,5,44,298,22,149,0.1476510067114094,0.8523489932885906,True
stage17-sensitivity-s1-7801e7938531,17,s1-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C4,C6,4,6,50,292,25,146,0.17123287671232876,0.8287671232876712,True
stage17-sensitivity-s1-7801e7938531,17,s1-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C4,C7,4,7,62,269,62,269,0.23048327137546468,0.7695167286245354,True
stage17-sensitivity-s1-7801e7938531,17,s1-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C5,C6,5,6,55,305,11,61,0.18032786885245902,0.819672131147541,True
stage17-sensitivity-s1-7801e7938531,17,s1-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C5,C7,5,7,57,292,57,292,0.1952054794520548,0.8047945205479452,True
stage17-sensitivity-s1-7801e7938531,17,s1-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C6,C7,6,7,47,302,47,302,0.15562913907284767,0.8443708609271523,True
stage17-sensitivity-s1-7801e7938531,18,s1-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C1,C2,1,2,19,289,19,289,0.0657439446366782,0.9342560553633218,True
stage17-sensitivity-s1-7801e7938531,18,s1-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C1,C3,1,3,54,268,27,134,0.20149253731343283,0.7985074626865671,True
stage17-sensitivity-s1-7801e7938531,18,s1-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C1,C4,1,4,64,244,16,61,0.26229508196721313,0.7377049180327868,True
stage17-sensitivity-s1-7801e7938531,18,s1-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C1,C5,1,5,62,264,31,132,0.23484848484848486,0.7651515151515151,True
stage17-sensitivity-s1-7801e7938531,18,s1-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C1,C6,1,6,77,249,77,249,0.3092369477911647,0.6907630522088353,True
stage17-sensitivity-s1-7801e7938531,18,s1-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C1,C7,1,7,68,247,68,247,0.27530364372469635,0.7246963562753037,True
stage17-sensitivity-s1-7801e7938531,18,s1-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C2,C3,2,3,34,304,17,152,0.1118421052631579,0.8881578947368421,True
stage17-sensitivity-s1-7801e7938531,18,s1-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C2,C4,2,4,59,265,59,265,0.22264150943396227,0.7773584905660378,True
stage17-sensitivity-s1-7801e7938531,18,s1-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C2,C5,2,5,68,274,34,137,0.24817518248175183,0.7518248175182481,True
stage17-sensitivity-s1-7801e7938531,18,s1-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C2,C6,2,6,63,279,7,31,0.22580645161290322,0.7741935483870968,True
stage17-sensitivity-s1-7801e7938531,18,s1-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C2,C7,2,7,63,268,63,268,0.23507462686567165,0.7649253731343284,True
stage17-sensitivity-s1-7801e7938531,18,s1-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C3,C4,3,4,38,300,19,150,0.12666666666666668,0.8733333333333333,True
stage17-sensitivity-s1-7801e7938531,18,s1-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C3,C5,3,5,59,297,59,297,0.19865319865319866,0.8013468013468014,True
stage17-sensitivity-s1-7801e7938531,18,s1-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C3,C6,3,6,70,286,35,143,0.24475524475524477,0.7552447552447552,True
stage17-sensitivity-s1-7801e7938531,18,s1-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C3,C7,3,7,73,272,73,272,0.26838235294117646,0.7316176470588236,True
stage17-sensitivity-s1-7801e7938531,18,s1-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C4,C5,4,5,44,298,22,149,0.1476510067114094,0.8523489932885906,True
stage17-sensitivity-s1-7801e7938531,18,s1-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C4,C6,4,6,50,292,25,146,0.17123287671232876,0.8287671232876712,True
stage17-sensitivity-s1-7801e7938531,18,s1-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C4,C7,4,7,62,269,62,269,0.23048327137546468,0.7695167286245354,True
stage17-sensitivity-s1-7801e7938531,18,s1-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C5,C6,5,6,55,305,11,61,0.18032786885245902,0.819672131147541,True
stage17-sensitivity-s1-7801e7938531,18,s1-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C5,C7,5,7,57,292,57,292,0.1952054794520548,0.8047945205479452,True
stage17-sensitivity-s1-7801e7938531,18,s1-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,C6,C7,6,7,47,302,47,302,0.15562913907284767,0.8443708609271523,True
