stage18_run_id,comparison_id,comparison_type,model_seed,source_checkpoint_step,target_checkpoint_step,source_condition,target_condition,missing_side,exact_reason,source_family_empty,target_family_empty,no_valid_match_exists,metric_undefined,excluded_from_matched_effect,remains_in_primary_family_size_analysis
stage18-scaling-24a9adb84176,s3-step3400-to-step9050,matched_sparsity,3,3400,9050,s3-step3400-f99of100-d1of2,s3-step9050-f99of100-d1of2,both,both_families_empty,True,True,False,True,True,True
stage18-scaling-24a9adb84176,s3-step7450-to-step8150,matched_sparsity,3,7450,8150,s3-step7450-f99of100-d1of2,s3-step8150-f99of100-d1of2,both,both_families_empty,True,True,False,True,True,True
stage18-scaling-24a9adb84176,s3-step7450-to-step8500,matched_sparsity,3,7450,8500,s3-step7450-f99of100-d1of2,s3-step8500-f99of100-d1of2,both,both_families_empty,True,True,False,True,True,True
stage18-scaling-24a9adb84176,s3-step7450-to-step8650,matched_sparsity,3,7450,8650,s3-step7450-f99of100-d1of2,s3-step8650-f99of100-d1of2,both,both_families_empty,True,True,False,True,True,True
stage18-scaling-24a9adb84176,s3-step7450-to-step9050,matched_sparsity,3,7450,9050,s3-step7450-f99of100-d1of2,s3-step9050-f99of100-d1of2,both,both_families_empty,True,True,False,True,True,True
stage18-scaling-24a9adb84176,s3-step8150-to-step8500,matched_sparsity,3,8150,8500,s3-step8150-f99of100-d1of2,s3-step8500-f99of100-d1of2,both,both_families_empty,True,True,False,True,True,True
stage18-scaling-24a9adb84176,s3-step8150-to-step8650,matched_sparsity,3,8150,8650,s3-step8150-f99of100-d1of2,s3-step8650-f99of100-d1of2,both,both_families_empty,True,True,False,True,True,True
stage18-scaling-24a9adb84176,s3-step8150-to-step9050,matched_sparsity,3,8150,9050,s3-step8150-f99of100-d1of2,s3-step9050-f99of100-d1of2,both,both_families_empty,True,True,False,True,True,True
stage18-scaling-24a9adb84176,s3-step8500-to-step8650,matched_sparsity,3,8500,8650,s3-step8500-f99of100-d1of2,s3-step8650-f99of100-d1of2,both,both_families_empty,True,True,False,True,True,True
stage18-scaling-24a9adb84176,s3-step8500-to-step9050,matched_sparsity,3,8500,9050,s3-step8500-f99of100-d1of2,s3-step9050-f99of100-d1of2,both,both_families_empty,True,True,False,True,True,True
stage18-scaling-24a9adb84176,s3-step8650-to-step9050,matched_sparsity,3,8650,9050,s3-step8650-f99of100-d1of2,s3-step9050-f99of100-d1of2,both,both_families_empty,True,True,False,True,True,True
stage18-scaling-24a9adb84176,s4-step200-to-step3400,matched_sparsity,4,200,3400,s4-step200-f99of100-d1of2,s4-step3400-f99of100-d1of2,both,both_families_empty,True,True,False,True,True,True
stage18-scaling-24a9adb84176,s4-step200-to-step7450,matched_sparsity,4,200,7450,s4-step200-f99of100-d1of2,s4-step7450-f99of100-d1of2,source,left_family_empty,True,False,False,True,True,True
stage18-scaling-24a9adb84176,s4-step200-to-step8150,matched_sparsity,4,200,8150,s4-step200-f99of100-d1of2,s4-step8150-f99of100-d1of2,source,left_family_empty,True,False,False,True,True,True
stage18-scaling-24a9adb84176,s4-step200-to-step8500,matched_sparsity,4,200,8500,s4-step200-f99of100-d1of2,s4-step8500-f99of100-d1of2,source,left_family_empty,True,False,False,True,True,True
stage18-scaling-24a9adb84176,s4-step200-to-step8650,matched_sparsity,4,200,8650,s4-step200-f99of100-d1of2,s4-step8650-f99of100-d1of2,source,left_family_empty,True,False,False,True,True,True
stage18-scaling-24a9adb84176,s4-step200-to-step9050,matched_sparsity,4,200,9050,s4-step200-f99of100-d1of2,s4-step9050-f99of100-d1of2,source,left_family_empty,True,False,False,True,True,True
stage18-scaling-24a9adb84176,s4-step3400-to-step7450,matched_sparsity,4,3400,7450,s4-step3400-f99of100-d1of2,s4-step7450-f99of100-d1of2,source,left_family_empty,True,False,False,True,True,True
stage18-scaling-24a9adb84176,s4-step3400-to-step8150,matched_sparsity,4,3400,8150,s4-step3400-f99of100-d1of2,s4-step8150-f99of100-d1of2,source,left_family_empty,True,False,False,True,True,True
stage18-scaling-24a9adb84176,s4-step3400-to-step8500,matched_sparsity,4,3400,8500,s4-step3400-f99of100-d1of2,s4-step8500-f99of100-d1of2,source,left_family_empty,True,False,False,True,True,True
stage18-scaling-24a9adb84176,s4-step3400-to-step8650,matched_sparsity,4,3400,8650,s4-step3400-f99of100-d1of2,s4-step8650-f99of100-d1of2,source,left_family_empty,True,False,False,True,True,True
stage18-scaling-24a9adb84176,s4-step3400-to-step9050,matched_sparsity,4,3400,9050,s4-step3400-f99of100-d1of2,s4-step9050-f99of100-d1of2,source,left_family_empty,True,False,False,True,True,True
stage18-scaling-24a9adb84176,s4-step7450-to-step8500,matched_sparsity,4,7450,8500,s4-step7450-f99of100-d1of2,s4-step8500-f99of100-d1of2,neither_no_valid_match,no_valid_match_within_tolerance,False,False,True,True,True,True
stage18-scaling-24a9adb84176,s4-step7450-to-step8650,matched_sparsity,4,7450,8650,s4-step7450-f99of100-d1of2,s4-step8650-f99of100-d1of2,neither_no_valid_match,no_valid_match_within_tolerance,False,False,True,True,True,True
