cell_id,cell_index,circuit_id,distinctness_denominator,distinctness_numerator,fidelity_denominator,fidelity_numerator,q1_accuracy,q1_cross_entropy,q1_fidelity,q1_jensen_shannon_divergence,q1_kl_divergence,q2_accuracy,q2_cross_entropy,q2_fidelity,q2_jensen_shannon_divergence,q2_kl_divergence,q3_accuracy,q3_cross_entropy,q3_fidelity,q3_jensen_shannon_divergence,q3_kl_divergence,q4_accuracy,q4_cross_entropy,q4_fidelity,q4_jensen_shannon_divergence,q4_kl_divergence,source_run_id,source_stage,transfer_execution_mode,stage18_run_id,model_seed,checkpoint_index,checkpoint_step,global_cell_index
s0-step7450-f4of5-d3of4,39,C6,4,3,5,4,0.8387196060326254,1.3819875794076744,0.8390273930440135,0.35787015499030583,1.3798526543155014,0.818922305764411,1.416911657980146,0.818922305764411,0.3656867934127728,1.4150562068665713,0.8173558897243107,1.4169801473640895,0.8173558897243107,0.3656590801227796,1.4151364511461288,0.7860331632653061,1.459640071022904,0.7860331632653061,0.3694636594486002,1.4575283970310808,,,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,39
s0-step7450-f17of20-d1of4,40,C1,4,1,20,17,0.8578024007386889,1.2406657013897955,0.858110187750077,0.3282127029600156,1.238766539587776,0.8587092731829574,1.2112485616856528,0.8587092731829574,0.3236474037289451,1.2094157705600501,0.856829573934837,1.212259493351571,0.856829573934837,0.32382252961216274,1.2104375665986393,0.8580994897959183,1.1816228968111355,0.8580994897959183,0.3151383264729312,1.1796760406882363,,,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,40
s0-step7450-f17of20-d1of4,40,C2,4,1,20,17,0.8614958448753463,1.3279946717141535,0.8618036318867344,0.34829165272657764,1.3260032396514752,0.8493107769423559,1.3370448304611586,0.8493107769423559,0.35184308432902145,1.335286095497119,0.8483709273182958,1.3377320364801526,0.8483709273182958,0.3519473225477894,1.3359643129700733,0.8555484693877551,1.324247268703291,0.8555484693877551,0.34643033670727164,1.3222584422815553,,,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,40
s0-step7450-f17of20-d1of4,40,C3,4,1,20,17,0.8359495229301324,1.39145819459967,0.8362573099415205,0.3612344045239014,1.389484438372139,0.8624686716791979,1.3905938160780789,0.8624686716791979,0.3629917201608242,1.3887635106057452,0.8609022556390977,1.3910766917941415,0.8609022556390977,0.36303264749140707,1.3892516712553071,0.8657525510204082,1.36591237542286,0.8657525510204082,0.3550673475012668,1.3638059429144866,,,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,40
s0-step7450-f17of20-d1of2,41,C1,2,1,20,17,0.8578024007386889,1.2406657013897955,0.858110187750077,0.3282127029600156,1.238766539587776,0.8587092731829574,1.2112485616856528,0.8587092731829574,0.3236474037289451,1.2094157705600501,0.856829573934837,1.212259493351571,0.856829573934837,0.32382252961216274,1.2104375665986393,0.8580994897959183,1.1816228968111355,0.8580994897959183,0.3151383264729312,1.1796760406882363,,,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,41
s0-step7450-f17of20-d1of2,41,C2,2,1,20,17,0.8614958448753463,1.3279946717141535,0.8618036318867344,0.34829165272657764,1.3260032396514752,0.8493107769423559,1.3370448304611586,0.8493107769423559,0.35184308432902145,1.335286095497119,0.8483709273182958,1.3377320364801526,0.8483709273182958,0.3519473225477894,1.3359643129700733,0.8555484693877551,1.324247268703291,0.8555484693877551,0.34643033670727164,1.3222584422815553,,,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,41
s0-step7450-f17of20-d1of2,41,C3,2,1,20,17,0.8359495229301324,1.39145819459967,0.8362573099415205,0.3612344045239014,1.389484438372139,0.8624686716791979,1.3905938160780789,0.8624686716791979,0.3629917201608242,1.3887635106057452,0.8609022556390977,1.3910766917941415,0.8609022556390977,0.36303264749140707,1.3892516712553071,0.8657525510204082,1.36591237542286,0.8657525510204082,0.3550673475012668,1.3638059429144866,,,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,41
s0-step7450-f17of20-d1of2,41,C4,2,1,20,17,0.8614958448753463,1.2490712687586427,0.8611880578639581,0.3323279162685402,1.2471596705178347,0.8521303258145363,1.2630265258616746,0.8521303258145363,0.3348493184821381,1.2612886527438827,0.8530701754385965,1.2637363046826096,0.8530701754385965,0.33494750657372696,1.2619900630184806,0.8587372448979592,1.2402507160928062,0.8587372448979592,0.32848290909599626,1.2382981056770386,,,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,41
s0-step7450-f17of20-d1of2,41,C5,2,1,20,17,0.8784241305016929,1.2119605898112975,0.8784241305016929,0.32536888278237663,1.2099563391720398,0.8609022556390977,1.2579793843702136,0.8609022556390977,0.3361955917540139,1.2561977601943906,0.8605889724310777,1.2586917302622005,0.8605889724310777,0.33630222385182607,1.25691940520282,0.8172831632653061,1.3251098318159704,0.8172831632653061,0.34468909962119404,1.3230903171414476,,,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,41
s0-step7450-f17of20-d1of2,41,C6,2,1,20,17,0.8602646968297938,1.3082548760155157,0.8605724838411819,0.34570781292927544,1.3061793000709923,0.8643483709273183,1.310413642732758,0.8643483709273183,0.34737288076804024,1.308764571950708,0.8652882205513784,1.311093281051214,0.8652882205513784,0.3474740851413748,1.3094249046967834,0.8526785714285714,1.282251757181164,0.8526785714285714,0.3393552844448708,1.280236972931283,,,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,41
s0-step7450-f17of20-d3of4,42,C1,4,3,20,17,0.8578024007386889,1.2406657013897955,0.858110187750077,0.3282127029600156,1.238766539587776,0.8587092731829574,1.2112485616856528,0.8587092731829574,0.3236474037289451,1.2094157705600501,0.856829573934837,1.212259493351571,0.856829573934837,0.32382252961216274,1.2104375665986393,0.8580994897959183,1.1816228968111355,0.8580994897959183,0.3151383264729312,1.1796760406882363,,,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,42
s0-step7450-f17of20-d3of4,42,C2,4,3,20,17,0.8614958448753463,1.3279946717141535,0.8618036318867344,0.34829165272657764,1.3260032396514752,0.8493107769423559,1.3370448304611586,0.8493107769423559,0.35184308432902145,1.335286095497119,0.8483709273182958,1.3377320364801526,0.8483709273182958,0.3519473225477894,1.3359643129700733,0.8555484693877551,1.324247268703291,0.8555484693877551,0.34643033670727164,1.3222584422815553,,,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,42
s0-step7450-f17of20-d3of4,42,C3,4,3,20,17,0.8359495229301324,1.39145819459967,0.8362573099415205,0.3612344045239014,1.389484438372139,0.8624686716791979,1.3905938160780789,0.8624686716791979,0.3629917201608242,1.3887635106057452,0.8609022556390977,1.3910766917941415,0.8609022556390977,0.36303264749140707,1.3892516712553071,0.8657525510204082,1.36591237542286,0.8657525510204082,0.3550673475012668,1.3638059429144866,,,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,42
s0-step7450-f17of20-d3of4,42,C4,4,3,20,17,0.8614958448753463,1.2490712687586427,0.8611880578639581,0.3323279162685402,1.2471596705178347,0.8521303258145363,1.2630265258616746,0.8521303258145363,0.3348493184821381,1.2612886527438827,0.8530701754385965,1.2637363046826096,0.8530701754385965,0.33494750657372696,1.2619900630184806,0.8587372448979592,1.2402507160928062,0.8587372448979592,0.32848290909599626,1.2382981056770386,,,fresh_execution,stage18-scaling-24a9adb84176,0,3,7450,42
