component_identifier,neuron_index,activation_mean,activation_variance,near_constant,total_non_dc_power,diagonal_power,diagonal_power_fraction,dominant_canonical_frequency_pair
N271,271,2.375580787249209,11.312773704291898,False,144452.80743010325,4070.2321553140882,0.028176898931393645,56
N272,272,2.7975915411623444,14.611953041127773,False,186580.0283821605,14787.817686424827,0.07925723784399819,48
N273,273,4.658276765112147,45.29073128215727,False,578317.347741866,69900.45074718188,0.1208686736099471,3
N274,274,6.746181037237397,90.87765100142903,False,1160416.7256372469,127006.61529111523,0.10944914226513679,17
N275,275,1.1279390808847838,3.5311134102403456,False,45088.787135358965,2032.2890900631578,0.045073048515634644,1
N276,276,3.4713328740969347,19.09767331457397,False,243858.19055379505,32834.15866420864,0.1346444775532993,17
N277,277,9.544605931680143,179.4816299472764,False,2291800.9327967716,283419.95503630163,0.12366691669438912,56
N278,278,11.437366799316077,253.09935445877545,False,3231825.6570841037,362662.07272231043,0.11221585295833075,56
N279,279,5.392993964819665,58.50807140632966,False,747089.5637874233,83965.65952526574,0.11239035263669847,17
N280,280,2.0643548960561584,7.246583403691661,False,92531.6234817388,4154.786022010189,0.044901255005324096,56
N281,281,3.675035117503623,26.877173968603213,False,343194.6344050944,23881.646084966203,0.06958630377879738,1
N282,282,10.837004676568956,223.66484402669002,False,2855976.393376804,346944.3921683114,0.12148013301962093,56
N283,283,11.826282107193167,269.3460127892858,False,3439279.237306391,402076.2492045111,0.11690712543579719,56
N284,284,1.6922298758363008,3.8432847878133805,False,49074.90345558904,2402.7228303841016,0.048960317009252526,56
N285,285,2.7219358739502275,13.933698850127529,False,177919.40061727838,11135.132364791356,0.0625852623500238,48
N286,286,1.404031408022336,3.346223382784991,False,42727.92637478154,1449.456548007919,0.03392293216605529,56
N287,287,2.8374942531120695,17.095326228679237,False,218290.22061400514,7015.571238510412,0.03213873355744964,56
N288,288,4.092096051185269,37.255710583987934,False,475718.168446942,55281.248671606234,0.11620588057858018,1
N289,289,10.20756341864753,198.06897106568118,False,2529142.691537683,275725.2141406788,0.10901924002280859,56
N290,290,1.013890086384113,2.4261432732124004,False,30979.423455649136,2175.7460421123615,0.07023197333634082,17
N291,291,7.178961903826696,89.61169889938938,False,1144251.783246303,127458.35030248314,0.11139012599209332,56
N292,292,2.790980578055024,11.562670838543127,False,147643.74393735715,2957.7378658890584,0.02003293730578912,17
N293,293,3.4068432595220313,21.44427200891055,False,273821.90928177873,25773.32426693366,0.09412440492631072,3
