cell_index,cell_id,fidelity_numerator,fidelity_denominator,displayed_fidelity,distinctness_numerator,distinctness_denominator,displayed_jaccard_cutoff,model_seed,checkpoint_step,primary_cell,search_execution_mode,source_stage,source_run_id,family_size,family_target,right_censored,right_censoring_status,status,stopping_reason,exact_evaluations_used,ranking_passes,restarts_attempted,accepted_circuit_count,failed_requested_member_count,budget_remaining,transfer_group_count,transfer_group_status,pair_count,minimum_pairwise_jaccard_overlap,maximum_pairwise_jaccard_overlap,mean_pairwise_overlap,median_pairwise_overlap,minimum_structural_distance,maximum_structural_distance,mean_structural_distance,cutoff_compliance,stage18_run_id,checkpoint_index,global_cell_index
482,s3-step8650-f39of40-d1of2,39,40,0.975,1,2,0.50,3,8650,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,846,7,1,0,1,49154,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,6,482
483,s3-step8650-f39of40-d3of4,39,40,0.975,3,4,0.75,3,8650,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,846,7,1,0,1,49154,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,6,483
484,s3-step8650-f99of100-d1of4,99,100,0.990,1,4,0.25,3,8650,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,706,3,1,0,1,49294,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,6,484
485,s3-step8650-f99of100-d1of2,99,100,0.990,1,2,0.50,3,8650,True,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,706,3,1,0,1,49294,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,6,485
486,s3-step8650-f99of100-d3of4,99,100,0.990,3,4,0.75,3,8650,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,706,3,1,0,1,49294,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,6,486
487,s3-step9050-f4of5-d1of4,4,5,0.800,1,4,0.25,3,9050,False,fresh_execution,,,2,10,False,not_right_censored,budget_exhaustion,requested_member_3_budget_exhaustion,24251,1073,4,2,1,25749,1,complete,1,0.04914004914004914,0.04914004914004914,0.04914004914004914,0.04914004914004914,0.9508599508599509,0.9508599508599509,0.9508599508599509,True,stage18-scaling-24a9adb84176,7,487
488,s3-step9050-f4of5-d1of2,4,5,0.800,1,2,0.50,3,9050,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,2099,7,6,1,0,1,complete,15,0.04914004914004914,0.33436532507739936,0.23603574115469222,0.2442528735632184,0.6656346749226006,0.9508599508599509,0.7639642588453078,True,stage18-scaling-24a9adb84176,7,488
489,s3-step9050-f4of5-d3of4,4,5,0.800,3,4,0.75,3,9050,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,2099,7,6,1,0,1,complete,15,0.04914004914004914,0.33436532507739936,0.23603574115469222,0.2442528735632184,0.6656346749226006,0.9508599508599509,0.7639642588453078,True,stage18-scaling-24a9adb84176,7,489
490,s3-step9050-f17of20-d1of4,17,20,0.850,1,4,0.25,3,9050,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,6757,256,1,0,1,43243,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,7,490
491,s3-step9050-f17of20-d1of2,17,20,0.850,1,2,0.50,3,9050,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,6757,256,1,0,1,43243,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,7,491
492,s3-step9050-f17of20-d3of4,17,20,0.850,3,4,0.75,3,9050,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,6757,256,1,0,1,43243,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,7,492
493,s3-step9050-f9of10-d1of4,9,10,0.900,1,4,0.25,3,9050,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,6074,187,1,0,1,43926,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,7,493
494,s3-step9050-f9of10-d1of2,9,10,0.900,1,2,0.50,3,9050,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,6074,187,1,0,1,43926,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,7,494
495,s3-step9050-f9of10-d3of4,9,10,0.900,3,4,0.75,3,9050,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,6074,187,1,0,1,43926,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,7,495
496,s3-step9050-f19of20-d1of4,19,20,0.950,1,4,0.25,3,9050,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,4304,69,1,0,1,45696,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,7,496
497,s3-step9050-f19of20-d1of2,19,20,0.950,1,2,0.50,3,9050,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,4304,69,1,0,1,45696,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,7,497
498,s3-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,3,9050,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,4304,69,1,0,1,45696,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,7,498
499,s3-step9050-f39of40-d1of4,39,40,0.975,1,4,0.25,3,9050,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,3779,34,1,0,1,46221,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,7,499
500,s3-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,3,9050,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,3779,34,1,0,1,46221,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,7,500
501,s3-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,3,9050,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,3779,34,1,0,1,46221,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,7,501
502,s3-step9050-f99of100-d1of4,99,100,0.990,1,4,0.25,3,9050,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1133,8,1,0,1,48867,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,7,502
503,s3-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,3,9050,True,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1133,8,1,0,1,48867,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,7,503
504,s3-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,3,9050,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1133,8,1,0,1,48867,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,7,504
505,s4-step200-f4of5-d1of4,4,5,0.800,1,4,0.25,4,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1151,22,1,0,1,48849,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,505
506,s4-step200-f4of5-d1of2,4,5,0.800,1,2,0.50,4,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1151,22,1,0,1,48849,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,506
507,s4-step200-f4of5-d3of4,4,5,0.800,3,4,0.75,4,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1151,22,1,0,1,48849,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,507
508,s4-step200-f17of20-d1of4,17,20,0.850,1,4,0.25,4,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,888,13,1,0,1,49112,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,508
509,s4-step200-f17of20-d1of2,17,20,0.850,1,2,0.50,4,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,888,13,1,0,1,49112,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,509
510,s4-step200-f17of20-d3of4,17,20,0.850,3,4,0.75,4,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,888,13,1,0,1,49112,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,510
511,s4-step200-f9of10-d1of4,9,10,0.900,1,4,0.25,4,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,973,8,1,0,1,49027,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,511
512,s4-step200-f9of10-d1of2,9,10,0.900,1,2,0.50,4,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,973,8,1,0,1,49027,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,512
513,s4-step200-f9of10-d3of4,9,10,0.900,3,4,0.75,4,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,973,8,1,0,1,49027,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,513
514,s4-step200-f19of20-d1of4,19,20,0.950,1,4,0.25,4,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,642,3,1,0,1,49358,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,514
515,s4-step200-f19of20-d1of2,19,20,0.950,1,2,0.50,4,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,642,3,1,0,1,49358,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,515
516,s4-step200-f19of20-d3of4,19,20,0.950,3,4,0.75,4,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,642,3,1,0,1,49358,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,516
517,s4-step200-f39of40-d1of4,39,40,0.975,1,4,0.25,4,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,722,3,1,0,1,49278,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,517
518,s4-step200-f39of40-d1of2,39,40,0.975,1,2,0.50,4,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,722,3,1,0,1,49278,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,518
519,s4-step200-f39of40-d3of4,39,40,0.975,3,4,0.75,4,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,722,3,1,0,1,49278,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,519
520,s4-step200-f99of100-d1of4,99,100,0.990,1,4,0.25,4,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1009,4,1,0,1,48991,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,520
521,s4-step200-f99of100-d1of2,99,100,0.990,1,2,0.50,4,200,True,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1009,4,1,0,1,48991,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,521
522,s4-step200-f99of100-d3of4,99,100,0.990,3,4,0.75,4,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1009,4,1,0,1,48991,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,522
523,s4-step3400-f4of5-d1of4,4,5,0.800,1,4,0.25,4,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1685,32,1,0,1,48315,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,523
524,s4-step3400-f4of5-d1of2,4,5,0.800,1,2,0.50,4,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1685,32,1,0,1,48315,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,524
525,s4-step3400-f4of5-d3of4,4,5,0.800,3,4,0.75,4,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1685,32,1,0,1,48315,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,525
526,s4-step3400-f17of20-d1of4,17,20,0.850,1,4,0.25,4,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1247,22,1,0,1,48753,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,526
527,s4-step3400-f17of20-d1of2,17,20,0.850,1,2,0.50,4,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1247,22,1,0,1,48753,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,527
528,s4-step3400-f17of20-d3of4,17,20,0.850,3,4,0.75,4,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1247,22,1,0,1,48753,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,528
529,s4-step3400-f9of10-d1of4,9,10,0.900,1,4,0.25,4,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,795,10,1,0,1,49205,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,529
530,s4-step3400-f9of10-d1of2,9,10,0.900,1,2,0.50,4,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,795,10,1,0,1,49205,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,530
531,s4-step3400-f9of10-d3of4,9,10,0.900,3,4,0.75,4,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,795,10,1,0,1,49205,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,531
532,s4-step3400-f19of20-d1of4,19,20,0.950,1,4,0.25,4,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,721,4,1,0,1,49279,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,532
533,s4-step3400-f19of20-d1of2,19,20,0.950,1,2,0.50,4,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,721,4,1,0,1,49279,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,533
534,s4-step3400-f19of20-d3of4,19,20,0.950,3,4,0.75,4,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,721,4,1,0,1,49279,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,534
535,s4-step3400-f39of40-d1of4,39,40,0.975,1,4,0.25,4,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,531,2,1,0,1,49469,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,535
536,s4-step3400-f39of40-d1of2,39,40,0.975,1,2,0.50,4,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,531,2,1,0,1,49469,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,536
537,s4-step3400-f39of40-d3of4,39,40,0.975,3,4,0.75,4,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,531,2,1,0,1,49469,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,537
538,s4-step3400-f99of100-d1of4,99,100,0.990,1,4,0.25,4,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,675,2,1,0,1,49325,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,538
539,s4-step3400-f99of100-d1of2,99,100,0.990,1,2,0.50,4,3400,True,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,675,2,1,0,1,49325,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,539
540,s4-step3400-f99of100-d3of4,99,100,0.990,3,4,0.75,4,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,675,2,1,0,1,49325,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,540
541,s4-step7450-f4of5-d1of4,4,5,0.800,1,4,0.25,4,7450,False,fresh_execution,,,5,10,False,not_right_censored,budget_exhaustion,requested_member_6_budget_exhaustion,47366,2946,7,5,1,2634,1,complete,10,0.1348314606741573,0.23595505617977527,0.17512735219007322,0.17509578544061305,0.7640449438202247,0.8651685393258427,0.8248726478099268,True,stage18-scaling-24a9adb84176,3,541
542,s4-step7450-f4of5-d1of2,4,5,0.800,1,2,0.50,4,7450,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3111,7,6,1,0,1,complete,15,0.1348314606741573,0.358974358974359,0.19117888248340872,0.18181818181818182,0.641025641025641,0.8651685393258427,0.8088211175165912,True,stage18-scaling-24a9adb84176,3,542
543,s4-step7450-f4of5-d3of4,4,5,0.800,3,4,0.75,4,7450,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3111,7,6,1,0,1,complete,15,0.1348314606741573,0.358974358974359,0.19117888248340872,0.18181818181818182,0.641025641025641,0.8651685393258427,0.8088211175165912,True,stage18-scaling-24a9adb84176,3,543
544,s4-step7450-f17of20-d1of4,17,20,0.850,1,4,0.25,4,7450,False,fresh_execution,,,4,10,False,not_right_censored,budget_exhaustion,requested_member_5_budget_exhaustion,39784,2475,6,4,1,10216,1,complete,6,0.12371134020618557,0.22988505747126436,0.1820164097936808,0.17936132465996452,0.7701149425287357,0.8762886597938144,0.8179835902063192,True,stage18-scaling-24a9adb84176,3,544
545,s4-step7450-f17of20-d1of2,17,20,0.850,1,2,0.50,4,7450,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3111,7,6,1,0,1,complete,15,0.12371134020618557,0.35294117647058826,0.20447435431546587,0.1935483870967742,0.6470588235294117,0.8762886597938144,0.7955256456845341,True,stage18-scaling-24a9adb84176,3,545
546,s4-step7450-f17of20-d3of4,17,20,0.850,3,4,0.75,4,7450,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3111,7,6,1,0,1,complete,15,0.12371134020618557,0.35294117647058826,0.20447435431546587,0.1935483870967742,0.6470588235294117,0.8762886597938144,0.7955256456845341,True,stage18-scaling-24a9adb84176,3,546
547,s4-step7450-f9of10-d1of4,9,10,0.900,1,4,0.25,4,7450,False,fresh_execution,,,3,10,False,not_right_censored,budget_exhaustion,requested_member_4_budget_exhaustion,32038,1991,5,3,1,17962,1,complete,3,0.13333333333333333,0.21212121212121213,0.1606060606060606,0.13636363636363635,0.7878787878787878,0.8666666666666667,0.8393939393939394,True,stage18-scaling-24a9adb84176,3,547
548,s4-step7450-f9of10-d1of2,9,10,0.900,1,2,0.50,4,7450,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3106,7,6,1,0,1,complete,15,0.13333333333333333,0.42045454545454547,0.20628322971775653,0.19811320754716982,0.5795454545454546,0.8666666666666667,0.7937167702822434,True,stage18-scaling-24a9adb84176,3,548
549,s4-step7450-f9of10-d3of4,9,10,0.900,3,4,0.75,4,7450,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3106,7,6,1,0,1,complete,15,0.13333333333333333,0.42045454545454547,0.20628322971775653,0.19811320754716982,0.5795454545454546,0.8666666666666667,0.7937167702822434,True,stage18-scaling-24a9adb84176,3,549
550,s4-step7450-f19of20-d1of4,19,20,0.950,1,4,0.25,4,7450,False,fresh_execution,,,5,10,False,not_right_censored,budget_exhaustion,requested_member_6_budget_exhaustion,46211,2868,7,5,1,3789,1,complete,10,0.10569105691056911,0.23423423423423423,0.15622103270334067,0.14835164835164835,0.7657657657657657,0.8943089430894309,0.8437789672966594,True,stage18-scaling-24a9adb84176,3,550
551,s4-step7450-f19of20-d1of2,19,20,0.950,1,2,0.50,4,7450,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3105,7,6,1,0,1,complete,15,0.10569105691056911,0.25925925925925924,0.16887104966856084,0.17094017094017094,0.7407407407407407,0.8943089430894309,0.8311289503314392,True,stage18-scaling-24a9adb84176,3,551
552,s4-step7450-f19of20-d3of4,19,20,0.950,3,4,0.75,4,7450,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3105,7,6,1,0,1,complete,15,0.10569105691056911,0.25925925925925924,0.16887104966856084,0.17094017094017094,0.7407407407407407,0.8943089430894309,0.8311289503314392,True,stage18-scaling-24a9adb84176,3,552
553,s4-step7450-f39of40-d1of4,39,40,0.975,1,4,0.25,4,7450,False,fresh_execution,,,5,10,False,not_right_censored,budget_exhaustion,requested_member_6_budget_exhaustion,45626,2828,7,5,1,4374,1,complete,10,0.11188811188811189,0.22764227642276422,0.1608922335024877,0.1663575445734115,0.7723577235772358,0.8881118881118881,0.8391077664975123,True,stage18-scaling-24a9adb84176,3,553
554,s4-step7450-f39of40-d1of2,39,40,0.975,1,2,0.50,4,7450,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3097,8,7,1,0,1,complete,21,0.11188811188811189,0.3474576271186441,0.1860626047703127,0.17985611510791366,0.652542372881356,0.8881118881118881,0.8139373952296873,True,stage18-scaling-24a9adb84176,3,554
555,s4-step7450-f39of40-d3of4,39,40,0.975,3,4,0.75,4,7450,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3097,8,7,1,0,1,complete,21,0.11188811188811189,0.3474576271186441,0.1860626047703127,0.17985611510791366,0.652542372881356,0.8881118881118881,0.8139373952296873,True,stage18-scaling-24a9adb84176,3,555
556,s4-step7450-f99of100-d1of4,99,100,0.990,1,4,0.25,4,7450,False,fresh_execution,,,4,10,False,not_right_censored,budget_exhaustion,requested_member_5_budget_exhaustion,37841,2335,6,4,1,12159,1,complete,6,0.0658682634730539,0.2152777777777778,0.12301042807401416,0.11645569620253164,0.7847222222222222,0.9341317365269461,0.8769895719259858,True,stage18-scaling-24a9adb84176,3,556
557,s4-step7450-f99of100-d1of2,99,100,0.990,1,2,0.50,4,7450,True,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3085,8,7,1,0,1,complete,21,0.0658682634730539,0.3308270676691729,0.16497554879149798,0.16,0.6691729323308271,0.9341317365269461,0.835024451208502,True,stage18-scaling-24a9adb84176,3,557
558,s4-step7450-f99of100-d3of4,99,100,0.990,3,4,0.75,4,7450,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3085,8,7,1,0,1,complete,21,0.0658682634730539,0.3308270676691729,0.16497554879149798,0.16,0.6691729323308271,0.9341317365269461,0.835024451208502,True,stage18-scaling-24a9adb84176,3,558
559,s4-step8150-f4of5-d1of4,4,5,0.800,1,4,0.25,4,8150,False,fresh_execution,,,4,10,False,not_right_censored,budget_exhaustion,requested_member_5_budget_exhaustion,40129,2498,6,4,1,9871,1,complete,6,0.12790697674418605,0.21794871794871795,0.15892482101504235,0.14974182444061962,0.782051282051282,0.872093023255814,0.8410751789849576,True,stage18-scaling-24a9adb84176,4,559
560,s4-step8150-f4of5-d1of2,4,5,0.800,1,2,0.50,4,8150,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3113,7,6,1,0,2,complete,15,0.12643678160919541,0.35714285714285715,0.20057046078866939,0.18292682926829268,0.6428571428571428,0.8735632183908046,0.7994295392113306,True,stage18-scaling-24a9adb84176,4,560
561,s4-step8150-f4of5-d3of4,4,5,0.800,3,4,0.75,4,8150,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3113,7,6,1,0,2,complete,15,0.12643678160919541,0.35714285714285715,0.20057046078866939,0.18292682926829268,0.6428571428571428,0.8735632183908046,0.7994295392113306,True,stage18-scaling-24a9adb84176,4,561
562,s4-step8150-f17of20-d1of4,17,20,0.850,1,4,0.25,4,8150,False,fresh_execution,,,3,10,False,not_right_censored,budget_exhaustion,requested_member_4_budget_exhaustion,32518,2024,5,3,1,17482,1,complete,3,0.1348314606741573,0.1927710843373494,0.15465539379171436,0.13636363636363635,0.8072289156626506,0.8651685393258427,0.8453446062082857,True,stage18-scaling-24a9adb84176,4,562
563,s4-step8150-f17of20-d1of2,17,20,0.850,1,2,0.50,4,8150,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3113,7,6,1,0,1,complete,15,0.1348314606741573,0.3333333333333333,0.2162466305724534,0.2,0.6666666666666667,0.8651685393258427,0.7837533694275466,True,stage18-scaling-24a9adb84176,4,563
564,s4-step8150-f17of20-d3of4,17,20,0.850,3,4,0.75,4,8150,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3113,7,6,1,0,1,complete,15,0.1348314606741573,0.3333333333333333,0.2162466305724534,0.2,0.6666666666666667,0.8651685393258427,0.7837533694275466,True,stage18-scaling-24a9adb84176,4,564
565,s4-step8150-f9of10-d1of4,9,10,0.900,1,4,0.25,4,8150,False,fresh_execution,,,3,10,False,not_right_censored,budget_exhaustion,requested_member_4_budget_exhaustion,32353,2013,5,3,1,17647,1,complete,3,0.11458333333333333,0.21839080459770116,0.16011418632788868,0.14736842105263157,0.7816091954022988,0.8854166666666666,0.8398858136721112,True,stage18-scaling-24a9adb84176,4,565
566,s4-step8150-f9of10-d1of2,9,10,0.900,1,2,0.50,4,8150,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3111,7,6,1,0,1,complete,15,0.11458333333333333,0.34177215189873417,0.20585606716242086,0.2111111111111111,0.6582278481012658,0.8854166666666666,0.7941439328375791,True,stage18-scaling-24a9adb84176,4,566
