cell_index,cell_id,fidelity_numerator,fidelity_denominator,displayed_fidelity,distinctness_numerator,distinctness_denominator,displayed_jaccard_cutoff,model_seed,checkpoint_step,primary_cell,search_execution_mode,source_stage,source_run_id,family_size,family_target,right_censored,right_censoring_status,status,stopping_reason,exact_evaluations_used,ranking_passes,restarts_attempted,accepted_circuit_count,failed_requested_member_count,budget_remaining,transfer_group_count,transfer_group_status,pair_count,minimum_pairwise_jaccard_overlap,maximum_pairwise_jaccard_overlap,mean_pairwise_overlap,median_pairwise_overlap,minimum_structural_distance,maximum_structural_distance,mean_structural_distance,cutoff_compliance,stage18_run_id,checkpoint_index,global_cell_index
143,s1-step200-f99of100-d1of2,99,100,0.990,1,2,0.50,1,200,True,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,611,2,1,0,1,49389,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,143
144,s1-step200-f99of100-d3of4,99,100,0.990,3,4,0.75,1,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,611,2,1,0,1,49389,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,144
145,s1-step3400-f4of5-d1of4,4,5,0.800,1,4,0.25,1,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1476,33,1,0,1,48524,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,145
146,s1-step3400-f4of5-d1of2,4,5,0.800,1,2,0.50,1,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1476,33,1,0,1,48524,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,146
147,s1-step3400-f4of5-d3of4,4,5,0.800,3,4,0.75,1,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1476,33,1,0,1,48524,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,147
148,s1-step3400-f17of20-d1of4,17,20,0.850,1,4,0.25,1,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,756,17,1,0,1,49244,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,148
149,s1-step3400-f17of20-d1of2,17,20,0.850,1,2,0.50,1,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,756,17,1,0,1,49244,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,149
150,s1-step3400-f17of20-d3of4,17,20,0.850,3,4,0.75,1,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,756,17,1,0,1,49244,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,150
151,s1-step3400-f9of10-d1of4,9,10,0.900,1,4,0.25,1,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1208,13,1,0,1,48792,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,151
152,s1-step3400-f9of10-d1of2,9,10,0.900,1,2,0.50,1,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1208,13,1,0,1,48792,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,152
153,s1-step3400-f9of10-d3of4,9,10,0.900,3,4,0.75,1,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1208,13,1,0,1,48792,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,153
154,s1-step3400-f19of20-d1of4,19,20,0.950,1,4,0.25,1,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,799,6,1,0,1,49201,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,154
155,s1-step3400-f19of20-d1of2,19,20,0.950,1,2,0.50,1,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,799,6,1,0,1,49201,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,155
156,s1-step3400-f19of20-d3of4,19,20,0.950,3,4,0.75,1,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,799,6,1,0,1,49201,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,156
157,s1-step3400-f39of40-d1of4,39,40,0.975,1,4,0.25,1,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,531,2,1,0,1,49469,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,157
158,s1-step3400-f39of40-d1of2,39,40,0.975,1,2,0.50,1,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,531,2,1,0,1,49469,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,158
159,s1-step3400-f39of40-d3of4,39,40,0.975,3,4,0.75,1,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,531,2,1,0,1,49469,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,159
160,s1-step3400-f99of100-d1of4,99,100,0.990,1,4,0.25,1,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,755,2,1,0,1,49245,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,160
161,s1-step3400-f99of100-d1of2,99,100,0.990,1,2,0.50,1,3400,True,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,755,2,1,0,1,49245,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,161
162,s1-step3400-f99of100-d3of4,99,100,0.990,3,4,0.75,1,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,755,2,1,0,1,49245,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,162
163,s1-step7450-f4of5-d1of4,4,5,0.800,1,4,0.25,1,7450,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1808,53,1,0,1,48192,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,3,163
164,s1-step7450-f4of5-d1of2,4,5,0.800,1,2,0.50,1,7450,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1808,53,1,0,1,48192,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,3,164
165,s1-step7450-f4of5-d3of4,4,5,0.800,3,4,0.75,1,7450,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1808,53,1,0,1,48192,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,3,165
166,s1-step7450-f17of20-d1of4,17,20,0.850,1,4,0.25,1,7450,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1347,34,1,0,1,48653,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,3,166
167,s1-step7450-f17of20-d1of2,17,20,0.850,1,2,0.50,1,7450,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1347,34,1,0,1,48653,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,3,167
168,s1-step7450-f17of20-d3of4,17,20,0.850,3,4,0.75,1,7450,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1347,34,1,0,1,48653,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,3,168
169,s1-step7450-f9of10-d1of4,9,10,0.900,1,4,0.25,1,7450,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1503,22,1,0,1,48497,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,3,169
170,s1-step7450-f9of10-d1of2,9,10,0.900,1,2,0.50,1,7450,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1503,22,1,0,1,48497,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,3,170
171,s1-step7450-f9of10-d3of4,9,10,0.900,3,4,0.75,1,7450,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1503,22,1,0,1,48497,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,3,171
172,s1-step7450-f19of20-d1of4,19,20,0.950,1,4,0.25,1,7450,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,781,8,1,0,1,49219,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,3,172
173,s1-step7450-f19of20-d1of2,19,20,0.950,1,2,0.50,1,7450,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,781,8,1,0,1,49219,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,3,173
174,s1-step7450-f19of20-d3of4,19,20,0.950,3,4,0.75,1,7450,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,781,8,1,0,1,49219,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,3,174
175,s1-step7450-f39of40-d1of4,39,40,0.975,1,4,0.25,1,7450,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,546,3,1,0,1,49454,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,3,175
176,s1-step7450-f39of40-d1of2,39,40,0.975,1,2,0.50,1,7450,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,546,3,1,0,1,49454,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,3,176
177,s1-step7450-f39of40-d3of4,39,40,0.975,3,4,0.75,1,7450,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,546,3,1,0,1,49454,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,3,177
178,s1-step7450-f99of100-d1of4,99,100,0.990,1,4,0.25,1,7450,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,579,2,1,0,1,49421,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,3,178
179,s1-step7450-f99of100-d1of2,99,100,0.990,1,2,0.50,1,7450,True,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,579,2,1,0,1,49421,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,3,179
180,s1-step7450-f99of100-d3of4,99,100,0.990,3,4,0.75,1,7450,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,579,2,1,0,1,49421,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,3,180
181,s1-step8150-f4of5-d1of4,4,5,0.800,1,4,0.25,1,8150,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,5087,134,1,0,1,44913,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,4,181
182,s1-step8150-f4of5-d1of2,4,5,0.800,1,2,0.50,1,8150,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,5087,134,1,0,1,44913,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,4,182
183,s1-step8150-f4of5-d3of4,4,5,0.800,3,4,0.75,1,8150,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,5087,134,1,0,1,44913,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,4,183
184,s1-step8150-f17of20-d1of4,17,20,0.850,1,4,0.25,1,8150,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,4788,97,1,0,1,45212,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,4,184
185,s1-step8150-f17of20-d1of2,17,20,0.850,1,2,0.50,1,8150,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,4788,97,1,0,1,45212,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,4,185
186,s1-step8150-f17of20-d3of4,17,20,0.850,3,4,0.75,1,8150,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,4788,97,1,0,1,45212,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,4,186
187,s1-step8150-f9of10-d1of4,9,10,0.900,1,4,0.25,1,8150,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,2713,44,1,0,1,47287,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,4,187
188,s1-step8150-f9of10-d1of2,9,10,0.900,1,2,0.50,1,8150,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,2713,44,1,0,1,47287,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,4,188
189,s1-step8150-f9of10-d3of4,9,10,0.900,3,4,0.75,1,8150,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,2713,44,1,0,1,47287,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,4,189
190,s1-step8150-f19of20-d1of4,19,20,0.950,1,4,0.25,1,8150,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1523,18,1,0,1,48477,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,4,190
191,s1-step8150-f19of20-d1of2,19,20,0.950,1,2,0.50,1,8150,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1523,18,1,0,1,48477,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,4,191
192,s1-step8150-f19of20-d3of4,19,20,0.950,3,4,0.75,1,8150,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1523,18,1,0,1,48477,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,4,192
193,s1-step8150-f39of40-d1of4,39,40,0.975,1,4,0.25,1,8150,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,592,5,1,0,1,49408,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,4,193
194,s1-step8150-f39of40-d1of2,39,40,0.975,1,2,0.50,1,8150,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,592,5,1,0,1,49408,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,4,194
195,s1-step8150-f39of40-d3of4,39,40,0.975,3,4,0.75,1,8150,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,592,5,1,0,1,49408,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,4,195
196,s1-step8150-f99of100-d1of4,99,100,0.990,1,4,0.25,1,8150,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,754,3,1,0,1,49246,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,4,196
197,s1-step8150-f99of100-d1of2,99,100,0.990,1,2,0.50,1,8150,True,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,754,3,1,0,1,49246,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,4,197
198,s1-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,1,8150,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,754,3,1,0,1,49246,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,4,198
199,s1-step8500-f4of5-d1of4,4,5,0.800,1,4,0.25,1,8500,False,fresh_execution,,,1,10,False,not_right_censored,budget_exhaustion,requested_member_2_budget_exhaustion,15821,785,4,1,1,34179,1,complete,0,,,,,,,,,stage18-scaling-24a9adb84176,5,199
200,s1-step8500-f4of5-d1of2,4,5,0.800,1,2,0.50,1,8500,False,fresh_execution,,,1,10,False,not_right_censored,budget_exhaustion,requested_member_2_budget_exhaustion,15821,785,4,1,1,34179,1,complete,0,,,,,,,,,stage18-scaling-24a9adb84176,5,200
201,s1-step8500-f4of5-d3of4,4,5,0.800,3,4,0.75,1,8500,False,fresh_execution,,,1,10,False,not_right_censored,budget_exhaustion,requested_member_2_budget_exhaustion,15821,785,4,1,1,34179,1,complete,0,,,,,,,,,stage18-scaling-24a9adb84176,5,201
202,s1-step8500-f17of20-d1of4,17,20,0.850,1,4,0.25,1,8500,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,5543,238,1,0,1,44457,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,5,202
203,s1-step8500-f17of20-d1of2,17,20,0.850,1,2,0.50,1,8500,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,5543,238,1,0,1,44457,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,5,203
204,s1-step8500-f17of20-d3of4,17,20,0.850,3,4,0.75,1,8500,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,5543,238,1,0,1,44457,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,5,204
205,s1-step8500-f9of10-d1of4,9,10,0.900,1,4,0.25,1,8500,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,4167,158,1,0,1,45833,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,5,205
206,s1-step8500-f9of10-d1of2,9,10,0.900,1,2,0.50,1,8500,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,4167,158,1,0,1,45833,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,5,206
207,s1-step8500-f9of10-d3of4,9,10,0.900,3,4,0.75,1,8500,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,4167,158,1,0,1,45833,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,5,207
208,s1-step8500-f19of20-d1of4,19,20,0.950,1,4,0.25,1,8500,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,2601,60,1,0,1,47399,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,5,208
209,s1-step8500-f19of20-d1of2,19,20,0.950,1,2,0.50,1,8500,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,2601,60,1,0,1,47399,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,5,209
210,s1-step8500-f19of20-d3of4,19,20,0.950,3,4,0.75,1,8500,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,2601,60,1,0,1,47399,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,5,210
211,s1-step8500-f39of40-d1of4,39,40,0.975,1,4,0.25,1,8500,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1455,22,1,0,1,48545,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,5,211
212,s1-step8500-f39of40-d1of2,39,40,0.975,1,2,0.50,1,8500,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1455,22,1,0,1,48545,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,5,212
213,s1-step8500-f39of40-d3of4,39,40,0.975,3,4,0.75,1,8500,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1455,22,1,0,1,48545,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,5,213
214,s1-step8500-f99of100-d1of4,99,100,0.990,1,4,0.25,1,8500,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,687,6,1,0,1,49313,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,5,214
215,s1-step8500-f99of100-d1of2,99,100,0.990,1,2,0.50,1,8500,True,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,687,6,1,0,1,49313,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,5,215
216,s1-step8500-f99of100-d3of4,99,100,0.990,3,4,0.75,1,8500,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,687,6,1,0,1,49313,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,5,216
217,s1-step8650-f4of5-d1of4,4,5,0.800,1,4,0.25,1,8650,False,fresh_execution,,,3,10,False,not_right_censored,budget_exhaustion,requested_member_4_budget_exhaustion,28380,1661,5,3,1,21620,1,complete,3,0.11877394636015326,0.208955223880597,0.15816228314054587,0.14675767918088736,0.791044776119403,0.8812260536398467,0.8418377168594542,True,stage18-scaling-24a9adb84176,6,217
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,1,8650,False,fresh_execution,,,8,10,False,not_right_censored,budget_exhaustion,requested_member_9_budget_exhaustion,50000,2928,9,8,1,0,1,complete,28,0.11877394636015326,0.3623853211009174,0.23439498981621185,0.2288472011235633,0.6376146788990826,0.8812260536398467,0.7656050101837881,True,stage18-scaling-24a9adb84176,6,218
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,1,8650,False,fresh_execution,,,8,10,False,not_right_censored,budget_exhaustion,requested_member_9_budget_exhaustion,50000,2928,9,8,1,0,1,complete,28,0.11877394636015326,0.3623853211009174,0.23439498981621185,0.2288472011235633,0.6376146788990826,0.8812260536398467,0.7656050101837881,True,stage18-scaling-24a9adb84176,6,219
220,s1-step8650-f17of20-d1of4,17,20,0.850,1,4,0.25,1,8650,False,fresh_execution,,,2,10,False,not_right_censored,budget_exhaustion,requested_member_3_budget_exhaustion,21359,1194,4,2,1,28641,1,complete,1,0.07837837837837838,0.07837837837837838,0.07837837837837838,0.07837837837837838,0.9216216216216216,0.9216216216216216,0.9216216216216216,True,stage18-scaling-24a9adb84176,6,220
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,1,8650,False,fresh_execution,,,8,10,False,not_right_censored,budget_exhaustion,requested_member_9_budget_exhaustion,50000,2732,9,8,1,0,1,complete,28,0.07837837837837838,0.3688212927756654,0.25738731502923284,0.2769626168224299,0.6311787072243347,0.9216216216216216,0.7426126849707672,True,stage18-scaling-24a9adb84176,6,221
222,s1-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,1,8650,False,fresh_execution,,,8,10,False,not_right_censored,budget_exhaustion,requested_member_9_budget_exhaustion,50000,2732,9,8,1,0,1,complete,28,0.07837837837837838,0.3688212927756654,0.25738731502923284,0.2769626168224299,0.6311787072243347,0.9216216216216216,0.7426126849707672,True,stage18-scaling-24a9adb84176,6,222
223,s1-step8650-f9of10-d1of4,9,10,0.900,1,4,0.25,1,8650,False,fresh_execution,,,2,10,False,not_right_censored,budget_exhaustion,requested_member_3_budget_exhaustion,21562,1052,4,2,1,28438,1,complete,1,0.11617312072892938,0.11617312072892938,0.11617312072892938,0.11617312072892938,0.8838268792710706,0.8838268792710706,0.8838268792710706,True,stage18-scaling-24a9adb84176,6,223
224,s1-step8650-f9of10-d1of2,9,10,0.900,1,2,0.50,1,8650,False,fresh_execution,,,8,10,False,not_right_censored,budget_exhaustion,requested_member_9_budget_exhaustion,50000,2318,9,8,1,0,1,complete,28,0.11617312072892938,0.43333333333333335,0.31510799132111506,0.3231780303030303,0.5666666666666667,0.8838268792710706,0.684892008678885,True,stage18-scaling-24a9adb84176,6,224
225,s1-step8650-f9of10-d3of4,9,10,0.900,3,4,0.75,1,8650,False,fresh_execution,,,8,10,False,not_right_censored,budget_exhaustion,requested_member_9_budget_exhaustion,50000,2318,9,8,1,0,1,complete,28,0.11617312072892938,0.43333333333333335,0.31510799132111506,0.3231780303030303,0.5666666666666667,0.8838268792710706,0.684892008678885,True,stage18-scaling-24a9adb84176,6,225
226,s1-step8650-f19of20-d1of4,19,20,0.950,1,4,0.25,1,8650,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,4850,195,1,0,1,45150,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,6,226
227,s1-step8650-f19of20-d1of2,19,20,0.950,1,2,0.50,1,8650,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,4850,195,1,0,1,45150,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,6,227
228,s1-step8650-f19of20-d3of4,19,20,0.950,3,4,0.75,1,8650,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,4850,195,1,0,1,45150,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,6,228
229,s1-step8650-f39of40-d1of4,39,40,0.975,1,4,0.25,1,8650,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,5071,118,1,0,1,44929,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,6,229
230,s1-step8650-f39of40-d1of2,39,40,0.975,1,2,0.50,1,8650,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,5071,118,1,0,1,44929,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,6,230
231,s1-step8650-f39of40-d3of4,39,40,0.975,3,4,0.75,1,8650,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,5071,118,1,0,1,44929,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,6,231
232,s1-step8650-f99of100-d1of4,99,100,0.990,1,4,0.25,1,8650,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1549,24,1,0,1,48451,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,6,232
233,s1-step8650-f99of100-d1of2,99,100,0.990,1,2,0.50,1,8650,True,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1549,24,1,0,1,48451,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,6,233
234,s1-step8650-f99of100-d3of4,99,100,0.990,3,4,0.75,1,8650,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1549,24,1,0,1,48451,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,6,234
