fraction,exact_training_example_count,subset_identifier,subset_sha256,run_id,training_git_commit,device,training_step,learning_rate,weight_norm,gradient_norm,train_loss,test_loss,train_accuracy,test_accuracy,checkpoint_path,checkpoint_sha256,model_state_sha256,optimizer_state_sha256
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,0,0.001,33.637939453125,,4.733822345733643,4.73443603515625,0.007518797181546688,0.008837677538394928,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00000000.pt,8751ea0fbee3faed29cb6a7eacf7e90f870ecc73dadf05b3ba914c50aea99cb0,efddd051b047b037b2cc24e46d67f51606979a0c3a20cbbdf3e0e3e8ead378ad,be4aaa8e6b2252628a20ba7025a5b36dc0d9bbf7d89ebe4ca1f9f375a50a159d
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,50,0.001,37.13835525512695,0.08008451759815216,4.181083679199219,5.520664215087891,0.08583959937095642,0.004810381680727005,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00000050.pt,f358228ff786a4f6d22b0c3133d84e61eb3e087bd1aa06862409b0d407884616,62ec3ad5f1be599dc6c306257e438faea7677a0b7eae5cc5ada0e71da47245c6,87adcc1735b3c553d8e00c14cbeb128e16e4fd7ac6fe76bdc489f3e9a37c18b5
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,100,0.001,45.063507080078125,0.22778469324111938,2.76900053024292,7.6459832191467285,0.31453633308410645,0.006152813322842121,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00000100.pt,070f06c37a44805e741c5f8d225ce92a8c15efaf923880a077a134d24605fac2,bd4ccdb6732d853fc0869a5d86979196bb70ea27ff6df87e60fd4cdc5890609e,ba9a7ce0ef9e178dd8d6973bce2cf90abcfed60a1b730baa5e1d22a54c36f141
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,150,0.001,53.85300827026367,0.25572872161865234,0.3713703453540802,14.538126945495605,0.9815163016319275,0.01666853204369545,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00000150.pt,df9e14225f80860a6887fd5d3913585ebb01eda1673486cbc96d2c996386a51e,83d08b39720e0e917f34beb9c18996d670c259d22c979b314841322bbdc10493,7ec89e7539cfb63be301682295c348d2e7689cf6fd2b3b89f6e21873d0478329
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,200,0.001,56.69402313232422,0.021271001547574997,0.02494957484304905,20.541162490844727,1.0,0.01991274207830429,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00000200.pt,878fe4e38b80c13c7f79ebb1fad6dec8fbc4b43ac83f77fa237cff843271006b,7222cb34071f0a9599936b4f24b8cfd2781bf00ecdff907ed0e8045b38401143,9232ecddd3cdf6afa6757615bc7106e1025b51ea5dac4200f03a013dc1b9728f
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,250,0.001,56.55366897583008,0.016828633844852448,0.014445544220507145,20.718679428100586,1.0,0.021031435579061508,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00000250.pt,d6a6c7303e8557523d00d3decc5e03c95aa8d6bfbdaf72d04ee6e1a1c9860fe9,9408c4464526b7ee038b1dc0aa9b7b88010962eef409aa7f6a3e7c3c5fad3a12,a8625da9e2001e01975115a9ba7cdeba2a3e6cbab581ed21dc5a7d854115800c
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,300,0.001,56.57020568847656,0.010045557282865047,0.008255191147327423,21.167057037353516,1.0,0.02058395743370056,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00000300.pt,2b637867a4fcf17c330e504f9fdd82e9d222a180b40a053cb56a6a4937e911d4,3d454f5b904c35afaaf69b36c3d7a0a47c31e4ce0af0df70c2b23c016ef5d885,26a5241f3743d5a9478dbcd6fd5d2bde87f605bc3e447d1436cf4183788d5a0c
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,350,0.001,56.66084289550781,0.007085136603564024,0.004651270341128111,21.75110626220703,1.0,0.021926390007138252,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00000350.pt,f979cc362e0e00d830bda1454cb6859f741231da27ed0e9835bff706d1a2d7aa,df884ddc18e197b6fbc55d6abe36f00b0938ae34a81c1e019a0b469644af14d2,918a55eecdf6671f11523ce01baa58cb3e097665087830248da4a049806a33d7
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,400,0.001,56.77862548828125,0.0038132055196911097,0.002650083042681217,22.379350662231445,1.0,0.022261997684836388,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00000400.pt,0ebbb65aa33136ac831655442cb32d2fc7da6251f405426067a35df049f6ad37,48f8afdbfe287a706ca69e035625b4edbc31225f875bb94de6bf78cdbd007e19,8b7b0da6dc383f4e39529bd59797485fc33ccb558bf867b0b9f80a88931fea4a
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,450,0.001,56.91677474975586,0.0022616751957684755,0.0015200503403320909,23.043373107910156,1.0,0.022933214902877808,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00000450.pt,d80819589c8cc7617a60272f8d16e7a0c88568842656e797165bc304407d1ce8,2dddeb4edc2302464d0be00e6a6f17a8a10c36ed185ac3c5628ea81ad093305a,ed2d09d9f54aa545e7a021918d7b0a3cf9016359b3f981c1912847f7883d9461
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,500,0.001,57.06535720825195,0.0015387538587674499,0.0008760985801927745,23.72631072998047,1.0,0.02382816933095455,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00000500.pt,ca2c51ce65bbe2c88d3b8c1cc4138be70afa8870babf77dc52f2ed67cf297b4c,5d92f57af290558295901b0aec2533cd09e01cfb27909565793839c4fdc95efb,a8fb8a24cc76c1f0e24e5b00cbf264797abeea593292fd6536d0f4fd5eab6173
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,550,0.001,57.224143981933594,0.0007630251930095255,0.0005067826714366674,24.42572784423828,1.0,0.024834992364048958,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00000550.pt,5a683fc901ac1e0a88fc016e67fc72868dc5797a2b80053c034872b796a5dbff,61ed896a0d5e33fcae3f154e6ffa6f325d66672ca97e7141095125f70357b8ba,f851588d23802064e5e6a7c0f009a3035fd03538f08172bb9f3d27d644460211
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,600,0.001,57.38249206542969,0.0006542745977640152,0.0002945348678622395,25.131399154663086,1.0,0.024611253291368484,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00000600.pt,f88dfcc956122cf7178615bb375238023025d7741ffaf77e0b874c7801d8964b,cbc7e9262b1eed0cdd687948b6844d3cd7a1d29e617e3a05f95e2c8f76342dbf,2edb36f71dc68f57bb578099de8a7e333a8e3c1dc7570e48a19701f55336551e
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,650,0.001,57.53310012817383,0.0002577105478849262,0.0001717565319268033,25.838579177856445,1.0,0.025841817259788513,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00000650.pt,3dbe829f99189ceedb10e2188ce1a444c36643a899f2df3520a8331f88571563,73b552f6ce4306cfceed0cb15aedb5fb1538ba07a977a433b76c07f8480627b8,5e5a2df22ea815c2e16f8ad82f3ae792172f37f167df49d28a9c5f49cd77d503
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,700,0.001,57.67547607421875,0.00017044780543074012,0.00010052827565232292,26.546573638916016,1.0,0.025841817259788513,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00000700.pt,448be851c70ae9dcfb56c25fc20fc56cb9a93ee40d4ff2734ffb5acc2fbe56c6,92f5dd494ac66df5667e9d23ab359a038735082d30986266aacd0e1606efd89e,ec134edbe8d3bb79c3c7c3d911863d8afb5c3040a5963e157a6d9b24d64f0743
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,750,0.001,57.801292419433594,0.00011478768283268437,5.909783794777468e-05,27.260515213012695,1.0,0.02628929354250431,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00000750.pt,eca31857aa31c9d8ba7efb17d256694cd4bcb1ebb045683c28f8428ab0cca54f,799628b40b984739c4fafdd782db4f24451401f8c7cfa451352a075e8fd914da,b03d78db3a96831351c4807000f6ba7e7f5cb926cde4ec5f417803da70f28965
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,800,0.001,57.90373229980469,8.917185186874121e-05,3.490207745926455e-05,27.973112106323242,1.0,0.02696051076054573,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00000800.pt,3b6a5f81a139a713258f0a0b1593808d515a5071cf596d80b811aee0ac0b7195,2d3c06301139b785bbbd6e16e2a28c7843da592f9d8a8a90ba2639b1c9eb5854,2325ca0d25e57cb31b5552ba0c518cf69c789253eeb2286a99032c7498d2233b
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,850,0.001,57.975276947021484,5.035533104091883e-05,2.07202865567524e-05,28.68044662475586,1.0,0.026624901220202446,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00000850.pt,c722b6b843060c1791cbc034f2a280e8a204b4c998febf9346313ca029c202b9,2dfc2c5266f6a0909f51cc4a194ff923f230f4b38bbc9273591b7d7ac52df684,2b9854d89b34b04810ba5e88696ffbea9be3ccdaf5df2da21724dbaa9b3a5aa9
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,900,0.001,58.010047912597656,2.7289092031423934e-05,1.2392189091769978e-05,29.381240844726562,1.0,0.026513032615184784,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00000900.pt,6ba7e04cc891587c67db234a3404de9bfe7eecc198a7a0ff5116289226da5725,577a45686444b5ee49bee348e9e00c7dae7de824c815f76af631751d07a37a4a,a97cba77b7e53b6cc8376f13c5be8ff05b4e6e75055f905fbb872b63142abe3b
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,950,0.001,58.001014709472656,2.3363585569313727e-05,7.491330052289413e-06,30.064300537109375,1.0,0.02684864029288292,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00000950.pt,0ed853cb021341487101468806d92f9f5efb938b4e353924c4cdc70f1898775e,e542a0c61c5e21ca36a7825981b645d40283bed66197a55f224eea9950941ac3,7ce3cef3e65e7eb0068a957abdd37faec75ef2a85a2628d693ec29eb173dc618
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,1000,0.001,57.94337844848633,1.2241712283866946e-05,4.603401066560764e-06,30.7101993560791,1.0,0.027296118438243866,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00001000.pt,8c0c18a5bc62021808e00ffdfe2e7c4e852fddd6a25663533cc3db89eed27ca3,caa83ca79c41bb45f27fe566e44fea67bf782beffd69095c15e9cf130ec53004,d7f930a87046ce6d53959be7736a6c72c7e74e0558647b84e6687dfeb0b38c47
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,1050,0.001,57.83500671386719,5.9369772316131275e-06,2.88913997792406e-06,31.305570602416992,1.0,0.02751985751092434,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00001050.pt,8d8c6f1b3daa9382f6e35e4eed40ad86f58c75afe7b4608a71d68b8056560cd9,3b0d500c5385ae2bebd9188ac154bd6789c9052225a54de9bca9a17fe5cafae3,61f2b9c213dc3152e5163d07abb66b6a8c74e3f3f457da8dc99aa5095f83b4d1
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,1100,0.001,57.67282485961914,3.708398935486912e-06,1.865294734670897e-06,31.845413208007812,1.0,0.027631726115942,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00001100.pt,a760e637861805d1bf32e5636da94735c1650d9c8c5c6cbe46d960692fea8a3a,bc300f4eaa440ad0a1ab237d7203c5729e00ad8b0f727e2e5c3c34fd22c51bce,709f0e8759aa4268717f2bdaf9f02f7a59c620f46c297c8c59cc63de5636b3ee
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,1150,0.001,57.448604583740234,2.6158611490245676e-06,1.2561781659314875e-06,32.27122497558594,1.0,0.027855465188622475,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00001150.pt,abaf48ffcf370baf14f570b684e5967194859f6e2a43ce87f923730e0c14b5f4,abdb4558182daab8bbee97a1ee58425a0c7cbc8e05613bfb67c14aea4ccd1ca5,b786df5ee8676cb6c37f512c75270813263d40c9e98d8dad48e5865611a30fcc
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,1200,0.001,57.16413497924805,2.7962551030213945e-06,8.960860782281088e-07,32.547218322753906,1.0,0.028079204261302948,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00001200.pt,6be3b6ea800c5d040d36789e26985bc6cbace6cc33b7d1909acffacdc73c2bbb,34302f82683318a2467ecbff8717d7e51682890528c8c321b9dba548dca9c952,8bed2ccfb4652d6edeb6eac8449d05ef1645590970df990bbfdd3727d37fac81
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,1250,0.001,56.82862091064453,1.7985034901357722e-06,6.753698471584357e-07,32.70500183105469,1.0,0.028302941471338272,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00001250.pt,fb8cf760649d48eb89bc58b0f6ebdea74c04c9931afea118e0e701c70cda450f,be4b4dd1800971192e509e357eddf8fc3244467de056406ed55f68a02deebf56,e1f670572332d5ade5e468c5a327e7405b13ed6237f35ceb68917b8ea35ccf7a
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,1300,0.001,56.45763397216797,1.316136945206381e-06,5.349852472136263e-07,32.7727165222168,1.0,0.028302941471338272,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00001300.pt,1e4d16ce99d90019f5d660f6fe79fec2e9f8f43e1a578a86eb69d116498fc5fa,6132d2c87d0aaa4453a051368f0b9dd5c9eb23b51c81d94d21412be9d6152512,9f38d42f8a17132743449f27a338d43b2dd425776940dbc9cf83044b5fb2c705
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,1350,0.001,56.066951751708984,1.5692902479713666e-06,4.4938761334378796e-07,32.76300811767578,1.0,0.028302941471338272,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00001350.pt,366a5d34b4fabc361d205389672b4a6e8b67395eeecc0c30301021a61d035f1b,c12550d70ef0e14098edcd2a3cfef0272d49941e9c53f70f3cae50a6c8243d62,07a9a91cdd5bbdc51e9241311961c1a34ea61ff95ab410bb15da2146adc69df7
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,1400,0.001,55.698028564453125,1.2437404848242295e-06,3.8444244410129613e-07,32.82424545288086,1.0,0.02819107286632061,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00001400.pt,49203add6ac200020346a52afd0f8fef4e1aa71180bf0f3cbaffe62f5bee0fac,e01e8c39cbdcf8afbe3fd50b17b809c30229c2faafbe6581df36d6c0fb3e8195,d212ee5a7200ee17236d2772e88e35a40ecd54b3a9219227fee43573093ba7f2
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,1450,0.001,55.33916091918945,1.459749910281971e-06,3.469467912964319e-07,32.89983367919922,1.0,0.028302941471338272,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00001450.pt,c6d6b6106f68c677626354bd6b52896deff7eb2351f3da5fc3c293748dd565c1,e770073a29b140103de3e434423302174d04be550b9b93e2aa2eb44cb8ec9ab7,2458a1a5870e112673ad5cbc2d228f05056e19ef68955954d41737e7aacd2771
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,1500,0.001,54.99335861206055,1.4459737940342166e-06,3.286097864929616e-07,32.939762115478516,1.0,0.027743594720959663,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00001500.pt,9e29d38363c55c6706cedfac79139cc2311d9705d1e3a2bcf4f02f4a127f7eb3,6fb9823e52aed0e48947bcc9bd108e61de5f5ce6570c22a14909d596508293f3,b45a6abfcdddf043dac108a29a6c48b53e172bcd20dfaeb961a70fc63db56540
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,1550,0.001,54.66682434082031,1.8698357280300115e-06,3.2674248018338403e-07,32.93368148803711,1.0,0.027072379365563393,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00001550.pt,7b604246801c96ff32dd0883e626ac767f0e5b21dd9f88f21f9dbb9858b80634,e9ebc2d7b6f3cd68d793be10a38097fbb3dfa814092ae70ca698ffa1d74149bc,3b66732e71dbdde3a10ed6906c147527c9e3727498899c8eac486a47a41a2fcf
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,1600,0.001,54.369773864746094,2.1694718270737212e-06,3.2969282415251655e-07,32.896305084228516,1.0,0.027855465188622475,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00001600.pt,0ac6625a4f8b6d69ca2289a9460a181b083113749fea81ce79cf89d558a0cbf8,be2964eab70632d206893ffd5124c4f702dc7abb2cb1867fd1e2a298365a20a9,1bba2152813f21f2745f8f89c95e013ce14615baf1bd3bcce5d06fe32d341c84
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,1650,0.001,54.113014221191406,2.651298700584448e-06,3.343984644743614e-07,32.853267669677734,1.0,0.028302941471338272,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00001650.pt,2f3134cd4f1e2acb7fce919cd5ce1559ba29e2aa6b33e1f1241d45d22e29a554,d050e42f52fde0ee17c5927f258a6eea131b6b52d51ab85d9c368f1b8a30915a,29edb0ef7ad41ea41719eaeab3e3a23ba0bcb8f7f22547d69de7d81d9500599f
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,1700,0.001,53.8981819152832,3.303486664663069e-06,3.3936549925783766e-07,32.806617736816406,1.0,0.02819107286632061,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00001700.pt,6bf5da5090cd8be5315c07612cab2751c5afe5b70fe77da44a9dbae6438bd0b0,5e408c5e70a855b59846dea3baedd7c5fb669eae8c51a2836081c135c594d6b4,b89e22ee1ed409310ff8a15a496b1f74b87a81e339e486dabd342f5a3cf989d5
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,1750,0.001,53.73433303833008,3.4590261748235207e-06,3.473949448107305e-07,32.778507232666016,1.0,0.028526680544018745,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00001750.pt,e7c5b9d3ea4be6db1bfd39a7e4dea0c46fafa5dc955853150202bf44f8e47ff3,89b00df9a87ab5f84fbe85e87665d4d74fb021c738509dcb91e7a2fd84b65242,e3e11eb822d1095d975a9aa8ab3c0017b1ceca4f7384697738f400a20680294b
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,1800,0.001,53.633113861083984,9.098899681703188e-06,3.844797902274877e-07,32.76219177246094,1.0,0.029309766367077827,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00001800.pt,2193ba7b95539f186fe244af92f4ab30281786a3c62b079e4cace22768d1ca5c,c25ad9c1cd469fc711dc0ce2cf03fffe3394e40ff99afdceb66ad99b09a465a9,01e977546b9081827e657e483df361979d237f3dc479aa1242778ed971d92326
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,1850,0.001,52.6493034362793,0.586874783039093,0.01115824282169342,29.734027862548828,0.9978070259094238,0.029869113117456436,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00001850.pt,7a567bd80aa903f93a476f014971fc7e7711438e9f1c8da27c7419e4a1bac1b4,be570ea09956c86413e38c8c9baaf9757a31e401510942e04719e33bfc81b150,65ad61ef243d49e873343547bb1186e867085e67632cf1958b9e1da4423f457b
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,1900,0.001,50.23057556152344,0.01331870537251234,0.0009428175399079919,21.81377410888672,1.0,0.03221837058663368,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00001900.pt,474165cad109ca04fb8eab14d957d8140649578f4296bde9f596b8c00da8ff2d,1155c49f2b605b5d088eac08aa6712e94224f15bc642014a943738ca0c95dff1,0aaac0e76930d84d628cf6756975c53636b7a05bde8828c7fb4ce11b29313491
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,1950,0.001,48.08839797973633,0.010231160558760166,0.003748050658032298,16.654285430908203,1.0,0.032330237329006195,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00001950.pt,c7e1aff4bf90cd3ea1dba01ddaf26d1bdb46e4adeca774c2edc48dc0864e81b0,3917f03275a5a21032287e9dd3331c511d8470a765fccce0be32ba1c0c52288f,c01ec75ec7cdfc038aaf18d0fd8bee492d1c51e667be8e02597f75674e84d7e4
0.25,3192,frozen_25pct_training_prefix,92f2ccc479341b5a2f7f21f860ff759772f7416085878a33ce37e96445a0541d,stage13-no-generalisation-training-s0-676186058f2a,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,2000,0.001,46.8972282409668,0.013268417678773403,0.010530873201787472,13.791914939880371,1.0,0.030540328472852707,checkpoints/stage13-no-generalisation-training-s0-676186058f2a/step_00002000.pt,bb27fced0ffdcecaf58d892582a063fead4dfcd7afa171b98d57b0a9375954a0,89dae27800feb35dc02d8f3ce984630c32d22aa9cf72117869a452e66a7e773f,0e98d2c051aaea5dae825b974361a3c01d4f5d6f1892c07c0613107cd483ba46
