model_seed,checkpoint_step,cell_id,exact_evaluations_used,ranking_passes,restarts_attempted
3,8650,s3-step8650-f19of20-d1of4,1141,16,1
3,8650,s3-step8650-f19of20-d1of2,1141,16,1
3,8650,s3-step8650-f19of20-d3of4,1141,16,1
3,8650,s3-step8650-f39of40-d1of4,846,7,1
3,8650,s3-step8650-f39of40-d1of2,846,7,1
3,8650,s3-step8650-f39of40-d3of4,846,7,1
3,8650,s3-step8650-f99of100-d1of4,706,3,1
3,8650,s3-step8650-f99of100-d1of2,706,3,1
3,8650,s3-step8650-f99of100-d3of4,706,3,1
3,9050,s3-step9050-f4of5-d1of4,24251,1073,4
3,9050,s3-step9050-f4of5-d1of2,50000,2099,7
3,9050,s3-step9050-f4of5-d3of4,50000,2099,7
3,9050,s3-step9050-f17of20-d1of4,6757,256,1
3,9050,s3-step9050-f17of20-d1of2,6757,256,1
3,9050,s3-step9050-f17of20-d3of4,6757,256,1
3,9050,s3-step9050-f9of10-d1of4,6074,187,1
3,9050,s3-step9050-f9of10-d1of2,6074,187,1
3,9050,s3-step9050-f9of10-d3of4,6074,187,1
3,9050,s3-step9050-f19of20-d1of4,4304,69,1
3,9050,s3-step9050-f19of20-d1of2,4304,69,1
3,9050,s3-step9050-f19of20-d3of4,4304,69,1
3,9050,s3-step9050-f39of40-d1of4,3779,34,1
3,9050,s3-step9050-f39of40-d1of2,3779,34,1
3,9050,s3-step9050-f39of40-d3of4,3779,34,1
3,9050,s3-step9050-f99of100-d1of4,1133,8,1
3,9050,s3-step9050-f99of100-d1of2,1133,8,1
3,9050,s3-step9050-f99of100-d3of4,1133,8,1
4,200,s4-step200-f4of5-d1of4,1151,22,1
4,200,s4-step200-f4of5-d1of2,1151,22,1
4,200,s4-step200-f4of5-d3of4,1151,22,1
4,200,s4-step200-f17of20-d1of4,888,13,1
4,200,s4-step200-f17of20-d1of2,888,13,1
4,200,s4-step200-f17of20-d3of4,888,13,1
4,200,s4-step200-f9of10-d1of4,973,8,1
4,200,s4-step200-f9of10-d1of2,973,8,1
4,200,s4-step200-f9of10-d3of4,973,8,1
4,200,s4-step200-f19of20-d1of4,642,3,1
4,200,s4-step200-f19of20-d1of2,642,3,1
4,200,s4-step200-f19of20-d3of4,642,3,1
4,200,s4-step200-f39of40-d1of4,722,3,1
4,200,s4-step200-f39of40-d1of2,722,3,1
4,200,s4-step200-f39of40-d3of4,722,3,1
4,200,s4-step200-f99of100-d1of4,1009,4,1
4,200,s4-step200-f99of100-d1of2,1009,4,1
4,200,s4-step200-f99of100-d3of4,1009,4,1
4,3400,s4-step3400-f4of5-d1of4,1685,32,1
4,3400,s4-step3400-f4of5-d1of2,1685,32,1
4,3400,s4-step3400-f4of5-d3of4,1685,32,1
4,3400,s4-step3400-f17of20-d1of4,1247,22,1
4,3400,s4-step3400-f17of20-d1of2,1247,22,1
4,3400,s4-step3400-f17of20-d3of4,1247,22,1
4,3400,s4-step3400-f9of10-d1of4,795,10,1
4,3400,s4-step3400-f9of10-d1of2,795,10,1
4,3400,s4-step3400-f9of10-d3of4,795,10,1
4,3400,s4-step3400-f19of20-d1of4,721,4,1
4,3400,s4-step3400-f19of20-d1of2,721,4,1
4,3400,s4-step3400-f19of20-d3of4,721,4,1
4,3400,s4-step3400-f39of40-d1of4,531,2,1
4,3400,s4-step3400-f39of40-d1of2,531,2,1
4,3400,s4-step3400-f39of40-d3of4,531,2,1
4,3400,s4-step3400-f99of100-d1of4,675,2,1
4,3400,s4-step3400-f99of100-d1of2,675,2,1
4,3400,s4-step3400-f99of100-d3of4,675,2,1
4,7450,s4-step7450-f4of5-d1of4,47366,2946,7
4,7450,s4-step7450-f4of5-d1of2,50000,3111,7
4,7450,s4-step7450-f4of5-d3of4,50000,3111,7
4,7450,s4-step7450-f17of20-d1of4,39784,2475,6
4,7450,s4-step7450-f17of20-d1of2,50000,3111,7
4,7450,s4-step7450-f17of20-d3of4,50000,3111,7
4,7450,s4-step7450-f9of10-d1of4,32038,1991,5
4,7450,s4-step7450-f9of10-d1of2,50000,3106,7
4,7450,s4-step7450-f9of10-d3of4,50000,3106,7
4,7450,s4-step7450-f19of20-d1of4,46211,2868,7
4,7450,s4-step7450-f19of20-d1of2,50000,3105,7
4,7450,s4-step7450-f19of20-d3of4,50000,3105,7
4,7450,s4-step7450-f39of40-d1of4,45626,2828,7
4,7450,s4-step7450-f39of40-d1of2,50000,3097,8
4,7450,s4-step7450-f39of40-d3of4,50000,3097,8
4,7450,s4-step7450-f99of100-d1of4,37841,2335,6
4,7450,s4-step7450-f99of100-d1of2,50000,3085,8
4,7450,s4-step7450-f99of100-d3of4,50000,3085,8
4,8150,s4-step8150-f4of5-d1of4,40129,2498,6
4,8150,s4-step8150-f4of5-d1of2,50000,3113,7
4,8150,s4-step8150-f4of5-d3of4,50000,3113,7
4,8150,s4-step8150-f17of20-d1of4,32518,2024,5
4,8150,s4-step8150-f17of20-d1of2,50000,3113,7
4,8150,s4-step8150-f17of20-d3of4,50000,3113,7
4,8150,s4-step8150-f9of10-d1of4,32353,2013,5
4,8150,s4-step8150-f9of10-d1of2,50000,3111,7
4,8150,s4-step8150-f9of10-d3of4,50000,3111,7
4,8150,s4-step8150-f19of20-d1of4,39469,2454,6
4,8150,s4-step8150-f19of20-d1of2,50000,3108,7
4,8150,s4-step8150-f19of20-d3of4,50000,3108,7
4,8150,s4-step8150-f39of40-d1of4,31828,1977,5
4,8150,s4-step8150-f39of40-d1of2,50000,3107,7
4,8150,s4-step8150-f39of40-d3of4,50000,3107,7
4,8150,s4-step8150-f99of100-d1of4,38569,2392,6
4,8150,s4-step8150-f99of100-d1of2,50000,3099,8
4,8150,s4-step8150-f99of100-d3of4,50000,3099,8
4,8500,s4-step8500-f4of5-d1of4,40639,2533,6
4,8500,s4-step8500-f4of5-d1of2,50000,3117,7
4,8500,s4-step8500-f4of5-d3of4,50000,3117,7
4,8500,s4-step8500-f17of20-d1of4,32803,2044,5
4,8500,s4-step8500-f17of20-d1of2,50000,3115,7
4,8500,s4-step8500-f17of20-d3of4,50000,3115,7
4,8500,s4-step8500-f9of10-d1of4,47725,2972,7
4,8500,s4-step8500-f9of10-d1of2,50000,3114,7
4,8500,s4-step8500-f9of10-d3of4,50000,3114,7
4,8500,s4-step8500-f19of20-d1of4,32443,2018,5
4,8500,s4-step8500-f19of20-d1of2,50000,3111,7
4,8500,s4-step8500-f19of20-d3of4,50000,3111,7
4,8500,s4-step8500-f39of40-d1of4,32098,1996,5
4,8500,s4-step8500-f39of40-d1of2,50000,3108,7
4,8500,s4-step8500-f39of40-d3of4,50000,3108,7
4,8500,s4-step8500-f99of100-d1of4,38989,2421,6
4,8500,s4-step8500-f99of100-d1of2,50000,3107,7
4,8500,s4-step8500-f99of100-d3of4,50000,3107,7
4,8650,s4-step8650-f4of5-d1of4,48325,3012,7
4,8650,s4-step8650-f4of5-d1of2,50000,3116,7
4,8650,s4-step8650-f4of5-d3of4,50000,3116,7
4,8650,s4-step8650-f17of20-d1of4,40459,2521,6
4,8650,s4-step8650-f17of20-d1of2,50000,3115,7
4,8650,s4-step8650-f17of20-d3of4,50000,3115,7
4,8650,s4-step8650-f9of10-d1of4,32668,2035,5
4,8650,s4-step8650-f9of10-d1of2,50000,3114,7
4,8650,s4-step8650-f9of10-d3of4,50000,3114,7
4,8650,s4-step8650-f19of20-d1of4,50000,3109,7
4,8650,s4-step8650-f19of20-d1of2,50000,3109,7
4,8650,s4-step8650-f19of20-d3of4,50000,3109,7
4,8650,s4-step8650-f39of40-d1of4,39394,2449,6
4,8650,s4-step8650-f39of40-d1of2,50000,3109,7
4,8650,s4-step8650-f39of40-d3of4,50000,3109,7
4,8650,s4-step8650-f99of100-d1of4,46076,2859,7
4,8650,s4-step8650-f99of100-d1of2,50000,3105,7
4,8650,s4-step8650-f99of100-d3of4,50000,3105,7
4,9050,s4-step9050-f4of5-d1of4,32638,2033,5
4,9050,s4-step9050-f4of5-d1of2,50000,3114,7
4,9050,s4-step9050-f4of5-d3of4,50000,3114,7
4,9050,s4-step9050-f17of20-d1of4,32548,2026,5
4,9050,s4-step9050-f17of20-d1of2,50000,3113,7
4,9050,s4-step9050-f17of20-d3of4,50000,3113,7
4,9050,s4-step9050-f9of10-d1of4,47230,2938,7
4,9050,s4-step9050-f9of10-d1of2,50000,3111,7
4,9050,s4-step9050-f9of10-d3of4,50000,3111,7
4,9050,s4-step9050-f19of20-d1of4,50000,3107,7
4,9050,s4-step9050-f19of20-d1of2,50000,3107,7
4,9050,s4-step9050-f19of20-d3of4,50000,3107,7
4,9050,s4-step9050-f39of40-d1of4,50000,3102,7
4,9050,s4-step9050-f39of40-d1of2,50000,3102,7
4,9050,s4-step9050-f39of40-d3of4,50000,3102,7
4,9050,s4-step9050-f99of100-d1of4,50000,3094,8
4,9050,s4-step9050-f99of100-d1of2,50000,3094,8
4,9050,s4-step9050-f99of100-d3of4,50000,3094,8
