run_id,mode,training_step,learning_rate,weight_norm,gradient_norm,train_loss,test_loss,train_accuracy,test_accuracy
modular-addition-training-s0-5f1bc9dee7ab,full,0,0.001,33.637939453125,,4.734201908111572,4.73443603515625,0.007310704793781042,0.008837677538394928
modular-addition-training-s0-5f1bc9dee7ab,full,50,0.001,37.130191802978516,0.06664769351482391,4.277159214019775,5.4351983070373535,0.071279376745224,0.002684863982722163
modular-addition-training-s0-5f1bc9dee7ab,full,100,0.001,45.39934158325195,0.2841062545776367,2.956258773803711,7.200742721557617,0.30339425802230835,0.010180109180510044
modular-addition-training-s0-5f1bc9dee7ab,full,150,0.001,54.21489334106445,0.37302911281585693,0.5043708682060242,12.27685260772705,0.949608325958252,0.041839130222797394
modular-addition-training-s0-5f1bc9dee7ab,full,200,0.001,57.53868865966797,0.022395379841327667,0.02693861350417137,17.78276824951172,1.0,0.05201924219727516
modular-addition-training-s0-5f1bc9dee7ab,full,250,0.001,57.42527389526367,0.014164584688842297,0.015231212601065636,17.915254592895508,1.0,0.05559905990958214
modular-addition-training-s0-5f1bc9dee7ab,full,300,0.001,57.42522048950195,0.009221524931490421,0.008780406787991524,18.21380043029785,1.0,0.05962635576725006
modular-addition-training-s0-5f1bc9dee7ab,full,350,0.001,57.50719451904297,0.007322707213461399,0.004962690640240908,18.658533096313477,1.0,0.0628705695271492
modular-addition-training-s0-5f1bc9dee7ab,full,400,0.001,57.61971664428711,0.0031323255971074104,0.002829016651958227,19.136911392211914,1.0,0.06589104235172272
modular-addition-training-s0-5f1bc9dee7ab,full,450,0.001,57.7491569519043,0.0028391468804329634,0.00162278872448951,19.63601303100586,1.0,0.06879964470863342
modular-addition-training-s0-5f1bc9dee7ab,full,500,0.001,57.889686584472656,0.0013591424794867635,0.0009364352445118129,20.145328521728516,1.0,0.07114889472723007
modular-addition-training-s0-5f1bc9dee7ab,full,550,0.001,58.04314041137695,0.0008986808825284243,0.0005423447000794113,20.665124893188477,1.0,0.07349815219640732
modular-addition-training-s0-5f1bc9dee7ab,full,600,0.001,58.19757843017578,0.00047390529653057456,0.00031544524244964123,21.198423385620117,1.0,0.0752880647778511
modular-addition-training-s0-5f1bc9dee7ab,full,650,0.001,58.35002899169922,0.00027267547557130456,0.00018421774439048022,21.737693786621094,1.0,0.07842040807008743
modular-addition-training-s0-5f1bc9dee7ab,full,700,0.001,58.49370574951172,0.00017921451944857836,0.00010790155647555366,22.28277015686035,1.0,0.08121713995933533
modular-addition-training-s0-5f1bc9dee7ab,full,750,0.001,58.62234115600586,0.00010122468665940687,6.347265298245475e-05,22.825136184692383,1.0,0.08211209625005722
modular-addition-training-s0-5f1bc9dee7ab,full,800,0.001,58.7298698425293,6.166776438476518e-05,3.75008603441529e-05,23.367713928222656,1.0,0.08267144113779068
modular-addition-training-s0-5f1bc9dee7ab,full,850,0.001,58.80671691894531,4.027954491903074e-05,2.2262773200054653e-05,23.910139083862305,1.0,0.08345452696084976
modular-addition-training-s0-5f1bc9dee7ab,full,900,0.001,58.84550857543945,3.4257478546351194e-05,1.33182502395357e-05,24.43553352355957,1.0,0.08401387184858322
modular-addition-training-s0-5f1bc9dee7ab,full,950,0.001,58.841835021972656,1.8240576537209563e-05,8.038621672312729e-06,24.943382263183594,1.0,0.08502069860696793
modular-addition-training-s0-5f1bc9dee7ab,full,1000,0.001,58.7923469543457,1.0681597814254928e-05,4.928526777803199e-06,25.418140411376953,1.0,0.08647499978542328
modular-addition-training-s0-5f1bc9dee7ab,full,1050,0.001,58.69362258911133,5.848170985700563e-06,3.0865192002238473e-06,25.84110450744629,1.0,0.08703434467315674
modular-addition-training-s0-5f1bc9dee7ab,full,1100,0.001,58.54055404663086,3.912157353624934e-06,1.9955241441493854e-06,26.184545516967773,1.0,0.08882424980401993
modular-addition-training-s0-5f1bc9dee7ab,full,1150,0.001,58.3355598449707,2.713725052672089e-06,1.3358589967538137e-06,26.45652961730957,1.0,0.09106163680553436
modular-addition-training-s0-5f1bc9dee7ab,full,1200,0.001,58.070560455322266,1.916983137562056e-06,9.486005296821531e-07,26.621484756469727,1.0,0.09162098914384842
modular-addition-training-s0-5f1bc9dee7ab,full,1250,0.001,57.73684310913086,1.8069179077428998e-06,7.425835519825341e-07,26.551101684570312,1.0,0.09296341985464096
modular-addition-training-s0-5f1bc9dee7ab,full,1300,0.001,57.36985778808594,1.7285514104514732e-06,6.179585056997894e-07,26.33039665222168,1.0,0.0953126773238182
modular-addition-training-s0-5f1bc9dee7ab,full,1350,0.001,57.04218673706055,1.6290974826915772e-06,5.184825226933754e-07,26.121896743774414,1.0,0.09542454779148102
modular-addition-training-s0-5f1bc9dee7ab,full,1400,0.001,56.94310760498047,3.580678367143264e-06,4.377128277610609e-07,26.406517028808594,1.0,0.09564828127622604
modular-addition-training-s0-5f1bc9dee7ab,full,1450,0.001,56.266868591308594,2.920837879180908,0.04060015082359314,26.22938346862793,0.984856367111206,0.08021031320095062
modular-addition-training-s0-5f1bc9dee7ab,full,1500,0.001,53.68166732788086,0.01177858654409647,0.0007107820711098611,18.661502838134766,1.0,0.09945183992385864
modular-addition-training-s0-5f1bc9dee7ab,full,1550,0.001,51.38404846191406,0.009240697138011456,0.002856748178601265,14.143177032470703,1.0,0.10549278557300568
modular-addition-training-s0-5f1bc9dee7ab,full,1600,0.001,50.147823333740234,0.011616799980401993,0.008775697089731693,11.582763671875,1.0,0.10582838952541351
modular-addition-training-s0-5f1bc9dee7ab,full,1650,0.001,50.183250427246094,0.013863139785826206,0.0129663972184062,10.93148136138916,1.0,0.10213670134544373
modular-addition-training-s0-5f1bc9dee7ab,full,1700,0.001,50.80546569824219,0.010384653694927692,0.00960751622915268,11.388830184936523,1.0,0.100906141102314
modular-addition-training-s0-5f1bc9dee7ab,full,1750,0.001,51.510284423828125,0.00691359955817461,0.006146198604255915,12.048372268676758,1.0,0.10258418321609497
modular-addition-training-s0-5f1bc9dee7ab,full,1800,0.001,52.23433303833008,0.0045533026568591595,0.0038351642433553934,12.735103607177734,1.0,0.10448595881462097
modular-addition-training-s0-5f1bc9dee7ab,full,1850,0.001,52.96633529663086,0.0029416244942694902,0.0023550400510430336,13.4334716796875,1.0,0.10493344068527222
modular-addition-training-s0-5f1bc9dee7ab,full,1900,0.001,53.68695831298828,0.0019503997173160315,0.0014324912335723639,14.131590843200684,1.0,0.10594025999307632
modular-addition-training-s0-5f1bc9dee7ab,full,1950,0.001,54.38291931152344,0.0013856110163033009,0.0008656753343529999,14.82613754272461,1.0,0.10582838952541351
modular-addition-training-s0-5f1bc9dee7ab,full,2000,0.001,55.04319763183594,0.0007536698831245303,0.0005207231733947992,15.510024070739746,1.0,0.10627587139606476
modular-addition-training-s0-5f1bc9dee7ab,full,2050,0.001,55.66029357910156,0.000481352093629539,0.0003122545895166695,16.184072494506836,1.0,0.1067233458161354
modular-addition-training-s0-5f1bc9dee7ab,full,2100,0.001,56.225120544433594,0.00033798409276641905,0.0001870110136223957,16.846277236938477,1.0,0.10694708675146103
modular-addition-training-s0-5f1bc9dee7ab,full,2150,0.001,56.72677230834961,0.00020830114954151213,0.00011195300612598658,17.4916934967041,1.0,0.10717082768678665
modular-addition-training-s0-5f1bc9dee7ab,full,2200,0.001,57.15909194946289,0.00014164361346047372,6.702721293549985e-05,18.117961883544922,1.0,0.10728269070386887
modular-addition-training-s0-5f1bc9dee7ab,full,2250,0.001,57.51584243774414,7.703723531449214e-05,4.020156484330073e-05,18.72222328186035,1.0,0.10773017257452011
modular-addition-training-s0-5f1bc9dee7ab,full,2300,0.001,57.791805267333984,5.5627191613893956e-05,2.4161821784218773e-05,19.305063247680664,1.0,0.10828951746225357
modular-addition-training-s0-5f1bc9dee7ab,full,2350,0.001,57.987266540527344,3.179352279403247e-05,1.4605146134272218e-05,19.8569278717041,1.0,0.10963194817304611
modular-addition-training-s0-5f1bc9dee7ab,full,2400,0.001,58.10779571533203,2.0676618078141473e-05,8.884651833795942e-06,20.37342643737793,1.0,0.11086251586675644
modular-addition-training-s0-5f1bc9dee7ab,full,2450,0.001,58.156639099121094,1.5306479326682165e-05,5.475390935316682e-06,20.848445892333984,1.0,0.11231681704521179
modular-addition-training-s0-5f1bc9dee7ab,full,2500,0.001,58.13733673095703,9.935803973348811e-06,3.433437768762815e-06,21.274158477783203,1.0,0.11265242099761963
modular-addition-training-s0-5f1bc9dee7ab,full,2550,0.001,58.05130386352539,6.782185664633289e-06,2.208294290539925e-06,21.637481689453125,1.0,0.11354737728834152
modular-addition-training-s0-5f1bc9dee7ab,full,2600,0.001,57.896888732910156,3.376595486770384e-06,1.4664283298770897e-06,21.926549911499023,1.0,0.11500167846679688
modular-addition-training-s0-5f1bc9dee7ab,full,2650,0.001,57.66945266723633,3.274814616816002e-06,1.0210284244749346e-06,22.106664657592773,1.0,0.11634410917758942
modular-addition-training-s0-5f1bc9dee7ab,full,2700,0.001,57.39596176147461,2.452225317028933e-06,7.510494697271497e-07,22.177587509155273,1.0,0.11667972058057785
modular-addition-training-s0-5f1bc9dee7ab,full,2750,0.001,57.16316223144531,5.563623744819779e-06,5.858996132701577e-07,22.2430362701416,1.0,0.11846962571144104
