cell_id,cell_index,circuit_i,circuit_j,maximum_absolute_difference,maximum_distance_subset,q1_absolute_difference,q2_absolute_difference,q3_absolute_difference,q4_absolute_difference,same_primary_transfer_group,stage18_run_id,model_seed,checkpoint_index,checkpoint_step,global_cell_index
s0-step7450-f4of5-d1of2,38,C4,C5,0.012755102040816313,Q4,0.004001231148045514,0.009398496240601517,0.011904761904761973,0.012755102040816313,True,stage18-scaling-24a9adb84176,0,3,7450,38
s0-step7450-f4of5-d1of2,38,C4,C6,0.021616541353383534,Q2,0.02123730378578026,0.021616541353383534,0.02036340852130325,0.0025510204081632404,True,stage18-scaling-24a9adb84176,0,3,7450,38
s0-step7450-f4of5-d1of2,38,C5,C6,0.025238534933825774,Q1,0.025238534933825774,0.012218045112782017,0.008458646616541277,0.015306122448979553,True,stage18-scaling-24a9adb84176,0,3,7450,38
s0-step7450-f4of5-d3of4,39,C1,C2,0.04623724489795922,Q4,0.01231148045552477,0.02036340852130325,0.020676691729323293,0.04623724489795922,True,stage18-scaling-24a9adb84176,0,3,7450,39
s0-step7450-f4of5-d3of4,39,C1,C3,0.030612244897959218,Q4,0.01600492459218228,0.0,0.0025062656641603454,0.030612244897959218,True,stage18-scaling-24a9adb84176,0,3,7450,39
s0-step7450-f4of5-d3of4,39,C1,C4,0.033482142857142905,Q4,0.02462296091104954,0.005952380952381042,0.006265664160401085,0.033482142857142905,True,stage18-scaling-24a9adb84176,0,3,7450,39
s0-step7450-f4of5-d3of4,39,C1,C5,0.020727040816326592,Q4,0.020621729763004026,0.003446115288220475,0.005639097744360888,0.020727040816326592,True,stage18-scaling-24a9adb84176,0,3,7450,39
s0-step7450-f4of5-d3of4,39,C1,C6,0.0458602646968298,Q1,0.0458602646968298,0.01566416040100249,0.014097744360902165,0.036033163265306145,True,stage18-scaling-24a9adb84176,0,3,7450,39
s0-step7450-f4of5-d3of4,39,C2,C3,0.02036340852130325,Q2,0.003693444136657509,0.02036340852130325,0.018170426065162948,0.015625,True,stage18-scaling-24a9adb84176,0,3,7450,39
s0-step7450-f4of5-d3of4,39,C2,C4,0.02694235588972438,Q3,0.01231148045552477,0.026315789473684292,0.02694235588972438,0.012755102040816313,True,stage18-scaling-24a9adb84176,0,3,7450,39
s0-step7450-f4of5-d3of4,39,C2,C5,0.025510204081632626,Q4,0.008310249307479256,0.016917293233082775,0.015037593984962405,0.025510204081632626,True,stage18-scaling-24a9adb84176,0,3,7450,39
s0-step7450-f4of5-d3of4,39,C2,C6,0.03354878424130503,Q1,0.03354878424130503,0.0046992481203007586,0.006578947368421129,0.010204081632653073,True,stage18-scaling-24a9adb84176,0,3,7450,39
s0-step7450-f4of5-d3of4,39,C3,C4,0.00877192982456143,Q3,0.008618036318867262,0.005952380952381042,0.00877192982456143,0.002869897959183687,True,stage18-scaling-24a9adb84176,0,3,7450,39
s0-step7450-f4of5-d3of4,39,C3,C5,0.009885204081632626,Q4,0.004616805170821747,0.003446115288220475,0.0031328320802005427,0.009885204081632626,True,stage18-scaling-24a9adb84176,0,3,7450,39
s0-step7450-f4of5-d3of4,39,C3,C6,0.02985534010464752,Q1,0.02985534010464752,0.01566416040100249,0.01159147869674182,0.0054209183673469274,True,stage18-scaling-24a9adb84176,0,3,7450,39
s0-step7450-f4of5-d3of4,39,C4,C5,0.012755102040816313,Q4,0.004001231148045514,0.009398496240601517,0.011904761904761973,0.012755102040816313,True,stage18-scaling-24a9adb84176,0,3,7450,39
s0-step7450-f4of5-d3of4,39,C4,C6,0.021616541353383534,Q2,0.02123730378578026,0.021616541353383534,0.02036340852130325,0.0025510204081632404,True,stage18-scaling-24a9adb84176,0,3,7450,39
s0-step7450-f4of5-d3of4,39,C5,C6,0.025238534933825774,Q1,0.025238534933825774,0.012218045112782017,0.008458646616541277,0.015306122448979553,True,stage18-scaling-24a9adb84176,0,3,7450,39
s0-step7450-f17of20-d1of4,40,C1,C2,0.009398496240601517,Q2,0.003693444136657398,0.009398496240601517,0.008458646616541277,0.0025510204081632404,True,stage18-scaling-24a9adb84176,0,3,7450,40
s0-step7450-f17of20-d1of4,40,C1,C3,0.021852877808556492,Q1,0.021852877808556492,0.003759398496240518,0.004072681704260672,0.007653061224489832,True,stage18-scaling-24a9adb84176,0,3,7450,40
s0-step7450-f17of20-d1of4,40,C2,C3,0.02554632194521389,Q1,0.02554632194521389,0.013157894736842035,0.012531328320801949,0.010204081632653073,True,stage18-scaling-24a9adb84176,0,3,7450,40
s0-step7450-f17of20-d1of2,41,C1,C2,0.009398496240601517,Q2,0.003693444136657398,0.009398496240601517,0.008458646616541277,0.0025510204081632404,True,stage18-scaling-24a9adb84176,0,3,7450,41
s0-step7450-f17of20-d1of2,41,C1,C3,0.021852877808556492,Q1,0.021852877808556492,0.003759398496240518,0.004072681704260672,0.007653061224489832,True,stage18-scaling-24a9adb84176,0,3,7450,41
s0-step7450-f17of20-d1of2,41,C1,C4,0.006578947368421129,Q2,0.003077870113881165,0.006578947368421129,0.003759398496240518,0.0006377551020408934,True,stage18-scaling-24a9adb84176,0,3,7450,41
s0-step7450-f17of20-d1of2,41,C1,C5,0.04081632653061218,Q4,0.02031394275161591,0.002192982456140302,0.003759398496240629,0.04081632653061218,True,stage18-scaling-24a9adb84176,0,3,7450,41
s0-step7450-f17of20-d1of2,41,C1,C6,0.008458646616541388,Q3,0.002462296091104932,0.005639097744360888,0.008458646616541388,0.0054209183673469274,True,stage18-scaling-24a9adb84176,0,3,7450,41
s0-step7450-f17of20-d1of2,41,C2,C3,0.02554632194521389,Q1,0.02554632194521389,0.013157894736842035,0.012531328320801949,0.010204081632653073,True,stage18-scaling-24a9adb84176,0,3,7450,41
s0-step7450-f17of20-d1of2,41,C2,C4,0.0046992481203007586,Q3,0.000615574022776233,0.0028195488721803885,0.0046992481203007586,0.0031887755102041337,True,stage18-scaling-24a9adb84176,0,3,7450,41
s0-step7450-f17of20-d1of2,41,C2,C5,0.03826530612244894,Q4,0.016620498614958512,0.01159147869674182,0.012218045112781906,0.03826530612244894,True,stage18-scaling-24a9adb84176,0,3,7450,41
s0-step7450-f17of20-d1of2,41,C2,C6,0.016917293233082664,Q3,0.001231148045552466,0.015037593984962405,0.016917293233082664,0.002869897959183687,True,stage18-scaling-24a9adb84176,0,3,7450,41
s0-step7450-f17of20-d1of2,41,C3,C4,0.024930747922437657,Q1,0.024930747922437657,0.010338345864661647,0.00783208020050119,0.007015306122448939,True,stage18-scaling-24a9adb84176,0,3,7450,41
s0-step7450-f17of20-d1of2,41,C3,C5,0.04846938775510201,Q4,0.0421668205601724,0.0015664160401002158,0.00031328320802004317,0.04846938775510201,True,stage18-scaling-24a9adb84176,0,3,7450,41
s0-step7450-f17of20-d1of2,41,C3,C6,0.024315173899661424,Q1,0.024315173899661424,0.00187969924812037,0.004385964912280715,0.01307397959183676,True,stage18-scaling-24a9adb84176,0,3,7450,41
s0-step7450-f17of20-d1of2,41,C4,C5,0.04145408163265307,Q4,0.017236072637734745,0.00877192982456143,0.007518796992481147,0.04145408163265307,True,stage18-scaling-24a9adb84176,0,3,7450,41
s0-step7450-f17of20-d1of2,41,C4,C6,0.012218045112782017,Q2,0.000615574022776233,0.012218045112782017,0.012218045112781906,0.006058673469387821,True,stage18-scaling-24a9adb84176,0,3,7450,41
s0-step7450-f17of20-d1of2,41,C5,C6,0.03539540816326525,Q4,0.017851646660510978,0.003446115288220586,0.0046992481203007586,0.03539540816326525,True,stage18-scaling-24a9adb84176,0,3,7450,41
s0-step7450-f17of20-d3of4,42,C1,C2,0.009398496240601517,Q2,0.003693444136657398,0.009398496240601517,0.008458646616541277,0.0025510204081632404,True,stage18-scaling-24a9adb84176,0,3,7450,42
s0-step7450-f17of20-d3of4,42,C1,C3,0.021852877808556492,Q1,0.021852877808556492,0.003759398496240518,0.004072681704260672,0.007653061224489832,True,stage18-scaling-24a9adb84176,0,3,7450,42
s0-step7450-f17of20-d3of4,42,C1,C4,0.006578947368421129,Q2,0.003077870113881165,0.006578947368421129,0.003759398496240518,0.0006377551020408934,True,stage18-scaling-24a9adb84176,0,3,7450,42
s0-step7450-f17of20-d3of4,42,C1,C5,0.04081632653061218,Q4,0.02031394275161591,0.002192982456140302,0.003759398496240629,0.04081632653061218,True,stage18-scaling-24a9adb84176,0,3,7450,42
s0-step7450-f17of20-d3of4,42,C1,C6,0.008458646616541388,Q3,0.002462296091104932,0.005639097744360888,0.008458646616541388,0.0054209183673469274,True,stage18-scaling-24a9adb84176,0,3,7450,42
s0-step7450-f17of20-d3of4,42,C2,C3,0.02554632194521389,Q1,0.02554632194521389,0.013157894736842035,0.012531328320801949,0.010204081632653073,True,stage18-scaling-24a9adb84176,0,3,7450,42
s0-step7450-f17of20-d3of4,42,C2,C4,0.0046992481203007586,Q3,0.000615574022776233,0.0028195488721803885,0.0046992481203007586,0.0031887755102041337,True,stage18-scaling-24a9adb84176,0,3,7450,42
s0-step7450-f17of20-d3of4,42,C2,C5,0.03826530612244894,Q4,0.016620498614958512,0.01159147869674182,0.012218045112781906,0.03826530612244894,True,stage18-scaling-24a9adb84176,0,3,7450,42
s0-step7450-f17of20-d3of4,42,C2,C6,0.016917293233082664,Q3,0.001231148045552466,0.015037593984962405,0.016917293233082664,0.002869897959183687,True,stage18-scaling-24a9adb84176,0,3,7450,42
s0-step7450-f17of20-d3of4,42,C3,C4,0.024930747922437657,Q1,0.024930747922437657,0.010338345864661647,0.00783208020050119,0.007015306122448939,True,stage18-scaling-24a9adb84176,0,3,7450,42
