cell_index,cell_id,requested_member_index,member_label,accepted_circuit,representative_restart_index,primary_fidelity,retained_component_count,retained_component_proportion,maximum_prior_overlap_numerator,maximum_prior_overlap_denominator,maximum_prior_overlap,mean_prior_overlap,cumulative_exact_evaluations,member_exact_evaluations,member_ranking_passes,restart_count,status,failure_reason,family_right_censored,search_execution_mode,stage18_run_id,model_seed,checkpoint_index,checkpoint_step,global_cell_index
514,s4-step200-f19of20-d1of4,1,C1,False,0,0.950505129610776,514,,0,1,0.0,,642,642,3,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,4,1,200,514
515,s4-step200-f19of20-d1of2,1,C1,False,0,0.950505129610776,514,,0,1,0.0,,642,642,3,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,4,1,200,515
516,s4-step200-f19of20-d3of4,1,C1,False,0,0.950505129610776,514,,0,1,0.0,,642,642,3,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,4,1,200,516
517,s4-step200-f39of40-d1of4,1,C1,False,0,0.9764272848304487,514,,0,1,0.0,,722,722,3,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,4,1,200,517
518,s4-step200-f39of40-d1of2,1,C1,False,0,0.9764272848304487,514,,0,1,0.0,,722,722,3,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,4,1,200,518
519,s4-step200-f39of40-d3of4,1,C1,False,0,0.9764272848304487,514,,0,1,0.0,,722,722,3,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,4,1,200,519
520,s4-step200-f99of100-d1of4,1,C1,False,0,0.9916203304879004,513,,0,1,0.0,,1009,1009,4,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,4,1,200,520
521,s4-step200-f99of100-d1of2,1,C1,False,0,0.9916203304879004,513,,0,1,0.0,,1009,1009,4,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,4,1,200,521
522,s4-step200-f99of100-d3of4,1,C1,False,0,0.9916203304879004,513,,0,1,0.0,,1009,1009,4,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,4,1,200,522
523,s4-step3400-f4of5-d1of4,1,C1,False,0,0.8002192810713447,485,,0,1,0.0,,1685,1685,32,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,523
524,s4-step3400-f4of5-d1of2,1,C1,False,0,0.8002192810713447,485,,0,1,0.0,,1685,1685,32,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,524
525,s4-step3400-f4of5-d3of4,1,C1,False,0,0.8002192810713447,485,,0,1,0.0,,1685,1685,32,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,525
526,s4-step3400-f17of20-d1of4,1,C1,False,0,0.8502623541389303,495,,0,1,0.0,,1247,1247,22,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,526
527,s4-step3400-f17of20-d1of2,1,C1,False,0,0.8502623541389303,495,,0,1,0.0,,1247,1247,22,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,527
528,s4-step3400-f17of20-d3of4,1,C1,False,0,0.8502623541389303,495,,0,1,0.0,,1247,1247,22,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,528
529,s4-step3400-f9of10-d1of4,1,C1,False,0,0.9000704832015036,507,,0,1,0.0,,795,795,10,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,529
530,s4-step3400-f9of10-d1of2,1,C1,False,0,0.9000704832015036,507,,0,1,0.0,,795,795,10,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,530
531,s4-step3400-f9of10-d3of4,1,C1,False,0,0.9000704832015036,507,,0,1,0.0,,795,795,10,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,531
532,s4-step3400-f19of20-d1of4,1,C1,False,0,0.9506617589474509,513,,0,1,0.0,,721,721,4,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,532
533,s4-step3400-f19of20-d1of2,1,C1,False,0,0.9506617589474509,513,,0,1,0.0,,721,721,4,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,533
534,s4-step3400-f19of20-d3of4,1,C1,False,0,0.9506617589474509,513,,0,1,0.0,,721,721,4,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,534
535,s4-step3400-f39of40-d1of4,1,C1,False,0,0.9769754875088104,515,,0,1,0.0,,531,531,2,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,535
536,s4-step3400-f39of40-d1of2,1,C1,False,0,0.9769754875088104,515,,0,1,0.0,,531,531,2,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,536
537,s4-step3400-f39of40-d3of4,1,C1,False,0,0.9769754875088104,515,,0,1,0.0,,531,531,2,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,537
538,s4-step3400-f99of100-d1of4,1,C1,False,0,0.9932649385229854,515,,0,1,0.0,,675,675,2,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,538
539,s4-step3400-f99of100-d1of2,1,C1,False,0,0.9932649385229854,515,,0,1,0.0,,675,675,2,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,539
540,s4-step3400-f99of100-d3of4,1,C1,False,0,0.9932649385229854,515,,0,1,0.0,,675,675,2,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,540
541,s4-step7450-f4of5-d1of4,1,C1,True,0,0.8024904064531286,54,0.10465116279069768,0,1,0.0,,7446,7446,463,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,541
541,s4-step7450-f4of5-d1of4,2,C2,True,0,0.807737489231733,51,0.09883720930232558,1,6,0.16666666666666666,0.16666666666666666,14953,7507,466,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,541
541,s4-step7450-f4of5-d1of4,3,C3,True,0,0.8067193985433472,50,0.09689922480620156,2,11,0.18181818181818182,0.1647727272727273,22459,7506,467,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,541
541,s4-step7450-f4of5-d1of4,4,C4,True,0,0.8069543425483593,51,0.09883720930232558,6,29,0.20689655172413793,0.17138060183391451,29950,7491,466,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,541
541,s4-step7450-f4of5-d1of4,5,C5,True,0,0.8013156864280679,56,0.10852713178294573,21,89,0.23595505617977527,0.18522989879671686,37366,7416,461,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,541
541,s4-step7450-f4of5-d1of4,6,C6,False,1,1.0,359,,46,367,0.12534059945504086,,47366,10000,623,2,budget_exhaustion,requested_member_6_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,541
542,s4-step7450-f4of5-d1of2,1,C1,True,0,0.8024904064531286,54,0.10465116279069768,0,1,0.0,,7446,7446,463,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,542
542,s4-step7450-f4of5-d1of2,2,C2,True,0,0.807737489231733,51,0.09883720930232558,1,6,0.16666666666666666,0.16666666666666666,14953,7507,466,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,542
542,s4-step7450-f4of5-d1of2,3,C3,True,0,0.8067193985433472,50,0.09689922480620156,2,11,0.18181818181818182,0.1647727272727273,22459,7506,467,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,542
542,s4-step7450-f4of5-d1of2,4,C4,True,0,0.8069543425483593,51,0.09883720930232558,6,29,0.20689655172413793,0.17138060183391451,29950,7491,466,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,542
542,s4-step7450-f4of5-d1of2,5,C5,True,0,0.8013156864280679,56,0.10852713178294573,21,89,0.23595505617977527,0.18522989879671686,37366,7416,461,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,542
542,s4-step7450-f4of5-d1of2,6,C6,True,0,0.8041350144882137,52,0.10077519379844961,14,39,0.358974358974359,0.22328194307007976,44842,7476,465,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,542
542,s4-step7450-f4of5-d1of2,7,C7,False,0,1.0,194,,31,219,0.1415525114155251,,50000,5158,323,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,542
543,s4-step7450-f4of5-d3of4,1,C1,True,0,0.8024904064531286,54,0.10465116279069768,0,1,0.0,,7446,7446,463,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,543
543,s4-step7450-f4of5-d3of4,2,C2,True,0,0.807737489231733,51,0.09883720930232558,1,6,0.16666666666666666,0.16666666666666666,14953,7507,466,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,543
543,s4-step7450-f4of5-d3of4,3,C3,True,0,0.8067193985433472,50,0.09689922480620156,2,11,0.18181818181818182,0.1647727272727273,22459,7506,467,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,543
543,s4-step7450-f4of5-d3of4,4,C4,True,0,0.8069543425483593,51,0.09883720930232558,6,29,0.20689655172413793,0.17138060183391451,29950,7491,466,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,543
543,s4-step7450-f4of5-d3of4,5,C5,True,0,0.8013156864280679,56,0.10852713178294573,21,89,0.23595505617977527,0.18522989879671686,37366,7416,461,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,543
543,s4-step7450-f4of5-d3of4,6,C6,True,0,0.8041350144882137,52,0.10077519379844961,14,39,0.358974358974359,0.22328194307007976,44842,7476,465,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,543
543,s4-step7450-f4of5-d3of4,7,C7,False,0,1.0,194,,31,219,0.1415525114155251,,50000,5158,323,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,543
544,s4-step7450-f17of20-d1of4,1,C1,True,0,0.8541780875557992,57,0.11046511627906977,0,1,0.0,,7401,7401,460,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,544
544,s4-step7450-f17of20-d1of4,2,C2,True,0,0.8567624716109328,54,0.10465116279069768,5,32,0.15625,0.15625,14847,7446,463,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,544
544,s4-step7450-f17of20-d1of4,3,C3,True,0,0.8628710157412484,55,0.1065891472868217,17,95,0.17894736842105263,0.1513293543136191,22278,7431,462,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,544
544,s4-step7450-f17of20-d1of4,4,C4,True,0,0.8552744929125226,50,0.09689922480620156,20,87,0.22988505747126436,0.21106325004494889,29784,7506,467,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,544
544,s4-step7450-f17of20-d1of4,5,C5,False,1,1.0,353,,47,363,0.12947658402203857,,39784,10000,623,2,budget_exhaustion,requested_member_5_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,544
545,s4-step7450-f17of20-d1of2,1,C1,True,0,0.8541780875557992,57,0.11046511627906977,0,1,0.0,,7401,7401,460,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,545
545,s4-step7450-f17of20-d1of2,2,C2,True,0,0.8567624716109328,54,0.10465116279069768,5,32,0.15625,0.15625,14847,7446,463,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,545
545,s4-step7450-f17of20-d1of2,3,C3,True,0,0.8628710157412484,55,0.1065891472868217,17,95,0.17894736842105263,0.1513293543136191,22278,7431,462,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,545
545,s4-step7450-f17of20-d1of2,4,C4,True,0,0.8552744929125226,50,0.09689922480620156,20,87,0.22988505747126436,0.21106325004494889,29784,7506,467,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,545
545,s4-step7450-f17of20-d1of2,5,C5,True,0,0.851437074163991,58,0.1124031007751938,6,17,0.35294117647058826,0.2342451846438789,37170,7386,459,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,545
545,s4-step7450-f17of20-d1of2,6,C6,True,0,0.8569974156159449,56,0.10852713178294573,25,88,0.2840909090909091,0.20760722347887756,44586,7416,461,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,545
545,s4-step7450-f17of20-d1of2,7,C7,False,0,1.0,178,,38,197,0.19289340101522842,,50000,5414,339,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,545
546,s4-step7450-f17of20-d3of4,1,C1,True,0,0.8541780875557992,57,0.11046511627906977,0,1,0.0,,7401,7401,460,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,546
546,s4-step7450-f17of20-d3of4,2,C2,True,0,0.8567624716109328,54,0.10465116279069768,5,32,0.15625,0.15625,14847,7446,463,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,546
546,s4-step7450-f17of20-d3of4,3,C3,True,0,0.8628710157412484,55,0.1065891472868217,17,95,0.17894736842105263,0.1513293543136191,22278,7431,462,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,546
546,s4-step7450-f17of20-d3of4,4,C4,True,0,0.8552744929125226,50,0.09689922480620156,20,87,0.22988505747126436,0.21106325004494889,29784,7506,467,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,546
546,s4-step7450-f17of20-d3of4,5,C5,True,0,0.851437074163991,58,0.1124031007751938,6,17,0.35294117647058826,0.2342451846438789,37170,7386,459,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,546
546,s4-step7450-f17of20-d3of4,6,C6,True,0,0.8569974156159449,56,0.10852713178294573,25,88,0.2840909090909091,0.20760722347887756,44586,7416,461,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,546
546,s4-step7450-f17of20-d3of4,7,C7,False,0,1.0,178,,38,197,0.19289340101522842,,50000,5414,339,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,546
547,s4-step7450-f9of10-d1of4,1,C1,True,0,0.9044561046283969,63,0.12209302325581395,0,1,0.0,,7311,7311,454,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,547
547,s4-step7450-f9of10-d1of4,2,C2,True,0,0.9055525099851202,62,0.12015503875968993,3,22,0.13636363636363635,0.13636363636363635,14637,7326,455,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,547
547,s4-step7450-f9of10-d1of4,3,C3,True,0,0.9023416085832876,57,0.11046511627906977,7,33,0.21212121212121213,0.17272727272727273,22038,7401,460,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,547
547,s4-step7450-f9of10-d1of4,4,C4,False,1,1.0,347,,21,184,0.11413043478260869,,32038,10000,622,2,budget_exhaustion,requested_member_4_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,547
548,s4-step7450-f9of10-d1of2,1,C1,True,0,0.9044561046283969,63,0.12209302325581395,0,1,0.0,,7311,7311,454,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,548
548,s4-step7450-f9of10-d1of2,2,C2,True,0,0.9055525099851202,62,0.12015503875968993,3,22,0.13636363636363635,0.13636363636363635,14637,7326,455,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,548
548,s4-step7450-f9of10-d1of2,3,C3,True,0,0.9023416085832876,57,0.11046511627906977,7,33,0.21212121212121213,0.17272727272727273,22038,7401,460,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,548
548,s4-step7450-f9of10-d1of2,4,C4,True,0,0.9019500352416008,65,0.12596899224806202,13,51,0.2549019607843137,0.2063487016428193,29319,7281,452,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,548
548,s4-step7450-f9of10-d1of2,5,C5,True,0,0.9007753152165401,62,0.12015503875968993,24,101,0.2376237623762376,0.21371219648561,36645,7326,455,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,548
548,s4-step7450-f9of10-d1of2,6,C6,True,0,0.9008536298848774,62,0.12015503875968993,37,88,0.42045454545454547,0.2277070746154537,44003,7358,455,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,548
548,s4-step7450-f9of10-d1of2,7,C7,False,0,1.0,142,,33,172,0.19186046511627908,,50000,5997,375,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,548
549,s4-step7450-f9of10-d3of4,1,C1,True,0,0.9044561046283969,63,0.12209302325581395,0,1,0.0,,7311,7311,454,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,549
549,s4-step7450-f9of10-d3of4,2,C2,True,0,0.9055525099851202,62,0.12015503875968993,3,22,0.13636363636363635,0.13636363636363635,14637,7326,455,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,549
549,s4-step7450-f9of10-d3of4,3,C3,True,0,0.9023416085832876,57,0.11046511627906977,7,33,0.21212121212121213,0.17272727272727273,22038,7401,460,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,549
549,s4-step7450-f9of10-d3of4,4,C4,True,0,0.9019500352416008,65,0.12596899224806202,13,51,0.2549019607843137,0.2063487016428193,29319,7281,452,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,549
549,s4-step7450-f9of10-d3of4,5,C5,True,0,0.9007753152165401,62,0.12015503875968993,24,101,0.2376237623762376,0.21371219648561,36645,7326,455,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,549
549,s4-step7450-f9of10-d3of4,6,C6,True,0,0.9008536298848774,62,0.12015503875968993,37,88,0.42045454545454547,0.2277070746154537,44003,7358,455,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,549
549,s4-step7450-f9of10-d3of4,7,C7,False,0,1.0,142,,33,172,0.19186046511627908,,50000,5997,375,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,549
550,s4-step7450-f19of20-d1of4,1,C1,True,0,0.951914793640849,68,0.13178294573643412,0,1,0.0,,7236,7236,449,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,550
550,s4-step7450-f19of20-d1of4,2,C2,True,0,0.9542642336909704,66,0.12790697674418605,8,59,0.13559322033898305,0.13559322033898305,14518,7282,451,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,550
550,s4-step7450-f19of20-d1of4,3,C3,True,0,0.9511316469574751,67,0.1298449612403101,2,13,0.15384615384615385,0.1310897435897436,21769,7251,450,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,550
550,s4-step7450-f19of20-d1of4,4,C4,True,0,0.951523220299162,69,0.13372093023255813,26,111,0.23423423423423423,0.18176081133398206,28990,7221,448,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,550
550,s4-step7450-f19of20-d1of4,5,C5,True,0,0.951523220299162,69,0.13372093023255813,22,115,0.19130434782608696,0.15478879637824755,36211,7221,448,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,550
550,s4-step7450-f19of20-d1of4,6,C6,False,1,1.0,344,,12,91,0.13186813186813187,,46211,10000,622,2,budget_exhaustion,requested_member_6_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,550
551,s4-step7450-f19of20-d1of2,1,C1,True,0,0.951914793640849,68,0.13178294573643412,0,1,0.0,,7236,7236,449,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,551
551,s4-step7450-f19of20-d1of2,2,C2,True,0,0.9542642336909704,66,0.12790697674418605,8,59,0.13559322033898305,0.13559322033898305,14518,7282,451,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,551
551,s4-step7450-f19of20-d1of2,3,C3,True,0,0.9511316469574751,67,0.1298449612403101,2,13,0.15384615384615385,0.1310897435897436,21769,7251,450,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,551
551,s4-step7450-f19of20-d1of2,4,C4,True,0,0.951523220299162,69,0.13372093023255813,26,111,0.23423423423423423,0.18176081133398206,28990,7221,448,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,551
551,s4-step7450-f19of20-d1of2,5,C5,True,0,0.951523220299162,69,0.13372093023255813,22,115,0.19130434782608696,0.15478879637824755,36211,7221,448,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,551
551,s4-step7450-f19of20-d1of2,6,C6,True,0,0.9514449056308246,68,0.13178294573643412,7,27,0.25925925925925924,0.1941710835990012,43447,7236,449,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,551
551,s4-step7450-f19of20-d1of2,7,C7,False,0,0.9983553919649151,107,,9,26,0.34615384615384615,,50000,6553,410,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,551
552,s4-step7450-f19of20-d3of4,1,C1,True,0,0.951914793640849,68,0.13178294573643412,0,1,0.0,,7236,7236,449,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,552
552,s4-step7450-f19of20-d3of4,2,C2,True,0,0.9542642336909704,66,0.12790697674418605,8,59,0.13559322033898305,0.13559322033898305,14518,7282,451,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,552
552,s4-step7450-f19of20-d3of4,3,C3,True,0,0.9511316469574751,67,0.1298449612403101,2,13,0.15384615384615385,0.1310897435897436,21769,7251,450,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,552
552,s4-step7450-f19of20-d3of4,4,C4,True,0,0.951523220299162,69,0.13372093023255813,26,111,0.23423423423423423,0.18176081133398206,28990,7221,448,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,552
552,s4-step7450-f19of20-d3of4,5,C5,True,0,0.951523220299162,69,0.13372093023255813,22,115,0.19130434782608696,0.15478879637824755,36211,7221,448,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,552
552,s4-step7450-f19of20-d3of4,6,C6,True,0,0.9514449056308246,68,0.13178294573643412,7,27,0.25925925925925924,0.1941710835990012,43447,7236,449,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,552
552,s4-step7450-f19of20-d3of4,7,C7,False,0,0.9983553919649151,107,,9,26,0.34615384615384615,,50000,6553,410,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,552
553,s4-step7450-f39of40-d1of4,1,C1,True,0,0.9772887461821599,76,0.14728682170542637,0,1,0.0,,7116,7116,441,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,553
553,s4-step7450-f39of40-d1of4,2,C2,True,0,0.975252564805388,83,0.16085271317829458,16,143,0.11188811188811189,0.11188811188811189,14127,7011,434,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,553
553,s4-step7450-f39of40-d1of4,3,C3,True,0,0.9754091941420628,68,0.13178294573643412,11,61,0.18032786885245902,0.1494231936854888,21363,7236,449,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,553
553,s4-step7450-f39of40-d1of4,4,C4,True,0,0.9750176208003759,76,0.14728682170542637,13,63,0.20634920634920634,0.16693047189052707,28495,7132,441,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,553
553,s4-step7450-f39of40-d1of4,5,C5,True,0,0.9754091941420628,75,0.14534883720930233,28,123,0.22764227642276422,0.17434910502355166,35626,7131,442,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,553
553,s4-step7450-f39of40-d1of4,6,C6,False,1,1.0,330,,55,351,0.15669515669515668,,45626,10000,621,2,budget_exhaustion,requested_member_6_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,553
554,s4-step7450-f39of40-d1of2,1,C1,True,0,0.9772887461821599,76,0.14728682170542637,0,1,0.0,,7116,7116,441,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,554
554,s4-step7450-f39of40-d1of2,2,C2,True,0,0.975252564805388,83,0.16085271317829458,16,143,0.11188811188811189,0.11188811188811189,14127,7011,434,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,554
554,s4-step7450-f39of40-d1of2,3,C3,True,0,0.9754091941420628,68,0.13178294573643412,11,61,0.18032786885245902,0.1494231936854888,21363,7236,449,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,554
554,s4-step7450-f39of40-d1of2,4,C4,True,0,0.9750176208003759,76,0.14728682170542637,13,63,0.20634920634920634,0.16693047189052707,28495,7132,441,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,554
554,s4-step7450-f39of40-d1of2,5,C5,True,0,0.9754091941420628,75,0.14534883720930233,28,123,0.22764227642276422,0.17434910502355166,35626,7131,442,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,554
554,s4-step7450-f39of40-d1of2,6,C6,True,0,0.9755658234787375,83,0.16085271317829458,41,118,0.3474576271186441,0.20706567007220442,42637,7011,434,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,554
554,s4-step7450-f39of40-d1of2,7,C7,True,0,0.9754875088104001,81,0.1569767441860465,33,124,0.2661290322580645,0.21051066913177788,49694,7057,436,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,554
554,s4-step7450-f39of40-d1of2,8,C8,False,0,1.0,497,,4,25,0.16,,50000,306,20,1,budget_exhaustion,requested_member_8_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,554
555,s4-step7450-f39of40-d3of4,1,C1,True,0,0.9772887461821599,76,0.14728682170542637,0,1,0.0,,7116,7116,441,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,555
