cell_index,cell_id,requested_member_index,member_label,accepted_circuit,representative_restart_index,primary_fidelity,retained_component_count,retained_component_proportion,maximum_prior_overlap_numerator,maximum_prior_overlap_denominator,maximum_prior_overlap,mean_prior_overlap,cumulative_exact_evaluations,member_exact_evaluations,member_ranking_passes,restart_count,status,failure_reason,family_right_censored,search_execution_mode,stage18_run_id,model_seed,checkpoint_index,checkpoint_step,global_cell_index
113,s0-step9050-f17of20-d1of2,6,C6,True,0,0.8551961782441851,51,0.09883720930232558,23,81,0.2839506172839506,0.19074213012047334,44871,7491,466,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,113
113,s0-step9050-f17of20-d1of2,7,C7,False,0,1.0,196,,11,72,0.1527777777777778,,50000,5129,321,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,113
114,s0-step9050-f17of20-d3of4,1,C1,True,0,0.8512804448273161,53,0.10271317829457365,0,1,0.0,,7461,7461,464,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,114
114,s0-step9050-f17of20-d3of4,2,C2,True,0,0.858250450309343,47,0.09108527131782945,9,91,0.0989010989010989,0.0989010989010989,15012,7551,470,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,114
114,s0-step9050-f17of20-d3of4,3,C3,True,0,0.8521419061790273,53,0.10271317829457365,8,45,0.17777777777777778,0.14444444444444443,22473,7461,464,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,114
114,s0-step9050-f17of20-d3of4,4,C4,True,0,0.8547262902341609,52,0.10077519379844961,1,4,0.25,0.17222222222222222,29949,7476,465,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,114
114,s0-step9050-f17of20-d3of4,5,C5,True,0,0.8529250528624012,55,0.1065891472868217,1,3,0.3333333333333333,0.1985354480035331,37380,7431,462,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,114
114,s0-step9050-f17of20-d3of4,6,C6,True,0,0.8551961782441851,51,0.09883720930232558,23,81,0.2839506172839506,0.19074213012047334,44871,7491,466,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,114
114,s0-step9050-f17of20-d3of4,7,C7,False,0,1.0,196,,11,72,0.1527777777777778,,50000,5129,321,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,114
115,s0-step9050-f9of10-d1of4,1,C1,True,0,0.9045344192967343,57,0.11046511627906977,0,1,0.0,,7401,7401,460,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,115
115,s0-step9050-f9of10-d1of4,2,C2,True,0,0.9003837418748531,56,0.10852713178294573,15,98,0.15306122448979592,0.15306122448979592,14833,7432,461,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,115
115,s0-step9050-f9of10-d1of4,3,C3,True,0,0.9000704832015036,51,0.09883720930232558,5,31,0.16129032258064516,0.15591397849462366,22324,7491,466,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,115
115,s0-step9050-f9of10-d1of4,4,C4,True,0,0.9068055446785183,55,0.1065891472868217,19,93,0.20430107526881722,0.1708356913789851,29755,7431,462,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,115
115,s0-step9050-f9of10-d1of4,5,C5,True,0,0.9032813846033362,51,0.09883720930232558,7,29,0.2413793103448276,0.18225262368815592,37262,7507,466,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,115
115,s0-step9050-f9of10-d1of4,6,C6,True,0,0.9019500352416008,58,0.1124031007751938,22,93,0.23655913978494625,0.1557011037061013,44648,7386,459,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,115
115,s0-step9050-f9of10-d1of4,7,C7,False,0,1.0,182,,40,199,0.20100502512562815,,50000,5352,335,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,115
116,s0-step9050-f9of10-d1of2,1,C1,True,0,0.9045344192967343,57,0.11046511627906977,0,1,0.0,,7401,7401,460,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,116
116,s0-step9050-f9of10-d1of2,2,C2,True,0,0.9003837418748531,56,0.10852713178294573,15,98,0.15306122448979592,0.15306122448979592,14833,7432,461,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,116
116,s0-step9050-f9of10-d1of2,3,C3,True,0,0.9000704832015036,51,0.09883720930232558,5,31,0.16129032258064516,0.15591397849462366,22324,7491,466,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,116
116,s0-step9050-f9of10-d1of2,4,C4,True,0,0.9068055446785183,55,0.1065891472868217,19,93,0.20430107526881722,0.1708356913789851,29755,7431,462,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,116
116,s0-step9050-f9of10-d1of2,5,C5,True,0,0.9032813846033362,51,0.09883720930232558,7,29,0.2413793103448276,0.18225262368815592,37262,7507,466,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,116
116,s0-step9050-f9of10-d1of2,6,C6,True,0,0.9019500352416008,58,0.1124031007751938,22,93,0.23655913978494625,0.1557011037061013,44648,7386,459,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,116
116,s0-step9050-f9of10-d1of2,7,C7,False,0,1.0,182,,40,199,0.20100502512562815,,50000,5352,335,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,116
117,s0-step9050-f9of10-d3of4,1,C1,True,0,0.9045344192967343,57,0.11046511627906977,0,1,0.0,,7401,7401,460,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,117
117,s0-step9050-f9of10-d3of4,2,C2,True,0,0.9003837418748531,56,0.10852713178294573,15,98,0.15306122448979592,0.15306122448979592,14833,7432,461,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,117
117,s0-step9050-f9of10-d3of4,3,C3,True,0,0.9000704832015036,51,0.09883720930232558,5,31,0.16129032258064516,0.15591397849462366,22324,7491,466,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,117
117,s0-step9050-f9of10-d3of4,4,C4,True,0,0.9068055446785183,55,0.1065891472868217,19,93,0.20430107526881722,0.1708356913789851,29755,7431,462,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,117
117,s0-step9050-f9of10-d3of4,5,C5,True,0,0.9032813846033362,51,0.09883720930232558,7,29,0.2413793103448276,0.18225262368815592,37262,7507,466,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,117
117,s0-step9050-f9of10-d3of4,6,C6,True,0,0.9019500352416008,58,0.1124031007751938,22,93,0.23655913978494625,0.1557011037061013,44648,7386,459,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,117
117,s0-step9050-f9of10-d3of4,7,C7,False,0,1.0,182,,40,199,0.20100502512562815,,50000,5352,335,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,117
118,s0-step9050-f19of20-d1of4,1,C1,True,0,0.9526196256558853,70,0.13565891472868216,0,1,0.0,,7206,7206,447,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,118
118,s0-step9050-f19of20-d1of4,2,C2,True,0,0.9509750176208004,49,0.09496124031007752,8,111,0.07207207207207207,0.07207207207207207,14727,7521,468,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,118
118,s0-step9050-f19of20-d1of4,3,C3,True,0,0.9534810870075965,55,0.1065891472868217,16,109,0.14678899082568808,0.12658598477454616,22158,7431,462,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,118
118,s0-step9050-f19of20-d1of4,4,C4,True,0,0.9522280523141985,65,0.12596899224806202,7,38,0.18421052631578946,0.13403925131058497,29439,7281,452,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,118
118,s0-step9050-f19of20-d1of4,5,C5,False,1,1.0,350,,17,123,0.13821138211382114,,39439,10000,623,2,budget_exhaustion,requested_member_5_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,118
119,s0-step9050-f19of20-d1of2,1,C1,True,0,0.9526196256558853,70,0.13565891472868216,0,1,0.0,,7206,7206,447,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,119
119,s0-step9050-f19of20-d1of2,2,C2,True,0,0.9509750176208004,49,0.09496124031007752,8,111,0.07207207207207207,0.07207207207207207,14727,7521,468,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,119
119,s0-step9050-f19of20-d1of2,3,C3,True,0,0.9534810870075965,55,0.1065891472868217,16,109,0.14678899082568808,0.12658598477454616,22158,7431,462,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,119
119,s0-step9050-f19of20-d1of2,4,C4,True,0,0.9522280523141985,65,0.12596899224806202,7,38,0.18421052631578946,0.13403925131058497,29439,7281,452,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,119
119,s0-step9050-f19of20-d1of2,5,C5,True,0,0.9508183882841256,61,0.1182170542635659,27,104,0.25961538461538464,0.15509810829850723,36780,7341,456,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,119
119,s0-step9050-f19of20-d1of2,6,C6,True,0,0.9522280523141985,69,0.13372093023255813,21,118,0.17796610169491525,0.13677342395506487,44001,7221,448,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,119
119,s0-step9050-f19of20-d1of2,7,C7,False,0,1.0,142,,43,169,0.25443786982248523,,50000,5999,375,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,119
120,s0-step9050-f19of20-d3of4,1,C1,True,0,0.9526196256558853,70,0.13565891472868216,0,1,0.0,,7206,7206,447,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,120
120,s0-step9050-f19of20-d3of4,2,C2,True,0,0.9509750176208004,49,0.09496124031007752,8,111,0.07207207207207207,0.07207207207207207,14727,7521,468,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,120
120,s0-step9050-f19of20-d3of4,3,C3,True,0,0.9534810870075965,55,0.1065891472868217,16,109,0.14678899082568808,0.12658598477454616,22158,7431,462,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,120
120,s0-step9050-f19of20-d3of4,4,C4,True,0,0.9522280523141985,65,0.12596899224806202,7,38,0.18421052631578946,0.13403925131058497,29439,7281,452,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,120
120,s0-step9050-f19of20-d3of4,5,C5,True,0,0.9508183882841256,61,0.1182170542635659,27,104,0.25961538461538464,0.15509810829850723,36780,7341,456,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,120
120,s0-step9050-f19of20-d3of4,6,C6,True,0,0.9522280523141985,69,0.13372093023255813,21,118,0.17796610169491525,0.13677342395506487,44001,7221,448,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,120
120,s0-step9050-f19of20-d3of4,7,C7,False,0,1.0,142,,43,169,0.25443786982248523,,50000,5999,375,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,120
121,s0-step9050-f39of40-d1of4,1,C1,True,0,0.975252564805388,76,0.14728682170542637,0,1,0.0,,7132,7132,441,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,121
121,s0-step9050-f39of40-d1of4,2,C2,True,0,0.979559871563944,61,0.1182170542635659,14,123,0.11382113821138211,0.11382113821138211,14473,7341,456,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,121
121,s0-step9050-f39of40-d1of4,3,C3,True,0,0.9783851515388833,64,0.12403100775193798,19,121,0.15702479338842976,0.14669421487603307,21785,7312,453,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,121
121,s0-step9050-f39of40-d1of4,4,C4,True,0,0.9775236901871721,64,0.12403100775193798,5,23,0.21739130434782608,0.14554315762472747,29081,7296,453,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,121
121,s0-step9050-f39of40-d1of4,5,C5,True,0,0.9768971728404731,72,0.13953488372093023,13,61,0.21311475409836064,0.1312202476619063,36257,7176,445,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,121
121,s0-step9050-f39of40-d1of4,6,C6,True,0,0.9754091941420628,70,0.13565891472868216,27,119,0.226890756302521,0.16951293046181265,43463,7206,447,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,121
121,s0-step9050-f39of40-d1of4,7,C7,False,0,0.9982770772965777,108,,21,71,0.29577464788732394,,50000,6537,409,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,121
122,s0-step9050-f39of40-d1of2,1,C1,True,0,0.975252564805388,76,0.14728682170542637,0,1,0.0,,7132,7132,441,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,122
122,s0-step9050-f39of40-d1of2,2,C2,True,0,0.979559871563944,61,0.1182170542635659,14,123,0.11382113821138211,0.11382113821138211,14473,7341,456,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,122
122,s0-step9050-f39of40-d1of2,3,C3,True,0,0.9783851515388833,64,0.12403100775193798,19,121,0.15702479338842976,0.14669421487603307,21785,7312,453,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,122
122,s0-step9050-f39of40-d1of2,4,C4,True,0,0.9775236901871721,64,0.12403100775193798,5,23,0.21739130434782608,0.14554315762472747,29081,7296,453,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,122
122,s0-step9050-f39of40-d1of2,5,C5,True,0,0.9768971728404731,72,0.13953488372093023,13,61,0.21311475409836064,0.1312202476619063,36257,7176,445,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,122
122,s0-step9050-f39of40-d1of2,6,C6,True,0,0.9754091941420628,70,0.13565891472868216,27,119,0.226890756302521,0.16951293046181265,43463,7206,447,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,122
122,s0-step9050-f39of40-d1of2,7,C7,False,0,0.9982770772965777,108,,21,71,0.29577464788732394,,50000,6537,409,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,122
123,s0-step9050-f39of40-d3of4,1,C1,True,0,0.975252564805388,76,0.14728682170542637,0,1,0.0,,7132,7132,441,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,123
123,s0-step9050-f39of40-d3of4,2,C2,True,0,0.979559871563944,61,0.1182170542635659,14,123,0.11382113821138211,0.11382113821138211,14473,7341,456,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,123
123,s0-step9050-f39of40-d3of4,3,C3,True,0,0.9783851515388833,64,0.12403100775193798,19,121,0.15702479338842976,0.14669421487603307,21785,7312,453,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,123
123,s0-step9050-f39of40-d3of4,4,C4,True,0,0.9775236901871721,64,0.12403100775193798,5,23,0.21739130434782608,0.14554315762472747,29081,7296,453,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,123
123,s0-step9050-f39of40-d3of4,5,C5,True,0,0.9768971728404731,72,0.13953488372093023,13,61,0.21311475409836064,0.1312202476619063,36257,7176,445,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,123
123,s0-step9050-f39of40-d3of4,6,C6,True,0,0.9754091941420628,70,0.13565891472868216,27,119,0.226890756302521,0.16951293046181265,43463,7206,447,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,123
123,s0-step9050-f39of40-d3of4,7,C7,False,0,0.9982770772965777,108,,21,71,0.29577464788732394,,50000,6537,409,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,123
124,s0-step9050-f99of100-d1of4,1,C1,True,0,0.9913070718145509,84,0.16279069767441862,0,1,0.0,,6996,6996,433,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,124
124,s0-step9050-f99of100-d1of4,2,C2,True,0,0.9917769598245751,66,0.12790697674418605,13,137,0.0948905109489051,0.0948905109489051,14262,7266,451,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,124
124,s0-step9050-f99of100-d1of4,3,C3,True,0,0.9911504424778761,72,0.13953488372093023,5,34,0.14705882352941177,0.13450502152080346,21454,7192,445,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,124
124,s0-step9050-f99of100-d1of4,4,C4,True,0,0.9902106664578275,73,0.14147286821705427,26,131,0.1984732824427481,0.14195263260912117,28647,7193,444,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,124
124,s0-step9050-f99of100-d1of4,5,C5,True,0,0.9906022397995145,70,0.13565891472868216,12,65,0.18461538461538463,0.15914857500223353,35853,7206,447,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,124
124,s0-step9050-f99of100-d1of4,6,C6,False,1,1.0,346,,28,187,0.1497326203208556,,45853,10000,621,2,budget_exhaustion,requested_member_6_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,124
125,s0-step9050-f99of100-d1of2,1,C1,True,0,0.9913070718145509,84,0.16279069767441862,0,1,0.0,,6996,6996,433,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,125
125,s0-step9050-f99of100-d1of2,2,C2,True,0,0.9917769598245751,66,0.12790697674418605,13,137,0.0948905109489051,0.0948905109489051,14262,7266,451,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,125
125,s0-step9050-f99of100-d1of2,3,C3,True,0,0.9911504424778761,72,0.13953488372093023,5,34,0.14705882352941177,0.13450502152080346,21454,7192,445,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,125
125,s0-step9050-f99of100-d1of2,4,C4,True,0,0.9902106664578275,73,0.14147286821705427,26,131,0.1984732824427481,0.14195263260912117,28647,7193,444,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,125
125,s0-step9050-f99of100-d1of2,5,C5,True,0,0.9906022397995145,70,0.13565891472868216,12,65,0.18461538461538463,0.15914857500223353,35853,7206,447,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,125
125,s0-step9050-f99of100-d1of2,6,C6,True,0,0.9906805544678519,67,0.1298449612403101,33,118,0.2796610169491525,0.18253066886297628,43120,7267,450,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,125
125,s0-step9050-f99of100-d1of2,7,C7,False,0,0.9957710079097815,86,,33,137,0.24087591240875914,,50000,6880,430,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,125
126,s0-step9050-f99of100-d3of4,1,C1,True,0,0.9913070718145509,84,0.16279069767441862,0,1,0.0,,6996,6996,433,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,126
126,s0-step9050-f99of100-d3of4,2,C2,True,0,0.9917769598245751,66,0.12790697674418605,13,137,0.0948905109489051,0.0948905109489051,14262,7266,451,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,126
126,s0-step9050-f99of100-d3of4,3,C3,True,0,0.9911504424778761,72,0.13953488372093023,5,34,0.14705882352941177,0.13450502152080346,21454,7192,445,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,126
126,s0-step9050-f99of100-d3of4,4,C4,True,0,0.9902106664578275,73,0.14147286821705427,26,131,0.1984732824427481,0.14195263260912117,28647,7193,444,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,126
126,s0-step9050-f99of100-d3of4,5,C5,True,0,0.9906022397995145,70,0.13565891472868216,12,65,0.18461538461538463,0.15914857500223353,35853,7206,447,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,126
126,s0-step9050-f99of100-d3of4,6,C6,True,0,0.9906805544678519,67,0.1298449612403101,33,118,0.2796610169491525,0.18253066886297628,43120,7267,450,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,126
126,s0-step9050-f99of100-d3of4,7,C7,False,0,0.9957710079097815,86,,33,137,0.24087591240875914,,50000,6880,430,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,0,7,9050,126
127,s1-step200-f4of5-d1of4,1,C1,False,0,0.80006265173467,496,,0,1,0.0,,1424,1424,21,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,127
128,s1-step200-f4of5-d1of2,1,C1,False,0,0.80006265173467,496,,0,1,0.0,,1424,1424,21,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,128
129,s1-step200-f4of5-d3of4,1,C1,False,0,0.80006265173467,496,,0,1,0.0,,1424,1424,21,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,129
130,s1-step200-f17of20-d1of4,1,C1,False,0,0.8501057248022554,504,,0,1,0.0,,1416,1416,13,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,130
131,s1-step200-f17of20-d1of2,1,C1,False,0,0.8501057248022554,504,,0,1,0.0,,1416,1416,13,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,131
132,s1-step200-f17of20-d3of4,1,C1,False,0,0.8501057248022554,504,,0,1,0.0,,1416,1416,13,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,132
133,s1-step200-f9of10-d1of4,1,C1,False,0,0.9002271125381784,509,,0,1,0.0,,1053,1053,8,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,133
134,s1-step200-f9of10-d1of2,1,C1,False,0,0.9002271125381784,509,,0,1,0.0,,1053,1053,8,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,134
135,s1-step200-f9of10-d3of4,1,C1,False,0,0.9002271125381784,509,,0,1,0.0,,1053,1053,8,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,135
136,s1-step200-f19of20-d1of4,1,C1,False,0,0.9501135562690892,512,,0,1,0.0,,864,864,5,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,136
137,s1-step200-f19of20-d1of2,1,C1,False,0,0.9501135562690892,512,,0,1,0.0,,864,864,5,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,137
138,s1-step200-f19of20-d3of4,1,C1,False,0,0.9501135562690892,512,,0,1,0.0,,864,864,5,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,138
139,s1-step200-f39of40-d1of4,1,C1,False,0,0.9770538021771478,514,,0,1,0.0,,690,690,3,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,139
140,s1-step200-f39of40-d1of2,1,C1,False,0,0.9770538021771478,514,,0,1,0.0,,690,690,3,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,140
141,s1-step200-f39of40-d3of4,1,C1,False,0,0.9770538021771478,514,,0,1,0.0,,690,690,3,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,141
142,s1-step200-f99of100-d1of4,1,C1,False,0,0.9916203304879004,515,,0,1,0.0,,611,611,2,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,142
143,s1-step200-f99of100-d1of2,1,C1,False,0,0.9916203304879004,515,,0,1,0.0,,611,611,2,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,143
144,s1-step200-f99of100-d3of4,1,C1,False,0,0.9916203304879004,515,,0,1,0.0,,611,611,2,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,1,200,144
145,s1-step3400-f4of5-d1of4,1,C1,False,0,0.8003759104080195,484,,0,1,0.0,,1476,1476,33,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,145
146,s1-step3400-f4of5-d1of2,1,C1,False,0,0.8003759104080195,484,,0,1,0.0,,1476,1476,33,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,146
147,s1-step3400-f4of5-d3of4,1,C1,False,0,0.8003759104080195,484,,0,1,0.0,,1476,1476,33,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,147
148,s1-step3400-f17of20-d1of4,1,C1,False,0,0.8505756128122798,500,,0,1,0.0,,756,756,17,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,148
149,s1-step3400-f17of20-d1of2,1,C1,False,0,0.8505756128122798,500,,0,1,0.0,,756,756,17,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,149
150,s1-step3400-f17of20-d3of4,1,C1,False,0,0.8505756128122798,500,,0,1,0.0,,756,756,17,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,150
151,s1-step3400-f9of10-d1of4,1,C1,False,0,0.9003837418748531,504,,0,1,0.0,,1208,1208,13,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,151
152,s1-step3400-f9of10-d1of2,1,C1,False,0,0.9003837418748531,504,,0,1,0.0,,1208,1208,13,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,152
153,s1-step3400-f9of10-d3of4,1,C1,False,0,0.9003837418748531,504,,0,1,0.0,,1208,1208,13,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,153
154,s1-step3400-f19of20-d1of4,1,C1,False,0,0.9501135562690892,511,,0,1,0.0,,799,799,6,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,154
