cell_index,cell_id,fidelity_numerator,fidelity_denominator,displayed_fidelity,distinctness_numerator,distinctness_denominator,displayed_jaccard_cutoff,search_execution_mode,source_stage,source_run_id,circuit_i,circuit_j,member_i,member_j,intersection_count,union_count,jaccard_numerator,jaccard_denominator,jaccard_overlap,structural_distance,passes_active_cutoff,stage18_run_id,model_seed,checkpoint_index,checkpoint_step,global_cell_index
126,s0-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C1,C2,1,2,13,137,13,137,0.0948905109489051,0.9051094890510949,True,stage18-scaling-24a9adb84176,0,7,9050,126
126,s0-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C1,C3,1,3,20,136,5,34,0.14705882352941177,0.8529411764705882,True,stage18-scaling-24a9adb84176,0,7,9050,126
126,s0-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C1,C4,1,4,26,131,26,131,0.1984732824427481,0.8015267175572519,True,stage18-scaling-24a9adb84176,0,7,9050,126
126,s0-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C1,C5,1,5,24,130,12,65,0.18461538461538463,0.8153846153846154,True,stage18-scaling-24a9adb84176,0,7,9050,126
126,s0-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C1,C6,1,6,33,118,33,118,0.2796610169491525,0.7203389830508475,True,stage18-scaling-24a9adb84176,0,7,9050,126
126,s0-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C2,C3,2,3,15,123,5,41,0.12195121951219512,0.8780487804878049,True,stage18-scaling-24a9adb84176,0,7,9050,126
126,s0-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C2,C4,2,4,14,125,14,125,0.112,0.888,True,stage18-scaling-24a9adb84176,0,7,9050,126
126,s0-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C2,C5,2,5,19,117,19,117,0.1623931623931624,0.8376068376068376,True,stage18-scaling-24a9adb84176,0,7,9050,126
126,s0-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C2,C6,2,6,18,115,18,115,0.1565217391304348,0.8434782608695652,True,stage18-scaling-24a9adb84176,0,7,9050,126
126,s0-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C3,C4,3,4,15,130,3,26,0.11538461538461539,0.8846153846153846,True,stage18-scaling-24a9adb84176,0,7,9050,126
126,s0-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C3,C5,3,5,16,126,8,63,0.12698412698412698,0.873015873015873,True,stage18-scaling-24a9adb84176,0,7,9050,126
126,s0-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C3,C6,3,6,19,120,19,120,0.15833333333333333,0.8416666666666667,True,stage18-scaling-24a9adb84176,0,7,9050,126
126,s0-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C4,C5,4,5,20,123,20,123,0.16260162601626016,0.8373983739837398,True,stage18-scaling-24a9adb84176,0,7,9050,126
126,s0-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C4,C6,4,6,21,119,3,17,0.17647058823529413,0.8235294117647058,True,stage18-scaling-24a9adb84176,0,7,9050,126
126,s0-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C5,C6,5,6,17,120,17,120,0.14166666666666666,0.8583333333333334,True,stage18-scaling-24a9adb84176,0,7,9050,126
217,s1-step8650-f4of5-d1of4,4,5,0.800,1,4,0.25,fresh_execution,,,C1,C2,1,2,31,261,31,261,0.11877394636015326,0.8812260536398467,True,stage18-scaling-24a9adb84176,1,6,8650,217
217,s1-step8650-f4of5-d1of4,4,5,0.800,1,4,0.25,fresh_execution,,,C1,C3,1,3,56,268,14,67,0.208955223880597,0.791044776119403,True,stage18-scaling-24a9adb84176,1,6,8650,217
217,s1-step8650-f4of5-d1of4,4,5,0.800,1,4,0.25,fresh_execution,,,C2,C3,2,3,43,293,43,293,0.14675767918088736,0.8532423208191127,True,stage18-scaling-24a9adb84176,1,6,8650,217
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C1,C2,1,2,31,261,31,261,0.11877394636015326,0.8812260536398467,True,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C1,C3,1,3,56,268,14,67,0.208955223880597,0.791044776119403,True,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C1,C4,1,4,67,229,67,229,0.2925764192139738,0.7074235807860262,True,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C1,C5,1,5,79,218,79,218,0.3623853211009174,0.6376146788990826,True,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C1,C6,1,6,70,219,70,219,0.319634703196347,0.680365296803653,True,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C1,C7,1,7,67,248,67,248,0.2701612903225806,0.7298387096774194,True,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C1,C8,1,8,63,218,63,218,0.2889908256880734,0.7110091743119267,True,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C2,C3,2,3,43,293,43,293,0.14675767918088736,0.8532423208191127,True,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C2,C4,2,4,54,254,27,127,0.2125984251968504,0.7874015748031495,True,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C2,C5,2,5,58,251,58,251,0.23107569721115537,0.7689243027888446,True,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C2,C6,2,6,66,235,66,235,0.28085106382978725,0.7191489361702128,True,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C2,C7,2,7,73,254,73,254,0.2874015748031496,0.7125984251968505,True,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C2,C8,2,8,63,230,63,230,0.27391304347826084,0.7260869565217392,True,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C3,C4,3,4,43,297,43,297,0.1447811447811448,0.8552188552188552,True,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C3,C5,3,5,63,278,63,278,0.22661870503597123,0.7733812949640287,True,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C3,C6,3,6,64,269,64,269,0.2379182156133829,0.7620817843866171,True,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C3,C7,3,7,64,295,64,295,0.21694915254237288,0.7830508474576271,True,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C3,C8,3,8,67,258,67,258,0.2596899224806202,0.7403100775193798,True,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C4,C5,4,5,47,266,47,266,0.17669172932330826,0.8233082706766918,True,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C4,C6,4,6,58,247,58,247,0.23481781376518218,0.7651821862348178,True,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C4,C7,4,7,50,281,50,281,0.17793594306049823,0.8220640569395018,True,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C4,C8,4,8,68,229,68,229,0.29694323144104806,0.7030567685589519,True,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C5,C6,5,6,51,255,1,5,0.2,0.8,True,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C5,C7,5,7,67,265,67,265,0.2528301886792453,0.7471698113207548,True,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C5,C8,5,8,53,245,53,245,0.2163265306122449,0.7836734693877551,True,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C6,C7,6,7,59,265,59,265,0.22264150943396227,0.7773584905660378,True,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C6,C8,6,8,49,241,49,241,0.2033195020746888,0.7966804979253113,True,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C7,C8,7,8,53,263,53,263,0.20152091254752852,0.7984790874524714,True,stage18-scaling-24a9adb84176,1,6,8650,218
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C1,C2,1,2,31,261,31,261,0.11877394636015326,0.8812260536398467,True,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C1,C3,1,3,56,268,14,67,0.208955223880597,0.791044776119403,True,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C1,C4,1,4,67,229,67,229,0.2925764192139738,0.7074235807860262,True,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C1,C5,1,5,79,218,79,218,0.3623853211009174,0.6376146788990826,True,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C1,C6,1,6,70,219,70,219,0.319634703196347,0.680365296803653,True,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C1,C7,1,7,67,248,67,248,0.2701612903225806,0.7298387096774194,True,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C1,C8,1,8,63,218,63,218,0.2889908256880734,0.7110091743119267,True,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C2,C3,2,3,43,293,43,293,0.14675767918088736,0.8532423208191127,True,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C2,C4,2,4,54,254,27,127,0.2125984251968504,0.7874015748031495,True,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C2,C5,2,5,58,251,58,251,0.23107569721115537,0.7689243027888446,True,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C2,C6,2,6,66,235,66,235,0.28085106382978725,0.7191489361702128,True,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C2,C7,2,7,73,254,73,254,0.2874015748031496,0.7125984251968505,True,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C2,C8,2,8,63,230,63,230,0.27391304347826084,0.7260869565217392,True,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C3,C4,3,4,43,297,43,297,0.1447811447811448,0.8552188552188552,True,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C3,C5,3,5,63,278,63,278,0.22661870503597123,0.7733812949640287,True,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C3,C6,3,6,64,269,64,269,0.2379182156133829,0.7620817843866171,True,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C3,C7,3,7,64,295,64,295,0.21694915254237288,0.7830508474576271,True,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C3,C8,3,8,67,258,67,258,0.2596899224806202,0.7403100775193798,True,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C4,C5,4,5,47,266,47,266,0.17669172932330826,0.8233082706766918,True,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C4,C6,4,6,58,247,58,247,0.23481781376518218,0.7651821862348178,True,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C4,C7,4,7,50,281,50,281,0.17793594306049823,0.8220640569395018,True,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C4,C8,4,8,68,229,68,229,0.29694323144104806,0.7030567685589519,True,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C5,C6,5,6,51,255,1,5,0.2,0.8,True,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C5,C7,5,7,67,265,67,265,0.2528301886792453,0.7471698113207548,True,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C5,C8,5,8,53,245,53,245,0.2163265306122449,0.7836734693877551,True,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C6,C7,6,7,59,265,59,265,0.22264150943396227,0.7773584905660378,True,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C6,C8,6,8,49,241,49,241,0.2033195020746888,0.7966804979253113,True,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C7,C8,7,8,53,263,53,263,0.20152091254752852,0.7984790874524714,True,stage18-scaling-24a9adb84176,1,6,8650,219
220,s1-step8650-f17of20-d1of4,17,20,0.850,1,4,0.25,fresh_execution,,,C1,C2,1,2,29,370,29,370,0.07837837837837838,0.9216216216216216,True,stage18-scaling-24a9adb84176,1,6,8650,220
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C1,C2,1,2,29,370,29,370,0.07837837837837838,0.9216216216216216,True,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C1,C3,1,3,82,291,82,291,0.281786941580756,0.718213058419244,True,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C1,C4,1,4,98,291,98,291,0.33676975945017185,0.6632302405498282,True,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C1,C5,1,5,95,276,95,276,0.3442028985507246,0.6557971014492754,True,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C1,C6,1,6,90,270,1,3,0.3333333333333333,0.6666666666666667,True,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C1,C7,1,7,97,263,97,263,0.3688212927756654,0.6311787072243347,True,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C1,C8,1,8,90,281,90,281,0.3202846975088968,0.6797153024911031,True,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C2,C3,2,3,52,370,26,185,0.14054054054054055,0.8594594594594595,True,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C2,C4,2,4,83,355,83,355,0.23380281690140844,0.7661971830985915,True,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C2,C5,2,5,93,327,31,109,0.28440366972477066,0.7155963302752293,True,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C2,C6,2,6,89,320,89,320,0.278125,0.721875,True,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C2,C7,2,7,76,333,76,333,0.22822822822822822,0.7717717717717718,True,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C2,C8,2,8,92,328,23,82,0.2804878048780488,0.7195121951219512,True,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C3,C4,3,4,56,356,14,89,0.15730337078651685,0.8426966292134832,True,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C3,C5,3,5,90,304,45,152,0.29605263157894735,0.7039473684210527,True,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C3,C6,3,6,83,300,83,300,0.27666666666666667,0.7233333333333334,True,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C3,C7,3,7,80,303,80,303,0.264026402640264,0.735973597359736,True,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C3,C8,3,8,90,304,45,152,0.29605263157894735,0.7039473684210527,True,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C4,C5,4,5,69,341,69,341,0.20234604105571846,0.7976539589442815,True,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C4,C6,4,6,85,314,85,314,0.27070063694267515,0.7292993630573248,True,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C4,C7,4,7,84,315,4,15,0.26666666666666666,0.7333333333333334,True,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C4,C8,4,8,89,321,89,321,0.2772585669781931,0.7227414330218069,True,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C5,C6,5,6,60,321,20,107,0.18691588785046728,0.8130841121495327,True,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C5,C7,5,7,84,297,28,99,0.2828282828282828,0.7171717171717171,True,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C5,C8,5,8,86,306,43,153,0.28104575163398693,0.7189542483660131,True,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C6,C7,6,7,63,307,63,307,0.20521172638436483,0.7947882736156352,True,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C6,C8,6,8,70,311,70,311,0.22508038585209003,0.77491961414791,True,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C7,C8,7,8,66,315,22,105,0.20952380952380953,0.7904761904761904,True,stage18-scaling-24a9adb84176,1,6,8650,221
222,s1-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C1,C2,1,2,29,370,29,370,0.07837837837837838,0.9216216216216216,True,stage18-scaling-24a9adb84176,1,6,8650,222
222,s1-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C1,C3,1,3,82,291,82,291,0.281786941580756,0.718213058419244,True,stage18-scaling-24a9adb84176,1,6,8650,222
222,s1-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C1,C4,1,4,98,291,98,291,0.33676975945017185,0.6632302405498282,True,stage18-scaling-24a9adb84176,1,6,8650,222
222,s1-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C1,C5,1,5,95,276,95,276,0.3442028985507246,0.6557971014492754,True,stage18-scaling-24a9adb84176,1,6,8650,222
222,s1-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C1,C6,1,6,90,270,1,3,0.3333333333333333,0.6666666666666667,True,stage18-scaling-24a9adb84176,1,6,8650,222
222,s1-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C1,C7,1,7,97,263,97,263,0.3688212927756654,0.6311787072243347,True,stage18-scaling-24a9adb84176,1,6,8650,222
222,s1-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C1,C8,1,8,90,281,90,281,0.3202846975088968,0.6797153024911031,True,stage18-scaling-24a9adb84176,1,6,8650,222
222,s1-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C2,C3,2,3,52,370,26,185,0.14054054054054055,0.8594594594594595,True,stage18-scaling-24a9adb84176,1,6,8650,222
222,s1-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C2,C4,2,4,83,355,83,355,0.23380281690140844,0.7661971830985915,True,stage18-scaling-24a9adb84176,1,6,8650,222
222,s1-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C2,C5,2,5,93,327,31,109,0.28440366972477066,0.7155963302752293,True,stage18-scaling-24a9adb84176,1,6,8650,222
222,s1-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C2,C6,2,6,89,320,89,320,0.278125,0.721875,True,stage18-scaling-24a9adb84176,1,6,8650,222
222,s1-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C2,C7,2,7,76,333,76,333,0.22822822822822822,0.7717717717717718,True,stage18-scaling-24a9adb84176,1,6,8650,222
222,s1-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C2,C8,2,8,92,328,23,82,0.2804878048780488,0.7195121951219512,True,stage18-scaling-24a9adb84176,1,6,8650,222
222,s1-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C3,C4,3,4,56,356,14,89,0.15730337078651685,0.8426966292134832,True,stage18-scaling-24a9adb84176,1,6,8650,222
222,s1-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C3,C5,3,5,90,304,45,152,0.29605263157894735,0.7039473684210527,True,stage18-scaling-24a9adb84176,1,6,8650,222
222,s1-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C3,C6,3,6,83,300,83,300,0.27666666666666667,0.7233333333333334,True,stage18-scaling-24a9adb84176,1,6,8650,222
222,s1-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C3,C7,3,7,80,303,80,303,0.264026402640264,0.735973597359736,True,stage18-scaling-24a9adb84176,1,6,8650,222
222,s1-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C3,C8,3,8,90,304,45,152,0.29605263157894735,0.7039473684210527,True,stage18-scaling-24a9adb84176,1,6,8650,222
222,s1-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C4,C5,4,5,69,341,69,341,0.20234604105571846,0.7976539589442815,True,stage18-scaling-24a9adb84176,1,6,8650,222
222,s1-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C4,C6,4,6,85,314,85,314,0.27070063694267515,0.7292993630573248,True,stage18-scaling-24a9adb84176,1,6,8650,222
222,s1-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C4,C7,4,7,84,315,4,15,0.26666666666666666,0.7333333333333334,True,stage18-scaling-24a9adb84176,1,6,8650,222
222,s1-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C4,C8,4,8,89,321,89,321,0.2772585669781931,0.7227414330218069,True,stage18-scaling-24a9adb84176,1,6,8650,222
222,s1-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C5,C6,5,6,60,321,20,107,0.18691588785046728,0.8130841121495327,True,stage18-scaling-24a9adb84176,1,6,8650,222
222,s1-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C5,C7,5,7,84,297,28,99,0.2828282828282828,0.7171717171717171,True,stage18-scaling-24a9adb84176,1,6,8650,222
222,s1-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C5,C8,5,8,86,306,43,153,0.28104575163398693,0.7189542483660131,True,stage18-scaling-24a9adb84176,1,6,8650,222
222,s1-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C6,C7,6,7,63,307,63,307,0.20521172638436483,0.7947882736156352,True,stage18-scaling-24a9adb84176,1,6,8650,222
